Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/30042024/PTC/OA/32001,NR/01102023/19072037/LT-05,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/04042024/30042024/SJVN040424NR1694,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06)
72,17:45-18:00,0.000000,29.830000,1.330000,8.560000,2.130000,0.000000,100.260000,1.330000,261.290000,2.600000,1.370000,16.050000,2.320000,8.560000,272.120000,40.900000,106.940000,7.720000,86.810000,15.91,1,6,59.67,12.21,59.67,6,24.34,14,24.84,7.245816,74.5,6,6.76,3.84,0,12,33.81,24.83,0,0,3.42

73,18:00-18:15,0.000000,29.830000,0.960000,0.000000,2.220000,0.000000,100.260000,0.960000,261.290000,2.520000,0.990000,16.050000,2.550000,30.800000,272.120000,40.900000,106.940000,7.810000,86.810000,15.43,0,2,58.33,7.71,58.33,4,23,7,29,4.411767,87,3,4.49,0,0,5,22.44,29,0,0,0

74,18:15-18:30,0.000000,29.830000,0.630000,0.000000,2.220000,0.000000,100.260000,0.630000,261.290000,2.520000,0.640000,16.050000,2.550000,30.800000,272.120000,40.900000,106.940000,7.810000,86.810000,14.85,0,0,57.33,4.17,57.33,2,22,2,27.84,1.704325,83.5,1,2.53,0,0,1,12.62,27.83,0,0,0

75,18:30-18:45,0.000000,30.800000,0.260000,0.000000,2.220000,0.000000,100.260000,0.260000,261.290000,2.520000,0.270000,16.050000,2.550000,30.800000,272.120000,40.900000,106.940000,7.810000,86.810000,17.17,0,0,56,1.81,56,1,23.66,1,26.84,0.29217,80.5,0,1.12,0,0,0,5.61,26.83,0,0,0

76,18:45-19:00,0.000000,30.800000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,30.800000,272.120000,40.900000,106.940000,7.810000,86.810000,16.47,0,0,55,0,55,0.5,23,0,25.66,0,77,0,0.28,0,0,0,1.4,25.67,0,0,0

77,19:00-19:15,0.000000,30.800000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,30.800000,272.120000,40.900000,106.940000,7.900000,86.810000,15.69,0,0,54,0,54,0,22.66,0,24.66,0,74,0,0,0,0,0,0,24.67,0,0,0

78,19:15-19:30,0.000000,29.830000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,30.800000,272.120000,40.900000,106.940000,7.900000,86.810000,14.92,0,0,53,0,53,0,22.34,0,23.66,0,71,0,0,0,0,0,0,23.67,0,0,0

79,19:30-19:45,0.000000,29.830000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,30.800000,272.120000,40.900000,106.940000,7.900000,86.810000,12.12,0,0,42,0,42,0,20,0,20,0,60,0,0,0,0,0,0,20,0,0,0

80,19:45-20:00,0.000000,29.830000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,30.800000,272.120000,40.900000,106.940000,7.900000,86.810000,11.92,0,0,41.67,0,41.67,0,19.66,0,20,0,60,0,0,0,0,0,0,20,0,0,0

81,20:00-20:15,0.000000,29.830000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,30.800000,272.120000,40.900000,106.940000,7.900000,86.810000,11.47,0,0,40.33,0,40.33,0,18.66,0,19.66,0,59,0,0,0,0,0,0,19.67,0,0,0

82,20:15-20:30,0.000000,29.830000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,30.800000,272.120000,40.900000,106.940000,7.900000,86.810000,11.03,0,0,40,0,40,0,17.66,0,19.16,0,57.5,0,0,0,0,0,0,19.17,0,0,0

83,20:30-20:45,0.000000,29.830000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,29.830000,272.120000,40.900000,115.050000,7.900000,86.810000,8.16,0,0,39.67,0,39.67,0,17.34,0,18.34,0,55,0,0,0,0,0,0,18.33,0,0,0

84,20:45-21:00,0.000000,29.830000,0.000000,0.000000,2.220000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.630000,29.830000,272.120000,40.900000,115.050000,7.900000,86.810000,8.07,0,0,38.67,0,38.67,0,17,0,17.84,0,53.5,0,0,0,0,0,0,17.83,0,0,0

85,21:00-21:15,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,7.900000,86.810000,7.01,0,0,44,0,44,0,14.56,0,17.84,0,53.5,0,0,0,0,0,0,17.83,0,0,0

86,21:15-21:30,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,7.900000,86.810000,7.01,0,0,43.67,0,43.67,0,14.43,0,18,0,54,0,0,0,0,0,0,18,0,0,0

87,21:30-21:45,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,7.900000,86.810000,7.01,0,0,47.33,0,47.33,0,19,0,20.34,0,61,0,0,0,0,0,0,20.33,0,0,0

88,21:45-22:00,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,7.900000,86.810000,7.01,0,0,46,0,46,0,18.66,0,20.5,0,61.5,0,0,0,0,0,0,20.5,0,0,0

89,22:00-22:15,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,45.67,0,45.67,0,19.34,0,24.16,0,72.5,0,0,0,0,0,0,24.17,0,0,0

90,22:15-22:30,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,45,0,45,0,18.34,0,23.84,0,71.5,0,0,0,0,0,0,23.83,0,0,0

91,22:30-22:45,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,44.33,0,44.33,0,18,0,23.5,0,70.5,0,0,0,0,0,0,23.5,0,0,0

92,22:45-23:00,0.000000,29.830000,0.000000,0.000000,2.130000,0.000000,100.260000,0.000000,261.290000,2.380000,0.000000,16.050000,2.550000,29.830000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,43.67,0,43.67,0,18,0,23.84,0,71.5,0,0,0,0,0,0,23.83,0,0,0

93,23:00-23:15,0.000000,29.830000,0.000000,0.000000,2.040000,0.000000,100.260000,0.000000,261.290000,2.300000,0.000000,16.050000,2.550000,0.000000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,42.67,0,42.67,0,18.66,0,24.16,0,72.5,0,0,0,0,0,0,24.17,0,0,0

94,23:15-23:30,0.000000,28.870000,0.000000,0.000000,2.040000,0.000000,100.260000,0.000000,261.290000,2.300000,0.000000,16.050000,2.550000,0.000000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,42,0,42,0,19.34,0,24.5,0,73.5,0,0,0,0,0,0,24.5,0,0,0

95,23:30-23:45,0.000000,28.870000,0.000000,0.000000,2.040000,0.000000,100.260000,0.000000,261.290000,2.300000,0.000000,16.050000,2.550000,0.000000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,41.67,0,41.67,0,20.66,0,24.84,0,74.5,0,0,0,0,0,0,24.83,0,0,0

96,23:45-24:00,0.000000,28.870000,0.000000,0.000000,2.040000,0.000000,100.260000,0.000000,261.290000,2.300000,0.000000,16.050000,2.550000,0.000000,272.120000,40.900000,115.050000,8.000000,86.810000,7.01,0,0,41.33,0,41.33,0,21.66,0,25,0,75,0,0,0,0,0,0,25,0,0,0

