Block,Time,BSIUL,KOLDAM,NNTPP,RAMPUR,SIMHST1,UNCHAHAR3,AURY_CRF,AURY_LF,DADRI_RF,DADRT2,KGSU3AND4,KHSTPP-I,NLCEXP,RIHAND3,TANDA2,TelanganaSTPP,VALLURNTECL,JHAJJAR,KKNPPU2,KOTESHWR,NLCIIST1,SINGRAULI_HYDRO,TALA,TEHRI,ANTA_CRF,ANTA_LF,CHAMERA1,NLCIIST2,RAPPC,RSTPSU1TO6,SALAL,SEWA2,TANAKPUR,UNCHAHAR4,AURY_RF,RAPPB,SINGRAULI,URI,ANTA_GF,ANTA_RF,DADRI_CRF,DADRI_LF,BRBCL,CHAMERA2,DULHASTI,NLCTS2EXP,RSTPSU7,SIMHST2,TALST2,UNCHAHAR2,URI2,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KISHANGANGA,KKNP,KUDGI,MAPS,NJPC,PARBATI3,RIHAND1,UNCHAHAR1,CHAMERA3,KHSTPP-II,NAPP,NTPL,RIHAND2,SASAN,AURY_GF,DADRI_GF
7,01:30-01:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.62,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

8,01:45-02:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.62,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

9,02:00-02:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.62,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

10,02:15-02:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.62,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

11,02:30-02:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.62,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

12,02:45-03:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.84,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

13,03:00-03:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.84,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

14,03:15-03:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.84,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

15,03:30-03:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.84,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

16,03:45-04:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.84,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

17,04:00-04:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.84,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

18,04:15-04:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,44.84,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

19,04:30-04:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

20,04:45-05:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,18.94,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

21,05:00-05:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,18.94,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

22,05:15-05:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,20.8,0,0,0,0,0,18.94,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

23,05:30-05:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,18.94,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

24,05:45-06:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,18.94,0,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

25,06:00-06:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,45.93,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,46.78,3.82,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

26,06:15-06:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,45.93,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.04,0,23.56,20,2.66,16.48,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,70.17,16.54,92,10.28,0,148.3,43.79,0,118.76,382.5,0,0

27,06:30-06:45,2.2,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,45.93,0,0,14.05,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.11,0,45.26,0,23.56,20,5.33,32.96,0,0,0,0,42.39,4.31,7.92,18.49,0,0,0,0,0,93.56,16.54,92,10.28,9.68,148.3,43.79,0,118.76,382.5,0,0

28,06:45-07:00,13.04,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,28.05,0,53.3,0,9.29,7.9,0,0,53.75,0,104.15,1.11,0,45.26,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,18.49,0,0,0,0,0,116.95,16.54,92,10.28,19.38,148.3,43.79,0,118.76,382.5,0,0

29,07:00-07:15,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,28.05,0,53.3,0,41.83,7.9,0,0,53.75,0,104.15,1.11,0,45.26,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,18.49,0,0,0,0,0,116.95,16.54,92,10.28,19.38,148.3,43.79,0,118.76,360,0,0

30,07:15-07:30,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,28.05,0,53.3,0,41.83,7.9,0,0,53.75,0,104.15,1.11,0,45.26,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,18.49,0,0,0,0,0,116.95,16.54,92,10.28,19.38,148.3,43.79,0,118.76,360,0,0

31,07:30-07:45,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,28.05,0,53.3,0,41.83,8.19,0,0,53.75,0,104.15,1.11,0,45.26,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,18.49,0,0,0,0,0,116.95,16.54,92,10.28,19.38,148.3,43.79,0,118.76,360,0,0

32,07:45-08:00,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,28.05,0,53.3,0,41.83,8.19,0,0,53.75,0,104.15,1.11,0,45.26,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,18.49,0,0,0,0,0,116.95,3.57,92,10.28,19.38,148.3,43.79,0,118.76,360,0,0

33,08:00-08:15,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,28.05,0,53.3,0,41.83,8.19,0,0,53.75,0,104.15,26.49,0,45.26,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,18.49,0,0,0,0,0,93.56,0,92,10.28,19.38,148.3,43.79,0,118.76,360,0,0

34,08:15-08:30,2.2,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,28.05,0,53.3,0,41.83,8.19,0,0,53.75,0,104.15,26.49,0,45.26,0,23.56,20,3.34,32.96,0,0,0,0,42.39,4.31,27.41,18.49,0,0,0,0,0,70.17,0,92,10.28,9.68,148.3,43.79,0,118.76,360,0,0

35,08:30-08:45,0,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,14.05,0,53.3,0,9.29,0,0,0,53.75,0,104.15,26.49,0,44.94,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,15.92,18.49,0,0,0,0,0,46.78,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

36,08:45-09:00,0,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,14.05,0,53.3,0,1.4,0,0,0,53.75,0,104.15,3.31,0,44.94,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,7.92,18.49,0,0,0,0,0,46.78,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

37,09:00-09:15,0,0,0,0,0,26.4,0,0,69.05,682.79,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.66,0,44.42,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,39.78,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

38,09:15-09:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,60.99,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,1.66,0,44.42,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,20.36,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

39,09:30-09:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,45.93,0,0,0,0,53.3,0,1.4,0,5.76,0,53.75,0,104.15,1.66,0,44.42,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,18.94,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

40,09:45-10:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,45.93,0,0,0,0,53.3,0,1.4,0,5.76,0,53.75,0,104.15,3.31,0,44.1,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

41,10:00-10:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.93,0,0,0,0,53.3,0,1.4,0,5.76,0,53.75,0,104.15,26.49,0,43.89,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

42,10:15-10:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.93,0,0,0,0,53.3,0,1.4,0,5.76,0,53.75,0,104.15,26.49,0,43.89,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

43,10:30-10:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,5.76,0,53.75,0,104.15,26.49,0,43.68,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

44,10:45-11:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,5.76,0,53.75,0,104.15,3.31,0,43.68,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

45,11:00-11:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,2.21,0,43.47,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

46,11:15-11:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,2.21,0,43.47,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

47,11:30-11:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,2.21,0,43.05,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

48,11:45-12:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,30.62,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,2.21,0,43.05,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

49,12:00-12:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,2.21,0,42.84,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

50,12:15-12:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.84,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

51,12:30-12:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.84,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

52,12:45-13:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.84,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

53,13:00-13:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.63,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

54,13:15-13:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.63,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

55,13:30-13:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.63,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

56,13:45-14:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.63,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

57,14:00-14:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.52,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

58,14:15-14:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.52,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

59,14:30-14:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,29.23,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.52,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

60,14:45-15:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,29.23,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.52,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

61,15:00-15:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,29.23,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

62,15:15-15:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,29.23,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,18.49,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

63,15:30-15:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

64,15:45-16:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,1.11,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

