Column1,Time,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/5143,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/3469,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/6891,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/4651,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/WR/2025/03/01/6406,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/1906,GNA/WR/2025/01/01/8625,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/8036
34,08:15-08:30,18.33,7,17.66,18,57.39,24.73,11.54,17.67,16,24.73,7.5,57.69,63,22.5,32,27,6.67,32,7.5,24.74,17.28,0,35.01,1.26,1.24,6.72,0,0,210.24,28.8,194.14,0,5.76,52.8,0,1.08,63.96,0,1.99,0,0,4.14,2.57,28.8,0,2.57,28.8

35,08:30-08:45,25,7,17.66,22,67.06,25.17,16.14,17.67,22,25.17,7.5,80.71,88,22.5,37,37,6.67,43,7.5,25.16,17.28,0,35.01,1.26,1.24,6.72,0,0,210.24,28.8,194.14,0,5.76,52.8,0,1.08,63.96,0,3.1,0,0,4.14,4.01,28.8,0,4.01,28.8

36,08:45-09:00,35,7,17.66,25,80.4,25.67,20.51,17.67,27,25.67,7.5,102.55,102,22.5,45,43,6.67,53,7.5,25.66,17.28,0,35.01,1.26,1.24,6.72,0,0,210.24,28.8,194.14,0,5.76,52.8,0,1.08,63.96,0,4.82,0,0,4.14,6.24,28.8,0,6.24,28.8

37,09:00-09:15,43.33,7,16.66,30,95.27,26.4,24.72,16.67,28,26.4,7.5,123.57,116,22.5,53,49,6.67,57,7.5,26.4,17.28,0,35.01,1.26,1.24,6.72,0,0,210.24,23.04,194.14,0,5.76,52.8,0,1.08,63.96,0,6.1,0,0,4.04,7.89,23.04,0,7.89,23.04

38,09:15-09:30,50,7,16,34,105.02,26.4,28.61,16,32,26.4,7.5,143.05,130,22.5,60,55,6.67,63,7.5,26.4,17.28,0,35.01,1.26,1.24,6.72,0,0,210.24,23.04,194.14,0,5.76,52.8,0,1.08,63.96,0,7.28,0,0,4.04,9.42,23.04,0,9.42,23.04

39,09:30-09:45,58.33,7,15,36,113.68,26.73,34.12,15,37,26.73,7.5,170.59,144,22.5,67,61,6.67,73,7.5,26.74,17.28,0,35.01,1.26,1.24,6.72,0,0,210.24,23.04,194.14,0,5.76,52.8,0,1.08,63.96,0,8.29,0,0,4.04,10.72,23.04,0,10.72,23.04

40,09:45-10:00,67.2,7,15,39,121.42,27.23,37.39,15,39,27.23,7.5,186.93,158,22.5,73,67,6.67,79,7.5,27.24,17.28,0,35.01,1.26,1.24,6.72,0,0,210.24,23.04,194.14,0,5.76,52.8,0,1.08,63.96,0,9.27,0,0,4.04,11.99,23.04,0,11.99,23.04

41,10:00-10:15,79.06,7,15,41,128.49,27.23,40.2,15,42,27.23,7.5,201,172,22.5,82,73,6.67,85,7.5,27.24,17.28,0,35.01,1.31,1.24,6.72,0,0,210.24,23.04,194.14,0,5.76,52.8,0,1.08,63.96,0,10.43,0,0,4.04,13.49,23.04,0,13.49,23.04

42,10:15-10:30,84.46,7,15,43,134.92,27.23,42.41,15,45,27.23,7.5,212.05,182,22.5,86,78,6.67,90,7.5,27.24,17.28,0,35.01,1.31,1.24,6.72,0,0,210.24,23.04,194.14,0,5.76,52.8,0,1.08,63.96,0,11.21,0,0,4.04,14.51,23.04,0,14.51,23.04

43,10:30-10:45,91.16,7,16.66,45,140.96,27.4,45.62,16.67,47,27.4,7.5,228.12,189,22.5,92,81,6.67,93,7.5,27.4,17.28,0,35.01,1.31,1.24,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,12.07,0,0,4.04,15.63,23.04,0,15.63,23.04

44,10:45-11:00,97.07,7,16.66,47,146.69,27.4,46,16.67,47,27.4,7.5,230,200,22.5,94,85,6.67,93,7.5,27.4,17.28,0,35.01,1.31,1.24,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,12.7,0,0,4.04,16.44,23.04,0,16.44,23.04

45,11:00-11:15,98.33,7,16.66,49,151.48,27.4,46,16.67,47,27.4,7,230,207,21,97,88,6.67,93,7,27.4,17.28,0,35.01,1.31,1.24,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,13.37,0,0,4.04,17.3,23.04,0,17.3,23.04

46,11:15-11:30,98.33,7,16.66,49,155.58,28.07,46,16.67,47,28.07,7,230,207,21,98,88,6.67,93,7,28.06,17.28,0,35.01,1.31,1.24,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,13.8,0,0,4.04,17.86,23.04,0,17.86,23.04

47,11:30-11:45,98.33,7,16.66,49,158.86,28.07,46,16.67,47,28.07,7,230,207,21,98,88,6.67,93,7,28.06,17.28,0,35.01,1.31,1.05,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,13.8,0,0,4.04,17.86,23.04,0,17.86,23.04

48,11:45-12:00,98.33,7,16.66,50,160.63,28.23,46,16.67,47,28.23,7,230,207,21,98,88,6.67,93,7,28.24,17.28,0,35.01,1.31,1.05,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,13.8,0,0,4.04,17.86,23.04,0,17.86,23.04

49,12:00-12:15,98.33,5,16.66,50,160.63,28.23,46,16.67,47,28.23,7,230,207,21,98,88,6.67,93,7,28.24,17.28,0,35.01,1.35,1.08,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,13.8,0,0,4.04,17.86,23.04,0,17.86,23.04

50,12:15-12:30,98.33,5,16.66,50,160.63,28.23,46,16.67,47,28.23,7,230,207,21,98,88,6.67,93,7,28.24,17.28,0,35.01,1.35,1.08,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,13.8,0,0,4.04,17.86,23.04,0,17.86,23.04

51,12:30-12:45,100,5,16.72,50,160.63,28.23,47.5,16.73,50,28.23,7,237.5,210,21,98,90,6.67,100,7,28.24,17.28,0,35.01,1.35,1.08,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,16.83,0,0,4.04,16.83,23.04,0,16.83,23.04

52,12:45-13:00,100,5,18.27,50,159.86,28.23,47.17,18.28,50,28.23,7.07,235.83,210,21.18,98,90,7.19,100,7.07,28.24,17.28,0,35.01,1.35,1.08,6.72,0,0,210.24,23.04,139.2,0,5.76,52.8,0,1.15,47.04,0,16.83,0,0,4.04,16.83,23.04,0,16.83,23.04

53,13:00-13:15,96,5,15.06,50,157.4,28.07,46.83,15.07,50,28.07,7.08,234.17,210,21.26,99,90,7.2,100,7.08,28.06,17.28,0,35.01,1.39,1.08,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,16.83,0,0,4.04,16.83,23.04,0,16.83,23.04

54,13:15-13:30,96,5,15.42,50,154.11,28.07,46.67,15.41,50,28.07,7.24,233.33,210,21.7,99,90,7.36,100,7.24,28.06,17.28,0,35.01,1.39,1.08,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,16.83,0,0,4.04,16.83,23.04,0,16.83,23.04

55,13:30-13:45,96,5.8,16.53,50,149.76,28.07,46.5,16.53,50,28.07,7.76,232.5,210,23.26,99,90,7.89,100,7.76,28.06,17.28,0,35.01,1.39,1.08,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,16.83,0,0,4.04,16.83,23.04,0,16.83,23.04

56,13:45-14:00,96,5.89,17.52,49,144.4,28.07,46.33,17.53,50,28.07,8.45,231.67,210,25.36,99,90,8.6,100,8.45,28.06,17.28,0,35.01,1.39,1.08,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,16.83,0,0,4.04,16.83,23.04,0,16.83,23.04

57,14:00-14:15,96,6.39,18.1,48,143.98,28.07,46.17,18.09,50,28.07,9.03,230.83,210,27.07,99,90,9.18,100,9.03,28.06,17.28,0,35.01,1.39,1.16,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,16.81,0,0,4.04,16.81,23.04,0,16.81,23.04

58,14:15-14:30,96,6.94,18.06,47,140.18,28.4,46,18.05,50,28.4,9.59,230,210,28.74,98,90,9.75,100,9.59,28.4,17.28,0,35.01,1.39,1.16,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,16.17,0,0,4.04,16.17,23.04,0,16.17,23.04

59,14:30-14:45,96,7.85,17.74,46,135.12,28.57,46,17.75,48,28.57,10.42,230,210,31.28,93,90,10.42,97,10.42,28.56,17.28,0,35.01,1.39,1.16,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,15.5,0,0,4.04,15.5,23.04,0,15.5,23.04

60,14:45-15:00,96,9.11,17.76,44,128.4,28.57,46,17.76,47,28.57,10.85,230,203,32.52,93,87,11.03,93,10.85,28.56,17.28,0,35.01,1.39,1.16,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,14.88,0,0,4.04,14.88,23.04,0,14.88,23.04

61,15:00-15:15,91.96,10.85,18.24,42,122.37,28.73,45.43,18.23,45,28.73,8.17,227.17,196,24.49,91,84,11.66,90,8.17,28.74,17.28,0,35.01,1.44,1.16,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,14.04,0,0,4.04,14.04,23.04,0,14.04,23.04

62,15:15-15:30,84.81,12.07,18.93,40,115.75,28.73,43.9,18.93,43,28.73,8.67,219.48,182,25.99,86,78,12.35,87,8.67,28.74,17.28,0,35.01,1.44,1.16,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,13.26,0,0,4.04,13.26,23.04,0,13.26,23.04

63,15:30-15:45,78.62,14.75,15,37,109.62,28.73,41.74,15,39,28.73,9.5,208.72,168,28.5,75,72,8.1,78,9.5,28.74,17.28,0,35.01,1.44,1.39,6.72,0,0,210.24,23.04,115.2,0,5.76,52.8,0,1.23,39.36,0,12.24,0,0,4.04,12.24,23.04,0,12.24,23.04

64,15:45-16:00,73.54,15.36,15,34,100.08,29.07,38.98,15,35,29.07,10.33,194.87,154,31.01,70,66,8.59,71,10.33,29.06,17.28,0,35.01,1.44,1.39,6.72,0,0,210.24,23.04,115.2,0,5.76,100.01,0,1.23,39.36,0,11.17,0,0,4.04,11.17,23.04,0,11.17,23.04

65,16:00-16:15,66.16,11,15,28,91.02,29.07,32.61,15,32,29.07,10,163.04,137,30,63,58,7.67,63,10,29.06,17.28,0,35.01,1.44,1.39,6.72,0,0,210.24,23.04,139.2,0,5.76,100.01,0,1.31,47.04,0,10.08,0,0,4.14,10.08,23.04,0,10.08,23.04

66,16:15-16:30,59.29,10.8,15,24,79.83,29.4,29.21,15,28,29.4,10.83,146.05,123,32.51,57,52,8.33,57,10.83,29.4,17.28,0,35.01,1.44,1.39,6.72,0,0,210.24,23.04,139.2,0,5.76,100.01,0,1.31,47.04,0,8.81,0,0,4.14,8.81,23.04,0,8.81,23.04

67,16:30-16:45,49.48,10.6,15.66,21,67.46,29.4,24.17,15.67,25,29.4,8,120.83,109,24,45,46,8.67,50,8,29.4,17.28,0,35.01,1.44,1.39,6.72,0,0,210.24,23.04,139.2,0,5.76,100.01,0,1.31,47.04,0,7.49,0,0,4.14,7.49,23.04,0,7.49,23.04

68,16:45-17:00,40.28,10.4,16,16,56.07,29.4,20,16,22,29.4,8.34,100,95,25,36,40,9.33,43,8.33,29.4,17.28,0,35.01,1.44,1.39,6.72,0,0,210.24,23.04,139.2,0,5.76,100.01,0,1.31,47.04,0,6.07,0,0,4.14,6.07,23.04,0,6.07,23.04

69,17:00-17:15,30.82,10.2,16.34,12,43.03,29.4,17.85,16.33,17,29.4,8.33,89.25,81,25.01,30,34,9.67,33,8.33,29.4,17.28,0,32.94,1.49,1.39,6.72,0,0,230.4,33.6,139.2,0,5.76,100.01,0,1.23,47.04,0,4.49,0,0,4.14,4.49,33.6,100,4.49,33.6

70,17:15-17:30,25.16,10,17.66,8,31.15,18,14.45,17.67,12,27.5,8.67,72.25,60,25.99,22,25,10.67,23,8.67,28.55,17.28,0,32.94,1.49,1.39,6.72,0,0,249.6,33.6,139.2,0,5.76,100.01,0,1.23,47.04,0,3.15,0,0,4.14,3.15,33.6,100,3.15,33.6

71,17:30-17:45,18.4,9.6,17.66,5,21.42,8,11.34,17.67,7,15.64,8.67,56.72,46,25.99,18,19,9.67,15,8.67,16.27,17.28,0,32.94,1.49,1.39,6.72,0,0,271.44,33.6,163.2,0,5.76,100.01,0,1.23,63.96,0,2.34,0,0,4.14,2.34,33.6,100,2.34,33.6

72,17:45-18:00,14.29,9,17.66,3,12.56,1,7.41,17.67,5,3.8,8.67,37.07,28,25.99,12,12,10.33,9,8.67,3.95,17.28,0,32.94,1.49,1.39,6.72,0,0,271.44,33.6,182.4,0,5.76,100.01,0,1.23,63.96,0,1.67,0,0,4.14,1.67,33.6,100,1.67,33.6

73,18:00-18:15,11.4,8.6,18.66,1,0.42,0,2.27,18.67,3,0,8.67,11.35,14,25.99,9,6,8.67,5,8.67,0,17.28,0,32.94,1.49,1.39,6.72,0,0,271.44,33.6,230.4,100,5.76,100.01,0,1.23,86.59,31.29,1.12,0,0,4.14,1.12,33.6,100,1.12,33.6

74,18:15-18:30,0.3,8,22,1,0,0,1.19,22,1,0,8.67,5.94,7,25.99,5,3,8.67,3,8.67,0,17.28,0,32.94,1.49,1.39,6.72,0,0,271.44,33.6,259.78,100,5.76,100.01,0,1.23,86.59,31.29,0.67,0,0,4.14,0.67,33.6,100,0.67,33.6

75,18:30-18:45,0.3,8,16.66,0,0,0,0.5,16.67,0,0,8.67,2.52,2,25.99,2,1,9.33,1,8.67,0,17.28,0,32.94,1.49,1.39,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.23,86.59,31.29,0,0,0,4.14,0,33.6,100,0,33.6

76,18:45-19:00,0.3,8,17.34,0,0,0,0.03,17.33,0,0,8.67,0.16,0,25.99,0,0,10.33,0,8.67,0,17.28,0,32.94,1.49,1.39,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.23,86.59,31.29,0,0,0,4.14,0,33.6,100,0,33.6

77,19:00-19:15,0.3,8,18,0,0,0,0,18,0,0,9,0,0,27,0,0,9.67,0,9,0,17.28,0,32.94,1.49,1.39,6.72,50,0,271.44,33.6,259.78,100,5.76,100.01,0,1.15,86.59,31.29,0,0,0,4.22,0,33.6,100,0,33.6

