Block,Time,BSIUL,KUDGI,RAPPB,TALA,TALST2,URI2,ANTA_LF,DADRI_CRF,BRBCL,KKNP,RAPPD,SASAN,TANAKPUR,AURY_RF,CHAMERA1,KHSTPP-II,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,PARBATI3,RIHAND1,RIHAND2,RSTPSU1TO6,TelanganaSTPP,CHAMERA3,KGSU3AND4,KKNPPU2,RAMPUR,RSTPSU7,SIMHST1,AURY_CRF,DADRI_GF,DADRI_LF,CHAMERA2,DADRT2,DULHASTI,FSTPP I & II,KISHANGANGA,KOTESHWR,NAPP,PARBATI2,SALAL,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,ANTA_GF,AURY_GF,AURY_LF,JHAJJAR,KOLDAM,RAPPC,RIHAND3,UNCHAHAR2,URI,KGSU1AND2,MAPS,NJPC,NLCTS2EXP,NTPL,SEWA2,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,DADRI_RF,DHAULIGNGA,KHSTPP-I,TANDA2,UNCHAHAR3,ANTA_RF
6,01:15-01:30,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,67.31,42.15,148.3,0,0,0,0,19.64,97.23,124.58,0,0,23.33,0,0,2.98,0,0,0,0,0,48.81,688.58,39.68,18.2,8.63,10.43,25.24,13.52,79.38,0,150.34,0.98,0,0,0,447.11,2.28,68.56,130.79,44.5,52.36,0,0,75.04,0,0,18.9,0,21.64,2.3,0,0,75.18,10.95,45.53,5.7,27.68,51.17

7,01:30-01:45,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,67.31,42.15,148.3,0,0,0,0,19.64,97.23,124.58,0,0,23.33,0,0,2.98,0,0,0,0,0,48.81,688.58,39.68,18.2,8.63,10.43,25.24,13.52,79.38,0,150.34,0.98,0,0,0,447.11,2.28,68.56,130.79,44.5,52.36,0,0,75.04,0,0,18.9,0,21.64,2.3,0,0,75.18,10.95,45.53,5.7,27.68,51.17

8,01:45-02:00,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,67.31,42.15,148.3,0,0,0,0,19.64,97.23,124.58,0,0,23.33,0,0,2.98,0,0,0,0,0,48.81,688.58,39.68,18.2,8.63,10.43,25.24,13.52,79.38,0,150.34,0.98,0,0,0,447.11,2.28,68.56,130.79,44.5,52.36,0,0,75.04,0,0,18.9,0,21.64,2.3,0,0,75.18,10.95,45.53,5.7,27.68,51.17

9,02:00-02:15,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.73,42.15,148.3,0,0,0,0,19.64,97.23,124.58,0,0,23.33,0,0,2.98,0,0,0,0,0,48.81,688.58,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,52.36,0,0,75.04,0,0,18.9,0,21.64,2.3,0,0,75.18,10.95,45.53,5.7,27.68,51.17

10,02:15-02:30,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.73,42.15,148.3,0,0,0,0,19.64,97.23,124.58,0,0,23.33,0,0,2.98,0,0,0,0,0,48.81,688.58,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,75.04,0,0,12.61,0,21.64,2.3,0,0,75.18,10.95,45.53,5.7,27.68,51.17

11,02:30-02:45,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,2.98,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,75.04,0,0,12.61,0,21.64,2.3,0,0,75.18,10.95,45.53,5.7,27.68,51.17

12,02:45-03:00,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,2.98,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,75.04,0,0,12.61,0,21.64,2.3,0,0,75.18,10.95,45.53,5.7,27.68,51.17

13,03:00-03:15,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,1.95,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,0,21.64,2.3,0,0,82.01,10.95,45.53,5.7,27.68,51.17

14,03:15-03:30,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,1.95,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,0,21.64,2.3,0,0,88.84,10.95,45.53,5.7,27.68,51.17

15,03:30-03:45,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,1.95,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,0,21.64,2.3,0,0,88.84,10.95,45.53,5.7,27.68,51.17

16,03:45-04:00,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,1.95,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,0,21.64,2.3,0,0,88.84,10.95,45.53,5.7,27.68,51.17

17,04:00-04:15,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,1.95,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,12.12,21.64,2.3,0,0,88.84,10.95,45.53,5.7,27.68,51.17

18,04:15-04:30,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,23.33,0,0,1.95,0,0,0,0,0,48.81,688.55,39.68,18.2,8.63,10.43,25.24,13.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,12.12,21.64,2.3,0,0,88.84,10.95,45.53,5.7,27.68,51.17

19,04:30-04:45,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,18.42,0,0,1.95,0,0,0,0,0,32.53,688.55,39.68,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,24.87,21.64,2.3,0,0,88.84,10.95,45.53,5.7,27.68,51.17

20,04:45-05:00,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,18.42,0,0,1.95,0,0,0,0,0,32.53,688.55,39.68,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,12.61,24.87,21.64,2.3,0,0,88.84,10.95,45.53,5.7,27.68,49.86

21,05:00-05:15,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,18.42,0,0,1.95,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,6.3,24.87,21.64,2.3,0,0,99.78,10.95,45.53,5.7,27.68,49.86

22,05:15-05:30,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,18.42,0,0,1.95,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.86

23,05:30-05:45,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,18.42,0,0,1.95,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.86

24,05:45-06:00,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,18.42,0,0,1.95,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,49.28,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.86

25,06:00-06:15,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,23.33,0,0,2.19,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,16.56,0,0,55.33,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.86

26,06:15-06:30,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,23.33,0,0,2.19,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,5.52,0,0,55.33,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.86

27,06:30-06:45,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,23.33,0,0,2.19,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,5.52,0,0,55.33,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.86

28,06:45-07:00,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,23.33,0,0,2.19,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,16.56,0,0,55.33,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.86

29,07:00-07:15,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,6.27,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,23.33,0,0,2.19,0,0,0,0,0,32.53,688.55,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,55.33,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.209999999999994

30,07:15-07:30,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,1.54,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,23.33,0,0,2.19,0,0,0,0,0,32.53,688.92,59.5,18.2,8.63,10.43,25.24,7.52,79.38,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,55.33,0,0,0,24.87,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.209999999999994

31,07:30-07:45,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,28.1,148.3,0,0,0,0,4.29,97.23,124.58,0,0,23.33,0,0,2.19,0,0,0,0,0,32.53,688.92,59.5,18.2,8.63,10.43,25.24,7.52,79.38,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,44.5,49.68,0,0,55.33,0,0,0,12.35,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.209999999999994

32,07:45-08:00,19.56,0,0,0,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,26.02,148.3,0,0,0,0,4.29,97.23,124.58,0,0,11.67,0,0,2.19,0,0,0,0,0,32.53,688.92,59.5,18.2,8.63,10.43,25.24,7.52,79.38,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,12.12,21.64,2.3,0,0,109.34,10.95,45.53,5.7,27.68,49.209999999999994

33,08:00-08:15,19.56,0,0,0.76,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,25.28,148.3,0,0,0,0,4.29,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,32.53,688.92,59.5,18.2,8.63,10.43,25.24,7.52,79.38,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,109.34,10.95,45.53,5.7,27.68,48.54

34,08:15-08:30,19.56,0,0,0.92,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,12.64,148.3,0,0,0,0,4.29,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,59.5,18.2,8.63,10.43,25.24,7.52,79.38,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,109.34,10.95,45.53,5.7,27.68,48.54

35,08:30-08:45,19.56,0,0,0.92,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,12.16,148.3,0,0,0,0,4.29,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,59.5,18.2,8.63,10.43,25.24,7.52,79.38,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,98.4,10.95,45.53,5.7,27.68,48.54

36,08:45-09:00,19.56,0,0,1.06,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,12.16,148.3,0,0,0,0,4.29,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,59.5,18.2,8.63,10.43,25.24,7.52,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,98.4,10.95,45.53,5.7,27.68,48.54

37,09:00-09:15,19.56,0,0,2.41,0,38.56,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,4.29,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,59.5,18.2,8.63,10.43,25.24,0,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,98.4,10.95,45.53,5.7,27.68,48.54

38,09:15-09:30,19.56,0,0,2.61,0,38.56,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,4.29,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,59.5,18.2,8.63,10.43,25.24,0,65.07,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,98.4,10.95,45.53,5.7,27.68,48.54

39,09:30-09:45,19.56,0,0,1.94,0,38.56,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,59.5,18.2,8.63,10.43,25.24,0,51.13,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,48.54

40,09:45-10:00,19.56,0,0,2.09,0,38.56,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,59.5,18.2,8.63,10.43,25.24,0,51.13,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,55.33,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,48.54

41,10:00-10:15,19.56,0,0,2.09,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,1.09,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,51.13,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,27.33,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,48.54

42,10:15-10:30,19.56,0,0,2.09,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,51.13,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,48.54

43,10:30-10:45,19.56,0,0,2.09,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,51.13,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,48.54

44,10:45-11:00,19.56,0,0,2.09,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,51.13,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

45,11:00-11:15,19.56,0,0,2.09,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

46,11:15-11:30,19.56,0,0,2.09,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

47,11:30-11:45,19.56,0,0,3.27,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

48,11:45-12:00,19.56,0,0,3.27,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

49,12:00-12:15,19.56,0,0,6.21,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

50,12:15-12:30,19.56,0,0,6.17,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

51,12:30-12:45,19.56,0,0,6.17,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

52,12:45-13:00,19.56,0,0,6.17,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

53,13:00-13:15,19.56,0,0,6.17,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,0,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

54,13:15-13:30,19.56,0,0,6.17,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,4.79,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

55,13:30-13:45,19.56,0,0,6.17,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,6.3,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.89

56,13:45-14:00,19.56,0,0,6.17,0,35.34,0,0,20,0,30,343.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,12.61,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.230000000000004

