Block,Time Block,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,RSTPSU7,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RSTPSU1TO6,RAPPC,PARBATI3,RAPPB,RIHAND1,RAMPUR,KKNP,NLCEXP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,MAPS,NJPC,NAPP,KOTESHWR,NTPL,NNTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,KGSU3AND4,KGSU1AND2,KHSTPP-II,KHSTPP-I,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,SIMHST2,SINGRAULI,SIMHST1,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,11.09,17,0,180.93,0,344.82,0,1.35,0,119.56,114.2,299.89,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,82.55,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,7.51,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,0,11.09,18.36,0,180.93,0,344.82,0,1.35,0,119.56,114.2,310.71,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,7.51,0,0,22.49,0.63,0,134.33,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,11.09,16.8,0,180.93,0,344.82,0,1.35,0,119.56,114.2,321.53,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,7.51,0,0,22.49,0.63,0,134.33,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,11.09,17.07,0,180.93,0,344.82,0,1.35,0,119.56,114.2,332.35,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,11.09,15.85,0,180.93,0,344.82,0,1.35,0,119.56,114.2,343.17,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,11.09,17.15,0,180.93,0,344.82,0,1.35,0,119.56,114.2,353.98,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,11.09,18.69,0,180.93,0,344.82,0,1.35,0,119.56,114.2,364.8,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,18.21,42.31,8.53,0,0,0,0,0,0,0,78.44,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,18.21,42.31,8.53,0,0,0,0,0,0,0,94.74,18.41,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,11.09,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,367.81,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,18.21,42.31,8.53,0,0,0,0,0,0,0,122.91,24.15,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,5.77,0,0,14.26,0,1.23,0,0,22.49,0.85,0,134.33,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,15.44,19.23,15.85,206.89,0,456.3,0,1.35,0,119.56,114.2,375.62,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,44.98,42.31,8.53,0,0,0,0,0,0,0,142.61,28.58,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,7.02,0,0,18.58,0,1.23,0,0,35.93,0.85,0,134.33,0,0,0,0,0,0,0

26,06:15-06:30,0,0,3.21,0,17.33,19.23,15.85,279.01,11.55,499.44,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,67.48,42.31,17.07,0,0,0,0,0,0,0,142.61,31.68,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,43.08,9,0,0,24.43,0,1.23,0,0,40.76,0.85,0,134.33,0,0,0,0,0,0,0

27,06:30-06:45,2.12,1.22,7.68,7.62,17.38,19.23,31.69,305.33,27.02,581.29,0,8.93,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,89.97,42.31,25.6,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,44.89,9.89,0,0,25.39,0,1.23,0,0,40.76,0.85,0,134.33,0,0,0,0,0,0,0

28,06:45-07:00,12.54,18.64,30.76,26.36,17.38,19.23,31.69,389.52,40.53,596.17,0,40.22,7.6,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,1.23,0,0,40.76,0.85,0,134.33,0,0,0,0,0,0,0

29,07:00-07:15,12.54,27.94,30.76,26.36,17.38,19.23,31.69,426.41,40.53,569.25,0,40.22,7.6,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,1.23,0,0,40.76,1.28,0,134.33,0,0,0,0,0,0,0

30,07:15-07:30,12.54,27.94,30.76,26.36,17.38,19.23,31.69,426.41,40.53,569.25,0,40.22,7.6,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,1.23,0,0,40.76,1.28,0,134.33,0,0,0,0,0,0,0

31,07:30-07:45,12.54,27.94,30.76,26.36,17.38,19.23,31.69,426.41,40.53,569.25,0,40.22,7.88,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,1.23,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

32,07:45-08:00,12.54,27.94,30.76,26.36,17.38,19.23,31.69,426.41,40.53,569.25,0,40.22,7.88,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,1.23,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

33,08:00-08:15,12.54,22.04,30.76,26.36,17.38,19.23,31.69,426.41,40.53,548.09,0,40.22,7.88,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,89.97,42.31,37.55,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,7.51,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

34,08:15-08:30,12.54,18.64,25.33,26.36,17.38,19.23,31.69,426.41,40.53,538.48,0,8.93,7.88,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,67.48,42.31,37.55,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,7.51,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

35,08:30-08:45,2.12,1.22,3.85,15.31,17.38,19.23,15.85,426.41,25.07,557.71,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,44.98,42.31,18.96,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.39,0,7.51,0,0,40.76,3.18,0,134.33,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,7.62,17.38,19.23,15.85,426.41,11.55,548.09,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,44.98,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,44.89,9.89,0,0,25.39,0,7.51,0,0,40.76,2.13,0,134.33,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,17.38,19.23,15.85,426.41,0,528.86,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,44.98,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,44.89,9.89,0,0,25.39,0,1.97,0,0,40.76,2.13,0,134.33,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,17.38,19.23,15.85,384.01,0,525.01,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,22.49,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,9.89,0,0,25.39,0,1.97,0,0,40.76,2.13,0,134.33,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,17.38,19.23,0,314.94,0,484.95,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,22.49,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,9.89,0,0,25.39,0,1.97,0,0,40.76,2.13,0,134.33,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,17.38,19.23,0,210.29,0,484.95,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,22.49,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.32,9.89,0,0,25.39,0,1.97,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,17.38,19.23,0,180.93,0,455.23,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,22.49,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,28.71,8.34,0,0,22.78,0,1.97,0,0,36.27,25.47,0,134.33,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,17.38,19.23,0,180.93,0,436,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,18.21,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,28.71,8.34,0,0,22.78,0,1.97,0,0,36.18,25.47,0,134.33,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,15.85,19.23,0,180.93,0,416.77,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,28.71,8.34,0,0,22.78,0,1.97,0,0,36.18,3.18,0,134.33,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,15.85,19.23,0,180.93,0,387.92,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,28.71,8.34,0,0,22.78,0,1.97,0,0,36.18,1.07,0,134.33,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,15.85,19.23,0,180.93,0,348.23,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,28.71,8.34,0,0,22.78,0,1.97,0,0,36.18,1.07,0,134.33,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,15.85,19.23,0,180.93,0,348.23,0,1.35,0,119.56,114.2,378.63,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,28.71,8.34,0,0,22.78,0,1.97,0,0,36.18,1.07,0,134.33,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,12.41,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,351.58,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,28.71,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,324.54,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,28.71,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,297.5,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.81,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,270.45,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.42,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,12.32,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,243.4,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.42,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,12.32,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,12.32,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,12.32,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,216.36,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

