Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/01102023/22052037/LT-59,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/23072024/23072024/IEX_240722_01671,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01072024/31072024/R2,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02
16,03:45-04:00,0,38.21,0,34.33,0,0,0,34.33,0,7.66,0,17.34,0,52,0,17.33,0,0,0,0,0,8.920000,12.700000,31.280000,0.000000,9.280000,0.000000,20.230000,66.160000,57.590000,15.140000,20.230000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.490000,10.840000,0.000000,53.050000,166.830000

17,04:00-04:15,0,38.01,0,45.31,0,0,0,45.31,0,7.66,0,17,0,51,0,17,0,0,0,0,0,8.540000,12.520000,31.280000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,5.570000,10.840000,0.000000,53.050000,166.830000

18,04:15-04:30,0,37.22,0,43.84,0,0,0,43.84,0,7.66,0,16.66,0,50,0,16.67,0,0,0,0,0,8.540000,12.520000,31.280000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,5.570000,10.840000,0.000000,53.050000,166.830000

19,04:30-04:45,0,36.22,0,42.34,0,0,0,42.34,0,13,0,16.5,0,49.5,0,16.5,0,0,0,0,0,8.540000,12.520000,31.290000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,231.500000,5.570000,10.840000,0.000000,53.050000,166.830000

20,04:45-05:00,0,37.02,0,40.6,0,0,0,40.6,0,12.66,0,15.5,0,46.5,0,15.5,0,0,0,0,0,8.540000,12.520000,31.290000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,192.920000,5.570000,10.840000,0.000000,53.050000,166.830000

21,05:00-05:15,0,37.22,0,48.33,0,0,0,48.33,0,12.66,0,14.84,0,44.5,0,14.83,0,0,0,0,0,8.150000,12.430000,31.290000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,150.000000,5.290000,10.840000,0.000000,53.050000,145.580000

22,05:15-05:30,0,37.02,0,47.67,0,0,0,47.67,0,12.66,0,14.66,0,44,0,14.67,0,0,0,0,0,8.150000,12.430000,31.290000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,192.920000,5.290000,10.840000,0.000000,53.050000,145.580000

23,05:30-05:45,0,41.82,0,58.33,0,0,0,58.33,0,21.66,0,18.84,0,56.5,0,18.83,0,0,0,0,0,8.150000,12.430000,31.290000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,231.500000,5.290000,10.840000,0.000000,53.050000,145.580000

24,05:45-06:00,0,40.62,0,58,0.2,0,0,58,0,21.66,0,18.66,0,56,0,18.67,0.19,0,0.760578,0.98,0,8.150000,12.430000,31.290000,0.000000,8.900000,0.000000,9.600000,66.160000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,5.290000,10.840000,0.000000,53.050000,145.580000

25,06:00-06:15,8.75,38.42,0,63.33,1,1,0,63.33,0,28.34,0.82,17.34,1,52,0,17.33,0.92,1,2.554762,4.58,6.25,7.760000,12.250000,31.290000,0.000000,8.520000,0.000000,9.600000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,5.100000,10.840000,0.000000,62.700000,201.470000

26,06:15-06:30,13.74,36.62,1,63,2,4,1,63,0,28,2.92,17,2,51,0,17,1.73,1,5.743339,8.66,9.09,7.760000,12.250000,31.290000,0.390000,8.520000,0.000000,9.600000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,0.400000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.390000,72.340000,272.740000,5.100000,10.840000,0.000000,62.700000,201.470000

27,06:30-06:45,22.56,32.22,3,62.33,5,7,5,62.33,0,27.66,4.94,17.16,5,51.5,0,17.17,2.65,3,9.897265,13.23,13.1,7.760000,12.250000,30.280000,0.770000,8.520000,0.000000,9.600000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,0.790000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.770000,72.340000,272.740000,5.100000,10.840000,0.000000,62.700000,201.470000

28,06:45-07:00,33,31.62,4,61.67,6,14,12,61.67,0,26.66,7.94,17.5,8,52.5,0,17.5,3.66,6,14.743512,18.28,22.03,7.760000,12.250000,29.770000,1.120000,8.520000,0.000000,9.600000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,1.150000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,1.120000,72.340000,272.740000,5.100000,10.840000,0.000000,62.700000,201.470000

29,07:00-07:15,33,31.01,5,75,7,21,20,75,0,26,11,17.34,10,52,0,17.33,5.25,9,20.028554,26.23,33,7.370000,11.970000,29.770000,1.630000,8.290000,0.000000,9.600000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,1.670000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,1.630000,72.340000,231.500000,4.920000,10.840000,0.000000,53.050000,153.240000

30,07:15-07:30,33,30.81,6,74.33,10,28,30,74.33,0,25,14,26.66,12,80,0,26.67,7.33,12,25.54762,36.63,33,7.370000,11.970000,29.770000,2.200000,8.290000,0.000000,9.600000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,2.250000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,2.200000,72.340000,231.500000,4.920000,10.840000,0.000000,53.050000,145.580000

31,07:30-07:45,32.67,30.61,7,80,13,39,32.66,80,0,23.34,17,31,15,93,0,31,7.79,16,34.089496,38.94,32.67,7.370000,11.970000,29.770000,2.820000,8.290000,0.000000,13.460000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,2.880000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,2.820000,72.340000,231.500000,4.920000,2.890000,0.000000,53.050000,145.580000

32,07:45:08:00,33,30.01,10,80,16,49,33,80,0,23,21,30.66,20,92,0,30.67,9.76,21,40.876192,48.82,33,7.370000,11.970000,30.280000,3.670000,8.290000,0.000000,13.460000,70.320000,57.590000,15.140000,30.870000,24.120000,0.000000,3.750000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,3.670000,72.340000,231.500000,4.920000,2.890000,0.000000,53.050000,145.580000

33,08:00-08:15,33,29.61,12,80,20,56,33,80,0,22.66,23,30.34,26,91,0,30.33,11.93,24,47.926165,59.68,33,6.980000,11.970000,30.280000,4.530000,0.000000,0.000000,13.460000,70.320000,57.590000,15.140000,30.870000,0.000000,0.000000,4.640000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,4.530000,0.000000,231.500000,4.730000,2.890000,0.000000,53.050000,145.580000

34,08:15-08:30,33,29.01,15,80,23,70,33,80,0,22.34,30,30,32,90,0,30,14.3,30,55.278419,71.51,33,6.980000,11.970000,30.780000,5.400000,0.000000,0.000000,13.460000,70.320000,57.590000,15.140000,30.870000,0.000000,0.000000,5.530000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,5.400000,0.000000,231.500000,4.730000,2.890000,0.000000,53.050000,109.730000

35,08:30-08:45,33,28.21,18,80,24.5,84,33,80,0,21.66,35,29.66,39,89,0,29.67,16.76,36,61.977356,83.83,33,6.980000,11.970000,31.280000,6.270000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,6.430000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,6.270000,0.000000,192.920000,4.730000,2.890000,0.000000,53.050000,110.930000

36,08:45:09:00,33,28.01,22,80,27.5,98,33,80,0,21.34,42,29.16,45,87.5,0,29.17,19.24,42,68.598285,96.19,33,6.980000,11.970000,31.280000,7.110000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,7.290000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,7.110000,0.000000,192.920000,4.730000,2.890000,0.000000,53.050000,109.730000

37,09:00:09:15,33,28.01,25,81.67,29.5,112,33,81.67,0,21,47,28.84,52,86.5,0,28.83,21.64,48,62.669677,108.19,33,5.430000,11.790000,30.280000,7.870000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,8.060000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,7.870000,0.000000,231.500000,4.460000,2.890000,0.000000,53.050000,109.730000

38,09:15-09:30,33,28.41,28,81.67,31.5,123,33,81.67,0,20.66,50,28.66,59,86,0,28.67,23.91,52,68.374012,119.54,33,3.880000,11.790000,31.290000,7.050000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,7.220000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,7.050000,0.000000,192.920000,4.460000,2.890000,0.000000,53.050000,109.730000

39,09:30-09:45,33,28.81,30,81.67,34.5,119,33,81.67,0,20.66,55,16.66,64,50,0,16.67,28.09,51,66.560326,140.43,33,2.320000,11.790000,30.280000,7.600000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,7.790000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,7.600000,0.000000,192.920000,4.460000,2.890000,0.000000,53.050000,109.730000

40,09:45-10:00,33,29.01,32,81.67,35.5,130,33,81.67,0,20.34,60,17,68,51,0,17,30.1,55,63.254737,150.52,33,1.550000,11.790000,30.780000,8.130000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,8.330000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,8.130000,0.000000,231.500000,4.460000,2.890000,0.000000,53.050000,109.730000

41,10:00-10:15,33,37.02,32,81.67,35.5,140,33,81.67,0,10.2,65,17.5,68,52.5,0,17.5,33.58,60,58.21347,167.9,33,3.880000,11.790000,31.280000,8.900000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,9.120000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,8.900000,0.000000,272.740000,4.460000,2.890000,0.000000,53.050000,109.730000

42,10:15-10:30,33,37.42,34,81.67,37.5,151,33,81.67,0,10.66,68,18.34,72,55,0,18.33,35.6,64,51.6803,178.03,33,6.210000,11.790000,31.280000,9.400000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,9.630000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.400000,0.000000,272.740000,4.460000,2.890000,0.000000,53.050000,108.240000

43,10:30-10:45,33,33.62,36,81.67,39.5,161,33,81.67,0,10,73,18.66,76,56,0,18.67,40.9,69,45.712688,204.48,33,6.980000,11.790000,30.280000,9.920000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,10.170000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.920000,0.000000,272.740000,4.460000,2.890000,0.000000,53.050000,109.730000

44,10:45-11:00,33,33.82,38,81.67,40.5,168,33,81.67,0,10,77,19.16,80,57.5,0,19.17,42.92,72,48.755,214.58,33,6.980000,11.790000,30.280000,11.580000,0.000000,0.000000,22.160000,70.320000,57.590000,15.140000,22.160000,0.000000,0.000000,11.880000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.580000,0.000000,272.740000,4.460000,2.890000,0.000000,53.050000,109.730000

45,11:00-11:15,33,34.02,41,81.67,39,172,33,81.67,0,10,67,19.66,87,59,0,19.67,44.63,73,48.745249,223.17,33,6.980000,11.600000,30.280000,11.930000,0.000000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,12.220000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.930000,0.000000,272.740000,4.260000,2.890000,0.000000,53.050000,109.730000

46,11:15-11:30,33,34.22,41,81.67,40,175,33,81.67,0,10.66,67,19.84,87,59.5,0,19.83,45,75,47.165587,225,33,6.980000,11.600000,30.280000,12.040000,0.000000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,12.340000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,12.040000,0.000000,272.740000,4.260000,2.890000,0.000000,53.050000,109.730000

47,11:30-11:45,33,34.62,41,81.67,40,179,33,81.67,0,27.32,63,20.16,87,60.5,0,20.17,45,76,45.303146,225,33,6.980000,11.600000,30.280000,12.130000,0.000000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,12.430000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,12.130000,0.000000,272.740000,4.260000,2.890000,0.000000,53.050000,109.730000

48,11:45-12:00,33,35.22,41,81.67,40,179,33,81.67,0,26.86,63,20.5,87,61.5,0,20.5,45,76,44.113524,225,33,6.980000,11.600000,30.280000,12.220000,0.000000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,12.530000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,12.220000,0.000000,272.740000,4.260000,2.890000,0.000000,53.050000,109.730000

49,12:00-12:15,33,36.02,41,81.67,40.5,182,33,81.67,0,27.66,62,23.34,87,70,0,23.33,43.35,78,57.111607,216.74,33,0.000000,11.600000,30.280000,9.550000,8.290000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,9.790000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.550000,0.000000,272.740000,4.080000,2.890000,0.000000,53.050000,157.960000

50,12:15-12:30,33,36.62,41,81.67,40.5,182,33,81.67,0,28.34,63,25,87,75,0,25,43.14,78,58.01845,215.7,33,0.000000,11.600000,30.280000,9.550000,8.290000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,9.790000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.550000,0.000000,272.740000,4.080000,7.390000,0.000000,53.050000,163.590000

51,12:30-12:45,33,37.42,41,81.67,41.5,182,33,81.67,0,20,67,26.5,87,79.5,0,26.5,42.7,78,59.295831,213.53,33,0.000000,11.600000,30.280000,9.550000,8.290000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,9.790000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.550000,0.000000,272.740000,4.080000,7.390000,0.000000,53.050000,163.590000

52,12:45-13:00,33,39.41,41,81.67,41.5,182,33,81.67,0,20.34,67,27.84,87,83.5,0,27.83,42.71,78,59.646867,213.58,33,0.000000,11.600000,30.280000,9.550000,8.290000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,9.790000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.550000,0.000000,272.740000,4.080000,7.390000,0.000000,53.050000,163.590000

53,13:00-13:15,33,40.61,41,81.67,41.5,182,33,81.67,0,20.34,70,28,87,84,0,28,42.68,78,60.056409,213.41,33,0.000000,0.000000,30.280000,9.550000,8.830000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,9.790000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.550000,0.000000,272.740000,4.080000,7.390000,0.000000,53.050000,115.360000

54,13:15-13:30,33,40.01,41,81.67,41.5,182,33,81.67,0,20.34,72,30.34,87,91,0,30.33,42.59,78,60.319686,212.94,33,0.000000,0.000000,30.280000,11.840000,8.830000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,12.140000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.840000,0.000000,272.740000,4.080000,7.390000,0.000000,53.050000,107.690000

55,13:30-13:45,33,40.41,41,73.33,42.5,182,33,73.33,0,20.66,85,31.34,87,94,0,31.33,45,78,51.124493,225,33,0.000000,0.000000,30.790000,11.840000,8.830000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,12.140000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.840000,0.000000,272.740000,4.080000,3.710000,0.000000,53.050000,159.530000

56,13:45-14:00,33,40.61,41,73.33,42.5,179,33,73.33,0,21,85,32,86,96,0,32,45,76,50.656445,225,33,0.000000,0.000000,30.790000,11.840000,8.830000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,12.140000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.840000,0.000000,272.740000,4.080000,3.710000,0.000000,53.050000,199.420000

