Block,Time,NR/16022024/29022024/HP-40,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/06022042/L_NR_2012_02,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/19072037/LT-05,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/16022024/29022024/HP-36,NR/01102023/31102037/L_NR_2019_11,NR/26072023/25122043/L_NR_2023_10,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/22052037/LT-59,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/30042040/GNA_LT_36,NR/19022024/29022024/NVVN/OA/16907,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/01022024/29022024/SJVN010224NR1469,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25122043/GNA_MEJA_DELHI,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/29112042/L_NR_2019_05,SR/14022024/29022024/SJVN140224NR1518,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,NR/16022024/29022024/HP-45,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07,NR/16022024/29022024/HP-38,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01022024/29022024/79
6,01:15-01:30,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,58.35,0,0,0,25.080000,58.35,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,27.71,0,0,0.000000,11.580000,0,0,1.210000,53.050000,96.460000,0.000000,11.53,16.340000,24.24,27.71,83.14,26.030000,128.270000,0,0,0,0,0.000000

7,01:30-01:45,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,56.22,0,0,0,25.080000,56.22,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,26.86,0,0,0.000000,11.580000,0,0,1.210000,53.050000,96.460000,0.000000,10.87,16.340000,24.02,26.87,80.6,26.030000,128.270000,0,0,0,0,0.000000

8,01:45-02:00,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,53.32,0,0,0,25.080000,53.32,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,26.55,0,0,0.000000,11.580000,0,0,1.210000,53.050000,96.460000,0.000000,10.3,16.340000,24.02,26.54,79.63,26.030000,128.270000,0,0,0,0,0.000000

9,02:00-02:15,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,49.47,0,0,0,25.080000,49.47,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,26.21,0,0,0.000000,11.580000,0,0,1.210000,53.050000,96.460000,0.000000,9.66,16.340000,16.55,26.22,78.65,26.030000,128.270000,0,0,0,0,0.000000

10,02:15-02:30,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,47.56,0,0,0,25.080000,47.56,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,25.9,0,0,0.000000,11.580000,0,0,1.210000,53.050000,96.460000,0.000000,9.29,16.340000,16.21,25.91,77.72,26.030000,128.270000,0,0,0,0,0.000000

11,02:30-02:45,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,45.42,0,0,0,25.080000,45.42,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,25.35,0,0,0.000000,11.580000,0,0,1.210000,53.050000,96.460000,0.000000,7.41,16.340000,15.88,25.35,76.05,26.030000,128.270000,0,0,0,0,0.000000

12,02:45-03:00,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,43.15,0,0,0,25.080000,43.15,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,24.57,0,0,0.000000,11.580000,0,0,1.210000,53.050000,96.460000,0.000000,7.41,16.340000,15.21,24.57,73.71,26.030000,128.270000,0,0,0,0,0.000000

13,03:00-03:15,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,42.69,0,0,0,25.080000,42.69,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,24.53,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,7.41,16.340000,14.44,24.51,73.54,26.030000,128.270000,0,0,0,0,0.000000

14,03:15-03:30,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,41.14,0,0,0,24.120000,41.14,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,23.87,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,7.41,16.340000,14.1,23.88,71.64,26.030000,128.270000,0,0,0,0,0.000000

15,03:30-03:45,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,41.67,0,0,0,24.120000,41.67,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,23.32,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,10.64,16.340000,11.75,23.31,69.93,26.030000,128.270000,0,0,0,0,0.000000

16,03:45-04:00,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.660000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,43.56,0,0,0,24.120000,43.56,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,22.62,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,10.24,16.340000,11.64,22.61,67.83,26.030000,128.270000,0,0,0,0,0.000000

17,04:00-04:15,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.560000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,44.17,0,0,0,24.120000,44.17,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,21.92,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,10.19,16.340000,11.54,21.92,65.75,26.030000,128.270000,0,0,0,0,0.000000

18,04:15-04:30,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,149.200000,1.560000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,45.71,0,0,0,24.120000,45.71,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,21.67,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,9.76,16.340000,11.47,21.67,65,26.030000,128.270000,0,0,0,0,0.000000

19,04:30-04:45,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,192.920000,1.560000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,35.26,0,0,0,24.120000,35.26,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,19.26,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,11.68,16.340000,8.81,19.28,57.83,26.030000,128.270000,0,0,0,0,0.000000

20,04:45-05:00,0.000000,0.000000,5.790000,18.330000,109.960000,8.200000,231.500000,1.560000,6.750000,35.170000,6.750000,38.220000,0.950000,0,4.820000,0.000000,33.62,0,0,0,24.120000,33.62,0,0,0.000000,19.290000,0,0,0,26.030000,33.760000,18.38,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,11.4,16.340000,8.6,18.39,55.16,26.030000,128.270000,0,0,0,0,0.000000

21,05:00-05:15,0.000000,0.000000,5.790000,18.330000,158.190000,8.200000,271.290000,1.660000,6.750000,39.420000,6.750000,38.220000,0.950000,0,4.820000,0.000000,29,0,0,0,25.080000,29,0,0,0.000000,19.290000,0,0,0,26.030000,52.730000,14.66,0,0,0.000000,11.580000,0,0,1.160000,53.050000,96.460000,0.000000,11.27,16.340000,8.31,14.67,44,26.030000,128.270000,0,0,0,0,0.000000

22,05:15-05:30,0.000000,0.000000,5.790000,18.330000,200.990000,8.200000,271.290000,1.660000,6.750000,43.680000,6.750000,38.220000,0.950000,0,4.820000,0.000000,27.33,0,0,0,25.080000,27.33,0,0,0.000000,19.290000,0,0,0,26.030000,52.730000,13.84,0,0,0.000000,11.580000,0,0,1.160000,81.990000,96.460000,0.000000,11.53,16.340000,8.02,13.83,41.5,26.030000,128.270000,0,0,0,0,0.000000

23,05:30-05:45,0.000000,0.000000,5.790000,18.330000,249.220000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,38.220000,0.950000,0,4.820000,0.000000,24.34,0,0,0,25.080000,24.34,0,0,0.000000,19.290000,0,0,0,26.030000,76.480000,12.66,0,0,0.000000,11.580000,0,0,1.160000,92.600000,96.460000,0.000000,11.8,16.340000,7.75,12.67,38,26.030000,128.270000,0,0,0,0,0.000000

24,05:45-06:00,0.000000,0.000000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,38.220000,0.950000,0,4.820000,0.000000,23.33,0,0,0,25.080000,23.33,0,0,0.000000,19.290000,0,0,0,26.030000,57.510000,12.5,0,0,0.000000,11.580000,0,0,1.160000,82.960000,96.460000,0.000000,12.16,16.340000,7.55,12.5,37.5,26.030000,128.270000,0,0,0,0,0.000000

25,06:00-06:15,39.150000,0.000000,5.790000,18.330000,234.310000,8.200000,271.290000,1.660000,6.750000,43.670000,6.750000,0.000000,0.950000,0,4.820000,0.000000,22.78,0,0,0,25.080000,22.78,0,0,0.000000,48.230000,0,0,0,30.870000,68.030000,12.16,0,0,0.000000,11.580000,0,0,1.160000,92.600000,96.460000,0.000000,12.25,0.000000,6.83,12.17,36.5,30.870000,0.000000,0,0,0,0,96.460000

26,06:15-06:30,39.150000,0.000000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,0,4.820000,0.000000,22.75,0,0,0,24.120000,22.75,0,0,0.000000,48.230000,0,0,0,30.870000,87.010000,11.84,0,0.01,0.000000,11.580000,0,0,1.160000,99.950000,96.460000,0.000000,12.19,0.000000,6.66,11.83,35.5,30.870000,0.000000,0,0,0,0,96.460000

27,06:30-06:45,39.150000,0.000000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,0,4.820000,0.000000,22.17,0,0,0,24.120000,22.17,0,0,0.000000,48.230000,0,0,0,30.870000,87.010000,11.5,0,0.01,0.000000,11.580000,0,0,1.160000,99.950000,96.460000,0.000000,12.61,0.000000,6.66,11.5,34.5,30.870000,0.000000,0,0,0,0,96.460000

28,06:45-07:00,39.150000,0.000000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,0,4.820000,0.000000,21.72,0,0,0,23.150000,21.72,0,0,0.000000,48.230000,2,0,0,30.870000,87.010000,11.44,2.66,0.01,0.000000,11.580000,2.66,0,1.160000,99.950000,96.460000,0.000000,13.12,0.000000,6.66,11.44,34.33,30.870000,0.000000,1.948,0,0,0,96.460000

29,07:00-07:15,39.150000,0.000000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,0,4.820000,0.000000,21.38,0,0,0,23.150000,21.38,1,0,0.000000,48.230000,7,0.05,0,30.870000,87.010000,10.94,7.58,0.26,0.000000,11.580000,7.58,0,1.160000,99.950000,96.460000,0.000000,12.31,0.000000,6.66,10.94,32.83,30.870000,0.000000,7.7433,0,1,0,96.460000

30,07:15-07:30,39.150000,0.550000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,1,4.820000,0.000000,20.86,0,0,0,22.190000,20.86,2,0,0.560000,48.230000,14.99,0.42,0,30.870000,87.010000,10.73,16.99,2.08,0.000000,11.580000,16.99,0,1.160000,99.950000,96.460000,0.550000,11.74,0.000000,6.66,10.73,32.19,30.870000,0.000000,14.53208,0,4,1,96.460000

31,07:30-07:45,39.150000,1.130000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,4,4.820000,0.000000,19.79,0.31,0,1,22.190000,19.79,3,0,1.160000,48.230000,24.99,1.66,0,30.870000,87.010000,10.49,32.33,8.33,0.000000,11.580000,32.33,0,1.160000,99.950000,96.460000,1.130000,11.07,0.000000,6.66,10.5,31.5,30.870000,0.000000,21.97344,0,11,3,96.460000

32,07:45:08:00,39.150000,1.910000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,7,4.820000,0.000000,18.58,4.7,0,6,22.190000,18.58,6,0,1.960000,48.230000,29.89,5.22,0,30.870000,87.010000,10.17,29.88,26.13,0.000000,11.580000,29.88,0,1.160000,99.950000,96.460000,1.910000,10.7,0.000000,6.66,10.19,30.56,30.870000,0.000000,31.3628,0,18,12,96.460000

33,08:00-08:15,39.150000,3.170000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,13,4.820000,0.000000,17,9.63,0,8,21.220000,17,9.1,0,3.260000,48.230000,30.05,9.55,0,30.870000,87.010000,9.87,30.05,47.76,0.000000,11.580000,30.05,0,1.160000,99.950000,96.460000,3.170000,10.04,0.000000,6.66,9.88,29.64,30.870000,0.000000,42.59302,0,32,17,48.230000

34,08:15-08:30,39.150000,4.570000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,22,4.820000,0.000000,15.29,18.63,0,13,21.220000,15.29,14.44,0,4.690000,48.230000,30.05,13.75,0,30.870000,87.010000,9.03,30.05,68.74,0.000000,11.580000,30.05,0,1.160000,99.950000,96.460000,4.570000,10.37,0.000000,6.66,9.04,27.12,30.870000,0.000000,54.95308,0,53,27,48.230000

35,08:30-08:45,39.150000,5.860000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,30,4.820000,0.000000,20.22,27.44,0,18,20.260000,20.22,18.81,0,6.020000,48.230000,31.71,18.3,0,30.870000,87.010000,8.95,31.72,91.52,0.000000,11.580000,31.72,0,1.160000,99.950000,96.460000,5.860000,10.06,0.000000,6.66,8.95,26.85,30.870000,0.000000,67.47872,0,70,35,48.230000

36,08:45:09:00,39.150000,7.300000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,37,4.820000,0.000000,19.55,36.12,0,22,20.260000,19.55,24.61,0,7.480000,48.230000,31.71,22.82,0,30.870000,87.010000,8.34,31.72,114.09,0.000000,11.580000,31.72,0,1.160000,99.950000,96.460000,7.300000,10.46,0.000000,6.66,8.35,25.05,30.870000,0.000000,79.41022,0,88,44,48.230000

37,09:00:09:15,39.150000,8.450000,5.790000,18.330000,261.020000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,0.950000,48,4.820000,0.000000,17.83,44.2,0,27,20.260000,17.83,28.31,0,8.660000,48.230000,31.71,27.1,0,30.870000,87.010000,7.29,31.72,135.49,0.000000,11.580000,31.72,0,1.160000,99.950000,96.460000,8.450000,8.01,0.000000,6.66,7.28,21.84,30.870000,0.000000,78.34856,0,112,55,48.230000

38,09:15-09:30,39.150000,11.340000,5.790000,18.330000,261.020000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,0.950000,55,4.820000,0.000000,17.38,51.47,0,31,20.260000,17.38,31.64,0,11.610000,48.230000,31.71,31.95,0,30.870000,87.010000,7,31.72,159.78,0.000000,11.580000,31.72,12.06,1.160000,99.950000,96.460000,11.340000,8.01,0.000000,6.66,7,21,30.870000,0.000000,88.28336,0,130,63,48.230000

39,09:30-09:45,39.150000,12.610000,5.790000,18.330000,261.020000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,0.950000,63,4.820000,0.000000,17.53,61.74,0,35,20.260000,17.53,34.78,0,12.920000,48.230000,31.71,37.3,0,30.870000,87.010000,7,31.72,186.48,0.000000,11.580000,31.72,12.06,1.160000,99.950000,96.460000,12.610000,8.01,0.000000,6.66,7,21,30.870000,0.000000,97.27338,0,147,69,48.230000

40,09:45-10:00,39.150000,13.890000,5.790000,18.330000,261.020000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,0.950000,69,4.820000,0.000000,17.72,68.39,0,38,20.260000,17.72,37.44,0,14.240000,48.230000,32.21,39.42,0,30.870000,87.010000,7,32.22,197.1,0.000000,11.580000,32.22,12.06,1.160000,99.950000,96.460000,13.890000,8.01,0.000000,6.66,7,21,30.870000,0.000000,105.69848,0,161,77,48.230000

41,10:00-10:15,39.150000,14.880000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,75,4.820000,0.000000,22.25,74.45,0,43,0.000000,22.25,39.94,0,15.250000,48.230000,32.21,42.2,0,30.870000,76.480000,7,32.22,210.98,0.000000,11.580000,32.22,12.64,1.210000,99.950000,96.460000,14.880000,8.01,0.000000,6.66,7,21,30.870000,0.000000,113.3249,0,175,87,48.230000

42,10:15-10:30,39.150000,15.870000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,78,4.820000,0.000000,21.94,79.94,0,46,0.000000,21.94,42.11,0,16.260000,48.230000,32.21,44.7,0,30.870000,76.480000,7,32.22,223.49,0.000000,11.580000,32.22,12.64,1.210000,99.950000,96.460000,15.870000,8.01,0.000000,6.66,7,21,30.870000,0.000000,120.45458,0,182,91,48.230000

43,10:30-10:45,39.150000,16.840000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,85,4.820000,0.000000,20,84.62,0,47,0.000000,20,44.08,0,17.260000,48.230000,32.21,47.49,0,25.480000,76.480000,7,32.22,237.46,0.000000,11.580000,32.22,0,1.210000,73.310000,96.460000,16.840000,8.01,0.000000,6.66,7,21,30.870000,0.000000,139.10668,0,200,93,48.230000

44,10:45-11:00,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,88,4.820000,0.000000,19.33,88.37,0,47,0.000000,19.33,45.86,0,17.620000,48.230000,32.21,48.67,0,25.480000,76.480000,7,32.22,243.33,0.000000,11.580000,32.22,0,1.210000,99.950000,96.460000,17.190000,8.01,0.000000,6.66,7,21,30.870000,0.000000,143.5676,0,207,95,48.230000

45,11:00-11:15,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,90,4.820000,0.000000,17.67,91.05,0,47,0.000000,17.67,47.27,0,17.620000,48.230000,32.21,47.5,0,25.480000,76.480000,8,32.22,237.5,0.000000,11.580000,32.22,7.91,1.210000,99.950000,96.460000,17.190000,8.01,0.000000,6.66,8,24,30.870000,0.000000,147.92138,0,210,95,96.460000

46,11:15-11:30,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,90,4.820000,0.000000,16.67,91.96,0,47,0.000000,16.67,47.8,0,17.620000,48.230000,32.21,47.5,0,25.480000,87.010000,7.84,32.22,237.5,0.000000,11.580000,32.22,7.91,1.210000,99.950000,96.460000,17.190000,8.48,0.000000,6.66,7.83,23.5,30.870000,0.000000,151.71024,0,210,95,96.460000

47,11:30-11:45,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,90,4.820000,0.000000,16,92,0,47,0.000000,16,47.8,0,17.620000,48.230000,32.21,47.5,0,25.480000,76.480000,7.66,32.22,237.5,0.000000,11.580000,32.22,5.98,1.210000,73.310000,96.460000,17.190000,9.08,0.000000,6.66,7.67,23,30.870000,0.000000,154.69068,0,210,95,96.460000

48,11:45-12:00,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,90,4.820000,0.000000,14.33,91.99,0,47,0.000000,14.33,47.8,0,17.620000,48.230000,32.21,47.5,0,25.480000,76.480000,7.66,32.22,237.5,0.000000,11.580000,32.22,5.98,1.210000,63.660000,96.460000,17.190000,10.94,0.000000,6.66,7.67,23,30.870000,0.000000,156.68738,0,210,95,96.460000

49,12:00-12:15,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,90,4.820000,0.000000,14,91.97,0,47,0.000000,14,47.8,0,17.620000,48.230000,32.21,47.5,0,25.480000,76.480000,7,32.22,237.5,0.000000,11.580000,32.22,3.18,1.210000,63.660000,96.460000,17.190000,12.5,0.000000,6.66,7,21,30.870000,0.000000,157.77826,0,210,95,96.460000

50,12:15-12:30,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,90,4.820000,0.000000,13.33,91.97,0,47,0.000000,13.33,47.8,0,17.620000,48.230000,32.21,47.5,0,25.480000,76.480000,7,32.22,237.5,0.000000,11.580000,32.22,3.18,1.210000,63.660000,96.460000,17.190000,14.54,0.000000,6.66,7,21,30.870000,0.000000,158.06072,0,210,95,96.460000

