Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,DADRI_LF,DADRI_RF,ANTA_CRF,URI2,URI,VALLURNTECL,ANTA_GF,TelanganaSTPP,UNCHAHAR4,TEHRI,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,AURY_LF,DADRI_GF,DADRI_CRF,AURY_RF,AURY_GF,AURY_CRF,ANTA_RF,ANTA_LF,CHAMERA2,BSIUL,CHAMERA3,CHAMERA1,BRBCL,DADRT2,RIHAND2,SIMHST2,SINGRAULI_HYDRO,TANDA2,SASAN,SINGRAULI,TANAKPUR,TALA,TALST2,SIMHST1,SEWA2,RSTPSU1TO6,RSTPSU7,SALAL,RIHAND3,NLCEXP,NJPC,NLCTS2EXP,NLCIIST1,NLCIIST2,MAPS,NAPP,RAPPB,RIHAND1,RAPPC,NTPL,PARBATI3,RAMPUR,KOTESHWR,KOLDAM,KUDGI,KHSTPP-II,KKNP,KISHANGANGA,KKNPPU2,NNTPP,JHAJJAR,KGSU3AND4,KGSU1AND2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,11.58,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,27.45,0,0,0,0,0

10,02:15-02:30,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,11.67,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,25.53,0,0,0,0,0

11,02:30-02:45,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,11.55,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,25.53,0,0,0,0,0

12,02:45-03:00,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,11.63,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,25.53,0,0,0,0,0

13,03:00-03:15,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,13.56,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,25.53,0,0,0,0,0

14,03:15-03:30,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,13.44,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,25.53,0,0,0,0,0

15,03:30-03:45,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,16.33,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,25.53,0,0,0,0,0

16,03:45-04:00,0,0,14.92,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,17.73,265.32,114.16,0,0.68,0,324.44,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,25.53,0,0,0,0,0

17,04:00-04:15,0,0,15.78,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,18.07,265.32,114.16,0,0.68,0,332.24,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

18,04:15-04:30,0,0,15.78,0,0,0,9.06,6.37,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,6.27,0,0,19.15,265.32,114.16,0,0.68,0,335.25,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

19,04:30-04:45,0,0,20,0,0,0,9.06,6.37,0,0,0,0,11.69,17.59,28.11,13.05,0,0,0,0,0,0,0,0,0,6.27,0,0,19.23,265.32,114.16,0,0.68,0,335.25,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,0,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

20,04:45-05:00,0,0,20,0,0,0,9.06,6.37,0,0,0,0,11.69,17.59,28.11,13.05,0,0,0,0,0,0,0,0,0,6.27,0,0,19.23,332.61,114.16,0,0.68,0,335.25,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,18.21,0,0,0,0,41.99,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

21,05:00-05:15,0,0,20,0,0,0,9.06,6.9,0,0,0,0,23.38,19.79,32,14.61,0,0,0,0,0,0,0,0,0,6.27,0,0,19.23,361.45,114.16,0,0.68,0,343.06,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,18.21,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

22,05:15-05:30,0,0,20,0,0,0,9.06,6.9,0,0,0,0,35.07,20,32.46,14.61,0,0,0,0,0,0,0,0,0,6.27,0,0,19.23,361.45,114.16,0,0.68,0,353.87,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,18.21,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

23,05:30-05:45,0,15.84,20,0,0,0,12.94,8.49,0,0,0,0,35.07,25.38,39.11,16.56,0,0,0,0,0,0,0,0,2.56,6.27,1.22,0,19.23,361.45,114.16,0,0.68,0,364.69,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,18.21,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,303.97,0,0,43.77,0,0,0,0,0

24,05:45-06:00,0,15.84,20,0,0,0,12.94,8.49,0,0,0,0,35.07,25.38,40.75,19.21,0,0,0,0,0,0,0,0,7.68,6.27,7.34,0,19.23,404.71,114.16,0,0.68,0,375.5,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,20.03,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,370.75,0,0,43.77,0,0,0,0,0

25,06:00-06:15,0,15.84,20,0,0,0,14.22,8.49,0,0,0,0,35.07,25.38,40.75,19.21,0,0,0,0,0,0,0,0,7.68,12.54,7.34,0,19.23,514.89,114.16,0,0.68,0,386.32,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,40.06,0,0,0,0,19.5,0,88.44,24.89,0,3.43,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

26,06:15-06:30,0,15.84,20,0,0,0,14.22,25.46,0,0,0,0,46.75,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.55,12.54,7.34,0,19.23,608.76,114.16,0,0.68,0,398.06,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,55.8,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

27,06:30-06:45,0,31.68,20,0,0,0,18.1,25.46,0,0,0,0,46.75,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,12.54,9.31,13.51,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,80.11,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,17.06,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

28,06:45-07:00,7.61,47.52,20,0,0,0,18.1,25.46,0,0,0,0,47.72,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,18.8,27.94,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,109.24,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

29,07:00-07:15,15.24,47.52,20,0,0,0,18.1,25.46,0,0,0,0,47.72,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,18.8,27.94,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,109.24,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

30,07:15-07:30,15.24,47.52,20,0,0,0,18.1,10.61,0,0,0,0,47.72,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,18.8,27.94,27.01,19.06,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,13.41,59.75,0,109.24,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

31,07:30-07:45,15.24,47.52,20,0,0,0,18.1,8.49,0,0,0,0,47.72,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,18.8,27.94,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,109.24,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

32,07:45-08:00,8.38,47.52,20,0,0,0,18.1,8.49,0,0,0,0,47.72,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,18.8,27.94,27.01,18.53,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,109.24,0,0,0,0,19.5,0,88.44,24.89,0,3.67,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

33,08:00-08:15,0,47.52,20,0,0,0,14.22,25.46,0,0,0,0,47.72,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,18.8,27.94,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,109.24,0,0,0,0,19.5,0,88.44,24.89,0,0,0,28.44,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

34,08:15-08:30,0,31.68,20,0,0,0,14.22,25.46,0,0,0,0,46.75,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,3.17,9.31,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,109.24,0,0,0,0,19.5,0,88.44,24.89,0,0,0,25.59,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

35,08:30-08:45,0,15.84,20,0,0,0,18.1,8.49,0,0,0,0,46.75,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,0,0,13.51,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,13.41,59.75,0,80.2,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

36,08:45-09:00,0,15.84,20,0,0,0,18.1,8.49,0,0,0,0,35.07,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,0,0,0,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,2.24,59.75,0,60.09,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

37,09:00-09:15,0,15.84,20,0,0,0,18.1,8.49,0,0,0,0,35.07,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,0,0,0,19.23,656.37,114.16,0,0.68,0,402.56,128.33,0,0,0,0,15.2,0,0,2.24,59.75,0,40.06,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

38,09:15-09:30,0,15.84,20,0,0,0,18.1,8.49,0,0,0,0,35.07,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,0,0,0,19.23,656.37,114.16,0,0.68,0,402.56,128.33,0,0,0,0,15.2,0,0,2.24,59.75,0,18.21,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

39,09:30-09:45,0,15.84,20,0,0,0,18.1,25.46,0,0,0,0,35.07,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,0,0,0,19.23,586.37,114.16,0,0.68,0,402.56,128.33,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

40,09:45-10:00,0,15.84,20,0,0,0,18.1,25.46,0,0,0,0,35.07,20.85,33.28,15.29,0,0,0,0,0,0,0,0,12.66,0,0,0,19.23,505.64,114.16,0,0.68,0,402.56,128.33,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,339.6,0,0,43.77,0,0,0,0,0

41,10:00-10:15,0,15.84,20,0,0,0,18.1,25.46,0,0,0,0,35.07,20.85,33.28,15.29,0,0,0,0,0,0,0,0,12.66,0,0,0,19,482.91,114.16,0,0.68,0,402.56,128.33,5.54,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,305.96,0,0,43.77,0,0,0,0,0

42,10:15-10:30,0,15.84,19.96,0,0,0,18.1,14.85,0,0,0,0,23.38,20.85,33.28,15.29,0,0,0,0,0,0,0,0,0,0,0,0,19.23,485.19,114.16,0,0.68,0,402.56,128.33,5.54,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,237.15,0,0,43.77,0,0,0,0,0

43,10:30-10:45,0,0,20,0,0,0,18.1,21.23,0,0,0,0,23.38,25.32,40.68,19.18,0,0,0,0,0,0,0,0,0,0,0,0,18.46,484.55,114.16,0,0.68,0,402.56,128.33,5.54,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,246.53,0,0,43.77,0,0,0,0,0

44,10:45-11:00,0,0,20,0,0,0,18.1,21.23,0,0,0,0,23.38,25.38,40.75,19.21,0,0,0,0,0,0,0,0,0,0,0,0,16.9,447.71,114.16,0,0.68,0,402.56,128.33,5.54,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,251.55,0,0,43.77,0,0,0,0,0

45,11:00-11:15,0,0,20,0,0,0,23.27,12.74,0,0,0,0,23.38,21.44,34.01,17.42,0,0,0,0,0,0,0,0,0,0,0,0,15.93,409.56,114.16,0,0.68,0,402.56,128.33,5.54,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,251.55,0,0,43.77,0,0,0,0,0

46,11:15-11:30,0,0,20,0,0,0,23.27,12.74,0,0,0,0,23.38,21.44,34.01,16.2,0,0,0,0,0,0,0,0,0,0,0,0,16.12,393.33,114.16,0,0.68,0,402.56,128.33,5.54,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,251.55,0,0,43.77,0,0,0,0,0

47,11:30-11:45,0,0,20,0,0,0,23.27,21.23,0,0,0,0,23.38,25.38,40.75,19.19,0,0,0,0,0,0,0,0,0,0,0,0,18.57,383.71,114.16,0,0.68,0,402.56,128.33,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,251.55,0,0,43.77,0,0,0,0,0

48,11:45-12:00,0,0,20,0,0,0,23.27,21.23,0,0,0,0,23.38,20.2,32.68,15.04,0,0,0,0,0,0,0,0,0,0,0,0,19.23,383.71,114.16,0,0.68,0,402.56,128.33,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,248.41,0,0,43.77,0,0,0,0,0

49,12:00-12:15,0,0,20,0,0,0,23.27,21.23,0,0,0,0,11.69,15.67,28.65,11.13,0,0,0,0,0,0,0,0,0,0,0,0,19.23,361.45,114.16,0,0.68,0,402.56,128.33,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

50,12:15-12:30,0,0,20,0,0,0,23.27,21.23,0,0,0,0,11.69,15.67,25.22,11.13,0,0,0,0,0,0,0,0,0,0,0,0,19.23,284.54,114.16,0,0.68,0,402.56,128.33,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

51,12:30-12:45,0,0,20,0,0,0,23.27,23.35,0,0,0,0,0,15.67,25.22,11.13,0,0,0,0,0,0,0,0,0,0,0,0,18.49,265.32,114.16,0,0.68,0,402.56,128.33,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

52,12:45-13:00,0,0,16.38,0,0,0,23.27,23.35,0,0,0,0,0,15.67,25.22,11.13,0,0,0,0,0,0,0,0,0,0,0,0,19.23,265.32,114.16,0,0.68,0,402.56,128.33,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,126.81,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

53,13:00-13:15,0,0,15.78,0,0,0,23.27,22.29,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.19,265.32,114.16,0,0.68,0,402.56,134.28,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

54,13:15-13:30,0,0,15.78,0,0,0,23.27,22.29,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.21,265.32,114.16,0,0.68,0,402.56,134.28,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

55,13:30-13:45,0,0,15.78,0,0,0,15.52,22.29,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,265.32,114.16,0,0.68,0,402.56,134.28,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

56,13:45-14:00,0,0,15.78,0,0,0,15.52,22.29,0,0,0,0,0,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,265.32,114.16,0,0.68,0,402.56,134.28,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

57,14:00-14:15,0,0,15.78,0,0,0,12.94,21.23,0,0,0,0,11.87,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,18.62,265.32,114.16,0,0.68,0,402.56,134.28,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

58,14:15-14:30,0,0,15.78,0,0,0,12.94,21.23,0,0,0,0,11.87,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,18.78,265.32,114.16,0,0.68,0,402.56,134.28,0,0,0,0,10.12,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

59,14:30-14:45,0,0,15.78,0,0,0,14.22,21.23,0,0,0,0,23.73,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,265.32,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

60,14:45-15:00,0,0,15.78,0,0,0,14.22,21.23,0,0,0,0,23.73,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,332.61,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,118.05,0,0,0,0,226.87,0,0,35.15,0,0,0,0,0

61,15:00-15:15,0,0,20,0,0,0,14.22,21.23,0,0,0,0,23.73,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,362.41,114.16,0,0.68,0,402.56,134.28,0.49,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

