Block,Time Block,CHAMERA2,BRBCL,CHAMERA3,JHAJJAR,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,DADRT2,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,DADRI_RF,AURY_LF,RSTPSU7,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TALA,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,NAPP,NJPC,MAPS,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,NLCEXP,RAPPB,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,1.8,12.15,0,230.5,0,0,16.73,3.7,0,273.71,13.94,18.08,0,11.52,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

7,01:30-01:45,1.8,13.26,0,230.5,0,0,16.73,3.7,0,273.71,13.94,18.08,0,11.52,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.95,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

8,01:45-02:00,1.8,13.53,0,230.5,0,0,16.73,3.7,0,242.02,13.94,4.39,0,11.52,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.95,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

9,02:00-02:15,1.8,12.64,0,230.5,0,0,16.73,3.7,0,230.5,13.94,4.39,0,11.52,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,9.84,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

10,02:15-02:30,1.8,12.33,0,230.5,0,0,16.73,3.7,0,220.89,13.94,4.39,0,11.52,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,9.84,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

11,02:30-02:45,1.8,15.2,0,230.5,0,0,16.73,3.7,0,212.25,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

12,02:45-03:00,1.8,16.7,0,230.5,0,0,16.73,3.7,0,246.82,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

13,03:00-03:15,1.8,16.19,0,230.5,0,0,16.73,3.7,0,253.55,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

14,03:15-03:30,1.8,16.65,0,230.5,0,0,16.73,3.7,0,255.47,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

15,03:30-03:45,1.8,16.59,0,230.5,0,0,16.73,3.7,0,260.27,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

16,03:45-04:00,1.8,18.8,0,230.5,0,0,16.73,3.7,0,266.03,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

17,04:00-04:15,1.8,18.09,0,230.5,0,0,16.73,3.7,0,273.71,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

18,04:15-04:30,1.8,19.21,0,230.5,0,0,16.73,3.7,0,273.71,13.94,4.39,0,11.41,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

19,04:30-04:45,1.8,19.21,0,230.5,0,0,16.73,3.7,0,273.71,18.66,4.39,0,15.55,0,1.59,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

20,04:45-05:00,1.8,19.21,0,230.5,0,0,16.73,3.7,0,273.71,18.66,4.39,0,15.55,0,1.59,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

21,05:00-05:15,1.8,19.21,0,252.59,0,0,16.73,3.7,0,273.71,21.02,4.39,0,17.63,14.94,1.59,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,21.65,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

22,05:15-05:30,1.8,19.21,0,252.59,0,0,16.73,3.7,0,283.32,21.41,4.39,0,17.95,29.9,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,44.93,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

23,05:30-05:45,1.8,19.21,0,252.59,0,8.77,16.73,3.7,1.06,331.34,21.41,4.39,0,17.95,29.9,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,65.39,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

24,05:45-06:00,1.8,19.21,9.3,252.59,0,17.55,16.73,13.56,6.26,350.55,21.41,4.39,0,17.95,44.84,2.12,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,87.86,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

25,06:00-06:15,3.84,19.21,18.59,252.59,11.53,26.31,16.73,31.65,6.26,319.81,21.41,4.39,0,17.95,59.78,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,112.32,0,114.06,0,0,88.36,0,0,0,0,51.19,0,3.67,119.4,0,0,0,8.52,0,91.54,0,0,0,0,0,43.08,0,0,0,0,0

26,06:15-06:30,25.3,19.21,27.91,252.59,26.94,35.1,16.73,47.47,12.52,334.22,21.41,4.39,0,17.95,59.78,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,5.06,134.15,9.84,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,15.89,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

27,06:30-06:45,25.3,19.21,27.91,232.42,40.43,35.1,18.55,47.47,12.52,350.55,21.41,4.39,0,17.95,59.78,2.65,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,9.84,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,15.89,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

28,06:45-07:00,25.3,19.21,27.91,232.42,40.43,35.1,19.98,47.47,12.52,360.85,21.41,4.39,0,17.95,59.78,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,3.31,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,15.89,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

29,07:00-07:15,25.3,19.21,27.91,252.59,26.94,35.1,19.98,47.47,12.52,440.79,21.41,4.39,0,17.95,59.78,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,10.12,134.15,3.31,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,15.89,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

30,07:15-07:30,25.3,19.21,27.91,252.59,11.53,35.1,19.98,47.47,12.52,511.89,21.41,4.39,0,17.95,59.78,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,5.06,134.15,3.31,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,15.89,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

31,07:30-07:45,3.2,19.21,9.3,242.17,11.53,26.31,19.98,31.65,6.26,583.92,25.25,4.39,0,19.87,59.78,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,3.31,0,264.71,0,0,0,0,41.34,112.32,0,114.06,0,0,88.36,0,0,0,0,51.19,0,15.89,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

32,07:45-08:00,1.8,19.21,0,371.45,0,17.55,19.98,13.56,6.26,588.73,25.25,4.39,0,19.87,59.78,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,3.31,0,264.71,0,0,0,0,41.34,89.86,0,114.06,0,0,88.36,0,0,0,0,51.19,0,3.42,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

33,08:00-08:15,1.8,19.21,0,571.89,0,8.77,19.98,13.56,1.06,540.71,25.25,4.39,0,19.87,59.78,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,3.31,0,264.71,0,0,0,0,41.34,67.39,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

34,08:15-08:30,1.8,19.21,0,473.9,0,0,19.98,13.56,0,530.93,25.25,4.39,0,19.87,44.84,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,0,134.15,3.31,0,264.71,0,0,0,0,41.34,66.11,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

35,08:30-08:45,1.8,19.21,0,356.31,0,0,19.98,13.56,0,545.51,25.25,4.39,0,19.87,29.9,2.12,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,0,134.15,3.31,0,264.71,0,0,0,0,41.34,20.01,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

36,08:45-09:00,1.8,19.21,0,289.08,0,0,19.98,13.56,0,531.1,25.25,4.39,0,19.87,14.94,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,20.01,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

37,09:00-09:15,1.8,19.21,0,290.04,0,0,19.98,13.56,0,561.83,25.25,4.39,0,19.87,0,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

38,09:15-09:30,1.8,19.21,0,338.06,0,0,19.98,13.56,0,605.05,25.25,4.39,0,19.87,0,2.65,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

39,09:30-09:45,1.8,19.21,0,338.06,0,0,19.98,13.56,0,579.31,25.25,4.39,0,19.87,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

40,09:45-10:00,1.8,19.21,0,386.08,0,0,19.98,13.56,0,518.62,25.25,4.39,0,19.87,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

41,10:00-10:15,1.8,19.21,0,381.28,0,0,19.98,13.56,0,446.59,25.25,4.39,0,19.87,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

42,10:15-10:30,1.8,19.21,0,304.45,0,0,19.98,13.56,0,417.77,25.25,4.39,0,19.87,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

43,10:30-10:45,1.8,18.61,0,253.55,0,0,19.98,13.56,0,398.57,22.45,18.08,0,17.59,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

44,10:45-11:00,1.8,19.21,0,258.35,0,0,19.98,13.56,0,355.35,21.41,18.08,0,16.99,0,3.18,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

45,11:00-11:15,1.8,19.02,0,253.55,0,0,19.98,13.56,0,316.93,21.41,18.08,0,16.99,0,34.99,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

46,11:15-11:30,1.8,18.13,0,230.5,0,0,19.98,13.56,0,273.71,21.41,18.08,0,16.99,0,34.99,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

47,11:30-11:45,1.8,18.78,0,230.5,0,0,19.98,13.56,0,271.79,16.04,18.08,0,12.85,0,2.65,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

48,11:45-12:00,1.8,19.21,0,230.5,0,0,19.98,13.56,0,258.35,16.04,18.08,0,12.85,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

49,12:00-12:15,1.8,19.21,0,230.5,0,0,19.98,13.56,0,245.86,16.04,4.39,0,12.85,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

50,12:15-12:30,1.8,19.21,0,230.5,0,0,19.98,13.56,0,231.46,16.04,4.39,0,12.85,0,3.71,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

51,12:30-12:45,1.8,19.21,0,230.5,0,0,19.98,13.56,0,220.89,16.04,4.39,0,12.85,0,3.71,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

52,12:45-13:00,1.8,19.21,0,230.5,0,0,19.98,13.56,0,205.53,16.04,4.39,0,12.85,0,3.71,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

53,13:00-13:15,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,3.71,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

54,13:15-13:30,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,3.71,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

55,13:30-13:45,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,7.42,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

56,13:45-14:00,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,7.42,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,9.84,0,259.31,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

57,14:00-14:15,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,7.42,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,9.84,0,264.2,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,80.23,0,0,0,0,0,36.83,0,0,0,0,0

58,14:15-14:30,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,7.42,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,93.74,0,0,0,0,0,43.43,0,0,0,0,0

59,14:30-14:45,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,2.65,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

60,14:45-15:00,1.8,19.21,0,230.5,0,0,16.73,13.56,0,205.53,13.94,4.39,0,11.19,0,2.65,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

61,15:00-15:15,1.8,19.21,0,230.5,0,0,16.73,13.56,0,227.61,13.94,4.39,0,11.19,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,9.84,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

