Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/R2,NR/01102023/19072037/LT-05,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/31102037/L_NR_2019_11,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/22052037/LT-59,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/IEPL01
10,02:15-02:30,15.670000,0.000000,0.000000,48.290000,38.630000,24.690000,9.100000,24.140000,115.470000,48.290000,24.140000,24.140000,9.450000,24.140000,0.000000,0,0,48,0,13.34,0,0,38.33,0,0,16,38.33,0,16,0,0,0,0,0,0,9.01,262.210000,48.290000,30.910000,12.510000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,10.260000,7.670000,38.630000

11,02:30-02:45,15.670000,0.000000,0.000000,48.290000,38.630000,24.690000,9.100000,24.140000,115.470000,48.290000,24.140000,24.140000,9.450000,24.140000,0.000000,0,0,47.5,0,13,0,0,39.67,0,0,15.83,39.67,0,15.84,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,12.510000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,10.260000,7.670000,38.630000

12,02:45-03:00,15.670000,0.000000,0.000000,48.290000,38.630000,24.690000,9.100000,24.140000,115.470000,48.290000,24.140000,24.140000,9.450000,24.140000,0.000000,0,0,47,0,12.66,0,0,40,0,0,15.67,40,0,15.66,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,12.510000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,10.260000,7.670000,38.630000

13,03:00-03:15,15.580000,0.000000,0.000000,48.290000,0.000000,24.690000,8.910000,24.140000,115.470000,48.290000,24.140000,24.140000,9.450000,24.140000,0.000000,0,0,46.5,0,14,0,0,40.33,0,0,15.5,40.33,0,15.5,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,12.510000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.260000,7.670000,38.630000

14,03:15-03:30,15.580000,0.000000,0.000000,48.290000,0.000000,24.690000,8.910000,24.140000,115.470000,48.290000,24.140000,24.140000,9.450000,24.140000,0.000000,0,0,45.5,0,13.66,0,0,38.33,0,0,15.17,38.33,0,15.16,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,12.510000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.260000,7.670000,38.630000

15,03:30-03:45,15.580000,0.000000,0.000000,48.290000,0.000000,24.690000,8.910000,24.140000,115.470000,48.290000,24.140000,24.140000,9.450000,24.140000,0.000000,0,0,44,0,13,0,0,37,0,0,14.67,37,0,14.66,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.260000,7.670000,38.630000

16,03:45-04:00,15.580000,0.000000,0.000000,48.290000,0.000000,24.690000,8.910000,24.140000,115.470000,48.290000,24.140000,24.140000,9.450000,24.140000,0.000000,0,0,42.5,0,12.66,0,0,35,0,0,14.17,35,0,14.16,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,10.260000,7.670000,38.630000

17,04:00-04:15,15.390000,0.000000,0.000000,48.290000,0.000000,24.690000,8.730000,24.140000,115.470000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0,51,0,14.34,0,0,42.67,0,0,17,42.67,0,17,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,9.320000,7.670000,38.630000

18,04:15-04:30,15.390000,0.000000,0.000000,48.290000,0.000000,24.690000,8.730000,24.140000,115.470000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0,49,0,14,0,0,42.33,0,0,16.33,42.33,0,16.34,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,9.320000,7.670000,38.630000

19,04:30-04:45,15.390000,0.000000,0.000000,48.290000,0.000000,24.690000,8.730000,24.140000,115.470000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0,46.5,0,13.66,0,0,41.67,0,0,15.5,41.67,0,15.5,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,29.770000,0.000000,24.140000,24.140000,9.320000,7.670000,38.630000

20,04:45-05:00,15.390000,0.000000,0.000000,48.290000,0.000000,24.690000,8.730000,24.140000,115.470000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0,44,0,12.66,0,0,41,0,0,14.67,41,0,14.66,0,0,0,0,0,0,7.41,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,29.260000,0.000000,24.140000,24.140000,9.320000,7.670000,38.630000

21,05:00-05:15,15.120000,0.000000,0.000000,48.290000,0.000000,24.690000,8.550000,24.140000,66.250000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0,56,0,16,0,0,48.33,0,0,18.67,48.33,0,18.66,0,0,0,0,0,0,7.01,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,29.260000,0.000000,24.140000,24.140000,9.010000,7.670000,38.630000

22,05:15-05:30,15.120000,0.000000,0.000000,48.290000,0.000000,24.690000,8.550000,24.140000,115.470000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0,54.5,0,15.66,0,0,48.33,0,0,18.17,48.33,0,18.16,0,0,0,0,0,0,7.01,262.210000,48.290000,30.910000,18.400000,0.000000,100.620000,273.080000,87.120000,29.260000,0.000000,24.140000,24.140000,9.010000,7.670000,38.630000

23,05:30-05:45,15.120000,0.000000,0.000000,48.290000,0.000000,24.690000,8.550000,24.140000,66.250000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0,51.5,0,15,0,0,46.67,0,0,17.17,46.67,0,17.16,0,0,0,1.373622,0,0,7.01,235.220000,48.290000,30.910000,18.400000,0.000000,100.620000,251.110000,68.120000,28.760000,0.000000,24.140000,24.140000,9.010000,7.670000,38.630000

24,05:45-06:00,15.120000,0.000000,0.000000,48.290000,0.000000,24.690000,8.550000,24.140000,66.250000,48.290000,24.140000,24.140000,8.840000,24.140000,0.000000,0,0.2,49,0.43,14.34,0,0,44,0,0,16.33,44,0.18,16.34,0,0.09,0,2.87389,0,0,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,100.620000,231.790000,68.120000,28.260000,0.000000,24.140000,24.140000,9.010000,7.670000,38.630000

25,06:00-06:15,14.940000,0.000000,0.000000,48.290000,0.000000,24.690000,8.350000,24.140000,66.250000,48.290000,24.140000,24.140000,8.450000,24.140000,0.000000,6.94,1,39,3.73,10.66,0,1,34,0,0,13,34,1.66,13,1,0.75,0,5.465262,1,11,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,100.620000,212.480000,68.120000,28.260000,0.000000,24.140000,24.140000,6.990000,7.670000,38.630000

26,06:15-06:30,14.940000,0.120000,0.110000,48.290000,0.000000,24.690000,8.350000,24.140000,66.250000,48.290000,24.140000,24.140000,8.450000,24.140000,0.110000,10.1,2,37.5,8.92,10.34,0,1,32.67,1,1,12.5,32.67,3.79,12.5,2,1.78,0,10.37523,4,25,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,100.620000,212.480000,68.120000,27.750000,0.000000,24.140000,24.140000,6.990000,7.670000,38.630000

27,06:30-06:45,14.940000,0.950000,0.920000,48.290000,0.000000,24.690000,8.350000,24.140000,66.250000,48.290000,24.140000,24.140000,8.450000,24.140000,0.920000,14.55,5,35.5,15.02,8.34,0,3,39.67,5,3,11.83,39.67,6.53,11.84,5,3,0,15.859976,7,33,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,100.620000,212.480000,68.120000,27.250000,0.000000,24.140000,24.140000,7.460000,7.670000,38.630000

28,06:45-07:00,14.940000,1.570000,1.530000,48.290000,0.000000,24.690000,8.350000,24.140000,66.250000,48.290000,24.140000,24.140000,8.450000,24.140000,1.530000,20.72,6,33.5,22.53,8.34,0,6,38.67,12,4,11.17,38.67,9.48,11.16,8,4.5,0,22.328664,14,31.95,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,100.620000,212.480000,68.120000,26.240000,0.000000,24.140000,24.140000,7.460000,7.670000,38.630000

29,07:00-07:15,14.660000,2.300000,2.240000,48.290000,0.000000,24.690000,8.170000,24.140000,66.250000,48.290000,24.140000,24.140000,8.610000,24.140000,2.240000,30.18,8,32.5,32.72,8.34,0,9,36.67,20,5,10.83,36.67,13.85,10.84,11,6.54,0,29.596196,21,30.17,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,100.620000,212.480000,57.660000,26.740000,0.000000,24.140000,24.140000,7.460000,7.670000,38.630000

30,07:15-07:30,14.660000,3.140000,3.070000,48.290000,0.000000,24.690000,8.170000,24.140000,66.250000,48.290000,24.140000,24.140000,8.610000,24.140000,3.070000,26.98,11.46,30.5,45.15,8.34,0,15,35,26.98,8,10.17,35,17.93,10.16,16,9.03,0,37.350828,35,26.99,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,83.060000,212.480000,57.660000,26.740000,0.000000,24.140000,24.140000,7.460000,7.670000,38.630000

31,07:30-07:45,14.660000,4.140000,4.050000,48.290000,0.000000,24.690000,8.170000,24.140000,70.420000,48.290000,24.140000,24.140000,8.610000,24.140000,4.050000,28.65,16.11,29.5,59.98,8.34,0,21,33.33,28.65,12,9.83,33.33,22.95,9.84,23,12,0,45.962756,49,28.65,7.01,206.250000,48.290000,30.910000,18.400000,0.000000,83.060000,212.480000,57.660000,27.250000,0.000000,24.140000,24.140000,7.460000,7.670000,38.630000

32,07:45:08:00,14.660000,5.220000,5.100000,48.290000,0.000000,24.690000,8.170000,24.140000,70.420000,48.290000,24.140000,24.140000,8.610000,24.140000,5.100000,29.82,20.21,26,76.06,8.34,0,27,33.33,29.82,15,8.67,33.33,27.6,8.66,30,15.21,0,54.126552,63,29.81,7.01,174.730000,48.290000,30.910000,18.400000,0.000000,83.060000,212.480000,57.660000,27.750000,0.000000,24.140000,24.140000,7.460000,7.670000,38.630000

33,08:00-08:15,14.480000,6.270000,6.120000,48.290000,0.000000,24.690000,7.990000,24.140000,70.420000,48.290000,24.140000,24.140000,8.450000,24.140000,6.120000,30.48,23.37,25.5,93.41,8.34,0,33,32.67,30.48,18,8.5,32.67,33.58,8.5,37,18.68,0,62.44622,77,30.49,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,54.080000,212.480000,57.660000,27.760000,0.000000,24.140000,24.140000,7.460000,3.720000,38.630000

34,08:15-08:30,14.480000,7.290000,7.110000,48.290000,0.000000,24.690000,7.990000,24.140000,70.420000,48.290000,24.140000,24.140000,8.450000,24.140000,7.110000,32,26.63,25.5,110.98,8.34,0,39,32.33,32,22,8.5,32.33,39.23,8.5,43,22.2,0,70.82434,91,32,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,28.260000,0.000000,24.140000,24.140000,7.460000,3.720000,38.630000

35,08:30-08:45,14.480000,8.250000,8.050000,48.290000,0.000000,24.690000,7.990000,24.140000,66.250000,48.290000,24.140000,24.140000,8.450000,24.140000,8.050000,32,29.73,25.5,128.18,8.34,0,46,22,32,25,8.5,22,47.93,8.5,50,25.63,0,78.988136,109,32,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,28.760000,0.000000,24.140000,24.140000,7.460000,3.720000,38.630000

36,08:45:09:00,14.480000,9.240000,9.020000,48.290000,0.000000,24.690000,7.990000,24.140000,66.250000,48.290000,24.140000,24.140000,8.450000,24.140000,9.020000,32,32.53,25,146.03,8.34,0,52,22,32,28,8.33,22,55.24,8.34,57,29.2,0,86.927866,123,32,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,29.270000,0.000000,24.140000,24.140000,7.460000,3.720000,38.630000

37,09:00:09:15,14.290000,10.190000,9.940000,0.000000,0.000000,29.040000,7.800000,24.140000,66.250000,0.000000,24.140000,0.000000,8.450000,24.140000,9.940000,32,33.52,25,162.29,8.34,0,58,16.67,32,31,8.33,16.67,62.12,8.34,62,32.46,0,94.633788,137,32,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,29.780000,0.000000,24.140000,24.140000,7.220000,3.720000,0.000000

38,09:15-09:30,14.290000,11.090000,10.810000,0.000000,0.000000,29.040000,7.800000,24.140000,66.250000,0.000000,24.140000,0.000000,8.450000,24.140000,10.810000,32,36.21,25,177.98,8.34,0,64,17.33,32,34,8.33,17.33,68.54,8.34,68,35.6,0,101.492156,151,32,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,30.280000,0.000000,24.140000,24.140000,7.220000,3.720000,0.000000

39,09:30-09:45,14.290000,11.920000,11.630000,0.000000,0.000000,29.040000,7.800000,24.140000,66.250000,0.000000,24.140000,0.000000,8.450000,24.140000,11.630000,32,38.84,25,191.73,8.34,0,69,23,32,37,8.33,23,74.51,8.34,73,38.35,0,107.94136,161,32,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,31.290000,0.000000,24.140000,24.140000,7.220000,3.720000,0.000000

40,09:45-10:00,14.290000,12.630000,12.330000,0.000000,0.000000,29.040000,7.800000,24.140000,66.250000,0.000000,24.140000,0.000000,8.450000,24.140000,12.330000,31.9,41.04,25,204.9,8.34,0,73,23.33,31.9,40,8.33,23.33,79.81,8.34,80,40.98,0,114.137272,172,31.9,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,31.290000,0.000000,24.140000,24.140000,7.220000,3.720000,0.000000

41,10:00-10:15,14.110000,13.390000,13.060000,0.000000,0.000000,29.040000,7.620000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,13.060000,31.9,42.96,35,216.79,11.66,0,76,23.67,31.9,43,11.67,23.67,84.41,11.66,85,43.36,0,119.164144,179,31.9,7.01,145.760000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,28.260000,0.000000,24.140000,24.140000,7.920000,3.720000,0.000000

42,10:15-10:30,14.110000,13.970000,13.640000,0.000000,0.000000,29.040000,7.620000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,13.640000,31.9,43.5,36,227.83,12,0,79,24.33,31.9,44,12,24.33,88.58,12,89,45.56,0,122.827136,186,31.9,7.01,174.730000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,28.260000,0.000000,24.140000,24.140000,7.920000,7.670000,0.000000

43,10:30-10:45,14.110000,14.470000,14.110000,0.000000,0.000000,29.040000,7.620000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,14.110000,31.9,44,37.5,231.67,12,0,81,24.67,31.9,45,12.5,24.67,90.91,12.5,90,46.33,0,123.82082,189,31.9,7.01,206.250000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,27.250000,0.000000,24.140000,24.140000,7.920000,16.110000,0.000000

44,10:45-11:00,14.110000,15.020000,14.660000,0.000000,0.000000,29.040000,7.620000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,14.660000,31.9,44.5,38,233.33,12.34,0,82,26,31.9,47,12.67,26,91.74,12.66,93,46.67,0,126.74342,193,31.9,7.01,235.220000,48.290000,22.980000,22.980000,0.000000,53.120000,212.480000,57.660000,27.250000,0.000000,24.140000,24.140000,7.920000,16.110000,0.000000

45,11:00-11:15,13.930000,15.410000,15.030000,0.000000,0.000000,29.040000,7.430000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,15.030000,31.57,44.5,39,241.67,12.66,0,84,27.67,31.57,49,13,27.67,91.85,13,98,48.33,0,129.159436,196,31.56,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,53.120000,231.790000,57.660000,27.250000,0.000000,24.140000,24.140000,7.770000,16.110000,0.000000

46,11:15-11:30,13.930000,15.820000,15.440000,0.000000,0.000000,29.040000,7.430000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,15.440000,31.4,44.5,41,241.67,13,0,85,29.67,31.4,49,13.67,29.67,91.81,13.66,98,48.33,0,131.07861,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,53.120000,251.110000,76.580000,27.250000,0.000000,24.140000,24.140000,7.770000,16.110000,0.000000

47,11:30-11:45,13.930000,16.070000,15.680000,0.000000,0.000000,29.040000,7.430000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,15.680000,31.4,44.5,42.5,241.67,13.34,0,85,32,31.4,49,14.17,32,91.89,14.16,98,48.33,0,130.893512,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,53.120000,273.080000,76.580000,27.250000,0.000000,24.140000,24.140000,7.770000,16.110000,0.000000

48,11:45-12:00,13.930000,16.250000,15.850000,0.000000,0.000000,29.040000,7.430000,24.140000,66.250000,0.000000,24.140000,0.000000,8.060000,24.140000,15.850000,31.4,44.5,44,241.67,14,0,85,34.67,31.4,49,14.67,34.67,92.07,14.66,98,48.33,0,130.026474,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,53.120000,273.080000,76.580000,27.250000,0.000000,24.140000,24.140000,7.770000,16.110000,0.000000

49,12:00-12:15,13.730000,16.410000,16.010000,0.000000,0.000000,29.040000,7.430000,24.140000,85.180000,0.000000,24.140000,0.000000,8.060000,24.140000,16.010000,31.4,44.5,38,241.67,14.34,0,85,37,31.4,49,12.67,37,92.17,12.66,98,48.33,0,128.428786,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,82.090000,273.080000,76.580000,27.760000,0.000000,24.140000,24.140000,7.920000,16.110000,0.000000

50,12:15-12:30,13.730000,16.460000,16.060000,0.000000,0.000000,29.040000,7.430000,24.140000,115.470000,0.000000,24.140000,0.000000,8.060000,24.140000,16.060000,31.4,44.5,39,241.67,15,0,85,39,31.4,47,13,39,92.13,13,94,48.33,0,125.934834,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,76.580000,27.760000,0.000000,24.140000,24.140000,7.920000,16.110000,0.000000

51,12:30-12:45,13.730000,16.540000,16.140000,0.000000,0.000000,29.040000,7.430000,24.140000,115.470000,0.000000,24.140000,0.000000,8.060000,24.140000,16.140000,31.4,44.5,39.5,241.67,15.66,0,85,40,31.4,47,13.17,40,92.08,13.16,94,48.33,0,125.545154,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,76.580000,27.760000,0.000000,24.140000,24.140000,7.920000,16.110000,0.000000

52,12:45-13:00,13.730000,16.410000,16.010000,0.000000,0.000000,29.040000,7.430000,24.140000,115.470000,0.000000,24.140000,0.000000,8.060000,24.140000,16.010000,31.4,44.5,41,241.67,16.66,0,85,40.67,31.4,47,13.67,40.67,92.02,13.66,94,48.33,0,124.79502,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,76.580000,27.250000,0.000000,24.140000,24.140000,7.920000,16.110000,0.000000

