Time,Block,NR/2023/17525/A,NR/2023/18062/A/1295,NR/2023/18074/A/1343,NR/2023/17270/A,NR/2023/18097/C,NER/2023/1711/C,WR/2023/20577/A/1363,NR/2023/18099/C,WR/2023/19446/A,NR/2023/18100/C,WR/2023/20256/A/1367,Total
55,13:30-13:45,0.000000,4.820000,0.770000,100.000000,2.490000,0.000000,0.000000,28.92,75.000000,24.1,0.000000,236.1

56,13:45-14:00,0.000000,4.820000,0.770000,100.000000,2.490000,0.000000,0.000000,28.92,75.000000,24.1,0.000000,236.1

57,14:00-14:15,0.000000,4.820000,0.770000,100.000000,2.490000,0.000000,0.000000,28.92,75.000000,24.1,0.000000,236.1

58,14:15-14:30,0.000000,4.820000,0.770000,100.000000,2.490000,0.000000,0.000000,28.92,75.000000,24.1,0.000000,236.1

59,14:30-14:45,0.000000,4.820000,0.770000,100.000000,2.490000,0.000000,0.000000,28.92,75.000000,24.1,0.000000,236.1

60,14:45-15:00,0.000000,4.820000,0.770000,100.000000,2.490000,0.000000,0.000000,28.92,75.000000,24.1,0.000000,236.1

61,15:00-15:15,0.000000,4.820000,0.630000,100.000000,2.490000,0.000000,0.000000,28.63,75.000000,23.43,0.000000,235

62,15:15-15:30,0.000000,4.820000,0.630000,100.000000,2.490000,0.000000,0.000000,24.92,75.000000,20.39,0.000000,228.25

63,15:30-15:45,0.000000,4.820000,0.630000,100.000000,2.490000,0.000000,0.000000,21.74,75.000000,17.79,0.000000,222.47

64,15:45-16:00,0.000000,4.820000,0.630000,100.000000,2.490000,0.000000,0.000000,18.03,75.000000,14.75,0.000000,215.72

65,16:00-16:15,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,14.32,75.000000,11.71,0.000000,209

66,16:15-16:30,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,11.14,75.000000,9.11,0.000000,203.22

67,16:30-16:45,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,7.42,75.000000,6.07,0.000000,196.46

68,16:45-17:00,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,4.82,75.000000,3.86,0.000000,191.65

69,17:00-17:15,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,0,75.000000,0,0.000000,182.97

70,17:15-17:30,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,0,75.000000,0,0.000000,182.97

71,17:30-17:45,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,0,75.000000,0,0.000000,182.97

72,17:45-18:00,0.000000,4.820000,0.480000,100.000000,2.670000,0.000000,0.000000,0,75.000000,0,0.000000,182.97

73,18:00-18:15,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

74,18:15-18:30,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

75,18:30-18:45,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

76,18:45-19:00,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

77,19:00-19:15,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

78,19:15-19:30,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

79,19:30-19:45,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

80,19:45-20:00,0.000000,4.820000,0.530000,100.000000,2.670000,0.000000,55.000000,0,75.000000,0,25.000000,263.02

81,20:00-20:15,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

82,20:15-20:30,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

83,20:30-20:45,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

84,20:45-21:00,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

85,21:00-21:15,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

86,21:15-21:30,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

87,21:30-21:45,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

88,21:45-22:00,0.000000,4.820000,0.530000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,25.000000,162.92

89,22:00-22:15,25.490000,4.820000,0.480000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,0.000000,163.36

90,22:15-22:30,25.490000,4.820000,0.480000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,0.000000,163.36

91,22:30-22:45,25.490000,4.820000,0.480000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,0.000000,163.36

92,22:45-23:00,25.490000,4.820000,0.480000,0.000000,2.570000,0.000000,55.000000,0,75.000000,0,0.000000,163.36

93,23:00-23:15,25.490000,4.820000,0.430000,0.000000,2.570000,0.000000,0.000000,0,75.000000,0,0.000000,108.31

94,23:15-23:30,25.490000,4.820000,0.430000,0.000000,2.570000,0.000000,0.000000,0,75.000000,0,0.000000,108.31

95,23:30-23:45,25.490000,4.820000,0.430000,0.000000,2.570000,0.000000,0.000000,0,75.000000,0,0.000000,108.31

96,23:45-24:00,25.490000,4.820000,0.430000,0.000000,2.570000,0.000000,0.000000,0,75.000000,0,0.000000,108.31

