Time,Block,NR/2023/17011/D,NR/2023/17078/C,NR/2023/16185/A,NR/2023/17080/C,NR/2023/13519/A,NR/2023/13242/A,NR/2023/13636/A,NR/2023/16437/F,NR/2023/16291/F,NR/2023/13376/A,NR/2023/17010/D,NR/2023/13253/A,NR/2023/17065/C,NR/2023/15770/A,NR/2023/16077/A,NR/2023/13908/A,NR/2023/13150/A,NR/2023/13165/A,NR/2023/13383/A,NR/2023/13385/A,NR/2023/13254/A,NR/2023/16073/A,NR/2023/17066/C,NR/2023/16191/A,NR/2023/16520/F,NR/2023/16865/F,NR/2023/13148/A,NR/2023/13387/A,NR/2023/17049/D,NR/2023/17067/C,Total

3,00:30-00:45,67.910000,242.550000,77.620000,40.750000,58.700000,29.690000,19.230000,148.580000,0.870000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.450000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1607.03

4,00:45-01:00,67.910000,242.550000,77.620000,40.750000,58.700000,29.690000,19.230000,148.580000,0.870000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.450000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1607.03

5,01:00-01:15,67.910000,194.040000,77.620000,40.750000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1558.18

6,01:15-01:30,67.910000,194.040000,77.620000,40.750000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1558.18

7,01:30-01:45,67.910000,194.040000,77.620000,0.000000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1517.43

8,01:45-02:00,67.910000,194.040000,77.620000,0.000000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1517.43

9,02:00-02:15,67.910000,0.000000,77.620000,0.000000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.270000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1323.31

10,02:15-02:30,67.910000,0.000000,77.620000,0.000000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.270000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1323.31

11,02:30-02:45,67.910000,0.000000,77.620000,0.000000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.270000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1323.31

12,02:45-03:00,67.910000,0.000000,77.620000,0.000000,58.700000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.270000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1323.31

13,03:00-03:15,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.080000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.81

14,03:15-03:30,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.080000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.81

15,03:30-03:45,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.080000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.81

16,03:45-04:00,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.630000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,9.080000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.81

17,04:00-04:15,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.980000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.66

18,04:15-04:30,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.980000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.66

19,04:30-04:45,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.980000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.66

20,04:45-05:00,67.910000,0.000000,77.620000,0.000000,0.000000,29.690000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.980000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1227.66

21,05:00-05:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1197.88

22,05:15-05:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1197.88

23,05:30-05:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1197.88

24,05:45-06:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.580000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1197.88

25,06:00-06:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.800000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1043.63

26,06:15-06:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.800000,142.620000,0.000000,0.000000,0.000000,100.420000,0,0,1043.63

27,06:30-06:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.800000,142.620000,0.000000,0.000000,0.000000,100.420000,0.2,0,1043.83

28,06:45-07:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.800000,142.620000,0.000000,0.000000,0.000000,100.420000,0.61,0,1044.24

29,07:00-07:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,0.000000,0.000000,100.420000,1.08,0,1044.61

30,07:15-07:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,0.000000,0.000000,100.420000,1.68,0,1045.21

31,07:30-07:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,0.000000,0.000000,100.420000,2.36,0,1045.89

32,07:45:08:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.680000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,0.000000,0.000000,100.420000,3.03,0,1046.56

33,08:00-08:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.620000,142.620000,0.000000,0.000000,0.000000,100.420000,3.1,0,1046.84

34,08:15-08:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.620000,142.620000,0.000000,0.000000,0.000000,100.420000,3.4,0,1047.14

35,08:30-08:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.620000,142.620000,0.000000,0.000000,0.000000,100.420000,3.69,0,1047.43

36,08:45:09:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,5.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.620000,142.620000,0.000000,0.000000,0.000000,100.420000,3.78,0,1047.52

37,09:00:09:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,4.07,16.01,1072.97

38,09:15-09:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,4.37,16.01,1073.27

39,09:30-09:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,4.85,16.01,1073.75

40,09:45-10:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,5.34,16.01,1074.24

41,10:00-10:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,5.63,16.01,1074.44

42,10:15-10:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,5.96,16.01,1074.77

43,10:30-10:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,6.06,16.01,1074.87

44,10:45-11:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,6.050000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,6.16,16.01,1074.97

45,11:00-11:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,6.6,16.01,1079.45

46,11:15-11:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,6.79,16.01,1079.64

47,11:30-11:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,7.18,16.01,1080.03

48,11:45-12:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,7.57,16.01,1080.42

49,12:00-12:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,7.76,16.01,1080.61

50,12:15-12:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,8.15,16.01,1081

51,12:30-12:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,8.25,16.01,1081.1

52,12:45-13:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.430000,142.620000,0.000000,8.250000,0.000000,100.420000,8.54,16.01,1081.39

53,13:00-13:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,8.93,16.01,1081.87

54,13:15-13:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,9.22,16.01,1082.16

55,13:30-13:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,8.73,16.01,1081.67

56,13:45-14:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.520000,142.620000,0.000000,8.250000,0.000000,100.420000,8.44,16.01,1081.38

57,14:00-14:15,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,8.250000,0.000000,100.420000,8.06,16.01,1139.88

58,14:15-14:30,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,8.250000,0.000000,100.420000,7.57,16.01,1139.39

59,14:30-14:45,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,8.250000,0.000000,100.420000,7.28,16.01,1139.1

60,14:45-15:00,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.970000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.700000,142.620000,0.000000,8.250000,0.000000,100.420000,6.79,16.01,1138.61

61,15:00-15:15,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.870000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,8.250000,0.000000,100.420000,5.82,16.01,1137.73

62,15:15-15:30,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.870000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,8.250000,0.000000,100.420000,4.85,16.01,1136.76

63,15:30-15:45,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.870000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,8.250000,0.000000,100.420000,4.67,16.01,1136.58

64,15:45-16:00,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.870000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,8.890000,142.620000,0.000000,8.250000,0.000000,100.420000,4.4,16.01,1136.31

65,16:00-16:15,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.170000,142.620000,0.000000,8.250000,0.000000,100.420000,4.27,16.01,1136.41

66,16:15-16:30,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.170000,142.620000,0.000000,8.250000,0.000000,100.420000,4.07,16.01,1136.21

67,16:30-16:45,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.170000,142.620000,0.000000,8.250000,0.000000,100.420000,3.7,16.01,1135.84

68,16:45-17:00,67.910000,0.000000,77.620000,0.000000,58.700000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.170000,142.620000,0.000000,8.250000,0.000000,100.420000,2.88,16.01,1135.02

69,17:00-17:15,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,0.000000,100.420000,2.33,0,1051.69

70,17:15-17:30,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,0.000000,100.420000,1.56,0,1050.92

71,17:30-17:45,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,0.000000,100.420000,0.92,0,1050.28

72,17:45-18:00,67.910000,0.000000,77.620000,0.000000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,24.260000,9.350000,142.620000,0.000000,0.000000,0.000000,100.420000,0.43,0,1049.79

73,18:00-18:15,67.910000,0.000000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.540000,142.620000,0.000000,0.000000,36.610000,100.420000,0.21,0,1150.4

74,18:15-18:30,67.910000,0.000000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.540000,142.620000,0.000000,0.000000,36.610000,100.420000,0.1,0,1150.29

75,18:30-18:45,67.910000,0.000000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.540000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1150.19

