Block,Time,JHAJJAR,NAPP,NTPL,SEWA2,BRBCL,KGSU3AND4,KOLDAM,SALAL,TelanganaSTPP,UNCHAHAR3,URI,DADRI_RF,CHAMERA1,CHAMERA3,DADRT2,KKNP,RAPPB,TALA,UNCHAHAR1,VALLURNTECL,AURY_CRF,DADRI_LF,KHSTPP-II,NLCEXP,NLCIIST2,PARBATI2,RAMPUR,RSTPSU1TO6,TALST2,TEHRI,UNCHAHAR4,ANTA_LF,FSTPP I & II,KKNPPU2,NJPC,NLCTS2EXP,RAPPC,RIHAND2,SIMHST1,UNCHAHAR2,ANTA_CRF,AURY_LF,BSIUL,DHAULIGNGA,KHSTPP-I,KISHANGANGA,KOTESHWR,NLCIIST1,NNTPP,PARBATI3,RAPPD,SIMHST2,URI2,ANTA_RF,AURY_RF,DADRI_GF,DULHASTI,KGSU1AND2,RIHAND1,RIHAND3,RSTPSU7,SASAN,SINGRAULI_HYDRO,ANTA_GF,DADRI_CRF,CHAMERA2,KUDGI,MAPS,SINGRAULI,TANAKPUR,TANDA2,TEHRIPSP,AURY_GF
31,07:30-07:45,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,42.15,33.94,689.38,0,0,17.17,21.65,0,0,0,98.87,0,0,0,5.7,0,0,60.14,3.22,0,20.15,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,51.96,80,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,149.89,11.91,5.73,0,0

32,07:45-08:00,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,52.36,79.04,42.15,33.94,689.38,0,0,17.17,21.65,0,0,0,98.87,0,0,0,5.7,0,0,60.14,3.22,0,20.15,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,51.96,80,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,149.89,11.91,5.73,0,0

33,08:00-08:15,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,52.36,79.04,42.15,33.94,689.38,0,0,17.43,21.65,0,0,0,98.87,0,0,0,5.7,0,0,45.11,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,51.33,79.74,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

34,08:15-08:30,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,52.36,79.04,42.15,33.94,689.38,0,0,17.43,21.65,0,0,0,98.87,0,0,0,5.7,0,0,30.07,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,51.33,79.74,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

35,08:30-08:45,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,42.15,33.94,689.38,0,0,17.43,21.65,0,0,0,98.87,0,0,0,5.7,0,0,15.04,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,51.33,79.74,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

36,08:45-09:00,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,28.1,33.94,689.38,0,0,17.43,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,51.33,79.74,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

37,09:00-09:15,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,14.05,33.94,689.38,0,0,17.5,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,50.06,79.74,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

38,09:15-09:30,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,0,33.94,689.38,0,0,17.52,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,50.06,79.22,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

39,09:30-09:45,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,0,33.94,689.38,0,0,17.23,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,50.06,79.22,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

40,09:45-10:00,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,52.36,79.04,0,33.94,689.38,0,0,17.23,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,50.06,79.22,0,55.38,0,47.02,130.84,0,348.98,0.85,0,0,31.4,0,0,147.44,11.91,5.73,0,0

41,10:00-10:15,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,52.36,79.04,0,33.94,689.38,0,0,17.23,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,49.06,0,0,34.3,50.06,78.96,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

42,10:15-10:30,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,0,33.94,689.38,0,0,17.19,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,49.06,0,0,34.3,50.06,78.96,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

43,10:30-10:45,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,0,33.94,689.38,0,0,16.93,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,37.17,0,0,34.3,50.06,78.96,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

44,10:45-11:00,667.25,24.48,0,12.22,24.99,0,8.62,62.75,0,27.69,44.16,79.04,0,33.94,689.38,0,0,16.96,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,37.17,0,0,34.3,50.06,78.96,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

45,11:00-11:15,667.25,24.48,0,12.22,24.99,0,8.62,40.68,0,27.69,37.53,79.04,0,33.94,689.38,0,0,13.78,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,37.17,16.85,0,34.3,49.43,77.92,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

46,11:15-11:30,667.25,24.48,0,12.22,24.99,0,8.62,40.68,0,27.69,37.53,79.04,0,33.94,689.38,0,0,13.78,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,37.17,16.85,0,34.3,49.43,77.92,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

47,11:30-11:45,667.25,24.48,0,12.22,24.99,0,8.62,40.68,0,27.69,37.53,79.04,0,33.94,689.38,0,0,13.52,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,37.17,16.85,0,29.61,49.43,77.66,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

48,11:45-12:00,667.25,24.48,0,12.22,24.99,0,8.62,40.68,0,27.69,37.53,79.04,0,33.94,689.38,0,0,13.88,21.65,0,0,0,98.87,0,0,0,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,37.17,16.85,0,29.61,49.43,77.66,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

49,12:00-12:15,667.25,24.48,0,12.22,24.99,0,8.62,40.68,0,27.69,39.75,79.04,0,33.94,689.38,0,0,13.82,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,18.71,0,29.61,48.8,77.66,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

50,12:15-12:30,667.25,24.48,0,12.22,24.99,0,8.62,40.68,0,27.69,39.75,79.04,0,33.94,689.38,0,0,13.82,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,18.71,0,29.61,48.8,77.66,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,147.44,11.91,5.73,0,0

51,12:30-12:45,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,44.16,79.04,0,33.94,689.38,0,0,13.08,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,48.8,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

52,12:45-13:00,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,44.16,79.04,0,33.94,689.38,0,0,13.08,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,48.8,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

53,13:00-13:15,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,44.16,79.04,14.05,33.94,689.38,0,0,13.08,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,48.8,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

54,13:15-13:30,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,44.16,79.04,28.1,33.94,689.38,0,0,13.08,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,49.06,0,0,32.74,48.16,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

