Block,Time Block,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KUDGI,MAPS,NAPP,NLCEXP,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPC,RAPPB,RAPPD,RIHAND1,RSTPSU1TO6,SALAL,RSTPSU7,RIHAND3,RIHAND2,SASAN,SIMHST1,SIMHST2,SEWA2,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,TEHRI,TelanganaSTPP,TEHRIPSP,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,AURY_GF,DADRI_RF,DADRI_LF,DADRI_GF,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,40.62,0,20.06,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.4,0,0,0,28.91,46.81,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,40.62,0,16.47,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.4,0,0,0,28.91,46.81,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,40.62,0,15.73,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,82.13,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,82.52,0,0,0,126.1,110.82,403.61,0,0,17.68,0,87.8,2.52,0,11.48,21.25,0,0,0,28.91,46.81,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,40.62,0,17.32,4.96,32.72,45.41,40.92,14.22,53.38,238.06,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,87.8,2.52,0,11.48,21.25,0,0,0,28.91,46.81,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,40.62,0,18.5,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.55,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.25,0,0,0,28.91,45.75,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,40.62,0,16.96,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.25,0,0,0,28.91,45.75,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,40.62,0,15.78,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,20.97,0,0,0,28.91,45.75,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,40.62,0,18.34,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,20.97,0,0,0,28.91,45.75,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,40.62,0,18.81,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.58,0,0,0,32.69,45.75,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,40.62,0,16.82,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.58,0,0,0,32.69,45.75,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,40.62,0,20.35,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.64,0,0,0,32.69,46.81,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,40.62,0,23.8,4.96,32.72,45.41,40.92,14.52,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.64,0,0,0,32.69,46.81,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,40.62,0,18.74,4.96,32.72,45.41,40.92,15.32,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,65.91,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.61,0,0,0,32.69,46.81,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,40.62,0,20.6,4.96,32.72,45.41,40.92,14.67,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,65.91,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.45,0,0,0,32.69,46.81,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,40.62,0,24.09,72.43,32.72,45.41,40.92,14.52,53.38,240.83,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,65.91,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.3,0,0,0,32.69,46.81,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,40.62,0,21.83,139.9,32.72,45.41,40.92,14.52,53.38,240.83,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,65.91,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,18.13,0,0,0,32.69,46.81,15.55,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,40.62,0,19.92,241.09,32.72,45.41,40.92,14.52,53.38,242.5,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,65.91,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,17.96,0,0,0,36.4,46.81,17.65,1.46,31.55,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,40.62,0,21.45,327.84,32.72,45.41,40.92,14.52,53.38,242.5,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,65.91,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,17.68,16.94,0,0,36.4,46.81,17.69,1.46,31.55,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,40.62,0,20.99,426.14,32.72,45.41,40.92,16.08,53.38,253.1,0,0,95.29,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,68.78,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,17.65,33.89,0,0,36.4,46.81,17.69,0.27,31.55,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,40.62,0,19.86,493.61,32.72,45.41,40.92,16.08,53.38,253.1,0,0,95.29,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,68.78,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,17.25,50.83,0,0,41.84,46.81,20.06,1.23,31.55,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,40.62,0,21.71,561.08,32.72,45.41,40.92,16.08,53.38,310.93,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.96,2.52,0,11.48,16.99,67.77,0,85.38,42.12,46.81,20.08,1.46,31.55,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,40.62,0,19.24,580.18,34.4,47.79,43.19,16.08,55.58,337.92,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,107.96,2.52,0,11.48,16.86,70.44,0,170.77,42.12,46.81,20.08,1.46,31.55,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,40.62,0,18.18,617.24,34.4,47.79,43.19,16.08,55.58,276.98,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,16.89,70.44,0,170.77,42.03,46.81,20.46,2.59,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,40.74,0,21.48,656.8,34.4,47.79,43.19,16.08,55.58,345.2,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,17.03,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,40.74,0,21.93,656.8,34.4,47.79,43.19,16.08,55.58,400.74,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,17.44,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,40.74,0,22.62,656.8,34.4,47.79,43.19,16.08,55.58,403.03,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,17.62,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,40.74,0,23.07,660.87,34.4,47.79,43.19,16.08,55.58,427.13,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,17.62,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,40.74,0,21.95,660.87,34.4,47.79,43.19,16.08,55.58,427.13,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,17.9,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,40.74,0,23.92,660.87,34.4,47.79,43.19,16.08,55.58,427.13,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,18.05,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,40.74,0,23.24,660.87,32.72,45.41,40.92,16.08,53.38,427.13,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,73.08,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,18.19,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,40.74,0,21.35,660.87,32.72,45.41,40.92,16.59,53.38,427.13,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,73.08,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,18.47,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,40.62,0,22.83,660.87,32.72,45.41,40.92,16.61,53.38,427.13,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,73.08,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,18.76,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,40.62,0,21.28,660.87,34.4,47.79,43.19,16.61,55.58,427.13,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,19.06,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,40.74,0,19.9,660.87,34.4,47.79,43.19,16.61,55.58,427.13,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,19.15,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,40.74,0,18.72,660.87,34.4,47.79,43.19,16.61,55.58,445.22,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,19.24,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,40.74,0,19.99,660.87,34.4,47.79,43.19,16.61,55.58,445.22,0,0,95.29,6.92,43.88,42.37,0,0,8.31,0,0,23.73,0,171.02,0,0,0,0,0,27.13,74.51,5.63,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,18.78,0,109,4.17,0,11.48,19.41,70.44,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,40.74,0,19.27,660.87,32.72,45.41,40.92,16.61,53.38,445.22,0,0,95.29,6.71,43.88,39.32,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,73.08,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,19.43,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,40.62,0,21.04,660.87,32.72,45.41,40.92,16.61,53.38,445.22,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,73.08,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,19.63,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,40.62,0,20.05,660.87,32.72,45.41,40.92,16.61,53.38,445.22,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,64.48,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,19.63,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,40.62,0,18.12,660.87,32.72,45.41,40.92,16.61,53.38,445.22,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,64.48,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,19.63,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,40.62,0,16.11,660.87,32.72,45.41,40.92,16.61,53.38,522.24,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,64.48,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,19.63,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,40.62,0,17.83,661.23,32.72,45.41,40.92,16.61,53.38,449.84,0,0,95.29,6.71,43.88,39.1,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,64.48,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,109,4.17,0,11.48,19.35,67.77,0,170.77,42.03,46.81,20.46,1.71,31.55,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

