Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,GNA/NR/2024/11/01/4503,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/1868,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/9061,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/11/01/4200,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/5474,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/3646
6,01:15-01:30,0,0,0,0,8.83,18.34,26.5,6.66,8.84,18.33,0,0,7.2,0,8.72,26.91,0,27.76,0,26.91,2.31,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.59,175.26,0,191.92,0,285.39,69.96,95.12

7,01:30-01:45,0,0,0,0,8.5,17.66,25.5,6.66,8.5,17.67,0,0,7.2,0,8.72,26.91,0,27.76,0,26.91,2.31,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.59,175.26,0,149.23,0,285.39,69.96,95.12

8,01:45-02:00,0,0,0,0,8.33,16.66,25,6.66,8.34,16.67,0,0,7.2,0,8.72,26.91,0,27.76,0,26.91,2.31,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.59,175.26,0,149.23,0,285.39,69.96,95.12

9,02:00-02:15,0,0,0,0,7.83,18.34,23.5,6.66,7.84,18.33,0,0,7.2,0,8.72,26.91,0,27.76,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.59,175.26,0,149.23,0,285.39,69.96,95.12

10,02:15-02:30,0,0,0,0,7.5,17.66,22.5,6.66,7.5,17.67,0,0,7.2,0,8.72,26.91,0,27.76,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.59,175.26,0,149.23,0,285.39,69.96,95.12

11,02:30-02:45,0,0,0,0,7.17,17,21.5,6.66,7.16,17,0,0,7.2,0,8.72,26.91,0,27.76,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.59,175.26,0,149.23,0,285.39,69.96,95.12

12,02:45-03:00,0,0,0,0,6.85,16.66,20.56,6.66,6.85,16.67,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.59,175.26,0,149.23,0,285.39,69.96,95.12

13,03:00-03:15,0,0,0,0,6.85,15.66,20.56,6.66,6.85,15.67,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.51,175.26,0,149.23,0,285.39,69.96,95.12

14,03:15-03:30,0,0,0,0,6.85,15,20.56,6.66,6.85,15,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.51,175.26,0,149.23,0,285.39,69.96,95.12

15,03:30-03:45,0,0,0,0,6.85,14.34,20.56,6.66,6.85,14.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.51,175.26,0,149.23,0,285.39,69.96,95.12

16,03:45-04:00,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.75,2.22,26.17,26.17,17.45,52.78,2.51,175.26,0,149.23,0,285.39,69.96,95.12

17,04:00-04:15,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.51,180.06,0,149.23,0,285.39,69.96,95.12

18,04:15-04:30,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.51,184.86,0,149.23,0,285.39,69.96,95.12

19,04:30-04:45,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.51,188.7,0,149.23,0,285.39,69.96,95.12

20,04:45-05:00,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.51,190.61,0,149.23,0,285.39,69.96,95.12

21,05:00-05:15,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.45,193.49,0,149.23,0,285.39,69.96,95.12

22,05:15-05:30,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,76.09,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.45,225.16,0,191.92,0,285.39,69.96,95.12

23,05:30-05:45,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,28.26,0,26.91,2.16,26.17,76.09,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.45,196.37,0,230.3,0,285.39,69.96,95.12

24,05:45-06:00,0,0,0,0,6.85,13.34,20.56,6.66,6.85,13.33,0,0,7.2,0,8.72,26.91,0,27.25,0,26.91,2.16,26.17,57.29,0,0,0,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.45,193.49,0,271.33,0,285.39,69.96,95.12

25,06:00-06:15,8.89,6,0,0,6.85,13.34,20.56,6.66,6.85,13.33,8.28,0,7.2,0,8.72,26.91,0,27.25,0,26.91,2.01,26.17,57.29,0,0,1,0,7.01,0,0,3.67,2.22,26.17,26.17,17.45,52.78,2.45,193.49,0,271.33,0,0,69.96,0

26,06:15-06:30,19.02,10,0,0,6.85,13.34,20.56,6.66,6.85,13.33,17.76,0,7.2,0,8.72,26.91,0,27.25,0,26.91,2.01,26.17,57.29,0,0,2,0,7.01,1,0,3.67,2.22,26.17,26.17,17.45,52.78,2.45,193.49,0,271.33,0,0,69.96,0

27,06:30-06:45,30.2,15,0,0,6.85,13.34,20.56,6.66,6.85,13.33,28.75,1.7,7.2,0.31,8.72,26.91,0.3,26.25,0.3,26.91,2.01,26.17,67.68,0,0,5,0.01,7.01,3,0,3.67,2.22,26.17,26.17,17.45,52.78,2.45,204.92,0,271.33,0,0,69.96,0

28,06:45-07:00,31.25,20,0,0.04,6.85,13.34,20.56,6.66,6.85,13.33,31.25,8.61,7.2,0.71,8.72,26.91,0.69,25.24,0.69,26.91,2.01,26.17,67.68,1,0,8,0.2,7.01,4,1,3.67,2.22,26.17,26.17,17.45,52.78,2.45,204.92,0,271.33,0,0,69.96,0

29,07:00-07:15,32.1,25,2,0.79,6.85,13.34,20.56,6.66,6.85,13.33,32.1,16.73,7.2,1.32,8.72,26.91,1.28,25.24,1.28,26.91,2.01,26.17,67.68,4,1,10,3.95,7.01,5,3,3.67,2.17,26.17,26.17,17.45,52.78,2.37,204.92,0,271.33,0,0,69.96,0

30,07:15-07:30,32.16,32.17,5,2.58,6.85,13.34,20.56,6.66,6.85,13.33,32.17,24.61,7.2,2.2,8.72,26.91,2.15,25.24,2.15,26.91,2.01,26.17,67.68,11,4,15,12.92,7.01,7,7,3.67,2.17,26.17,26.17,17.45,52.78,2.37,204.92,0,271.33,0,0,69.96,0

31,07:30-07:45,32.5,32.5,7,5.47,6.85,13.34,20.56,6.66,6.85,13.33,32.5,34.24,7.2,3.06,11.04,26.91,2.98,25.24,2.98,26.91,2.01,33.14,67.68,21,9,18,27.35,7.01,9,13,3.67,2.17,33.14,33.14,22.1,52.78,2.37,171.42,0,271.33,0,0,69.96,0

32,07:45-08:00,32.84,32.83,8,9.16,6.85,13.34,20.56,6.66,6.85,13.33,32.83,45.49,7.2,3.99,11.04,26.91,3.89,25.24,3.89,26.91,2.01,33.14,57.29,32,13,25,45.78,7.01,12,17,3.67,2.17,33.14,33.14,22.1,52.78,2.37,171.42,0,271.33,0,0,69.96,0

33,08:00-08:15,33,33,13,13.18,6.85,13.34,20.56,6.66,6.85,13.33,33,57.38,7.2,5.04,11.04,26.91,4.92,25.24,4.92,26.91,2.01,33.14,57.29,42,18,32,65.91,7.01,15,24,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,271.33,0,0,69.96,0

34,08:15-08:30,33,33,17,17.24,6.85,13.34,20.56,6.66,6.85,13.33,33,68.88,7.2,6.11,11.04,26.91,5.97,26.25,5.97,26.91,2.01,33.14,57.29,56,24,39,86.2,7.41,19,32,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,230.3,0,0,69.96,0

35,08:30-08:45,33,33,22,21.09,6.85,13.34,20.56,6.66,6.85,13.33,33,79.22,7.2,7.39,11.04,26.91,7.22,27.25,7.22,26.91,2.01,33.14,57.29,77,33,46,105.44,7.61,22,39,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,191.92,0,0,69.96,0

36,08:45-09:00,33,33,26,25.07,6.85,13.34,20.56,6.66,6.85,13.33,33,88.65,7.2,8.44,11.04,26.91,8.23,27.25,8.23,26.91,2.01,33.14,57.29,95,40,53,125.35,8.01,25,46,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,149.23,0,0,69.96,0

37,09:00-09:15,33,33,28,28.76,6.85,13.34,20.56,6.66,6.85,13.33,33,97.46,7.2,9.53,11.04,26.91,9.3,27.25,9.3,26.91,2.01,33.14,57.29,109,46,60,143.83,7,28,55,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,149.23,0,0,69.96,0

38,09:15-09:30,33,33,31,32.17,6.85,13.34,20.56,6.66,6.85,13.33,33,105.59,7.2,10.63,11.04,26.91,10.37,27.25,10.37,26.91,2.01,33.14,57.29,123,52,66,160.88,7,32,61,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,149.23,0,0,69.96,0

39,09:30-09:45,33,33,33,35.25,6.85,13.34,20.56,6.66,6.85,13.33,33,112.83,7.2,11.58,11.04,26.91,11.31,27.25,11.31,26.91,2.01,33.14,57.29,137,58,72,176.24,7,35,66,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,149.23,0,0,69.96,0

40,09:45-10:00,33,33,35,38.11,6.85,13.34,20.56,6.66,6.85,13.33,33,119.09,7.2,12.56,11.04,26.91,12.25,27.25,12.25,26.91,2.01,33.14,57.29,147,63,77,190.57,7,37,73,3.67,2.17,33.14,33.14,22.1,52.78,2.29,171.42,0,149.23,0,0,69.96,0

41,10:00-10:15,33,33,37,40.82,6.62,13.34,19.86,6.66,6.61,13.33,33,124.38,7.2,13.21,11.04,26.91,12.88,27.25,12.88,26.91,2.01,33.14,57.29,158,67,83,204.12,7,39,77,3.67,2.22,33.14,33.14,22.1,52.78,2.29,204.92,0,149.23,0,0,69.96,0

42,10:15-10:30,33,33,39,43.2,6.62,13.34,19.86,6.66,6.61,13.33,33,128.89,7.2,14.16,11.04,26.91,13.82,27.25,13.82,26.91,2.01,33.14,57.29,168,72,87,216.02,7,41,82,3.67,2.22,33.14,33.14,22.1,52.78,2.29,204.92,0,149.23,0,0,69.96,0

43,10:30-10:45,33,33,41,45.32,6.62,13.34,19.86,6.66,6.61,13.33,33,132.94,7.2,14.8,11.04,26.91,14.45,26.25,14.45,26.91,2.01,33.14,57.29,175,75,85,226.59,7,40,88,3.67,2.22,33.14,33.14,22.1,52.78,2.29,204.92,0,149.23,0,0,69.96,0

44,10:45-11:00,33,33,42,47.14,6.62,13.34,19.86,6.66,6.61,13.33,33,136.34,7.2,15.19,11.04,26.91,14.82,26.25,14.82,26.91,2.01,33.14,57.29,182,78,88,235.68,7,42,90,3.67,2.22,33.14,33.14,22.1,52.78,2.29,204.92,0,149.23,0,0,69.96,0

45,11:00-11:15,33,33,43,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,139.25,7.2,15.66,11.04,26.91,15.28,26.25,15.28,26.91,2.01,33.14,57.29,189,81,90,241.67,7,43,90,3.67,2.22,33.14,33.14,22.1,52.78,2.29,204.92,0,149.23,0,0,69.96,0

46,11:15-11:30,33,33,43,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,141.42,7.2,15.66,11.04,26.91,15.28,26.25,15.28,26.91,2.01,33.14,57.29,191,82,91,241.67,7,44,91,3.67,2.22,33.14,33.14,22.1,52.78,2.29,204.92,0,149.23,0,0,69.96,0

47,11:30-11:45,33,33,44,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,143.05,7.2,15.66,11.04,26.91,15.28,26.25,15.28,26.91,2.01,33.14,67.68,191,82,91,241.67,7,44,91,3.67,2.22,33.14,33.14,22.1,65.25,2.29,204.92,0,149.23,0,0,69.96,0

48,11:45-12:00,33,33,44,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,143.94,7.2,15.66,11.04,26.91,15.28,26.25,15.28,26.91,2.01,33.14,67.68,191,82,91,241.67,7,44,91,3.67,2.22,33.14,33.14,22.1,65.25,2.29,204.92,0,149.23,0,0,69.96,0

49,12:00-12:15,33,33,44,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,143.97,7.2,15.66,11.04,26.91,15.28,26.25,15.28,26.91,2.16,33.14,67.68,191,82,91,241.67,7,44,91,3.57,2.26,33.14,33.14,22.1,65.25,2.37,204.92,0,149.23,0,0,69.96,0

50,12:15-12:30,33,33,44,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,143.08,7.2,15.66,11.04,26.91,15.28,27.25,15.28,26.91,2.16,33.14,67.68,191,82,91,241.67,7,44,91,3.57,2.26,33.14,33.14,22.1,59.5,2.37,204.92,0,149.23,0,0,69.96,0

51,12:30-12:45,33,33,44,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,141.3,7.2,15.66,11.04,26.91,15.28,27.25,15.28,26.91,2.16,33.14,67.68,191,82,91,241.67,7,44,91,3.57,2.26,33.14,33.14,22.1,65.25,2.37,204.92,0,149.23,0,0,69.96,0

52,12:45-13:00,33,33,44,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,138.74,7.2,15.66,11.04,26.91,15.28,27.25,15.28,26.91,2.16,33.14,67.68,191,82,91,241.67,7,44,91,3.57,2.26,33.14,33.14,22.1,65.25,2.37,204.92,0,149.23,0,0,69.96,0

53,13:00-13:15,33,33,43,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,135.4,7.2,15.49,11.04,26.91,15.11,27.25,15.11,26.91,2.16,33.14,57.29,191,82,91,241.67,7,43,91,3.57,2.26,33.14,33.14,22.1,53.74,2.51,204.92,0,149.23,0,0,69.96,0

54,13:15-13:30,33,33,42,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,131.31,7.2,14.83,11.04,26.91,14.48,27.25,14.48,26.91,2.16,33.14,57.29,191,82,90,241.67,7,43,90,3.57,2.26,33.14,33.14,22.1,53.74,2.51,204.92,0,149.23,0,0,69.96,0

55,13:30-13:45,33,33,41,48.33,6.62,13.34,19.86,6.66,6.61,13.33,33,126.35,7.2,14.6,11.04,26.91,14.25,27.25,14.25,26.91,2.16,33.14,57.29,186,79,87,241.67,7,42,90,3.57,2.26,33.14,33.14,22.1,53.74,2.51,204.92,0,149.23,0,0,69.96,0

56,13:45-14:00,33,33,41,47.32,6.62,13.34,19.86,6.66,6.61,13.33,33,120.9,7.2,14.28,11.04,26.91,13.93,27.25,13.93,26.91,2.16,33.14,57.29,179,76,85,236.61,7,40,90,3.57,2.26,33.14,33.14,22.1,53.74,2.51,204.92,0,149.23,0,0,69.96,0

57,14:00-14:15,33,33,38,45.45,6.62,13.34,19.86,6.66,6.61,13.33,33,114.75,7.2,13.88,11.04,26.91,13.54,27.25,13.54,26.91,2.16,33.14,67.68,172,73,81,227.27,7,39,88,3.57,2.35,33.14,33.14,22.1,65.25,2.74,204.92,0,149.23,0,0,69.96,0

58,14:15-14:30,33,33,37,43.68,6.62,13.34,19.86,6.66,6.61,13.33,33,107.93,7.2,13.31,11.04,26.91,12.99,27.25,12.99,26.91,2.16,33.14,67.68,161,69,76,218.43,7,37,83,3.57,2.35,33.14,33.14,22.1,67.17,2.74,204.92,0,149.23,0,0,69.96,0

59,14:30-14:45,33,33,35,41.36,6.62,13.34,19.86,6.66,6.61,13.33,33,100.13,7.2,12.68,11.04,26.91,12.38,28.26,12.38,26.91,2.16,33.14,67.68,151,64,72,206.82,7,34,78,3.57,2.35,33.14,33.14,22.1,78.69,2.74,204.92,0,149.23,0,0,69.96,0

60,14:45-15:00,33,33,34,39.12,6.62,13.34,19.86,6.66,6.61,13.33,33,91.59,7.2,11.86,11.04,26.91,11.57,29.28,11.57,26.91,2.16,33.14,67.68,140,60,66,195.6,7,32,74,3.57,2.35,33.14,33.14,22.1,84.44,2.74,204.92,0,149.23,0,0,69.96,0

61,15:00-15:15,33,33,32,36.44,6.62,13.34,19.86,6.66,6.61,13.33,33,82.35,7.2,10.92,11.04,26.91,10.66,28.26,10.66,26.91,2.31,33.14,67.68,130,55,60,182.22,7,29,65,3.57,2.35,33.14,33.14,22.1,84.44,2.9,204.92,0,149.23,0,0,69.96,0

62,15:15-15:30,33,33,28,33.49,6.62,13.34,19.86,6.66,6.61,13.33,33,72.56,7.2,9.83,11.04,26.91,9.59,28.26,9.59,26.91,2.31,33.14,67.68,116,49,54,167.44,7,26,58,3.57,2.35,33.14,33.14,22.1,78.69,2.9,204.92,0,149.23,0,0,69.96,0

63,15:30-15:45,33,33,25,30.39,6.62,13.34,19.86,6.66,6.61,13.33,33,62.09,7.2,8.81,11.04,26.91,8.6,28.26,8.6,26.91,2.31,33.14,67.68,102,43,47,151.97,7,23,54,3.57,2.35,33.14,33.14,22.1,78.69,2.9,204.92,0,149.23,0,0,69.96,0

64,15:45-16:00,33,33,23,27.06,6.62,13.34,19.86,6.66,6.61,13.33,33,51.16,7.2,7.88,11.04,26.91,7.69,28.26,7.69,26.91,2.31,33.14,67.68,88,37,41,135.32,7,19,48,3.57,2.35,33.14,33.14,22.1,78.69,2.9,204.92,0,149.23,0,0,69.96,0

65,16:00-16:15,33,30,19,23.42,6.62,13.34,19.86,6.66,6.61,13.33,33,39.77,7.2,7.04,11.04,26.91,6.87,28.26,6.87,26.91,2.62,33.14,86.56,74,31,33,117.11,7,16,38,3.57,2.3,33.14,33.14,22.1,74.85,3.13,252.9,0,191.92,0,0,69.96,0

66,16:15-16:30,33,18,15,19.61,6.62,13.34,19.86,6.66,6.61,13.33,33,28.6,7.2,6.19,11.04,26.91,6.04,28.26,6.04,26.91,2.62,33.14,86.56,60,25,25,98.07,7,12,32,3.57,2.3,33.14,33.14,22.1,74.85,3.13,233.71,0,230.3,0,0,69.96,0

67,16:30-16:45,33,12,11,15.65,6.62,13.34,19.86,6.66,6.61,13.33,33,18.71,7.2,5.33,11.04,26.91,5.2,28.26,5.2,26.91,2.62,33.14,86.56,46,19,18,78.28,7,9,23,3.57,2.3,33.14,33.14,22.1,53.74,3.13,260.53,0,271.33,0,0,78.43,0

68,16:45-17:00,23.94,6,8,11.77,6.62,13.34,19.86,6.66,6.61,13.33,33,11.37,7.2,4.51,11.04,26.91,4.39,28.26,4.39,26.91,2.62,33.14,86.56,32,13,14,58.87,7,6,17,3.57,2.3,33.14,33.14,22.1,53.74,3.13,260.53,0,271.33,0,0,86.89,0

69,17:00-17:15,17.61,2,7,8.1,6.62,13.34,19.86,6.66,6.61,13.33,29.71,7.04,7.2,3.73,11.04,26.91,3.65,28.26,3.65,26.91,2.94,33.14,86.56,18,7,11,40.52,7,5,12,3.67,2.3,33.14,33.14,22.1,82.53,3.44,260.53,0,271.33,0,0,65.83,0

70,17:15-17:30,8.5,1,5,4.6,6.62,13.34,19.86,6.66,6.61,13.33,15.64,3.27,7.2,3,11.04,26.91,2.92,28.26,2.92,26.91,2.94,33.14,86.56,7,3,7,23.03,7,3,8,3.67,2.3,33.14,33.14,22.1,99.97,3.44,260.53,0,271.33,0,0,65.83,0

71,17:30-17:45,1.61,0,2,1.97,6.62,13.34,19.86,6.66,6.61,13.33,3.03,0.2,7.2,2.26,11.04,26.91,2.21,29.27,2.21,26.91,2.94,33.14,86.56,2,1,4,9.85,7,2,7,3.67,2.3,33.14,33.14,22.1,99.97,3.44,260.53,0,271.33,0,0,74.29,0

72,17:45-18:00,1.08,0,0,0.47,6.62,13.34,19.86,6.66,6.61,13.33,2.01,0,7.2,1.51,11.04,25.28,1.47,29.27,1.47,25.28,2.94,33.14,86.56,1,0,1,2.37,7,0,3,3.67,2.3,33.14,33.14,22.1,99.97,3.44,260.53,0,271.33,0,0,114.73,0

73,18:00-18:15,0,0,0,0,6.83,13.34,20.51,6.66,6.83,13.33,0,0,7.2,0.86,11.04,32,0.84,29.27,0.84,23.17,3.09,33.14,86.56,0,0,0,0,7,0,2,3.67,2.22,33.14,33.14,22.1,99.97,3.44,260.53,50,271.33,150,0,114.73,0

74,18:15-18:30,0,0,0,0,6.83,13.34,20.51,6.66,6.83,13.33,0,0,7.2,0,11.04,32,0,29.27,0,23.17,3.09,33.14,86.56,0,0,0,0,7,0,0,3.67,2.22,33.14,33.14,22.1,99.97,3.44,260.53,50,271.33,150,0,114.73,0

75,18:30-18:45,0,0,0,0,6.83,20,20.51,6.66,6.83,20,0,0,7.2,0,11.04,32,0,29.27,0,23.17,3.09,33.14,86.56,0,0,0,0,7,0,0,3.67,2.22,33.14,33.14,22.1,99.97,3.44,260.53,50,271.33,150,0,114.73,0

76,18:45-19:00,0,0,0,0,6.83,21.66,20.51,6.66,6.83,21.67,0,0,7.2,0,11.04,32,0,28.76,0,23.17,3.09,33.14,86.56,0,0,0,0,7,0,0,3.67,2.22,33.14,33.14,22.1,99.97,3.44,260.53,50,271.33,150,0,114.73,0

77,19:00-19:15,0,0,0,0,6.83,18.66,20.51,6.66,6.83,18.67,0,0,7.2,0,11.04,32,0,28.76,0,23.17,3.24,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.36,260.53,50,271.33,150,0,65.83,0

78,19:15-19:30,0,0,0,0,6.83,20,20.51,6.66,6.83,20,0,0,7.2,0,11.04,32,0,28.76,0,23.17,3.24,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.36,260.53,50,271.33,150,0,65.83,0

