Block,Time,CHAMERA3,JHAJJAR,KGSU3AND4,NJPC,RSTPSU1TO6,TEHRI,BSIUL,KGSU1AND2,KOTESHWR,NLCTS2EXP,RAPPB,RAPPC,SALAL,SASAN,SIMHST2,TelanganaSTPP,UNCHAHAR3,URI2,DADRI_GF,FSTPP I & II,NLCIIST1,TANDA2,AURY_RF,KUDGI,NLCEXP,NNTPP,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_CRF,AURY_GF,AURY_LF,DADRI_RF,KHSTPP-I,KHSTPP-II,KKNPPU2,KOLDAM,RAMPUR,RIHAND2,SEWA2,URI,ANTA_LF,DADRI_CRF,BRBCL,KKNP,NAPP,NTPL,TALA,UNCHAHAR2,CHAMERA1,CHAMERA2,DHAULIGNGA,KISHANGANGA,MAPS,RIHAND1,RIHAND3,SIMHST1,TALST2,VALLURNTECL,ANTA_GF,AURY_CRF,DADRI_LF,DADRT2,DULHASTI,NLCIIST2,PARBATI3,SINGRAULI,TANAKPUR,UNCHAHAR4,ANTA_RF
65,16:00-16:15,0,654.3,0,18.94,0,15.56,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,12.15,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

66,16:15-16:30,0,654.3,0,18.94,0,31.12,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,12.15,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

67,16:30-16:45,0,654.3,0,18.94,0,46.68,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

68,16:45-17:00,0,654.3,0,37.88,0,46.68,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,3.33,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

69,17:00-17:15,0,624.3,0,70.17,0,46.68,1.1,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,13.17,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,125.96,1.79,0,43.26

70,17:15-17:30,9.67,624.3,0,75.76,0,46.68,6.52,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,7.9,11.04,0,0,20,0,44.21,0,0,42.39,12.04,26.34,7.92,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,1.79,0,43.57

71,17:30-17:45,19.38,624.3,0,100.19,0,62.24,13.04,0,9.86,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,7.9,11.04,0,0,20,0,44.21,0,0,42.39,27.14,26.34,15.98,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,1.79,0,44.41

72,17:45-18:00,19.38,624.3,0,123.11,0,62.24,13.04,0,9.86,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,7.9,11.04,0,0,20,0,44.21,0,0,42.39,27.14,26.34,15.98,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,1.79,0,44.41

73,18:00-18:15,19.38,624.3,0,123.11,0,62.24,13.04,0,9.86,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,7.9,11.04,0,0,20,0,44.21,0,0,42.39,27.14,26.34,26.56,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,1.79,0,44.63

74,18:15-18:30,19.38,624.3,0,123.11,0,62.24,13.04,0,9.86,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,7.9,11.04,0,0,20,0,44.21,0,0,42.39,27.14,26.34,26.56,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,1.79,0,44.83

75,18:30-18:45,19.38,624.3,0,100.19,0,62.24,13.04,0,9.86,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,7.9,1.66,0,0,20,0,44.21,0,0,42.39,12.04,26.34,15.98,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,4.35,0,44.83

76,18:45-19:00,9.67,624.3,0,90.53,0,62.24,6.52,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,26.34,15.98,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,4.35,0,44.83

77,19:00-19:15,9.67,654.3,0,46.97,0,46.68,1.1,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,13.17,10.57,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,3.82,125.96,4.35,0,45.05

78,19:15-19:30,9.67,654.3,0,23.39,0,46.68,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,13.17,7.92,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,16.55,125.96,1.79,0,45.05

79,19:30-19:45,9.67,654.3,0,23.39,0,31.12,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,16.55,125.96,0.51,0,44.41

80,19:45-20:00,9.67,654.3,0,0,0,29.86,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,16.55,125.96,0.51,0,44.41

81,20:00-20:15,9.67,654.3,0,0,0,29.86,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,16.55,125.96,0.51,0,44.41

82,20:15-20:30,9.67,654.3,0,0,0,15.56,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,16.55,125.96,0.51,0,44.41

83,20:30-20:45,9.67,654.3,0,0,0,0,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,26.49,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,16.55,125.96,0.51,0,44.41

84,20:45-21:00,9.67,654.3,0,0,0,0,0,0,8.88,0,0,25.76,3.49,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,26.49,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,3.56,125.96,0.51,0,44.41

85,21:00-21:15,9.67,654.3,0,0,0,0,0,0,8.88,0,0,25.76,3.49,385.02,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0.51,0,44.41

86,21:15-21:30,9.67,654.3,0,0,0,0,0,0,8.88,0,0,25.76,3.49,351.27,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0.51,0,44.41

87,21:30-21:45,9.67,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,317.52,0,0,26.39,10.76,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,44.41

88,21:45-22:00,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,10.76,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,44.41

89,22:00-22:15,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,26.49,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,44.63

90,22:15-22:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,44.83

91,22:30-22:45,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,44.83

92,22:45-23:00,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,44.83

93,23:00-23:15,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,44.83

94,23:15-23:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,45.05

95,23:30-23:45,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,45.05

96,23:45-24:00,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,8.13,281.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.69,148.3,0,0,0,118.75,0,1.66,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,120,0,0,45.05

