Block,Time Block,KHSTPP-II,KISHANGANGA,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,KGSU1AND2,CHAMERA3,KGSU3AND4,CHAMERA2,TANDA2,TANAKPUR,TALST2,TALA,NLCIIST1,NLCIIST2,BSIUL,BRBCL,CHAMERA1,NAPP,NLCEXP,NJPC,MAPS,KOLDAM,KKNP,KOTESHWR,KKNPPU2,KUDGI,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,AURY_RF,AURY_LF,AURY_CRF,AURY_GF,DADRI_GF,DADRI_CRF,DADRI_LF,DADRI_RF,NTPL,NLCTS2EXP,PARBATI3,NNTPP,UNCHAHAR4,ANTA_CRF,URI2,UNCHAHAR3,TelanganaSTPP,ANTA_LF,ANTA_RF,UNCHAHAR2,URI,TEHRI,ANTA_GF,UNCHAHAR1,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,81.88,0,0,17.22,3.7,212.46,36.98,230.67,0,0,0,0,0,9.85,0,0,0,0,0,13.26,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.59,0,0,11.54,0,0,0,0,0,0

12,02:45-03:00,81.88,0,0,17.22,3.7,247.04,36.98,230.67,0,0,0,0,0,9.85,0,0,0,0,0,14.93,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.59,0,0,11.54,0,0,0,0,0,0

13,03:00-03:15,81.88,0,0,17.22,3.7,253.77,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,14.88,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.59,0,0,11.54,0,0,0,0,0,0

14,03:15-03:30,81.88,0,0,17.22,3.7,255.69,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,15.48,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,3.18,0,0,11.54,0,0,0,0,0,0

15,03:30-03:45,81.88,0,0,17.22,3.7,260.49,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,15.93,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,35,0,0,11.54,0,0,0,0,0,0

16,03:45-04:00,81.88,0,0,17.22,3.7,273.94,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,17.18,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,35,0,0,11.54,0,0,0,0,0,0

17,04:00-04:15,81.88,0,0,17.22,13.57,273.94,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,17.47,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,3.18,0,0,11.54,0,0,0,0,0,0

18,04:15-04:30,81.88,0,0,17.22,13.57,273.94,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

19,04:30-04:45,81.88,0,0,17.22,13.57,273.94,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

20,04:45-05:00,81.88,0,0,17.22,13.57,273.94,36.98,230.67,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

21,05:00-05:15,94.98,0,0,17.22,13.57,273.94,42.97,230.67,0,0,0,0,0,9.85,0,0,0,0,0,19.21,0,41.35,0,21.65,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.7,14.83,0,11.54,0,0,0,0,0,0

22,05:15-05:30,94.98,0,0,17.22,13.57,273.94,42.97,230.67,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,44.94,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,14.09,0,0,0,11.19,1.7,29.66,0,11.54,0,0,0,0,0,0

23,05:30-05:45,94.98,0,8.77,17.22,13.57,273.94,42.97,233.97,0,0,0,0,0,9.85,0,0,0,0,1.06,19.21,0,41.35,0,65.41,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,1.7,29.66,0,14.67,0,0,0,0,0,0

24,05:45-06:00,94.98,0,17.55,19.98,13.57,273.94,42.97,233.97,0,9.3,0,0,0,3.07,0,0,0,0,6.26,19.21,0,41.35,0,87.88,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,1.7,43.88,0,14.67,0,0,0,0,0,0

25,06:00-06:15,94.98,0,26.32,19.98,31.66,328.53,42.97,230.57,0,18.6,0,3.84,0,3.07,0,0,0,0,6.26,19.21,12.14,41.35,0,112.35,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,4.39,14.09,0,0,0,11.19,1.7,59.79,0,11.54,0,0,0,0,0,0

26,06:15-06:30,94.98,0,35.11,19.98,47.49,355.46,42.97,230.57,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,26.95,41.35,0,134.82,0,0,0,18.95,0,0,13.4,5.06,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,14.09,0,0,0,11.19,1.7,59.79,0,11.54,0,0,0,0,0,0

27,06:30-06:45,94.98,0,35.11,19.98,47.49,360.96,42.97,230.57,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,40.45,41.35,0,134.82,0,0,0,18.95,0,0,53.58,10.13,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,14.09,0,0,0,11.19,1.7,59.79,0,11.54,0,0,0,0,0,0

28,06:45-07:00,94.98,0,35.11,19.98,47.49,360.96,42.97,304.74,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,40.45,41.35,0,134.82,0,0,0,18.95,0,0,53.58,10.13,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,17.59,0,0,0,13.93,1.7,59.79,0,11.54,0,0,0,0,0,0

29,07:00-07:15,94.98,0,35.11,19.98,47.49,360.96,42.97,393.21,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,26.95,41.35,0,134.82,0,0,0,18.95,0,0,53.58,10.13,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,18.02,0,0,0,16.33,35,59.79,0,12.33,0,0,0,0,0,0

30,07:15-07:30,94.98,0,35.11,19.98,47.49,430.61,42.97,421.39,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,11.54,41.35,0,134.82,0,0,0,18.95,0,0,53.58,5.06,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,21.14,0,0,0,20.36,35,59.79,0,14.59,0,0,0,0,0,0

31,07:30-07:45,94.98,0,26.32,19.98,31.66,545.93,42.97,331.69,0,18.6,0,11.53,0,3.07,0,0,0,0,6.26,19.21,11.54,41.35,0,112.35,0,0,0,8.52,0,0,13.4,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,25.13,0,0,0,20.36,2.65,44.49,0,17.02,0,0,0,0,0,0

32,07:45-08:00,94.98,0,17.55,19.98,13.57,593.96,42.97,416.79,0,9.3,0,12.65,0,3.07,0,0,0,0,6.26,19.21,0,41.35,0,89.88,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,4.39,25.35,0,0,0,20.36,1.7,29.66,0,17.02,0,0,0,0,0,0

33,08:00-08:15,94.98,0,8.77,19.98,13.57,551.59,42.97,488.01,0,9.3,0,12.65,0,3.07,0,0,0,0,1.06,19.21,0,41.35,0,67.41,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,21.86,0,0,0,17.55,1.7,14.83,0,17.02,0,0,0,0,0,0

34,08:15-08:30,94.98,0,0,19.98,13.57,509.32,42.97,471.25,0,9.3,0,12.65,0,3.07,0,0,0,0,0,19.21,0,41.35,0,66.13,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.61,0,0,0,17.96,1.7,14.83,0,14.67,0,0,0,0,0,0

35,08:30-08:45,94.98,0,0,19.98,13.57,528.53,42.97,264.16,0,9.3,0,12.65,0,3.07,0,0,0,0,0,19.21,0,41.35,0,20.01,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.61,0,0,0,17.96,1.7,0,0,14.67,0,0,0,0,0,0

36,08:45-09:00,94.98,0,0,19.98,13.57,485.3,42.97,255.19,0,0,0,3.84,0,3.07,0,0,0,0,0,19.21,0,41.35,0,20.01,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,1.7,0,0,17.02,0,0,0,0,0,0

37,09:00-09:15,94.98,0,0,19.98,13.57,450.71,42.97,255.19,0,0,0,0,0,11.08,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,25.35,0,0,0,20.36,1.7,0,0,17.02,0,0,0,0,0,0

38,09:15-09:30,94.98,0,0,19.98,13.57,426.69,42.97,255.19,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,21.86,0,0,0,17.55,1.7,0,0,17.02,0,0,0,0,0,0

39,09:30-09:45,94.98,0,0,19.98,13.57,392.11,42.97,255.19,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,21.86,0,0,0,17.55,2.65,0,0,17.02,0,0,0,0,0,0

40,09:45-10:00,94.98,0,0,19.98,13.57,374.82,42.97,255.19,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,21.86,0,0,0,17.55,33.94,0,0,17.02,0,0,0,0,0,0

41,10:00-10:15,94.98,0,0,19.98,13.57,331.59,42.97,233.97,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,19.46,0,0,0,15.59,33.94,0,0,14.67,0,0,0,0,0,0

42,10:15-10:30,94.98,0,0,19.98,13.57,317.18,42.97,233.97,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.09,19.11,0,0,0,15.15,2.65,0,0,14.67,0,0,0,0,0,0

43,10:30-10:45,94.98,0,0,19.98,13.57,302.76,42.97,233.97,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,1.7,0,0,14.67,0,0,0,0,0,0

44,10:45-11:00,94.98,0,0,19.98,13.57,286.28,42.97,233.97,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,1.7,0,0,14.67,0,0,0,0,0,0

45,11:00-11:15,94.98,0,0,19.98,13.57,273.8,42.97,233.97,0,0,0,0,0,3.7,0,0,0,0,0,18.54,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,1.7,0,0,14.67,0,0,0,0,0,0

46,11:15-11:30,94.98,0,0,19.98,13.57,273.8,42.97,230.57,0,0,0,0,0,3.7,0,0,0,0,0,18.47,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,1.7,0,0,11.54,0,0,0,0,0,0

47,11:30-11:45,94.98,0,0,19.98,13.57,271.88,42.97,230.57,0,0,0,0,0,3.7,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

48,11:45-12:00,94.98,0,0,19.98,13.57,258.43,42.97,230.57,0,0,0,0,0,3.7,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

49,12:00-12:15,94.98,0,0,19.98,13.57,245.94,42.97,230.57,0,0,0,0,0,11.08,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

50,12:15-12:30,94.98,0,0,19.98,13.57,231.53,42.97,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,74.93,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

51,12:30-12:45,94.98,0,0,17.22,13.57,220.96,42.97,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,83.68,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

52,12:45-13:00,94.98,0,0,17.22,13.57,205.59,42.97,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

53,13:00-13:15,94.98,0,0,17.22,13.57,205.59,42.97,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

54,13:15-13:30,94.98,0,0,17.22,13.57,205.59,42.97,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,1.7,0,0,11.54,0,0,0,0,0,0

55,13:30-13:45,94.98,0,0,17.22,13.57,205.59,42.97,230.57,0,0,0,0,0,10.46,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

56,13:45-14:00,94.98,0,0,17.22,13.57,205.59,42.97,230.57,0,0,0,0,0,10.46,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

57,14:00-14:15,94.98,0,0,17.22,13.57,205.59,42.97,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

58,14:15-14:30,94.98,0,0,17.22,13.57,205.59,42.97,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

59,14:30-14:45,94.98,0,0,17.22,13.57,205.59,37.31,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

60,14:45-15:00,94.98,0,0,17.22,13.57,205.59,37.31,230.57,0,0,0,0,0,3.07,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

61,15:00-15:15,94.98,0,0,17.22,13.57,227.69,37.31,230.57,0,0,0,0,0,3.7,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

