Block,Time Block,NNTPP,NJPC,NLCIIST1,NAPP,KUDGI,NLCIIST2,MAPS,NLCTS2EXP,KOTESHWR,NLCEXP,DADRI_RF,DADRI_LF,DADRI_GF,DADRI_CRF,AURY_RF,ANTA_RF,ANTA_LF,AURY_LF,ANTA_GF,AURY_GF,ANTA_CRF,AURY_CRF,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,JHAJJAR,KOLDAM,RSTPSU1TO6,RSTPSU7,RIHAND3,SIMHST1,SEWA2,SIMHST2,SALAL,SASAN,CHAMERA1,DHAULIGNGA,DADRT2,BSIUL,CHAMERA2,CHAMERA3,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,URI2,URI,UNCHAHAR2,UNCHAHAR1,BRBCL,DULHASTI,FSTPP I & II,TANAKPUR,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,SINGRAULI_HYDRO,SINGRAULI,TALST2,TALA,RAPPD,RAMPUR,RAPPC,NTPL,PARBATI3,RIHAND2,PARBATI2,RIHAND1,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,244.82,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,42.63,30.69,14.53,14.92,36.99,16.7,11.5,185.89,76.67,0,2.94,0,94.09,0,23.52,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

15,03:30-03:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,244.82,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,42.63,30.69,14.53,14.26,36.99,13.86,11.5,185.89,76.67,0,2.94,0,94.09,0,23.52,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

16,03:45-04:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,81.61,0,0,6.73,244.82,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,42.63,30.69,14.53,15.17,36.99,13.86,11.5,185.89,76.67,0,2.94,0,84.33,0,23.52,38.76,5.48,62.85,0,35.17,120.92,37.37,41.7,0,0,0,0,0,0

17,04:00-04:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,244.82,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,42.63,30.69,14.53,15.59,36.99,16.44,11.5,185.89,76.67,0,2.94,0,93.47,0,23.5,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

18,04:15-04:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,244.82,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,42.63,30.69,14.53,18.91,36.99,16.44,11.5,185.89,76.67,0,2.94,0,94.09,0,23.48,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

19,04:30-04:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,244.82,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,44.76,30.69,14.53,17.56,36.99,13.86,11.5,85.52,76.67,0,2.94,0,94.09,0,23.36,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

20,04:45-05:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,244.82,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,44.76,30.69,14.53,19.84,36.99,13.86,11.5,85.52,76.67,0,2.94,0,94.09,0,23.14,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

21,05:00-05:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,247.72,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,50.54,30.69,14.53,24.12,36.99,13.86,11.5,85.52,76.67,0,2.94,0,94.09,0,22.91,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

22,05:15-05:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,247.72,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.33,18.83,0,31.6,50.54,30.69,14.53,22.2,36.99,16.7,11.5,85.52,76.67,0,2.94,0,94.09,0,22.57,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

23,05:30-05:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,247.72,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,169.07,18.88,45.48,32.77,1.33,18.83,0,31.6,50.54,30.69,14.53,23.17,36.99,19.28,11.5,85.52,76.67,0,2.94,0,94.09,0,22.16,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

24,05:45-06:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,247.72,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,236.64,18.88,45.48,32.77,1.33,18.83,0,31.6,50.54,30.69,14.53,19.49,36.99,19.28,11.5,85.52,76.67,0,2.94,0,94.09,0,21.91,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

25,06:00-06:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,313.36,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,246.3,18.88,45.48,32.77,1.33,23.46,0,31.6,44.76,33.45,20.13,18.58,36.99,19.28,11.5,85.52,76.67,0,2.94,0,94.09,0,21.82,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

26,06:15-06:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.6,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,265.6,18.88,45.48,32.77,1.33,25.77,0,31.6,44.76,41.65,20.49,24.12,36.99,19.28,11.5,85.52,76.67,0,2.94,0,94.09,0,21.77,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

27,06:30-06:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.6,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,217.34,18.88,45.48,32.77,1.33,25.77,0,31.6,44.76,41.65,20.49,24.12,36.99,19.28,11.5,85.52,76.67,0,2.94,0,94.09,0,21.77,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

28,06:45-07:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,286.44,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,149.77,18.88,45.48,32.77,1.33,25.77,0,31.6,44.76,41.65,20.49,21.24,36.99,19.28,11.5,85.52,76.67,0,2.94,0,94.09,0,21.77,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

29,07:00-07:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,267.02,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.47,22.34,0,31.6,44.76,36.14,17.71,18.78,36.99,19.28,11.5,85.52,76.67,0,2.94,0,94.09,0,21.85,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

30,07:15-07:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,0,0,94.16,0,0,6.73,247.72,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.47,22.34,0,31.6,44.76,36.14,17.71,22.2,36.99,16.7,11.5,85.52,76.67,0,2.94,0,94.09,0,21.88,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

31,07:30-07:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,81.61,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,14.54,0,31.6,50.54,23.64,12.29,19.16,36.99,12.75,11.5,85.52,76.67,0,2.94,0,94.09,0,22,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

32,07:45-08:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,86.96,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,14.54,0,31.6,50.54,23.64,11.9,19.28,36.99,18.78,11.5,85.52,76.67,0,2.94,0,94.09,0,22.13,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

33,08:00-08:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,89.4,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,14.54,0,31.6,50.54,23.64,14.54,20.95,36.99,14.05,11.5,85.52,57.39,0,2.94,0,94.09,0,22.27,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

34,08:15-08:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,92.22,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,14.54,0,31.6,50.54,23.64,14.54,19.79,36.99,12.79,11.5,85.52,38.25,0,2.94,0,94.09,0,22.39,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

35,08:30-08:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,83.64,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,14.54,0,31.6,44.76,23.64,14.54,20.91,36.99,12.79,11.5,85.52,19.13,0,2.94,0,94.09,0,22.82,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

36,08:45-09:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,0,0,81.61,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,14.54,0,31.6,44.76,23.64,14.54,16.98,36.99,16.98,11.5,0,0,0,2.94,0,94.09,0,25.45,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

37,09:00-09:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,95.44,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,44.76,29.49,14.54,18.61,36.99,18.61,11.5,0,0,0,2.94,0,94.09,0,25.66,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

38,09:15-09:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,44.76,29.49,14.54,18.05,36.99,18.05,11.5,0,0,0,2.94,0,94.09,0,25.66,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

39,09:30-09:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,44.76,29.49,14.54,15.91,36.99,15.91,11.5,0,0,0,2.94,0,94.09,0,25.94,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

40,09:45-10:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,6.73,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,44.76,29.49,14.54,19.34,36.99,18.78,11.5,0,0,0,2.94,0,94.09,0,25.94,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

41,10:00-10:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,4.49,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,46.88,29.49,14.54,19.19,36.99,18.78,11.5,0,0,0,5.36,0,94.09,0,26.23,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

42,10:15-10:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,4.49,243.34,8.33,0,0,126.3,0,17.7,0,74.59,361.62,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,46.88,29.49,14.54,18.47,36.99,18.47,11.5,0,0,0,5.36,0,94.09,0,26.23,38.76,5.48,62.85,0,35.17,120.92,37.37,45.65,0,0,0,0,0,0

43,10:30-10:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,4.49,243.34,8.33,0,0,126.3,0,17.7,0,74.59,372.95,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,46.88,29.49,14.54,16.17,36.99,16.17,11.5,0,0,0,5.36,0,94.09,0,26.23,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

44,10:45-11:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,4.49,243.34,8.33,0,0,126.3,0,17.7,0,74.59,397.51,40.69,40.99,104.7,18.88,45.48,32.77,1.28,17.75,0,31.6,46.88,29.49,14.54,14.91,36.99,14.91,11.5,0,0,0,5.36,0,94.09,0,26.23,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

45,11:00-11:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,50.47,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,46.88,36.93,17.72,14.63,36.99,16.44,11.5,0,0,0,5.36,0,94.09,0,26.51,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

46,11:15-11:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,93.1,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,50.47,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,46.88,36.93,17.72,15.47,36.99,16.44,11.5,0,0,0,5.36,0,94.09,0,26.51,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

47,11:30-11:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,95.44,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,50.47,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,46.88,36.93,17.72,15.39,36.99,16.44,11.5,0,0,0,5.36,0,94.09,0,26.51,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

48,11:45-12:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,95.44,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,61.7,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,46.88,36.93,17.72,16.31,36.99,16.44,11.5,0,0,0,5.36,0,94.09,0,26.51,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

49,12:00-12:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,95.44,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,81.89,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,35.17,36.93,17.72,23.47,36.99,16.44,11.5,0,0,0,5.36,0,94.09,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

50,12:15-12:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,95.44,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,81.89,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,46.88,36.93,17.72,19.44,36.99,18.78,11.5,0,0,0,5.36,0,94.09,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

51,12:30-12:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,81.89,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,46.88,36.93,17.72,22.2,36.99,16.44,11.5,0,19.35,0,5.36,0,94.09,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

52,12:45-13:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,4.49,245.18,8.33,0,0,126.3,0,17.7,0,81.89,401.81,40.69,40.99,104.7,18.88,45.48,32.77,1.94,22.93,0,31.6,46.88,36.93,17.72,23.17,36.99,16.44,11.5,0,38.71,0,5.36,0,94.09,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

