Block,Time Block,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,PARBATI3,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,TALST2,UNCHAHAR4,TANAKPUR,URI2,TALA,UNCHAHAR3,TEHRI,NLCEXP,MAPS,NLCIIST1,NJPC,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,CHAMERA1,JHAJJAR,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,KOTESHWR,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.07,18.09,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,14.83,0,0,1.8,0,15.03,3.7,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.07,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,15.15,0,0,1.8,0,15.03,3.7,273.94,32.17,8.52,0,70.24,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.07,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,16.47,0,0,1.8,0,15.03,3.7,273.94,32.17,8.52,0,70.24,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,9.85,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,14.39,0,0,1.8,0,15.03,3.7,273.94,32.17,8.52,0,70.24,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,9.85,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,14.6,0,0,1.8,0,15.03,3.7,273.94,32.17,8.52,0,70.24,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,16.09,0,0,1.8,0,15.03,3.7,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.16,0,0,1.8,0,15.03,3.7,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,16.26,0,0,1.8,0,15.03,3.7,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,15.03,3.7,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,15.03,3.7,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.05,0,0,1.8,0,15.03,3.7,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,9.85,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,15.03,13.57,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,9.85,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,15.03,13.57,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,15.03,13.57,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,17.22,13.57,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,14.83,0,0,0,21.65,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,17.22,13.57,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,29.66,0,0,0,44.94,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,17.22,13.57,273.94,37.45,8.52,0,81.88,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.59,11.54,0,0,0,3.31,4.39,0,13.94,29.66,0,0,0,65.41,41.24,0,0,0,0,0,230.57,19.21,1.06,0,1.8,8.77,17.22,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,2.12,11.54,0,0,0,3.31,4.39,0,13.94,43.88,0,0,0,87.88,41.24,0,0,0,0,0,230.57,19.21,6.26,9.3,1.8,17.55,17.22,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,3.67,0,0,11.19,33.94,11.54,0,0,0,3.31,4.39,0,13.94,59.79,0,0,0,112.35,41.24,0,0,0,0,11.54,230.57,19.21,6.26,18.6,3.84,26.32,10.99,31.66,273.8,34.93,8.52,0,76.33,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,5.06,134.19,15.9,0,0,11.19,33.94,11.54,0,0,0,3.31,4.39,0,13.94,59.79,0,0,0,134.82,41.24,0,0,0,0,26.95,230.57,19.21,12.53,27.92,25.3,35.11,10.99,47.49,273.8,34.93,18.95,0,76.33,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,15.9,0,0,11.19,2.65,11.98,0,0,0,3.31,4.39,0,13.94,59.79,0,0,0,134.82,41.24,0,0,0,0,40.45,230.57,19.21,12.53,27.92,25.3,35.11,13.62,47.49,322.8,34.93,18.95,0,76.33,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,15.9,0,0,11.19,1.59,11.98,0,0,0,3.31,4.39,0,13.94,59.79,0,0,0,134.82,41.24,0,0,0,0,40.45,230.57,19.21,12.53,27.92,25.3,35.11,13.62,47.49,341.05,43.44,18.95,0,94.92,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,13.4,10.13,134.19,15.9,0,0,11.19,1.59,11.98,0,0,0,3.31,4.39,0,13.94,59.79,0,0,0,134.82,41.24,0,0,0,0,26.95,230.57,19.21,12.53,27.92,25.3,35.11,19.98,47.49,357.38,43.44,18.95,0,94.98,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,53.58,5.06,134.19,15.9,0,0,11.19,1.59,11.98,0,0,0,3.31,4.39,0,13.94,59.79,0,0,0,134.82,41.24,0,0,0,0,11.54,230.57,19.21,12.53,27.92,25.3,35.11,19.98,47.49,360.96,43.44,18.95,0,94.98,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,15.9,0,0,17.77,1.59,14.86,0,0,0,3.31,4.39,0,22.76,59.79,0,0,0,112.35,41.24,0,0,0,0,11.54,271.34,19.21,6.26,9.3,3.84,26.32,19.98,31.66,412.7,43.44,18.95,0,94.98,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,3.42,0,0,17.77,1.59,14.86,0,0,0,3.31,4.39,0,22.76,59.79,0,0,0,89.88,41.24,0,0,0,0,0,309.77,19.21,6.26,9.3,1.8,17.55,19.98,13.57,459.12,43.44,18.95,0,94.98,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,17.77,1.59,14.86,0,0,0,3.31,4.39,0,22.76,59.79,0,0,0,67.41,41.24,0,0,0,0,0,319.38,19.21,1.06,0,1.8,8.77,19.98,13.57,454.32,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,13.4,0,134.19,0,0,0,17.77,2.12,14.86,0,0,0,9.85,4.39,0,22.76,44.49,0,0,0,66.13,41.24,0,0,0,0,0,328.98,19.21,0,0,1.8,0,19.98,13.57,455.28,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.77,35,14.86,0,0,0,3.31,4.39,0,22.76,29.66,0,0,0,40.95,41.24,0,0,0,0,0,338.59,19.21,0,0,1.8,0,19.98,13.57,485.06,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.77,35,14.86,0,0,0,3.31,4.39,0,22.76,14.83,0,0,0,20.01,41.24,0,0,0,0,0,328.98,19.21,0,0,1.8,0,19.98,13.57,467.76,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,14.97,2.65,14.86,0,0,0,3.31,4.39,0,19.26,13.19,0,0,0,0,41.24,0,0,0,0,0,271.34,19.21,0,0,1.8,0,19.98,13.57,450.47,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.77,1.59,14.86,0,0,0,3.31,4.39,0,22.76,0,0,0,0,0,41.24,0,0,0,0,0,234.83,19.21,0,0,1.8,0,19.98,13.57,438.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.77,1.59,14.86,0,0,0,3.31,4.39,0,22.76,0,0,0,0,0,41.24,0,0,0,0,0,261.73,19.21,0,0,1.8,0,19.98,13.57,417.81,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.77,1.59,14.86,0,0,0,3.31,4.39,0,22.76,0,0,0,0,0,41.24,0,0,0,0,0,280.95,19.21,0,0,1.8,0,19.98,13.57,395.71,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,16.75,1.59,14.86,0,0,0,3.31,4.39,0,21.35,0,0,0,0,0,41.24,0,0,0,0,0,233.87,19.21,0,0,1.8,0,19.98,13.57,368.81,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,402.31,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,14.97,1.59,14.86,0,0,0,9.85,4.39,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,233.87,19.21,0,0,1.8,0,19.98,13.57,359.2,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,14.97,2.12,14.86,0,0,0,3.31,18.09,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,293.16,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,14.97,35,14.86,0,0,0,3.31,18.09,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,19.98,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,14.97,35,14.86,0,0,0,3.31,18.09,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,17.79,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,2.65,11.56,0,0,0,3.31,18.09,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.12,0,0,1.54,0,17.79,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,18.09,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,17.79,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,18.09,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,17.79,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,17.79,13.57,273.94,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,17.79,13.57,245.12,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,9.85,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,17.79,13.57,216.3,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,17.79,13.57,197.09,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.54,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,1.7,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,2.12,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,13.4,0,134.19,0,0,0,11.19,2.12,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,11.19,2.12,11.54,0,0,0,9.85,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,11.19,2.12,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,11.19,2.12,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

