Block,Time Block,BSIUL,CHAMERA1,BRBCL,TelanganaSTPP,TEHRIPSP,TEHRI,UNCHAHAR2,URI2,AURY_LF,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,UNCHAHAR4,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,TANDA2,TANAKPUR,PARBATI2,NTPL,JHAJJAR,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,DULHASTI,FSTPP I & II,NLCTS2EXP,NNTPP,NLCIIST2,NLCEXP,NJPC,NLCIIST1,DADRI_LF,AURY_RF,DADRI_GF,DADRI_RF,DADRI_CRF,NAPP,MAPS,RAMPUR,PARBATI3,TALST2,SEWA2,SINGRAULI,SASAN,SINGRAULI_HYDRO,TALA,SALAL,SIMHST2,SIMHST1,RAPPD,RIHAND3,RAPPB,RSTPSU7,RAPPC,RIHAND2,RIHAND1,RSTPSU1TO6,KISHANGANGA,KOLDAM,KKNP,KKNPPU2,KUDGI,KOTESHWR,KGSU3AND4,KHSTPP-II,KGSU1AND2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,6.3,40.73,13.53,0,60.29,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,50.6,0,3.74,11.76,56.1,0,122.73,406.08,33.91,47.26,42.38,38.4,17.59,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.8,82.54,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

7,01:30-01:45,6.3,40.73,13.53,0,60.29,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,35.21,0,3.74,11.76,56.1,0,122.73,406.08,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.8,82.54,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

8,01:45-02:00,6.3,40.73,13.53,0,60.29,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,35.21,0,3.74,11.76,56.1,0,122.73,323.74,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.8,82.54,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

9,02:00-02:15,6.3,40.73,13.53,0,60.29,32.64,32.51,27.21,0,0,0,0,0,0,0,1.93,16.07,19.63,35.21,0,3.74,11.76,56.1,0,122.73,323.74,33.91,47.26,42.38,38.4,18.13,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.85,82.54,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

10,02:15-02:30,6.3,40.73,13.53,0,60.29,32.64,31.13,27.21,0,0,0,0,0,0,0,1.93,15.1,18.72,35.21,0,3.74,11.76,56.1,0,122.73,333.41,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.85,82.54,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

11,02:30-02:45,6.3,40.73,13.53,0,60.29,32.64,32.93,27.21,0,0,0,0,0,0,0,1.93,15.1,19.7,35.21,0,3.74,11.76,56.1,0,122.73,343.07,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.93,82.54,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

12,02:45-03:00,6.3,40.73,15.57,0,0,32.64,32.93,27.21,0,0,0,0,0,0,0,1.93,16.13,19.7,35.21,0,3.74,11.76,56.1,0,122.73,343.07,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.93,82.54,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

13,03:00-03:15,6.3,40.73,16.51,0,0,32.64,36.6,27.21,0,0,0,0,0,0,0,1.93,17.96,22.04,37.34,0,3.74,11.51,56.1,0,122.73,314.08,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.03,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

14,03:15-03:30,6.3,40.73,16.26,0,0,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,37.34,0,3.74,11.51,56.1,0,122.73,275.42,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,25.94,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

15,03:30-03:45,6.3,40.73,16.25,0,0,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,37.34,0,3.74,11.51,56.1,0,122.73,246.43,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,25.94,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

16,03:45-04:00,6.3,40.73,16.3,0,0,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,37.34,0,3.74,11.51,56.1,0,122.73,207.78,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.01,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

17,04:00-04:15,6.3,40.73,17.84,0,0,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,37.34,0,3.74,11.51,56.1,0,122.73,178.78,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.01,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

18,04:15-04:30,6.3,40.73,20.97,0,0,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,37.34,0,3.74,11.51,56.1,0,122.73,149.79,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.01,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

19,04:30-04:45,6.3,40.73,19.29,0,0,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,37.34,0,3.74,11.51,56.1,0,122.73,130.46,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.36,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

20,04:45-05:00,6.3,40.73,20.29,0,0,32.64,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,37.34,0,3.74,11.51,56.1,0,122.73,111.14,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,26.23,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

21,05:00-05:15,6.3,40.73,22.13,0,0,32.64,31.99,38.88,0,0,0,0,0,0,0,1.93,15.96,19.7,37.34,0,3.74,11.51,0,0,122.73,159.46,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,25.8,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

22,05:15-05:30,6.3,40.73,24.15,0,0,32.64,31.99,38.88,0,0,0,0,0,0,0,1.93,15.96,19.7,37.34,0,3.74,11.51,0,0,122.73,130.46,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,25.8,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

23,05:30-05:45,6.3,40.73,23.42,0,0,32.64,31.99,38.88,0,0,0,0,0,0,0,1.93,15.96,19.7,37.34,0,3.74,11.51,0,0,122.73,101.47,33.91,47.26,42.38,38.4,18.13,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,25.51,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

24,05:45-06:00,6.3,40.73,21.24,0,0,32.64,31.99,38.88,0,0,0,0,0,0,0,1.93,15.96,19.7,37.34,0,3.74,11.51,0,0,122.73,53.15,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,25.44,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

25,06:00-06:15,6.3,40.73,19.37,0,0,21.76,37.01,38.88,0,0,0,0,0,0,0,1.93,18.39,22.47,50.6,0,3.74,11.51,0,0,122.73,48.46,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.87,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

26,06:15-06:30,6.3,40.73,24.15,0,0,10.87,37.01,38.88,0,0,0,0,0,0,0,1.93,18.39,22.47,50.6,0,3.74,11.51,0,0,122.73,48.46,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.68,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

27,06:30-06:45,6.3,40.73,24.15,0,0,0,28.15,27.21,0,0,0,0,0,0,0,1.93,14.18,17.05,50.6,0,3.74,11.51,0,0,117.9,48.46,33.91,47.26,42.38,38.4,17.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.43,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

28,06:45-07:00,6.3,40.73,21.38,0,0,0,28.15,27.21,0,0,0,0,0,0,0,1.93,14.18,17.05,50.6,0,3.74,11.51,0,0,117.9,48.46,33.91,47.26,42.38,38.4,18.69,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.43,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

29,07:00-07:15,12.6,40.73,18.58,0,0,0,24.25,27.21,0,0,0,0,0,0,0,0.7,12.01,16.13,37.34,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,15.88,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,132.63,337.25,1.12,24.6,79.17,0,0,25.26,127.92,0,0,66.26,121.49,82.36,0,8.42,10.29,0,0,0,10.09,0,123.51,0,38.23,0,0,0,0,0

30,07:15-07:30,12.6,40.73,21.59,0,0,0,24.25,27.21,0,0,0,0,0,0,0,0.7,12.01,16.13,37.34,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.98,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.84,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,123.51,0,29.53,0,0,0,0,0

31,07:30-07:45,12.6,40.73,18.97,0,0,0,23.38,27.21,0,0,0,0,0,0,0,0.7,10.95,13.39,37.34,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,24.98,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,123.51,0,29.53,0,0,0,0,0

32,07:45-08:00,12.6,40.73,16.62,0,0,0,23.38,27.21,0,0,0,0,0,0,0,0.7,10.95,13.39,37.34,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,0,150.35,337.25,1.12,25.06,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,131.24,0,29.53,0,0,0,0,0

33,08:00-08:15,12.6,40.73,18.66,0,0,0,23.38,38.88,0,0,0,0,0,0,0,0.7,10.95,13.39,26.67,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,6.1,150.35,337.25,1.12,25.37,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,101.95,0,29.53,0,0,0,0,0

34,08:15-08:30,12.6,40.73,18.98,0,0,0,23.38,38.88,0,0,0,0,0,0,0,0.7,10.95,13.39,26.67,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,12.2,150.35,337.25,1.12,25.37,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,102.21,0,29.53,0,0,0,0,0

35,08:30-08:45,12.6,40.73,17.84,0,0,0,23.38,38.88,0,0,0,0,0,0,0,0.7,10.95,13.39,37.34,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,25.69,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,104.84,0,29.53,0,0,0,0,0

36,08:45-09:00,12.6,40.73,18.59,0,0,0,23.38,38.88,0,0,0,0,0,0,0,0.7,10.95,13.39,37.34,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,25.66,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,104.84,0,29.53,0,0,0,0,0

37,09:00-09:15,12.6,40.73,20.56,0,0,0,23.38,27.21,0,0,0,0,0,0,0,0.7,10.95,13.39,50.6,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,25.66,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,88.73,0,26.11,0,0,0,0,0

38,09:15-09:30,12.6,40.73,18.84,0,0,0,23.38,27.21,0,0,0,0,0,0,0,0.7,10.95,13.39,50.6,0,1.67,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,10.65,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,27.87,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,96.95,0,26.11,0,0,0,0,0

39,09:30-09:45,12.6,40.73,15.55,0,0,0,23.38,31.1,0,0,0,0,0,0,0,1.93,10.95,13.39,37.34,0,3,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,14.63,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,27.27,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,38.23,0,0,0,0,0

40,09:45-10:00,12.6,40.73,15.64,0,0,0,23.38,31.1,0,0,0,0,0,0,0,1.93,10.95,13.39,37.34,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,15.6,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,27.27,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

41,10:00-10:15,12.6,27.16,17.14,0,0,0,23.38,31.1,0,0,0,0,0,0,0,1.93,10.95,13.39,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.55,75.8,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

42,10:15-10:30,12.6,13.58,17.66,0,0,0,23.38,31.1,0,0,0,0,0,0,0,1.93,10.95,13.39,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.55,75.8,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

43,10:30-10:45,12.6,0,15.53,0,0,0,23.38,31.1,0,0,0,0,0,0,0,1.93,10.95,13.39,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.43,75.23,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

44,10:45-11:00,12.6,0,15.46,0,0,0,23.38,31.1,0,0,0,0,0,0,0,1.93,10.95,13.39,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.41,75.23,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

45,11:00-11:15,12.6,0,15.46,0,0,0,23.38,31.1,0,0,0,0,0,0,0,0.7,10.95,13.39,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.72,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

46,11:15-11:30,12.6,0,15.46,0,0,0,23.38,31.1,0,0,0,0,0,0,0,0.7,10.95,13.39,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.66,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

47,11:30-11:45,6.3,0,15.46,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.41,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

48,11:45-12:00,6.3,0,18.49,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.3,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

49,12:00-12:15,6.3,13.58,22.49,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.3,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

50,12:15-12:30,6.3,27.16,21.21,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.87,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

51,12:30-12:45,6.3,40.73,19.54,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.87,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

52,12:45-13:00,6.3,40.73,22.34,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,117.9,4.98,33.91,47.26,42.38,38.4,16.16,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.87,49.41,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

53,13:00-13:15,6.3,40.73,21.38,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,126.6,53.15,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.87,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

