Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/01/2594,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/02/01/7432,NR/01102023/22052037/LT-59,GNA/NR/2025/02/01/5886,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/NR/2025/02/01/4863,NR/30092023/26122029/SH-06,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,GNA/SR/2025/02/01/6460,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
10,02:15-02:30,100.2,23.08,23.08,170.16,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,43,14,0,14,10,43,42,0,0,0,0.92,0,0,1.25,0,75,0,132.73

11,02:30-02:45,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,41.66,13.67,0,13.67,10,41.67,40.99,0,0,0,0.92,0,0,1.25,0,75,0,132.73

12,02:45-03:00,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,40.66,13.5,0,13.5,10.67,40.67,40.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

13,03:00-03:15,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,40.34,10.83,0,10.83,7.33,40.33,32.51,0,0,0,0.92,0,0,1.25,0,75,0,132.73

14,03:15-03:30,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,40,10.67,0,10.67,7.33,40,31.99,0,0,0,0.92,0,0,1.25,0,75,0,132.73

15,03:30-03:45,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,39.66,10.33,0,10.33,7.33,39.67,31.01,0,0,0,0.92,0,0,1.25,0,75,0,132.73

16,03:45-04:00,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,39.34,10,0,10,7.33,39.33,30,0,0,0,0.92,0,0,1.25,0,75,0,132.73

17,04:00-04:15,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,38.66,9.5,0,9.5,7.33,38.67,28.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

18,04:15-04:30,100.2,23.08,23.08,134.65,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,38,9.17,0,9.17,7.33,38,27.49,0,0,0,0.92,0,0,1.25,0,75,0,132.73

19,04:30-04:45,100.2,23.08,23.08,170.16,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,33.34,8.67,0,8.67,7.33,33.33,25.99,0,0,0,0.92,0,0,1.25,0,75,0,132.73

20,04:45-05:00,100.2,23.08,23.08,170.16,23.08,0,26.91,59.47,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,32.34,7.5,0,7.5,7.33,32.33,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

21,05:00-05:15,100.2,23.08,23.08,170.16,23.08,0,26.91,60.51,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,27.66,7.5,0,7.5,7.33,27.67,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

22,05:15-05:30,100.2,23.08,23.08,170.16,23.08,0,26.91,60.51,0,0.63,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,27.34,7.5,0,7.5,7.33,27.33,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

23,05:30-05:45,100.2,23.08,23.08,230.4,23.08,0,26.91,74.57,0,0,8.66,0,1.29,70.16,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,26.66,7.5,0,7.5,7.33,26.67,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

24,05:45-06:00,100.2,23.08,23.08,230.4,23.08,0,26.91,74.57,0,0,8.66,0,1.29,66.02,8.66,26.91,7,0,0,0,0,0,0,0,0,0,0,25,7.5,0,7.5,7.33,25,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

25,06:00-06:15,100.2,23.08,23.08,230.4,23.08,0,26.91,74.57,0,0.63,8.66,0,1.29,66.02,8.66,26.91,7,0,0,0,0,0,0,0,0.13,0,0,23.66,7.5,0,7.5,7.33,23.67,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

26,06:15-06:30,100.2,23.08,23.08,261.13,23.08,0,23.73,86.75,0,0.63,8.66,0,1.29,66.02,8.66,23.73,7,0,0,0,0,0,0,0,1.34,0,0,23,7.5,0,7.5,7.33,23,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

27,06:30-06:45,100.2,28.85,28.85,261.13,28.85,0,17.14,86.75,0,0.63,8.66,0,1.29,74.5,8.66,17.14,7,0,0,0,0,0,0,0,2.95,0,0,21.66,7.5,0,7.5,7.33,21.67,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

28,06:45-07:00,100.2,28.85,28.85,261.13,28.85,0,32,86.75,0,0.63,8.66,0,1.29,82.98,8.66,8.55,7,0,0,0,0,0,0,0,6,1.45,1,20.34,7.5,0,7.5,7.33,20.33,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

29,07:00-07:15,100.2,36.55,36.55,261.13,36.55,0,32,86.75,0,0.63,8.66,0,1.29,115.05,8.66,0,7,0,0,2,1.49,0,1,0,13.64,5.78,3,19.66,7.5,1,7.5,7.33,19.67,22.5,0,0,0,0.92,0,0,1.25,0,75,0,132.73

30,07:15-07:30,100.2,36.55,36.55,261.13,36.55,0,32,86.75,0,0.63,8.66,0,1.29,115.05,8.66,0,7,0,1,3,7.16,1,4,0,23.92,13.01,7,18.34,7.5,2,7.5,7.33,18.33,22.5,1,0,0,0.92,0,0,1.25,0,75,0,132.73

31,07:30-07:45,100.2,36.55,43.28,261.13,36.55,0.14,32,86.75,0,0,14.43,0.14,1.29,115.05,14.43,0,7,2.18,3,5,14.42,2,7,0.44,32.02,32.02,11,17.66,7.5,3,7.5,7.33,17.67,22.5,2,0,0,0.92,0,0,1.25,0,75,0.14,132.73

32,07:45-08:00,100.2,36.55,43.28,261.13,36.55,0.56,32,86.75,0,0,14.43,0.57,1.29,115.05,14.43,0,7,8.81,7,7,21.95,3,18,1.76,29.75,29.75,18,17,7.5,10,7.5,7.33,17,22.5,5,1.14,0,0.92,0,0,1.25,0,75,0.56,132.73

33,08:00-08:15,100.2,36.55,43.28,261.13,36.55,1.27,31,86.75,0,0.63,14.43,1.3,1.29,115.05,14.43,31,7,19.82,4,12,31.38,5,11,3.97,31.35,31.35,25,16.34,7.5,10,7.5,7.33,16.33,22.5,5,4.56,0,0.92,0,0,1.3,0,75,1.27,132.73

34,08:15-08:30,100.2,36.55,43.28,261.13,36.55,2.25,31,86.75,0,0.63,14.43,2.31,1.29,115.05,14.43,31,7,37.47,6,15,42.71,9,14,7.5,29.57,29.56,29.57,15.34,7.5,12,7.5,7.33,15.33,22.5,6,10.27,0,0.92,0,0,1.3,0,75,2.25,132.73

35,08:30-08:45,100.2,36.55,43.28,261.13,36.55,3.52,31,86.75,0,0.63,14.43,3.61,1.29,115.05,14.43,31,7,57.02,9,23,54.92,13,21,11.4,30.07,30.06,30.07,14.66,7.5,16,7.5,7.33,14.67,22.5,8,18.88,0,0.92,0,0,1.3,0,75,3.52,132.73

36,08:45-09:00,100.2,36.55,43.28,261.13,36.55,5.54,31,86.75,0,0.63,14.43,5.68,1.29,115.05,14.43,31,7,78.5,12,35,66.84,19,28,15.7,30.47,30.46,30.47,14.34,7.5,20,7.5,7.33,14.33,22.5,10,28.45,0,0.92,0,0,1.3,0,75,5.54,132.73

37,09:00-09:15,100.2,36.55,36.55,261.13,36.55,7,31,86.75,0,0.63,14.43,7.17,1.29,115.05,14.43,31,7,120.34,22,42,77.94,23,53,24.07,30.47,30.46,30.47,14,7.5,30,7.5,7.33,14,22.5,15,40.59,0,0.92,0,0,1.3,0,75,7,132.73

38,09:15-09:30,100.2,36.55,36.55,261.13,36.55,8.34,31,86.75,0,0.63,14.43,8.55,1.29,115.05,14.43,31,7,141.57,27,50,88.34,28,63,28.32,30.47,30.46,30.47,14,7.5,40,7.5,7.33,14,22.5,20,48.86,0,0.92,0,0,1.3,0,75,8.34,132.73

39,09:30-09:45,100.2,36.55,36.55,261.13,36.55,9.53,8.55,86.75,0,0,13.47,9.77,1.29,115.05,13.47,32,7,161.42,40,59,98.13,31,95,32.28,30.47,30.46,30.47,14,7.5,47,7.5,7.33,14,22.5,23,57.04,0,0.92,0,0,1.3,0,75,9.53,132.73

40,09:45-10:00,100.2,36.55,36.55,261.13,36.55,10.61,17.57,86.75,0,0,13.47,10.88,1.29,115.05,13.47,32,7,179.52,48,65,107.21,34,112,35.9,30.47,30.46,30.47,14,7.5,55,7.5,7.33,14,22.5,28,65.03,0,0.92,0,0,1.3,0,75,10.61,132.73

41,10:00-10:15,100.2,36.55,36.55,261.13,36.55,11.57,25.61,86.75,0,0.63,8.66,11.86,1.29,66.02,8.66,32,7,195.62,57,67,115.3,36,133,39.13,30.47,30.46,30.47,13.34,7.5,63,7.5,7,13.33,22.5,32,76.88,0,0.92,0,0,1.35,0,75,11.57,132.73

42,10:15-10:30,100.2,36.55,36.55,261.13,36.55,12.42,25.61,86.75,0,0.63,8.66,12.73,1.29,66.02,8.66,32,7,210.15,63,73,122.27,38,147,42.03,30.47,30.46,30.47,13.34,7.5,71,7.5,6.67,13.33,22.5,36,83.23,0,0.92,0,0,1.35,0,75,12.42,132.73

43,10:30-10:45,100.2,36.55,36.55,261.13,36.55,13.12,25.61,86.75,0,0.63,8.66,13.46,1.29,66.02,8.66,32,7,223.78,72,79,128.18,40,168,44.76,30.47,30.46,30.47,13.34,7.5,81,7.5,6.67,13.33,22.5,41,88.95,0,0.92,0,0,1.35,0,75,13.12,132.73

44,10:45-11:00,100.2,36.55,36.55,261.13,36.55,13.78,25.61,86.75,0,0.63,8.66,14.12,1.29,66.02,8.66,32,7,236.18,78,83,133.25,42,182,47.24,30.47,30.46,30.47,13.34,7.5,85,7.5,6.67,13.33,22.5,43,94.05,0,0.92,0,0,1.35,0,75,13.78,132.73

45,11:00-11:15,100.2,34.62,34.62,261.13,34.62,14.35,25.61,86.75,0,0.63,8.66,14.71,1.29,66.02,8.66,32,6.8,230,84,85,137.75,44,196,46,30.47,30.46,30.47,13.34,6.67,89,6.67,6.67,13.33,19.99,44,98.41,0,0.96,0,0,1.35,0,75,14.35,132.73

46,11:15-11:30,100.2,34.62,34.62,261.13,34.62,14.82,25.61,86.75,0,0.63,8.66,15.18,1.29,66.02,8.66,32,6.8,230,87,86,141.57,45,203,46,30.47,30.46,30.47,13.34,6.67,91,6.67,6.67,13.33,19.99,46,100,0,0.96,0,0,1.35,0,75,14.82,132.73

47,11:30-11:45,100.2,34.62,34.62,261.13,34.62,15.17,25.61,86.75,0,0,8.66,15.56,1.29,66.02,8.66,32,6.8,230,87,89,145.03,46,203,46,30.47,30.46,30.47,11.34,6.67,93,6.67,6.67,11.33,19.99,47,100,0,0.96,0,0,1.35,0,75,15.17,132.73

48,11:45-12:00,100.2,34.62,34.62,261.13,34.62,15.5,25.61,86.75,0,0,8.66,15.88,1.29,66.02,8.66,32,6.8,230,87,90,142.84,47,203,46,30.47,30.46,30.47,11.34,6.67,97,6.67,6.67,11.33,19.99,48,100,0,0.96,0,0,1.35,0,75,15.5,132.73

49,12:00-12:15,100.2,25.97,25.97,261.13,25.97,15.77,26.91,76.26,0,0.63,8.66,16.16,1.19,70.16,8.66,26.91,6.8,230,87,90,144.3,47,203,46,30.47,30.46,30.47,13.34,6.67,100,6.67,6.67,13.33,19.99,50,100,0,0.96,0,0,1.39,0,75,15.77,132.73

50,12:15-12:30,100.2,25.97,25.97,261.13,25.97,15.98,26.91,76.26,0,0.63,8.66,16.38,1.19,70.16,8.66,26.91,6.8,230,87,90,145.96,47,203,46,30.47,30.46,30.47,13.34,6.67,100,6.67,6.67,13.33,19.99,50,100,0,0.96,0,0,1.39,0,75,15.98,132.73

51,12:30-12:45,100.2,25.97,25.97,261.13,25.97,16.04,26.91,76.26,0,0.63,8.66,16.45,1.19,70.16,8.66,26.91,6.8,230,87,92,146.35,47,203,46,30.47,30.46,30.47,13.34,6.67,97,6.67,6.67,13.33,19.99,48,100,0,0.96,0,0,1.39,0,75,16.04,132.73

52,12:45-13:00,78.87,25.97,25.97,231.39,25.97,16.02,26.91,76.26,0,0.63,8.66,16.43,1.19,70.16,8.66,26.91,6.8,230,87,92,145.86,47,203,46,30.47,30.46,30.47,13.34,6.67,97,6.67,6.67,13.33,19.99,48,100,0,0.96,0,0,1.39,0,75,16.02,132.73

53,13:00-13:15,57.71,23.08,23.08,165.38,23.08,15.95,26.91,62.2,0,0.63,8.66,16.35,1.19,70.16,8.66,26.91,6.8,230,84,92,145.76,48,196,46,30.47,30.46,30.47,13.34,6.67,93,6.67,6.67,13.33,19.99,47,100,0,0.96,0,0,1.39,0,75,15.95,132.73

54,13:15-13:30,52.9,23.08,23.08,165.38,23.08,15.81,26.91,62.2,0,0.63,8.66,16.2,1.19,70.16,8.66,26.91,6.8,230,82,92,143.91,47,193,46,30.47,30.46,30.47,13.34,6.67,93,6.67,6.67,13.33,19.99,47,100,0,0.96,0,0,1.39,0,75,15.81,132.73

55,13:30-13:45,52.9,23.08,23.08,165.38,23.08,15.56,26.91,62.2,0,0,8.66,15.94,1.19,70.16,8.66,26.91,6.8,230,81,91,140.2,47,189,46,30.47,30.46,30.47,13.34,8.33,93,8.33,6.67,13.33,25.01,47,100,0,0.96,0,0,1.39,0,75,15.56,132.73

56,13:45-14:00,52.9,23.08,23.08,165.38,23.08,15.27,26.91,62.2,0,0,8.66,15.65,1.19,70.16,8.66,26.91,6.8,230,79,91,135.29,46,186,46,30.47,30.46,30.47,13.34,8.33,90,8.33,6.67,13.33,25.01,45,100,0,0.96,0,0,1.39,0,75,15.27,132.73

57,14:00-14:15,52.9,23.08,23.08,165.38,23.08,14.96,26.91,62.2,0,0.78,8.66,15.33,1.19,70.16,8.66,26.91,6.8,230,78,87,129.53,43,182,46,30.47,30.46,30.47,13.34,8.33,87,8.33,6.67,13.33,25.01,43,100,0,0.96,0,0,1.39,0,75,14.96,132.73

58,14:15-14:30,59.63,23.08,23.08,165.38,23.08,14.44,26.91,62.2,0,0.78,8.66,14.8,1.19,70.16,8.66,26.91,6.8,230,76,85,123.04,41,179,46,30.47,30.46,30.47,13.34,8.33,85,8.33,6.67,13.33,25.01,42,100,0,0.96,0,0,1.39,0,75,14.44,132.73

59,14:30-14:45,62.52,23.08,23.08,165.38,23.08,14.01,26.91,62.2,0,0.78,8.66,14.36,1.19,70.16,8.66,26.91,6.8,230,73,82,116.03,39,172,46,30.47,30.46,30.47,13.34,8.33,80,8.33,6.67,13.33,25.01,40,100,0,0.96,0,0,1.39,0,75,14.01,132.73

60,14:45-15:00,78.87,23.08,23.08,165.38,23.08,12.12,26.91,62.2,0,0.78,8.66,12.42,1.19,70.16,8.66,26.91,6.8,230,70,78,108.37,38,165,46,30.47,30.46,30.47,13.34,8.33,77,8.33,6.67,13.33,25.01,38,99.47,0,0.96,0,0,1.39,0,75,12.12,132.73

61,15:00-15:15,100.2,23.08,23.08,165.38,23.08,11.46,26.91,62.2,0,0.78,8.66,11.75,1.19,70.16,8.66,26.91,6.8,225.09,67,76,100.05,36,158,45.02,30.97,30.96,30.97,13.34,8.33,75,8.33,6.67,13.33,25.01,37,95.27,0,1,0,0,1.39,0,75,11.46,132.73

62,15:15-15:30,100.2,23.08,23.08,165.38,23.08,10.74,26.91,62.2,0,0.78,8.66,11.01,1.19,70.16,8.66,26.91,6.8,212.15,61,71,91.4,34,144,42.43,30.97,30.96,30.97,13.34,8.33,68,8.33,6.67,13.33,25.01,34,90.4,0,1,0,0,1.39,0,75,10.74,132.73

63,15:30-15:45,100.2,23.08,23.08,165.38,23.08,9.93,26.91,62.2,0,0,8.66,10.18,1.19,70.16,8.66,26.91,7,197.55,57,68,82.68,31,133,39.51,32.85,32.84,27,13.34,8.33,62,8.33,6.67,13.33,25.01,31,84.92,0,1,0,0,1.39,0,75,9.93,132.73

64,15:45-16:00,100.2,23.08,23.08,180.77,23.08,9.02,26.91,62.2,0,0,8.66,9.25,1.19,70.16,8.66,26.91,7.4,179.83,52,62,73.58,28,123,35.97,32.86,32.86,19,13.34,8.33,52,8.33,6.67,13.33,25.01,26,78.89,0,1,0,0,1.39,0,75,9.02,132.73

65,16:00-16:15,100.2,23.08,23.08,261.13,23.08,8.02,26.91,76.26,0,0.78,8.66,8.22,1.19,70.16,8.66,26.91,9.2,158.82,46,53,63.63,25,109,31.77,33,33,11,13.34,8.33,45,8.33,6.67,13.33,25.01,22,72.37,0,1,0,0,1.35,0,75,8.02,132.73

66,16:15-16:30,100.2,23.08,23.08,261.13,23.08,6.95,26.91,76.26,0,0.78,8.66,7.13,1.19,70.16,8.66,26.91,9.2,137.82,40,45,53.1,22,95,27.57,33,33,5,13.34,8.33,37,8.33,6.67,13.33,25.01,18,65.02,0,1,0,0,1.35,0,75,6.95,132.73

67,16:30-16:45,100.2,23.08,23.08,261.13,23.08,5.77,26.91,86.75,0,0.78,8.66,5.91,1.19,78.65,8.66,26.91,9.6,104.63,34,37,42.15,18,81,20.93,33,33,1,13.34,7.33,30,7.33,6.67,13.33,22.01,15,42.24,0,1,0,0,1.35,0,75,5.77,132.73

68,16:45-17:00,100.2,23.08,23.08,261.13,23.08,4.53,26.91,86.75,0,0.78,8.66,4.64,1.19,87.14,8.66,26.91,9.6,86.22,28,30,31.18,13,67,17.25,33,33,0,13.34,7.33,23,7.33,6.67,13.33,22.01,11,34.71,0,1,0,0,1.35,0,75,4.53,132.73

69,17:00-17:15,100.2,36.55,36.55,261.13,36.55,3.14,26.91,86.75,0,0.78,8.66,3.22,1.19,95.62,8.66,26.91,14.01,69.4,19,22,20.97,7,46,13.88,24.24,19.51,0,13.34,7.33,15,7.33,6.67,13.33,22.01,7,27.73,0,1,0,0,1.35,0,75,3.14,132.73

70,17:15-17:30,100.2,36.55,36.55,261.13,36.55,2.01,26.91,86.75,0,0.78,8.66,2.06,1.19,104.11,8.66,26.91,13.81,52.56,12,15,12.76,5,28,10.51,14.72,10.98,0,13.34,7.33,11,7.33,6.67,13.33,22.01,5,20.74,0,1,0,0,1.35,0,75,2.01,132.73

71,17:30-17:45,100.2,36.55,43.28,261.13,36.55,1.13,32,86.75,0,0,13.47,1.16,1.19,112.6,13.47,32,13.61,31.55,7,10,7.03,3,18,6.31,7.63,0,0,13.34,7.33,5,7.33,7,13.33,22.01,3,13.76,0,1,0,0,1.35,0,75,1.13,132.73

72,17:45-18:00,100.2,36.55,43.28,261.13,36.55,0.51,32,86.75,0,0,13.47,0.52,1.19,115.05,13.47,32,12.81,19.72,3,8,2.78,2,7,3.95,2.61,0,0,13.34,7.33,2,7.33,7.67,13.33,22.01,1,5.44,0,1,0,0,1.35,0,75,0.51,132.73

73,18:00-18:15,100.2,36.55,43.28,261.13,36.55,0.12,31,57.71,0,0.78,13.47,0.13,1.19,115.05,13.47,31,14.61,8.77,1,5,0.17,1,1,1.75,0,0,0,13.34,7.33,1,7.33,7.33,13.33,22.01,0,1.36,26.22,1,50,200,1.35,0,75,0.12,132.73

74,18:15-18:30,100.2,36.55,43.28,261.13,36.55,0,31,57.71,0,0.78,13.47,0,1.19,115.05,13.47,31,14.61,2.19,0,2,0,1,0,0.44,0,0,0,13.34,7.33,0,7.33,7.67,13.33,22.01,0,1.31,26.22,1,50,200,1.35,0,75,0,132.73

75,18:30-18:45,100.2,36.55,43.28,261.13,36.55,0,31,57.71,50,0.78,13.47,0,1.19,115.05,13.47,31,14.21,0,0,0,0,0,0,0,0,0,0,13.34,7.33,0,7.33,8,13.33,22.01,0,0.14,26.22,1,50,200,1.35,0,75,0,132.73

76,18:45-19:00,100.2,36.55,43.28,261.13,36.55,0,31,57.71,50,0.78,13.47,0,1.19,115.05,13.47,31,13.81,0,0,0,0,0,0,0,0,0,0,15,7.33,0,7.33,8.33,15,22.01,0,0,26.22,1,50,200,1.35,0,75,0,132.73

77,19:00-19:15,100.2,36.55,43.28,261.13,36.55,0,31,57.71,50,0.78,13.47,0,1.19,115.05,13.47,31,11,0,0,0,0,0,0,0,0,0,0,16,7.33,0,7.33,8.33,16,22.01,0,0,26.22,0.96,50,200,1.35,0,75,0,132.73

78,19:15-19:30,100.2,36.55,43.28,261.13,36.55,0,31,57.71,50,0.78,13.47,0,1.19,115.05,13.47,31,10.6,0,0,0,0,0,0,0,0,0,0,16.66,7.33,0,7.33,8.33,16.67,22.01,0,0,26.22,0.96,50,200,1.35,0,75,0,132.73

79,19:30-19:45,100.2,36.55,43.28,261.13,36.55,0,32,57.71,50,0,13.47,0,1.19,115.05,13.47,32,12.81,0,0,0,0,0,0,0,0,0,0,17.34,7.33,0,7.33,8,17.33,22.01,0,0,26.22,0.96,50,200,1.35,0,75,0,132.73

80,19:45-20:00,100.2,36.55,43.28,261.13,36.55,0,32,57.71,50,0,13.47,0,1.19,115.05,13.47,32,12.41,0,0,0,0,0,0,0,0,0,0,19.34,7.33,0,7.33,8,19.33,22.01,0,0,26.22,0.96,50,200,1.35,0,75,0,132.73

