Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/SKS-Raigarh,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61
76,18:45-19:00,4,2,4,0,3.86,0,31.67,0,1,0.77,7.05,53.29,26.8708,26.8708,70.6,0,0,0,0,0,29.17,87.5,172.12,24.22,0,17.85,57.84,21.32,0.31,0.31,96.89,0.31,5.77,273.96,30.78,17.482,0,96.89,48.44,0,0,8.81,11.66,29.16,31.67,40.01

77,19:00-19:15,2,1,1,0,2.17,0,32,0,0,0.43,7.05,53.29,26.8708,26.8708,70.6,0,0,0,0,0,17.5,52.5,228.25,24.22,0,17.85,57.84,21.32,0.06,0.06,96.89,0.06,5.77,273.96,31.29,17.482,0,96.89,48.44,0,0,8.81,12.34,17.5,32,40.01

78,19:15-19:30,1,0,1,0,0.84,0,32.67,0,0,0.17,7.05,53.29,26.8708,26.8708,70.6,0,0,0,0,0,17.67,53,228.25,24.22,0,17.85,57.84,21.32,0.01,0.01,96.89,0.01,5.77,273.96,31.29,17.482,0,96.89,48.44,0,0,8.81,14,17.66,32.67,40.01

79,19:30-19:45,0,0,0,0,0,0,34,0,0,0,7.05,100.94,26.8708,26.8708,70.6,0,0,0,0,0,19.33,58,263.06,24.22,0,17.85,87.39,21.32,0,0,96.89,0,5.77,273.96,31.29,17.482,0,96.89,48.44,0,0,8.81,15,19.34,34,40.01

80,19:45-20:00,0,0,0,0,0,0,36.67,0,0,0,7.05,100.94,26.8708,26.8708,70.6,0,0,0,0,0,21.17,63.5,263.06,24.22,0,17.85,87.39,21.32,0,0,96.89,0,5.77,273.96,31.29,17.482,0,96.89,48.44,0,0,8.81,16.34,21.16,36.67,40.01

81,20:00-20:15,0,0,0,0,0,0,43,0,0,0,7.05,100.94,32,25.6513,70.6,0,0,0,0,0,15.17,45.5,263.06,24.22,0,17.85,87.39,21.32,0,0,96.89,0,5.49,273.96,30.78,17.482,0,96.89,48.44,0,0,8.81,19,15.16,43,36.01

82,20:15-20:30,0,0,0,0,0,0,43,0,0,0,7.05,100.94,32,25.6513,70.6,0,0,0,0,0,16.33,49,263.06,24.22,0,17.85,87.39,21.32,0,0,96.89,0,5.49,273.96,30.78,17.482,0,96.89,48.44,0,0,8.81,20.34,16.34,43,36.01

83,20:30-20:45,0,0,0,0,0,0,43.33,0,0,0,7.05,100.94,32,25.6513,70.6,0,0,0,0,0,18,54,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.49,273.96,30.78,17.482,0,96.89,48.44,0,0,8.81,21.66,18,43.33,36.01

84,20:45-21:00,0,0,0,0,0,0,43.33,0,0,0,7.05,100.94,32,25.6513,70.6,0,0,0,0,0,19.67,59,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.49,273.96,30.78,17.482,0,96.89,48.44,0,0,8.81,24,19.66,43.33,36.01

85,21:00-21:15,0,0,0,0,0,0,83.33,0,0,0,7.05,100.94,32,25.6513,70.6,0,0,0,0,0,31.33,94,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.36,273.96,30.78,17.482,0,96.89,48.44,0,0,8.81,31,31.34,83.33,36.01

86,21:15-21:30,0,0,0,0,0,0,83.33,0,0,0,7.05,100.94,32,25.6513,70.6,0,0,0,0,0,31.33,94,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.36,273.96,30.28,17.482,0,96.89,48.44,0,0,8.81,31.66,31.34,83.33,36.01

87,21:30-21:45,0,0,0,0,0,0,83.33,0,0,0,7.05,100.94,32,15.8736,70.6,0,0,0,0,0,32.33,97,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.36,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,31.66,32.34,83.33,36.01

88,21:45-22:00,0,0,0,0,0,0,83.33,0,0,0,7.05,100.94,32,15.8736,70.6,0,0,0,0,0,32.83,98.5,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.36,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,32.66,32.84,83.33,36.01

89,22:00-22:15,0,0,0,0,0,0,83.33,0,0,0,7.05,53.29,23.4417,23.4417,70.6,0,0,0,0,0,33.17,99.5,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.22,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,36.66,33.16,83.33,34.61

90,22:15-22:30,0,0,0,0,0,0,83.33,0,0,0,7.05,53.29,23.4417,23.4417,70.6,0,0,0,0,0,33.5,100.5,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.22,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,37.34,33.5,83.33,35.01

91,22:30-22:45,0,0,0,0,0,0,65,0,0,0,7.05,53.29,23.4417,23.4417,70.6,0,0,0,0,0,33.67,101,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.22,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,38.34,33.66,65,34.01

92,22:45-23:00,0,0,0,0,0,0,65.67,0,0,0,7.05,53.29,23.4417,23.4417,70.6,0,0,0,0,0,33.67,101,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.22,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,38.34,33.66,65.67,33.01

93,23:00-23:15,0,0,0,0,0,0,68.33,0,0,0,7.05,53.29,26.8708,26.8708,70.6,0,0,0,0,0,33.67,101,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.13,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,38.34,33.66,68.33,38.02

94,23:15-23:30,0,0,0,0,0,0,70,0,0,0,7.05,53.29,26.8708,26.8708,70.6,0,0,0,0,0,33.67,101,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.13,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,38.34,33.66,70,38.02

95,23:30-23:45,0,0,0,0,0,0,70.67,0,0,0,7.05,53.29,26.8708,26.8708,70.6,0,0,0,0,0,33.67,101,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.13,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,38.34,33.66,70.67,38.02

96,23:45-24:00,0,0,0,0,0,0,70.67,0,0,0,7.05,53.29,26.8708,26.8708,70.6,0,0,0,0,0,33.67,101,228.25,24.22,0,17.85,76.82,21.32,0,0,96.89,0,5.13,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,38.34,33.66,70.67,38.02

