Block,Time,BRBCL,MAPS,NAPP,NLCIIST1,PARBATI3,RAPPD,RIHAND1,RSTPSU1TO6,SIMHST2,SINGRAULI,UNCHAHAR2,URI2,VALLURNTECL,AURY_LF,AURY_RF,CHAMERA3,JHAJJAR,KGSU1AND2,NLCTS2EXP,RAPPB,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR1,DADRI_CRF,DADRI_RF,BSIUL,DULHASTI,KKNP,NJPC,NNTPP,PARBATI2,RIHAND2,RIHAND3,SALAL,TEHRI,UNCHAHAR4,URI,ANTA_CRF,ANTA_LF,CHAMERA2,KISHANGANGA,KKNPPU2,KOLDAM,KUDGI,RSTPSU7,TALST2,TANAKPUR,AURY_CRF,DADRI_LF,CHAMERA1,DADRT2,FSTPP I & II,KHSTPP-II,SASAN,ANTA_GF,KGSU3AND4,KHSTPP-I,SIMHST1,AURY_GF,KOTESHWR,NLCEXP,NTPL,RAMPUR,RAPPC,DHAULIGNGA,NLCIIST2,TALA,TANDA2,TEHRIPSP,UNCHAHAR3,ANTA_RF,DADRI_GF
25,06:00-06:15,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,66,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,26.67,5.73,0,27.69,52.59,0

26,06:15-06:30,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,66,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,26.52,5.73,0,27.69,52.59,0

27,06:30-06:45,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,97.03,130.84,66.23,49.5,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,26.37,5.73,0,27.69,52.59,0

28,06:45-07:00,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,97.03,130.84,66.23,33,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,26.22,5.73,0,27.69,52.59,0

29,07:00-07:15,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,97.03,130.84,66.23,16.5,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,26.22,5.73,0,27.69,51.96,0

30,07:15-07:30,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,97.03,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,26.37,5.73,0,27.69,51.96,0

31,07:30-07:45,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,110.32,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,26.67,5.73,0,27.69,51.96,0

32,07:45-08:00,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,80.36,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,266.62,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,27.54,5.73,0,27.69,51.96,0

33,08:00-08:15,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,27.66,5.73,0,27.69,51.33,0

34,08:15-08:30,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,27.66,5.73,0,27.69,51.33,0

35,08:30-08:45,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,27.99,5.73,0,27.69,51.33,0

36,08:45-09:00,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.78,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,27.99,5.73,0,27.69,51.33,0

37,09:00-09:15,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.2,5.73,0,27.69,50.06,0

38,09:15-09:30,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.2,5.73,0,27.69,50.06,0

39,09:30-09:45,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.34,5.73,0,27.69,50.06,0

40,09:45-10:00,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.34,5.73,0,27.69,50.06,0

41,10:00-10:15,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,30.46,5.73,0,27.69,50.06,0

42,10:15-10:30,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,30.46,5.73,0,27.69,50.06,0

43,10:30-10:45,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,52.99,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,29.11,5.73,0,27.69,50.06,0

44,10:45-11:00,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,80.52,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,279.18,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,29.11,5.73,0,27.69,50.06,0

45,11:00-11:15,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,79.87,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,37.53,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,307.3,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,29.11,5.73,0,27.69,49.43,0

46,11:15-11:30,24.99,0,24.36,0,34.19,24.33,98.32,0,0,74.94,45,30.39,0,0,79.87,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,318.56,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,29.11,5.73,0,27.69,49.43,0

47,11:30-11:45,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.87,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,44.15,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,329.8,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,29.11,5.73,0,27.69,49.43,0

48,11:45-12:00,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.87,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,19.56,55.38,0,175.79,0,11.25,125.27,130.84,52.28,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.22,5.73,0,27.69,49.43,0

49,12:00-12:15,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.87,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,52.28,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.22,5.73,0,27.69,48.8,0

50,12:15-12:30,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.87,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.05,5.73,0,27.69,48.8,0

51,12:30-12:45,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.13,5.73,0,27.69,48.8,0

52,12:45-13:00,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,27.93,5.73,0,27.69,48.8,0

53,13:00-13:15,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,29.26,5.73,0,27.69,48.8,0

54,13:15-13:30,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,29.26,5.73,0,27.69,48.16,0

