Block,Time Block,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,JHAJJAR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TALST2,TALA,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,URI,UNCHAHAR2,UNCHAHAR1,TelanganaSTPP,FSTPP I & II,DULHASTI,DHAULIGNGA,TEHRI,TANDA2,TANAKPUR,RSTPSU1TO6,SASAN,RSTPSU7,SALAL,SEWA2,SIMHST1,BRBCL,CHAMERA1,BSIUL,DADRT2,CHAMERA3,CHAMERA2,MAPS,KOTESHWR,KGSU1AND2,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,KKNP,KUDGI,RAPPC,RIHAND3,RAPPB,RIHAND2,RIHAND1,KHSTPP-I,KGSU3AND4,RAMPUR,NTPL,PARBATI3,AURY_RF,AURY_LF,DADRI_GF,DADRI_LF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.81,0,404.32,0,12.34,0,0,17.11,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,114.66,88.83,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,11.5,0,404.32,0,12.34,0,0,14.43,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,114.66,88.83,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,11.5,0,404.32,0,12.34,0,0,13.54,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,114.66,88.83,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.81,0,404.32,0,12.34,0,0,13.41,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.81,0,404.32,0,12.34,0,0,10.58,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.81,0,404.32,0,12.34,0,0,10.57,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,11.5,0,404.32,0,12.34,0,0,13.36,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,11.5,0,404.32,0,12.34,0,0,14.76,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.81,0,404.32,0,12.34,0,0,13.4,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.18,0,404.32,0,12.34,0,0,15.78,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.18,0,404.32,0,12.34,0,0,18.6,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.18,0,404.32,0,12.34,0,0,19.31,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.18,0,404.32,0,12.34,0,0,19.31,0,0,217.8,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,40.01,0,0,0,0,0,0,0,0,0,0,0,236.97,0,0,85.33,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,8.8,14.41,0,6.18,0,404.32,0,76.64,0,0,19.31,0,0,212.97,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,40.01,0,0,20.11,0,0,0,0,0,0,0,0,236.97,0,0,85.33,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,14.41,0,6.18,0,404.32,0,76.64,0,0,19.31,0,0,212.97,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,40.01,0,0,40.97,0,0,0,0,0,0,0,0,236.97,0,0,85.33,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,14.41,0,6.18,0,404.32,0,76.64,0,0,19.31,0,0,212.97,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,40.01,0,0,67.2,0,0,0,0,0,0,0,0,236.97,0,0,85.33,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,14.41,0,6.18,0,404.32,0,76.64,0,0,19.31,0,0,212.97,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,40.01,0,0,89.41,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,47.72,8.8,14.41,0,6.18,0,404.32,0,12.34,0,0,19.31,0,1.06,212.97,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,40.01,0,0,112.92,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,47.72,17.6,14.41,0,6.18,0,404.32,0,12.34,0,0,19.31,11.44,2.12,198.49,9.35,3.86,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,40.01,0,0,135.5,0,0,0,0,0,0,0,0,232.69,0,0,117.63,0,0,0,0,4.41,0,1.6,22.52,12.04,0,13.52,47.72,26.53,30.06,0,6.18,0,404.32,0,12.34,0,0,19.31,13.57,6.3,181.38,18.69,7.72,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,6.14,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,40.01,0,0,135.5,0,0,0,0,0,0,0,0,232.69,0,0,117.63,0,0,0,0,4.41,0,2.66,22.52,12.04,0,13.52,47.72,36.35,30.06,0,6.18,0,404.32,0,12.34,5.09,0,19.31,13.57,18.89,181.38,28.06,38.15,0,19.04,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,40.01,0,0,135.5,0,0,0,0,0,0,0,0,232.69,0,0,117.63,0,0,0,0,4.41,0,2.66,22.52,12.04,0,13.52,47.72,36.35,30.06,0,6.18,0,404.32,0,12.34,10.18,0,19.31,13.57,18.89,181.38,28.06,38.15,0,19.04,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,40.01,0,0,135.5,0,0,0,0,0,0,0,0,232.69,0,0,117.63,0,0,0,0,4.41,0,37.84,22.52,12.04,0,13.52,47.72,36.35,29.62,0,6.18,0,404.32,0,12.34,10.18,0,19.31,13.57,18.89,181.38,28.06,38.15,0,19.04,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,40.01,0,0,135.5,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,18.18,0,37.84,30.68,14.97,0,13.52,47.72,36.35,14.41,0,6.18,0,404.32,0,12.34,10.18,0,19.31,11.44,18.89,181.38,28.06,38.15,0,19.04,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,40.01,0,0,135.5,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,18.18,0,2.66,30.68,14.97,0,13.52,47.72,36.35,0,0,6.18,0,404.32,0,12.34,5.09,0,19.31,0,18.89,181.38,28.06,38.15,0,19.04,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,40.01,0,0,109.72,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,18.18,0,1.6,30.68,14.97,0,13.52,31.82,26.53,0,0,6.18,0,404.32,0,12.34,0,0,19.31,0,6.3,181.38,18.69,11.59,0,8.56,0,0,0,0,125.16,0,0,50.23,120.03,0,103.62,76.05,38.15,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,40.01,0,0,82.47,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,18.18,0,1.6,30.68,14.97,0,13.52,31.82,17.6,0,0,6.18,0,404.32,0,12.34,0,0,19.31,0,1.06,181.38,9.35,11.59,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,40.01,0,0,71.41,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,18.18,0,1.6,30.68,14.97,0,13.52,31.82,8.8,0,0,5.56,0,404.32,0,12.34,0,0,19.31,0,0,181.38,9.35,11.59,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,40.01,0,0,40.23,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,18.18,0,1.6,30.68,14.97,0,13.52,31.82,8.8,0,0,5.56,0,404.32,0,12.34,0,0,19.31,0,0,181.38,9.35,11.59,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,2.66,30.68,14.97,0,13.52,31.82,8.8,0,0,5.56,0,393.74,0,12.34,0,0,19.31,0,0,181.38,9.35,11.59,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,37.84,30.68,14.97,0,13.52,31.82,8.8,0,0,5.56,0,393.74,0,12.34,0,0,19.31,0,0,181.38,9.35,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,37.84,30.68,14.97,0,13.52,15.91,0,0,0,5.56,0,383.75,0,25.81,0,0,19.31,0,0,181.38,9.35,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,2.66,30.68,14.97,0,13.52,15.91,0,0,0,5.56,0,383.41,0,25.81,0,0,19.31,0,0,181.38,9.35,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,0,0,0,5.56,0,383.41,0,25.81,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,0,0,0,6.18,0,393.99,0,25.81,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,0,0,0,4.95,0,393.99,0,25.81,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,97.2,0,88.01,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,0,0,0,4.95,0,393.99,0,25.81,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,97.2,0,88.01,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,0,0,0,11.51,0,338.16,0,25.81,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,97.2,0,88.01,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,15.91,0,0,0,6.18,0,244.38,0,25.81,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,97.2,0,88.01,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,15.91,0,0,0,6.18,0,244.38,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,97.2,0,88.01,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,2.13,23.33,11.6,0,13.52,15.91,0,0,0,6.18,0,244.38,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,97.2,0,88.01,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,37.84,23.33,11.6,0,13.52,15.91,0,0,0,11.51,0,238.52,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.3,0,87.55,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,37.84,23.33,11.6,0,13.52,15.91,0,0,0,11.51,0,238.52,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.3,0,87.55,76.05,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,15.91,0,0,0,6.18,0,238.58,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.23,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,15.91,0,0,0,6.18,0,238.58,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.23,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,15.91,0,0,0,6.18,0,238.58,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.23,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,15.91,0,0,0,6.18,0,238.58,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.23,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,31.82,0,0,0,6.18,0,238.58,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.23,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,31.82,0,0,0,6.18,0,238.58,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,96.23,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,31.82,0,0,0,6.18,0,232.92,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,95.36,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,31.82,0,0,0,6.18,0,232.92,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,95.36,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,31.82,0,0,0,11.51,0,244.38,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,95.27,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,232.69,0,0,86.51,0,0,0,0,4.41,0,1.6,23.33,11.6,0,13.52,31.82,0,0,0,6.18,0,244.38,0,12.34,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,95.27,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,0,0,0,6.18,0,331.27,0,24.69,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,95.27,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,0,0,0,6.18,0,393.99,0,24.69,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,95.27,0,88.01,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,0,0,0,6.18,0,393.99,0,24.69,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

