Column1,Time,NR/01102023/22052037/LT-59,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/6528,GNA/WR/2024/11/01/4200,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/5531,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/7459,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6775,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/8625
69,17:00-17:15,0,13,8,55.26,18.76,11.05,28,26.67,56.33,13,26.67,3,12,8.96,79.99,25.33,56.34,4,0,6,17.29,43.11,128.78,14.37,0,114.58,47.9,28.74,99.8,0,36.4,1.65,211.72,0,32,1.65,25.23,1.69,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.22,86.41,1.47,0

70,17:15-17:30,0,9.23,8,39.83,10.17,7.97,14,26.83,57,10,26.83,1,6,4.45,80.51,26,57,2,0,2,7.22,43.11,128.78,14.37,0,114.58,47.9,28.74,99.8,0,36.4,0.84,211.72,0,32,0.84,25.23,0.86,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.22,86.41,1.47,0

71,17:30-17:45,0,5.47,8,24.41,0,4.88,7,26.5,59.67,7,26.5,0,3,2.12,79.5,26.33,59.66,0,0,1,1.47,43.11,128.78,14.37,0,114.58,47.9,28.74,85.17,0,36.4,0.32,211.72,0,31,0.32,26.24,0.32,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.22,86.41,1.47,0

72,17:45-18:00,0,1.7,8,8.98,0,1.79,1,26.83,64.33,3,26.83,0,1,1.42,80.51,27,64.34,0,0,0,0.67,43.11,128.78,14.37,0,114.58,47.9,28.74,85.17,0,36.4,0.07,211.72,0,31,0.07,26.24,0.08,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.22,86.41,1.47,0

73,18:00-18:15,0,0.96,8,5.05,0,1.01,0,27.83,52.33,2,27.83,0,0,0,83.51,27.33,52.33,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,211.72,30,31,0,26.24,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.14,86.41,1.47,50

74,18:15-18:30,0,0.42,8,2.24,0,0.45,0,28.67,57.33,0,28.67,0,0,0,85.99,27.67,57.33,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,211.72,30,31,0,26.24,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.14,86.41,1.47,50

75,18:30-18:45,0,0,12.41,0.01,0,0,0,25.83,62.33,0,25.83,0,0,0,77.51,28,62.33,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,211.72,30,31,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.14,86.41,1.47,50

76,18:45-19:00,0,0,12.61,0,0,0,0,26.33,65,0,26.33,0,0,0,79.01,27.67,65,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,211.72,30,31,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.14,86.41,1.47,50

77,19:00-19:15,0,0,23.21,0,0,0,0,26.83,65,0,26.83,0,0,0,80.51,27.33,65,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,131.25,30,31,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.06,86.41,1.37,50

78,19:15-19:30,0,0,23.21,0,0,0,0,28,66.33,0,28,0,0,0,84,28,66.34,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,131.25,30,31,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.06,86.41,1.37,50

79,19:30-19:45,0,0,27.21,0,0,0,0,27.33,68.33,0,27.33,0,0,0,82.01,26.67,68.34,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,131.25,30,31,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.06,86.41,1.37,50

80,19:45-20:00,0,0,26.01,0,0,0,0,28,70.67,0,28,0,0,0,84,26.67,70.66,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,131.25,30,31,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.52,1.06,86.41,1.37,50

81,20:00-20:15,0,0,27.01,0,0,0,0,26.67,78.33,0,26.67,0,0,0,79.99,23.33,78.34,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,131.25,30,32,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.48,1.06,86.41,1.47,50

82,20:15-20:30,0,0,25.61,0,0,0,0,27,78.33,0,27,0,0,0,81,23.33,78.34,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,131.25,30,32,0,25.74,0,47.9,19.16,26.82,20.12,47.9,36.4,1.48,1.06,86.41,1.47,50

83,20:30-20:45,0,0,24.61,0,0,0,0,27.33,81.67,0,27.33,0,0,0,82.01,29,81.66,0,0,0,0,43.11,128.78,14.37,50,114.58,47.9,28.74,85.17,0,36.4,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,36.4,1.48,1.06,86.41,1.47,50

84,20:45-21:00,0,0,23.81,0,0,0,0,27.67,81.67,0,27.67,0,0,0,82.99,28.67,81.66,0,0,0,0,43.11,128.78,14.37,50,106.12,47.9,28.74,85.17,0,36.4,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,36.4,1.48,1.06,86.41,1.47,50

85,21:00-21:15,0,0,25.01,0,0,0,0,28,81.67,0,28,0,0,0,84,28.33,81.66,0,0,0,0,43.11,128.78,8.62,50,97.67,47.9,28.74,85.17,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,86.41,1.47,50

86,21:15-21:30,0,0,24.41,0,0,0,0,28.33,81.67,0,28.33,0,0,0,85.01,28,81.66,0,0,0,0,43.11,100.04,8.62,50,89.22,47.9,28.74,85.17,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,62.83,1.47,50

87,21:30-21:45,0,0,23.61,0,0,0,0,28.67,81.33,0,28.67,0,0,0,85.99,31.33,81.34,0,0,0,0,43.11,100.04,8.62,50,80.77,47.9,28.74,85.17,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,62.83,1.47,50

88,21:45-22:00,0,0,22.41,0,0,0,0,29.17,81,0,29.17,0,0,0,87.49,31.67,81,0,0,0,0,43.11,64.19,8.62,50,69.87,47.9,28.74,85.17,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,59.23,1.47,50

89,22:00-22:15,0,0,26.21,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,31.67,81.66,0,0,0,0,34.49,64.19,8.62,50,69.87,47.9,28.74,78.56,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,59.23,1.47,0

90,22:15-22:30,0,0,26.21,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,32,81.66,0,0,0,0,34.49,82.36,8.62,50,69.87,47.9,28.74,64.19,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,59.23,1.47,0

91,22:30-22:45,0,0,20.61,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,31.67,81.66,0,0,0,0,34.49,82.36,8.62,50,69.87,47.9,28.74,59.4,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,59.23,1.47,0

92,22:45-23:00,0,0,20.21,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,31.67,81.66,0,0,0,0,34.49,80.79,8.62,50,69.87,47.9,28.74,52.69,0,34.49,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,34.49,1.48,1.06,59.23,1.47,0

93,23:00-23:15,0,0,20.01,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,31.33,81.66,0,0,0,0,28.74,64.19,8.62,50,69.87,47.9,28.74,52.69,0,28.74,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,28.74,1.48,1.03,59.23,1.47,0

94,23:15-23:30,0,0,19.21,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,31,81.66,0,0,0,0,28.74,64.19,8.62,50,69.87,47.9,28.74,52.69,0,28.74,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,28.74,1.48,1.03,59.23,1.47,0

95,23:30-23:45,0,0,18.81,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,30.67,81.66,0,0,0,0,28.74,64.19,8.62,50,69.87,47.9,28.74,52.69,0,28.74,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,28.74,1.48,1.03,59.23,1.47,0

96,23:45-24:00,0,0,18.21,0,0,0,0,29.17,81.67,0,29.17,0,0,0,87.49,30,81.66,0,0,0,0,28.74,64.19,8.62,50,69.87,47.9,28.74,52.69,0,28.74,0,131.25,30,32,0,25.23,0,47.9,19.16,26.82,20.12,47.9,28.74,1.48,1.03,59.23,1.47,0

