Time,Block,NR/2023/11097/F,NR/2023/10182/A,NR/2023/11986/D,NR/2023/11102/F,NR/2023/11154/F,NR/2023/11104/F,NR/2023/12005/C,NR/2023/11096/F,NR/2023/11984/D,NR/2023/10486/A,NR/2023/11997/C,NR/2023/11995/C,NR/2023/10197/A,NR/2023/11221/F,NR/2023/10181/A,NR/2023/11988/C,NR/2023/11166/F,NR/2023/11367/F,NR/2023/11099/F,NR/2023/11095/F,NR/2023/11998/C,NR/2023/11100/F,NR/2023/11368/F,NR/2023/11343/F,NR/2023/10433/A,NR/2023/11341/F,NR/2023/11985/D,NR/2023/11369/F,Total
28,06:45-07:00,0.360000,49.910000,3.5,0.600000,9.640000,0.450000,0.000000,0.530000,1.5,20.590000,0.000000,9.850000,49.910000,17.360000,99.830000,28.540000,14.470000,0.310000,0.360000,2.890000,0.000000,0.530000,0.310000,48.220000,12.880000,115.740000,0.62,0.610000,489.51

29,07:00-07:15,0.360000,49.910000,11.2,0.600000,9.640000,0.450000,0.000000,0.530000,4.8,20.590000,0.000000,9.760000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.360000,2.890000,0.000000,0.530000,0.310000,48.220000,12.880000,115.740000,0.97,0.610000,497.7

30,07:15-07:30,0.360000,49.910000,23.8,0.600000,9.640000,0.450000,0.000000,0.530000,10.2,20.590000,0.000000,9.760000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.360000,2.890000,0.000000,0.530000,0.310000,48.220000,12.880000,115.740000,1.39,0.610000,516.12

31,07:30-07:45,0.360000,49.910000,31.5,0.600000,9.640000,0.450000,0.000000,0.530000,13.5,20.590000,0.000000,9.760000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.360000,2.890000,0.000000,0.530000,0.310000,48.220000,12.880000,115.740000,1.9,0.610000,527.63

32,07:45:08:00,0.360000,49.910000,43.4,0.600000,9.640000,0.450000,8.680000,0.530000,18.6,20.590000,0.000000,9.760000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.360000,2.890000,0.000000,0.530000,0.310000,48.220000,12.880000,115.740000,2.5,0.610000,553.91

33,08:00-08:15,0.350000,49.910000,52.5,0.590000,9.640000,0.440000,11.570000,0.560000,22.5,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,3.08,0.610000,570.21

34,08:15-08:30,0.350000,49.910000,66.5,0.590000,9.640000,0.440000,19.290000,0.560000,28.5,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,3.68,0.610000,598.53

35,08:30-08:45,0.350000,49.910000,73.5,0.590000,9.640000,0.440000,24.110000,0.560000,31.5,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,4.26,0.610000,613.93

36,08:45:09:00,0.350000,49.910000,84,0.590000,9.640000,0.440000,24.110000,0.560000,36,20.590000,0.000000,9.580000,49.910000,17.360000,99.830000,25.470000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,4.79,0.610000,629.46

37,09:00:09:15,0.350000,49.910000,98,0.590000,9.640000,0.440000,24.110000,0.560000,42,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,5.38,0.610000,652

38,09:15-09:30,0.350000,49.910000,112,0.590000,9.640000,0.440000,24.110000,0.560000,48,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,5.84,0.610000,672.46

39,09:30-09:45,0.350000,49.910000,123.9,0.590000,9.640000,0.440000,24.110000,0.560000,53.1,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,6.22,0.610000,689.84

40,09:45-10:00,0.350000,49.910000,135.1,0.590000,9.640000,0.440000,24.110000,0.560000,57.9,20.590000,0.000000,9.480000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,6.6,0.610000,706.22

41,10:00-10:15,0.350000,49.910000,147,0.590000,9.640000,0.440000,24.110000,0.560000,63,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.940000,115.740000,6.98,0.610000,723.57

42,10:15-10:30,0.350000,49.910000,154,0.590000,9.640000,0.440000,24.110000,0.560000,66,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.940000,115.740000,7.29,0.610000,733.88

43,10:30-10:45,0.350000,49.910000,159.6,0.590000,9.640000,0.440000,24.110000,0.560000,68.4,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.940000,115.740000,7.51,0.610000,742.1

44,10:45-11:00,0.350000,49.910000,168,0.590000,9.640000,0.440000,24.110000,0.560000,72,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.940000,115.740000,7.81,0.610000,754.4

45,11:00-11:15,0.350000,49.910000,168,0.590000,9.640000,0.440000,24.110000,0.560000,72,20.590000,30.000000,9.300000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,8.01,0.610000,794.51

46,11:15-11:30,0.350000,49.910000,171.5,0.590000,9.640000,0.440000,24.110000,0.560000,73.5,20.590000,30.000000,9.300000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,8.2,0.610000,799.7

47,11:30-11:45,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.300000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,8.3,0.610000,804.8

48,11:45-12:00,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.300000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,8.42,0.610000,804.92

49,12:00-12:15,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,7.42,0.610000,803.83

50,12:15-12:30,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,7.59,0.610000,804

51,12:30-12:45,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,5.6,0.610000,802.01

52,12:45-13:00,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,6.08,0.610000,802.49

53,13:00-13:15,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,4.21,0.610000,800.62

54,13:15-13:30,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,6.65,0.610000,803.06

55,13:30-13:45,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,2.65,0.610000,799.06

56,13:45-14:00,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,30.000000,9.210000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,3.34,0.610000,799.75

57,14:00-14:15,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,10.000000,9.110000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,4.9,0.610000,781.21

58,14:15-14:30,0.350000,49.910000,175,0.590000,9.640000,0.440000,24.110000,0.560000,75,20.590000,10.000000,9.110000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,6.69,0.610000,783

59,14:30-14:45,0.350000,49.910000,170.1,0.590000,9.640000,0.440000,24.110000,0.560000,72.9,20.590000,10.000000,9.110000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,5.83,0.610000,775.14

60,14:45-15:00,0.350000,49.910000,165.9,0.590000,9.640000,0.440000,24.110000,0.560000,71.1,20.590000,10.000000,9.110000,49.910000,17.360000,99.830000,27.520000,14.470000,0.310000,0.350000,2.890000,10.000000,0.560000,0.300000,48.220000,12.940000,115.740000,3.57,0.610000,766.88

61,15:00-15:15,0.350000,49.910000,157.5,0.590000,9.640000,0.440000,12.540000,0.560000,67.5,20.590000,0.000000,9.110000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,3.81,0.610000,725.52

62,15:15-15:30,0.350000,49.910000,150.5,0.590000,9.640000,0.440000,0.000000,0.560000,64.5,20.590000,0.000000,9.110000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,6.29,0.610000,705.46

63,15:30-15:45,0.350000,49.910000,143.5,0.590000,9.640000,0.440000,0.000000,0.560000,61.5,20.590000,0.000000,9.110000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,5.79,0.610000,694.96

64,15:45-16:00,0.350000,49.910000,129.5,0.590000,9.640000,0.440000,0.000000,0.560000,55.5,20.590000,0.000000,9.110000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,3.96,0.610000,673.13

65,16:00-16:15,0.350000,49.910000,117.6,0.590000,9.640000,0.440000,0.000000,0.560000,50.4,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,2.84,0.610000,655.11

66,16:15-16:30,0.350000,49.910000,106.4,0.590000,9.640000,0.440000,0.000000,0.560000,45.6,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,2.31,0.610000,638.58

67,16:30-16:45,0.350000,49.910000,91,0.590000,9.640000,0.440000,0.000000,0.560000,39,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,1.15,0.610000,615.42

68,16:45-17:00,0.350000,49.910000,75.6,0.590000,9.640000,0.440000,0.000000,0.560000,32.4,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,29.550000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0.7,0.610000,592.97

69,17:00-17:15,0.350000,49.910000,61.6,0.590000,9.640000,0.440000,0.000000,0.560000,26.4,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0.53,0.610000,574.85

70,17:15-17:30,0.350000,49.910000,49,0.590000,9.640000,0.440000,0.000000,0.560000,21,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0.49,0.610000,556.81

71,17:30-17:45,0.350000,49.910000,35,0.590000,9.640000,0.440000,0.000000,0.560000,15,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0.39,0.610000,536.71

72,17:45-18:00,0.350000,49.910000,28,0.590000,9.640000,0.440000,0.000000,0.560000,12,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0.3,0.610000,526.62

73,18:00-18:15,0.350000,49.910000,21,0.590000,9.640000,0.440000,0.000000,0.560000,9,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0.27,0.610000,516.59

74,18:15-18:30,0.350000,49.910000,7,0.590000,9.640000,0.440000,0.000000,0.560000,3,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0.14,0.610000,496.46

75,18:30-18:45,0.350000,49.910000,3.5,0.590000,9.640000,0.440000,0.000000,0.560000,1.5,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0,0.610000,491.32

76,18:45-19:00,0.350000,49.910000,0,0.590000,9.640000,0.440000,0.000000,0.560000,0,20.590000,0.000000,9.210000,49.910000,17.360000,99.830000,31.600000,14.470000,0.310000,0.350000,2.890000,0.000000,0.560000,0.300000,48.220000,12.880000,115.740000,0,0.610000,486.32

77,19:00-19:15,0.410000,49.910000,0,0.690000,9.640000,0.520000,0.000000,0.670000,0,20.590000,0.000000,9.300000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.410000,2.890000,0.000000,0.670000,0.360000,48.220000,12.880000,115.740000,0,0.720000,487.13

78,19:15-19:30,0.410000,49.910000,0,0.690000,9.640000,0.520000,0.000000,0.670000,0,20.590000,0.000000,9.300000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.410000,2.890000,0.000000,0.670000,0.360000,48.220000,12.880000,115.740000,0,0.720000,487.13

79,19:30-19:45,0.410000,49.910000,0,0.690000,9.640000,0.520000,0.000000,0.670000,0,20.590000,0.000000,9.300000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.410000,2.890000,0.000000,0.670000,0.360000,48.220000,12.880000,115.740000,0,0.720000,487.13

80,19:45-20:00,0.410000,49.910000,0,0.690000,9.640000,0.520000,0.000000,0.670000,0,20.590000,0.000000,9.300000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.410000,2.890000,0.000000,0.670000,0.360000,48.220000,12.880000,115.740000,0,0.720000,487.13

81,20:00-20:15,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.22

82,20:15-20:30,0.420000,49.910000,0,0.710000,9.640000,0.530000,0.000000,0.620000,0,20.590000,0.000000,9.390000,49.910000,17.360000,99.830000,31.600000,14.470000,0.340000,0.420000,2.890000,0.000000,0.620000,0.410000,48.220000,12.880000,115.740000,0,0.720000,487.22

