Column1,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5428,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9061,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/3646,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9042,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/5474,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,GNA/WR/2024/11/01/4200
82,20:15-20:30,271.64,200,0,28.82,65.9,86.66,0,2.14,33.62,1.84,88.61,2.75,0,0,28.82,8.65,24.98,27.26,260.83,1.39,0,8.65,0,0,15.61,0,0,6.67,12.66,0,12.67,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

83,20:30-20:45,271.64,200,0,28.82,70.04,76.17,0,2.14,33.62,1.84,52.84,2.75,0,0,28.82,8.65,24.98,27.26,226.32,1.39,0,8.65,0,0,15.01,0,0,6.67,12.66,0,12.67,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

84,20:45-21:00,271.64,200,0,28.82,70.04,76.17,0,2.14,33.62,1.84,46.11,2.75,0,0,28.82,8.65,24.98,27.26,226.32,1.39,0,8.65,0,0,14.21,0,0,6.67,12.66,0,12.67,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

85,21:00-21:15,271.64,200,0,25.94,70.04,57.35,0,1.99,25.94,1.84,46.11,2.75,0,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,0,0,13.21,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

86,21:15-21:30,271.64,200,0,25.94,70.04,57.35,0,1.99,25.94,1.84,46.11,2.75,0,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,0,0,12.41,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

87,21:30-21:45,271.64,200,0,25.94,70.04,57.35,0,1.99,25.94,1.84,46.11,2.75,0,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,0,0,12.21,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

88,21:45-22:00,271.64,200,0,25.94,70.04,57.35,0,1.99,25.94,1.84,46.11,2.75,0,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,0,0,12.21,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

89,22:00-22:15,271.64,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,12.61,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

90,22:15-22:30,271.64,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,12.81,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

91,22:30-22:45,249.78,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,20.61,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

92,22:45-23:00,211.35,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,20.01,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

93,23:00-23:15,192.14,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,19.61,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

94,23:15-23:30,192.14,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,18.61,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

95,23:30-23:45,192.14,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,18.01,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

96,23:45-24:00,192.14,200,0,25.94,70.04,57.35,0,1.91,25.94,1.84,46.11,2.66,63.42,0,25.94,8.65,24.98,28.26,170.66,1.39,0,8.65,190.26,0,17.81,0,0,6.67,12.34,0,12.33,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

