Block,Time,DULHASTI,KGSU1AND2,NLCIIST1,NLCTS2EXP,RAPPD,RIHAND2,SIMHST1,TelanganaSTPP,VALLURNTECL,ANTA_CRF,AURY_GF,DADRI_CRF,CHAMERA1,DADRT2,KKNPPU2,KOTESHWR,RIHAND3,SALAL,ANTA_LF,KGSU3AND4,KKNP,KUDGI,SEWA2,AURY_RF,DHAULIGNGA,KOLDAM,NLCEXP,RAPPC,RIHAND1,SIMHST2,SINGRAULI,TALST2,TANDA2,TEHRIPSP,UNCHAHAR4,URI,AURY_CRF,NJPC,NLCIIST2,UNCHAHAR2,UNCHAHAR3,BRBCL,BSIUL,FSTPP I & II,JHAJJAR,KHSTPP-I,MAPS,NAPP,PARBATI2,SASAN,URI2,ANTA_RF,CHAMERA2,KHSTPP-II,KISHANGANGA,NNTPP,PARBATI3,RAMPUR,RAPPB,SINGRAULI_HYDRO,TALA,TEHRI,AURY_LF,DADRI_LF,DADRI_RF,CHAMERA3,NTPL,RSTPSU1TO6,RSTPSU7,TANAKPUR,UNCHAHAR1,ANTA_GF,DADRI_GF
12,02:45-03:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,40.57,130.84,83.67,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,2.83,0,1.52,44.16,0,175.79,0,43.61,27,24.99,0,20.15,667.25,45.53,0,24.23,12.66,345.38,32.74,52.59,47.12,98.87,4.64,0,56.49,5.67,0,0,20.31,74.94,0,0,105.39,33.94,0,0,0,3.85,21.65,0,0

13,03:00-03:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,42.83,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,2.83,0,1.52,52.36,0,175.79,0,43.61,27,24.99,0,20.15,667.25,45.53,0,24.23,12.66,348.98,37.42,52.59,47.12,98.87,4.64,0,56.49,5.67,0,0,20.31,74.94,0,0,105.39,33.94,0,0,0,3.85,21.65,0,0

14,03:15-03:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,42.83,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,52.36,0,175.79,0,43.61,27,24.99,0,20.15,667.25,45.53,0,24.23,12.66,348.98,37.42,52.59,47.12,98.87,4.64,0,56.49,5.67,0,0,20.31,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

15,03:30-03:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,42.83,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.61,27,24.99,0,20.15,667.25,45.53,0,24.23,12.66,348.98,32.74,52.59,47.12,98.87,4.64,0,56.49,5.67,0,0,19.93,74.94,0,0,105.39,33.94,0,0,0,13.06,21.65,0,0

16,03:45-04:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,42.83,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.61,27,24.99,0,20.15,667.25,45.53,0,24.23,12.66,348.98,32.74,52.59,47.12,98.87,4.64,0,56.49,5.67,0,0,19.93,74.94,0,0,105.39,33.94,0,0,0,13.06,21.65,0,0

17,04:00-04:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,30.43,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.61,27,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,37.42,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.87,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

18,04:15-04:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,30.43,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.61,27,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,37.42,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.87,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

19,04:30-04:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,30.43,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.61,27,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,32.74,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.78,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

20,04:45-05:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,30.43,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.61,27,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,32.74,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.78,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

21,05:00-05:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,20.29,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.7,27.09,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,37.42,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.51,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

22,05:15-05:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,20.29,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.52,37.53,0,175.79,0,43.7,27.09,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,37.42,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.51,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

23,05:30-05:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,20.29,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.62,37.53,0,175.79,0,43.7,27.09,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,32.74,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

24,05:45-06:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,20.29,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.62,37.53,0,175.79,0,43.7,27.09,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,32.74,52.85,47.12,98.87,4.64,0,55.75,5.67,0,0,19.22,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

25,06:00-06:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,685.7,0,20.29,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.62,37.53,0,175.79,0,43.7,27.09,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,32.74,52.59,47.12,98.87,4.64,0,52.03,5.67,0,0,14.79,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

26,06:15-06:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,685.7,0,20.29,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.62,37.53,0,175.79,0,43.7,27.09,24.99,19.56,20.15,466.84,45.53,0,24.23,12.66,348.98,32.74,52.59,47.12,98.87,4.64,0,52.03,5.67,0,0,14.69,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

27,06:30-06:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,685.7,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.62,52.36,0,175.79,0,43.7,27.09,24.99,19.56,20.15,466.84,45.53,0,24.23,12.66,348.98,31.17,52.59,47.12,98.87,4.64,0,52.03,5.67,0,0,14.61,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

28,06:45-07:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,685.7,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.62,52.36,0,175.79,0,43.7,27.09,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.59,47.12,98.87,4.64,0,52.03,5.67,0,0,14.4,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

29,07:00-07:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,1.62,44.16,0,175.79,0,43.7,27.09,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.59,47.12,98.87,4.64,0,55.75,5.67,0,0,13.96,74.94,0,0,105.39,33.94,0,0,0,11.91,21.25,0,0

30,07:15-07:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.59,47.12,98.87,4.64,0,55.75,5.67,0,0,13.9,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

31,07:30-07:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.59,47.12,98.87,4.64,0,55.75,5.67,0,0,13.87,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

32,07:45-08:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,52.36,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.59,47.12,98.87,4.64,0,55.75,5.67,0,0,14.05,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

33,08:00-08:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.09,47.12,98.87,4.64,0,55.75,5.67,0,0,14.2,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

34,08:15-08:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.09,47.12,98.87,4.64,0,55.75,5.67,0,0,14.2,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

35,08:30-08:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,52.36,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.09,47.12,98.87,4.64,0,55.75,5.67,0,0,14.79,56.21,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

36,08:45-09:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.91,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,52.36,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,52.09,47.12,98.87,4.64,0,55.75,5.67,0,0,14.93,37.47,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

37,09:00-09:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,52.36,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,51.59,47.12,98.87,4.64,0,55.75,5.67,0,0,15.52,18.74,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

38,09:15-09:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,37.53,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,51.59,47.12,98.87,4.64,0,55.75,5.67,0,0,15.52,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

39,09:30-09:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,37.53,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,51.59,47.12,98.87,4.64,0,49.06,5.67,0,0,17.93,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

40,09:45-10:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.34,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,37.53,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,51.59,47.12,98.87,4.64,0,49.06,5.67,0,0,17.93,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

41,10:00-10:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.92,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,37.53,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.82,47.12,98.87,4.64,0,38.65,5.67,0,0,18.11,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

42,10:15-10:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.92,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.82,47.12,98.87,4.64,0,38.65,5.67,0,0,18.11,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

43,10:30-10:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.92,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.57,47.12,98.87,4.64,0,37.91,5.67,0,0,18.11,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

44,10:45-11:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.92,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.57,47.12,98.87,4.64,0,37.91,5.67,0,0,18.11,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

45,11:00-11:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.92,0,0,0,0,18.34,80.65,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.52,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

46,11:15-11:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,81.92,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.52,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

47,11:30-11:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,10.14,130.84,84.83,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,30.91,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.7,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

48,11:45-12:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,20.51,130.84,84.83,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,30.91,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,50.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.7,0,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

49,12:00-12:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,30.43,130.84,84.83,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,19.87,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,49.81,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,18.74,0,0,105.39,33.94,0,0,0,3.85,21.65,0,0

50,12:15-12:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,19.87,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,49.81,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,37.47,0,0,105.39,33.94,0,0,0,3.85,21.65,0,0

51,12:30-12:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,52.36,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,49.81,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,56.21,0,0,105.39,33.94,0,0,0,3.85,21.65,0,0

52,12:45-13:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,52.36,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,49.81,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

53,13:00-13:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,33.12,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,49.56,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

54,13:15-13:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,33.12,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,31.17,49.56,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

