Block,Time Block,KOLDAM,KUDGI,NAPP,MAPS,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,KHSTPP-I,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,DADRI_LF,DADRI_GF,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,AURY_GF,AURY_CRF,DADRT2,TALA,RIHAND3,TANDA2,SASAN,SINGRAULI_HYDRO,SIMHST1,TALST2,RSTPSU1TO6,SIMHST2,TEHRI,TANAKPUR,RSTPSU7,SINGRAULI,SALAL,SEWA2,UNCHAHAR2,URI,ANTA_RF,ANTA_GF,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,ANTA_CRF,URI2,UNCHAHAR3,TelanganaSTPP,ANTA_LF,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,PARBATI3,RAPPB,RIHAND2,NLCEXP,NJPC,NLCIIST1,RIHAND1,NLCIIST2,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,0,119.84,0,347.04,0,0,0,0,0,14.39,8.89,0,133.75,12.32,0,40.87,4.25,0,0,0,19.82,0,0,25.93,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

7,01:30-01:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,0,119.84,0,347.04,0,0,0,0,0,14.39,8.89,0,133.75,12.32,0,40.87,4.25,0,0,0,19.82,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

8,01:45-02:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,0,119.84,0,347.04,0,0,0,0,0,14.39,8.89,0,133.75,25.77,0,40.87,4.25,0,0,0,19.82,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

9,02:00-02:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,292.06,0,119.84,0,347.04,0,0,0,0,0,14.39,12.59,0,133.75,76.52,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

10,02:15-02:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,12.59,0,133.75,76.52,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

11,02:30-02:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,76.52,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

12,02:45-03:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,76.52,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

13,03:00-03:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,25.77,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

14,03:15-03:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

15,03:30-03:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

16,03:45-04:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

17,04:00-04:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

18,04:15-04:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,6.39,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,43.18,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

19,04:30-04:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,28.74,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,42.91,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

20,04:45-05:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,28.74,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,42.91,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

21,05:00-05:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,327.52,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,6.39,0,0,0,17.68,0,0,4.41,0,0,0,0,0,9.33,12.7,13.55,0,0,114.48,0,42.91,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

22,05:15-05:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,308,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,1.06,9.33,25.39,13.55,2.46,0,114.48,0,42.91,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

23,05:30-05:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,288.48,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,0,6.29,9.33,25.39,13.55,6.13,0,114.48,0,67.64,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

24,05:45-06:00,0,0,39.95,0,142.96,0,17.3,0,0,43.89,175.79,26.49,20.05,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,281.97,0,0,0,0,0,14.39,9.63,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.41,0,0,0,11.42,6.29,18.66,25.39,13.55,31.91,0,114.48,0,85.73,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

25,06:00-06:15,0,0,39.95,0,142.96,0,28.52,0,0,43.89,175.79,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,281.97,0,0,0,0,0,30.01,12.59,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,7.13,0,0,0,13.54,18.86,29.46,39.32,13.55,31.91,0,114.48,0,112.74,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

26,06:15-06:30,0,0,39.95,0,142.96,0,28.52,0,0,43.89,175.79,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,281.97,0,0,0,0,0,30.01,12.59,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,7.13,0,0,0,13.54,18.86,29.46,39.32,13.55,31.91,0,114.48,0,112.74,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

27,06:30-06:45,0,0,39.95,0,142.96,0,28.52,0,0,43.89,204.41,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,315.6,0,119.84,0,281.97,0,0,0,0,0,30.01,10.5,0,133.75,12.32,0,40.87,4.25,0,0,0,19.82,0,0,4.67,0,0,0,13.54,18.86,29.46,39.32,13.55,31.91,0,114.48,0,112.74,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

28,06:45-07:00,0,0,39.95,0,142.96,0,28.52,0,0,43.89,204.41,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,315.6,0,119.84,0,281.97,0,0,0,0,0,29.58,10.5,0,133.75,12.32,0,40.87,4.25,0,0,0,19.82,0,0,4.67,0,0,0,13.54,18.86,29.46,39.32,13.55,31.91,0,114.48,0,112.74,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

29,07:00-07:15,0,0,39.95,0,142.96,0,9.51,0,0,43.89,204.41,26.49,20.05,47.65,0,0,0,0,0,0,0,0,0,0,325.24,0,119.84,0,281.97,0,0,0,0,0,14.39,9.26,0,133.75,12.32,0,40.87,5.32,0,0,0,19.82,0,0,4.67,0,0,0,11.42,6.29,18.66,38.09,13.55,31.91,0,114.48,0,112.74,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

30,07:15-07:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,325.24,0,119.84,0,281.97,0,0,0,0,0,0,9.26,0,133.75,12.32,0,40.87,5.32,0,0,0,19.82,0,0,4.67,0,0,0,0,6.29,18.66,25.39,13.55,6.13,0,114.48,0,85.54,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

31,07:30-07:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,305.96,0,119.84,0,281.97,0,0,0,0,0,0,9.26,0,133.75,29.12,0,40.87,5.32,0,0,0,19.82,0,0,4.67,0,0,0,0,6.29,18.66,38.09,13.55,2.46,0,114.48,0,85.54,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

32,07:45-08:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,305.96,0,119.84,0,281.97,0,0,0,0,0,0,9.26,0,133.75,76.52,0,40.87,5.32,0,0,0,19.82,0,0,4.67,0,0,0,0,6.29,18.66,38.09,13.55,0,0,114.48,0,67.64,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

33,08:00-08:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,17.28,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,289.8,0,0,0,0,0,0,9.26,0,133.75,76.52,0,35.23,28.74,0,0,0,17.08,0,0,4.67,0,0,0,0,6.29,9.33,38.09,13.55,0,0,114.48,0,67.64,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

34,08:15-08:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,185.43,8.78,17.28,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,298.93,0,0,0,0,0,0,9.26,0,133.75,76.52,0,35.23,28.74,0,0,0,17.08,0,0,4.67,0,0,0,0,6.29,9.33,25.39,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

35,08:30-08:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,17.28,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,306.52,0,0,0,0,0,0,9.26,0,133.75,76.52,0,35.23,7.45,0,0,0,17.08,0,0,4.67,0,0,0,0,6.29,0,25.39,13.55,0,0,114.48,0,45.1,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

36,08:45-09:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,195.07,8.78,17.28,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,314.12,0,0,0,0,0,0,9.26,0,133.75,25.77,0,35.23,6.39,0,0,0,17.08,0,0,4.67,0,0,0,0,6.29,0,9.63,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

37,09:00-09:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,190.25,8.78,17.28,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,323.43,0,0,0,0,0,0,9.26,0,134.64,24.65,0,35.23,6.39,0,0,0,17.08,0,0,4.67,0,0,0,0,6.29,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

38,09:15-09:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,190.25,8.78,17.28,47.65,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,334.28,0,0,0,0,0,0,9.26,0,134.65,24.65,0,35.23,6.39,0,0,0,17.08,0,0,4.67,0,0,0,0,6.29,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

39,09:30-09:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,185.43,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,344.61,0,0,0,0,0,0,9.26,0,134.65,24.65,0,36.79,5.32,0,0,0,19.82,0,0,4.67,0,0,0,0,6.29,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

40,09:45-10:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,0,9.26,0,134.65,24.65,0,40.87,5.32,0,0,0,19.82,0,0,4.67,0,0,0,0,6.29,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

41,10:00-10:15,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,17.85,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,0,9.26,0,133.75,24.65,0,36.28,14.89,0,0,0,17.68,0,0,4.67,0,0,0,0,6.29,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

42,10:15-10:30,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,17.85,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,0,9.26,0,133.75,24.65,0,36.28,14.89,0,0,0,17.68,0,0,4.67,0,0,0,0,6.29,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

43,10:30-10:45,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,17.85,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,0,9.26,0,133.75,24.65,0,36.28,6.92,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

44,10:45-11:00,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,17.85,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,0,9.26,0,133.75,24.65,0,36.28,6.92,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

45,11:00-11:15,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,0,12.59,0,133.75,24.65,0,30.64,5.32,0,0,0,14.94,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

46,11:15-11:30,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0,119.84,0,347.04,0,0,0,0,0,0,12.59,0,133.75,24.65,0,30.64,5.32,0,0,0,14.94,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

47,11:30-11:45,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0.43,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,24.65,0,30.64,3.19,0,0,0,14.94,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

48,11:45-12:00,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0.43,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,24.65,0,30.64,3.19,0,0,0,14.94,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

49,12:00-12:15,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0.43,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,3.19,0,0,0,14.94,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

50,12:15-12:30,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,0.43,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,3.19,0,0,0,14.94,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

51,12:30-12:45,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,0,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,3.19,0,0,0,14.94,0,0,25.93,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

52,12:45-13:00,0,0,39.95,0,142.96,0,0,0,0,43.89,174.82,0,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,3.19,0,0,0,14.94,0,0,25.93,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

53,13:00-13:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,174.82,0,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,3.19,0,0,0,14.94,0,0,25.93,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

54,13:15-13:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,174.82,0,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,347.04,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,3.19,0,0,0,14.94,0,0,25.93,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

55,13:30-13:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,356.53,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,26.61,0,0,0,14.94,0,0,25.93,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

56,13:45-14:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,369.9,0,0,0,0,0,0,9.88,0,133.75,12.32,0,30.64,26.61,0,0,0,14.94,0,0,25.93,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,22.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

57,14:00-14:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,12.32,0,36.28,4.25,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

58,14:15-14:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,174.82,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,286.68,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,12.32,0,36.28,3.19,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

59,14:30-14:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,288.61,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,12.32,0,36.28,3.19,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

60,14:45-15:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,288.61,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,12.32,0,36.28,3.19,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

