Block,Time,BSIUL,KOLDAM,RAPPB,SASAN,SINGRAULI,UNCHAHAR3,ANTA_RF,DADRI_GF,DADRI_LF,MAPS,RSTPSU1TO6,SINGRAULI_HYDRO,ANTA_LF,AURY_GF,KHSTPP-II,KOTESHWR,KUDGI,NJPC,NTPL,RAPPC,RIHAND1,TelanganaSTPP,DADRI_CRF,KISHANGANGA,KKNP,SALAL,UNCHAHAR4,URI2,ANTA_CRF,AURY_CRF,DADRI_RF,CHAMERA3,DHAULIGNGA,DULHASTI,FSTPP I & II,KHSTPP-I,NLCIIST1,RSTPSU7,TALA,UNCHAHAR1,UNCHAHAR2,BRBCL,CHAMERA1,CHAMERA2,DADRT2,JHAJJAR,KGSU1AND2,RAMPUR,RIHAND3,TANAKPUR,TEHRI,URI,AURY_LF,AURY_RF,NLCIIST2,NLCTS2EXP,NNTPP,PARBATI3,RIHAND2,SEWA2,TANDA2,KGSU3AND4,KKNPPU2,NAPP,NLCEXP,SIMHST1,SIMHST2,TALST2,VALLURNTECL,ANTA_GF
12,02:45-03:00,13.04,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,83.67,1.62,36.05,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,10.21,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,48.02,0,78.06,0,0,0,17.56,121.71,11.58,2.89,0,0,44.62,0,0,0,0,0,0

13,03:00-03:15,13.04,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,10.21,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,48.02,0,78.06,0,0,0,17.56,121.71,5.79,2.89,0,0,44.62,0,0,0,0,0,0

14,03:15-03:30,13.04,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,10.21,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,48.02,0,78.06,0,0,0,17.56,121.71,3.96,2.89,0,0,44.62,0,0,0,0,0,0

15,03:30-03:45,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.76,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.61,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

16,03:45-04:00,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.76,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.61,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

17,04:00-04:15,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.76,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,12.94,76.61,43.61,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

18,04:15-04:30,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.76,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,12.94,76.61,43.61,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

19,04:30-04:45,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.64,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,12.94,76.61,48.02,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

20,04:45-05:00,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.55,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,12.94,76.61,48.02,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

21,05:00-05:15,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.47,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

22,05:15-05:30,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,9.38,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

23,05:30-05:45,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.88,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.94,0,78.06,0,0,0,23.89,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

24,05:45-06:00,19.56,5.35,0,413.44,140.21,27.05,48.13,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.23,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.94,0,78.06,0,0,0,54.11,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

25,06:00-06:15,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.06,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.94,0,78.06,0,0,0,54.11,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

26,06:15-06:30,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,7.82,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.94,0,78.06,0,0,0,54.11,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

27,06:30-06:45,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,7.88,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.61,0,78.06,0,0,0,54.11,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

28,06:45-07:00,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.06,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.61,0,78.06,0,0,0,54.11,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

29,07:00-07:15,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.58,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.61,0,78.06,0,0,0,54.11,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

30,07:15-07:30,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.76,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,43.61,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

31,07:30-07:45,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.82,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,48.02,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

32,07:45-08:00,19.56,5.35,0,413.44,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,97.42,32.08,40.4,53.79,20.8,33.69,0,0,8.82,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.53,76.61,48.02,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

33,08:00-08:15,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,8.82,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,12.94,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

34,08:15-08:30,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,12.94,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

35,08:30-08:45,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

36,08:45-09:00,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

37,09:00-09:15,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

38,09:15-09:30,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

39,09:30-09:45,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,25.44,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

40,09:45-10:00,19.56,5.35,0,418.77,133.21,27.05,46.96,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,25.44,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,78.06,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

41,10:00-10:15,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,12.72,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

42,10:15-10:30,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.17,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

43,10:30-10:45,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.62,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

44,10:45-11:00,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.62,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

45,11:00-11:15,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.62,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

46,11:15-11:30,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.62,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

47,11:30-11:45,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

48,11:45-12:00,19.56,5.35,0,418.77,133.21,27.05,46.72,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

49,12:00-12:15,6.52,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

50,12:15-12:30,6.52,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

51,12:30-12:45,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

52,12:45-13:00,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

53,13:00-13:15,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

54,13:15-13:30,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

55,13:30-13:45,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

56,13:45-14:00,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,94.95,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,0,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.81,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

