Block,Time Block,JHAJJAR,CHAMERA3,BSIUL,DHAULIGNGA,FSTPP I & II,CHAMERA2,KGSU1AND2,BRBCL,DULHASTI,DADRT2,CHAMERA1,KISHANGANGA,KHSTPP-I,KGSU3AND4,KHSTPP-II,MAPS,KOLDAM,KUDGI,KOTESHWR,KKNP,KKNPPU2,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,NAPP,NTPL,NLCEXP,NLCIIST1,SALAL,SEWA2,SINGRAULI,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RAMPUR,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RAPPC,RSTPSU1TO6,SIMHST2,RSTPSU7,URI2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,TANDA2,UNCHAHAR4,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,DADRI_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,4.16,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,123.01,31.13,122.87,0,117.19,398.64,3.41,91.14,0,0,58,0,0,0,34.71,0,19.31,7.27,0,9.72,30.6,33.49,65.21,14.92,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,4.16,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,123.01,18.95,122.87,0,117.19,398.64,3.41,91.14,0,0,58,0,0,0,21.34,0,14.33,7.27,0,9.72,23.15,33.49,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,4.16,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,123.01,18.95,122.87,0,117.19,398.64,3.41,91.14,0,0,58,0,0,0,21.34,0,14.33,10.36,0,9.72,23.15,30.82,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,123.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0,58,0,0,0,23.48,0,14.33,10.36,0,9.57,23.15,33.49,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,123.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0,58,0,0,0,23.48,0,14.33,7.27,0,9.57,23.15,33.49,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.71,58,0,0,0,23.48,0,14.33,7.27,0,9.57,23.15,33.49,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.71,58,0,0,0,23.48,0,14.33,7.27,0,9.57,23.15,33.49,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,73.84,0,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.71,58,0,0,0,34.71,0,14.33,7.27,0,9.57,23.15,40.39,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,73.84,0,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.71,58,0,0,0,34.71,0,14.33,10.36,0,9.57,23.15,40.39,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,72.72,0,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.71,58,0,0,0,34.71,0,14.33,10.36,0,9.57,23.15,34.02,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.92,0,84.5,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,72.72,0,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.71,58,0,0,0,34.71,0,14.33,6.66,0,9.57,23.15,34.02,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,21.73,0,65.68,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,34.71,0,14.33,8.63,0,9.57,23.15,34.02,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,21.73,0,65.68,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,29.77,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,34.71,0,14.33,12.33,0,9.57,23.15,34.02,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,21.73,0,65.68,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,28.46,0,14.33,8.02,0,9.57,23.15,40.39,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,21.73,0,65.68,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,28.46,0,14.33,8.02,0,9.57,23.15,40.39,65.21,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,18.43,0,52.55,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,28.46,0,14.33,8.02,0,9.28,23.15,34.02,64.93,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,20.51,0,63.24,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,28.46,0,14.33,8.02,0,9.12,23.15,34.02,64.38,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,18.43,0,54.38,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,31.3,0,14.33,8.02,0,8.77,23.15,34.02,64.38,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,110.84,30.89,0,38.9,10.44,42.58,0,14.44,34.89,365.54,40.59,4.16,21.73,0,65.18,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,51.42,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,31.3,0,17.79,8.02,0,8.47,28.158,34.02,64.38,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,110.84,30.89,0,38.9,11.04,42.58,0,14.44,34.89,365.54,40.59,4.16,21.73,0,65.18,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,51.42,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,31.3,0,17.79,2.47,0,8.32,28.022,34.02,64.38,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,110.84,30.89,0,38.9,11.04,42.58,0,14.44,34.89,365.54,40.59,4.16,24.79,0,76.39,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,120.01,51.42,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,31.3,0,17.79,2.47,0,8.32,27.791,40.39,64.38,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,110.84,30.89,0,38.9,11.04,42.58,0,14.44,34.89,365.54,40.59,4.16,24.79,0,76.39,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,116.26,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,31.3,0,17.79,4.94,0,8.36,27.791,40.39,64.38,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,110.84,30.89,0,38.9,11.04,42.58,0,14.44,34.89,365.54,40.59,4.16,24.79,0,76.39,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,70.49,0,116.26,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,31.3,0,17.79,9.25,0,8.49,27.791,34.02,48.28,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,110.84,30.89,0,38.9,11.04,42.58,0,14.44,34.89,365.54,40.59,4.16,24.79,0,76.39,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,5.58,116.26,35.18,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,23.48,0,17.79,12.33,0,8.58,28.158,34.02,48.28,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,110.84,30.89,0,38.9,10.44,42.58,0,14.44,34.89,365.54,40.59,4.16,24.79,0,76.39,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,11.14,116.26,20.3,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,23.48,0,17.79,9.25,0,8.72,28.158,34.02,32.19,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,110.84,30.89,0,38.9,10.44,42.58,0,14.44,34.89,365.54,40.59,4.16,21.55,0,66.27,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.09,116.26,20.3,122.87,0,117.19,398.64,3.41,45.57,0,0.87,58,0,0,0,23.48,0,17.79,9.25,0,8.72,28.158,34.02,32.19,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,110.84,30.89,0,38.9,10.44,42.58,0,14.44,34.89,365.54,40.59,4.16,21.55,0,65.18,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,20.3,122.87,0,117.19,398.64,3.41,45.57,0,0.87,58,0,0,0,23.48,0,17.79,12.33,0,8.72,28.158,34.02,16.09,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,110.84,30.89,0,38.9,9.06,42.58,0,14.44,34.89,363.34,40.59,4.16,18.43,0,52.36,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,122.87,0,117.19,398.64,3.41,45.57,0,0.87,58,0,0,0,25.61,0,14.33,9.25,0,8.72,23.15,34.02,16.09,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,18.43,0,52.36,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,122.87,0,117.19,398.64,3.41,45.57,0,0.87,58,0,0,0,25.61,0,14.33,9.25,0,8.72,23.15,34.02,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,18.43,0,52.36,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,25.61,0,14.33,12.33,0,8.72,23.15,34.02,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,110.84,30.89,0,38.9,8.54,42.58,0,14.44,34.89,363.34,40.59,4.16,18.43,0,52.36,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,25.61,0,14.33,9.25,0,9,23.15,34.02,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,23.65,0,70.86,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,20.3,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,23.48,0,14.33,9.25,0,8.63,23.15,40.39,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,23.65,0,70.86,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,20.3,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,23.48,0,14.33,12.33,0,8.63,23.15,40.39,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,23.65,0,70.86,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,20.3,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,23.48,0,14.33,9.25,0,8.63,23.15,34.02,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,23.65,0,70.86,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,20.3,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,23.48,0,14.33,9.25,0,8.63,23.15,34.02,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,110.84,30.89,0,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,4.16,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,10.08,23.15,42.52,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,4.16,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,9.94,23.15,42.52,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,4.16,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,9.79,23.15,42.52,0,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,4.16,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,70.49,16.73,116.26,29.77,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,12.59,23.15,42.52,16.09,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,44.76,16.73,116.26,17.32,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,12.46,23.15,35.08,16.09,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,44.76,16.73,116.26,17.32,110.8,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,12.46,23.15,35.08,32.19,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,44.76,11.15,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,12.32,23.15,35.08,48.28,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,44.76,11.15,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.33,8.63,0,12.03,28.158,35.08,48.28,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,365.54,40.59,2.77,27.08,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,44.76,5.58,116.26,20.3,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,17.79,6.16,0,12.03,28.158,35.08,48.28,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,365.54,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,44.76,5.58,116.26,20.3,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,17.79,6.16,0,12.03,28.158,35.08,48.28,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,365.54,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,44.76,5.58,116.26,20.3,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,17.91,6.16,0,11.6,28.898,35.08,48.28,13.75,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,110.84,30.89,0,38.9,13.16,42.58,0,14.44,34.89,365.54,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,61.55,5.58,116.26,20.3,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,17.91,6.16,0,11.6,28.898,35.08,48.28,13.78,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,110.84,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,72.72,5.58,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.4,6.16,0,11.76,23.26,35.08,48.28,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,110.84,30.89,12.56,38.9,11.27,42.58,0,14.44,34.89,363.34,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,72.72,5.58,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.4,6.16,0,11.76,23.26,35.08,48.28,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,110.84,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,363.34,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,72.72,5.58,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,14.4,8.63,0,11.76,23.26,35.08,48.28,11.79,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,110.84,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,365.54,40.59,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,72.72,5.58,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,28.46,0,17.91,9.25,0,11.76,28.898,35.08,48.28,13.78,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

