Column1,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/WR/2024/11/01/4200,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/9042,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/9061,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/27052033/DIAPL(L_NR_2023_04)
34,08:15-08:30,204.92,67.68,2.29,26.17,6.77,0,26.17,6.03,0,6.03,69.96,17.45,211.11,6.18,0,26.17,26.87,74.85,3.57,19,26,29.2,9.34,25,13.83,13.84,17,60,6.4,39,41.5,26,15.78,7.2,0,26.87,1.93,2.17,29.2,31,29.2,66.36,78.89,26.75

35,08:30-08:45,204.92,57.29,2.29,26.17,6.77,0,26.17,7.29,0,7.29,69.96,17.45,211.11,7.47,0,26.17,26.87,52.78,3.57,18,25,30.23,9,31,13.33,13.34,22,74,6.4,37,40,25,19.9,7.2,0,26.87,2.01,2.17,30.24,39,30.23,76.57,99.53,26.75

36,08:45-09:00,204.92,57.29,2.29,26.17,6.77,0,26.17,8.32,0,8.32,69.96,17.45,211.11,8.53,0,26.17,26.87,52.78,3.57,21,21.67,30.23,8.66,37,13,13,26,88,6.4,44,39,21.67,23.77,7.2,0,26.87,2.01,2.17,30.24,47,30.23,85.91,118.83,27.25

37,09:00-09:15,198.29,57.29,2.29,26.17,6.77,0,26.17,9.4,0,9.4,69.96,17.45,211.11,9.63,0,26.17,26.87,52.78,3.57,25,18.33,32.07,8.34,43,12.5,12.5,28,102,6.4,53,37.5,18.33,27.47,7.2,0,26.87,2.01,0,32.06,55,32.07,94.65,137.38,27.25

38,09:15-09:30,198.29,57.29,2.29,26.17,6.77,0,26.17,10.48,0,10.48,69.96,17.45,230.3,10.73,0,26.17,26.87,52.78,3.57,29,15,32.07,8,49,10.83,10.84,31,116,6.4,61,32.5,15,30.91,7.2,0,26.87,2.01,0,32.06,61,32.07,102.73,154.54,27.25

39,09:30-09:45,192.53,57.29,2.29,26.17,6.77,0,26.17,11.41,0,11.41,69.96,17.45,249.5,11.7,0,26.17,26.87,52.78,3.57,31,13.33,32.23,7.34,54,9.17,9.16,33,126,6.4,66,27.5,13.33,34.08,7.2,0,26.87,2.01,0,32.24,66,32.23,109.99,170.38,28.26

40,09:45-10:00,170.46,57.29,2.29,26.17,6.77,0,26.17,12.38,0,12.38,69.96,17.45,211.11,12.68,0,26.17,26.87,52.78,3.57,34,13.33,32.23,6.66,58,7,7,35,137,6.4,71,21,13.33,36.97,7.2,0,26.87,2.01,0,32.24,72,32.23,116.32,184.88,27.76

41,10:00-10:15,170.46,57.29,2.29,26.17,6.77,0,26.17,13.01,0,13.01,69.96,17.45,172.73,13.33,0,26.17,26.87,52.78,3.48,36,13.33,32.5,6.66,61,7,7,37,144,6.4,74,21,13.33,39.65,7.2,0,26.87,2.01,0,32.5,77,32.5,121.66,198.27,27.76

42,10:15-10:30,170.46,57.29,2.29,26.17,6.77,0,26.17,13.96,0,13.96,69.96,17.45,149.23,14.31,0,26.17,26.87,52.78,3.48,38,13.33,32.5,6.66,64,7,7,39,151,6.4,79,21,13.33,42.12,7.2,0,26.87,2.01,0,32.5,82,32.5,126.19,210.59,27.76

43,10:30-10:45,170.46,57.29,2.29,26.17,6.77,0,26.17,14.59,0,14.59,69.96,17.45,149.23,14.96,0,26.17,26.87,52.78,3.48,40,13.33,32.67,6.66,67,7,7,41,158,6.4,83,21,13.33,45.22,7.2,0,26.87,2.01,0,32.66,87,32.67,130.3,226.1,26.75

44,10:45-11:00,170.46,57.29,2.29,26.17,6.77,0,26.17,14.97,0,14.97,69.96,17.45,149.23,15.35,0,26.17,26.87,52.78,3.48,41,13.33,32.83,6.66,70,7,7,42,165,6.4,87,21,13.33,47.23,7.2,0,26.87,2.01,0,32.84,89,32.83,133.7,236.13,25.74

45,11:00-11:15,170.46,57.29,2.29,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,43,13.33,32.83,6.66,73,7,7,43,172,6.4,90,21,13.33,48.33,7.2,0,26.87,2.01,0,32.84,90,32.83,136.61,241.67,25.74

46,11:15-11:30,170.46,57.29,2.29,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,44,13.33,32.83,6.66,76,7,7,43,179,6.4,91,21,13.33,48.5,7.2,0,26.87,2.01,0,32.84,90,32.83,138.69,242.5,25.74

47,11:30-11:45,170.46,57.29,2.29,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,44,13.33,32.83,6.66,79,7,7,44,186,6.4,91,21,13.33,48.67,7.2,0,26.87,2.01,0,32.84,91,32.83,140.22,243.33,26.25

48,11:45-12:00,170.46,57.29,2.29,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,44,13.33,32.83,6.66,82,7,7,44,191,6.4,91,21,13.33,48.67,7.2,0,26.87,2.01,0,32.84,91,32.83,141.05,243.33,26.25

49,12:00-12:15,170.46,57.29,2.37,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,44,13.33,32.83,6.66,82,7,7,44,191,6.4,91,21,13.33,48.67,7.2,0,26.87,2.01,0,32.84,91,32.83,140.29,243.33,26.25

50,12:15-12:30,170.46,57.29,2.37,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,44,13.33,32.83,6.66,82,7,7,44,191,6.4,91,21,13.33,48.67,7.2,0,26.87,2.01,0,32.84,91,32.83,138.87,243.33,27.25

51,12:30-12:45,202.13,57.29,2.37,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,44,13.33,32.83,6.66,82,7,7,44,191,6.4,91,21,13.33,48.67,7.2,0,26.87,2.01,0,32.84,91,32.83,136.55,243.33,27.25

52,12:45-13:00,202.13,57.29,2.37,26.17,6.77,0,26.17,15.43,0,15.43,69.96,17.45,149.23,15.81,0,26.17,26.87,52.78,3.48,44,13.33,32.83,6.66,82,7,7,44,191,6.4,91,21,13.33,48.67,7.2,0,26.87,2.01,0,32.84,91,32.83,133.45,243.33,28.26

53,13:00-13:15,169.5,57.29,2.51,26.17,6.77,0,26.17,15.26,0,15.26,69.96,17.45,149.23,15.64,0,26.17,26.87,52.78,3.48,42,13.33,32.83,6.66,82,7,7,43,191,6.4,88,21,13.33,48.5,7.2,0,26.87,2.16,0,32.84,91,32.83,129.51,242.5,28.26

54,13:15-13:30,169.5,57.29,2.51,26.17,6.77,0,26.17,14.62,0,14.62,69.96,17.45,149.23,14.98,0,26.17,26.87,52.78,3.48,42,13.33,32.83,6.66,82,7,7,42,191,6.4,87,21,13.33,48.33,7.2,0,26.87,2.16,0,32.84,90,32.83,124.63,241.67,28.26

55,13:30-13:45,202.13,57.29,2.51,26.17,6.77,0,26.17,14.39,0,14.39,69.96,17.45,149.23,14.75,0,26.17,26.87,52.78,3.48,41,13.33,32.83,6.66,79,7,7,41,186,6.4,86,21,13.33,48.33,7.2,0,26.87,2.16,0,32.84,90,32.83,96.21,241.67,28.26

56,13:45-14:00,202.13,57.29,2.51,26.17,6.77,0,26.17,14.07,0,14.07,69.96,17.45,149.23,14.42,0,26.17,26.87,52.78,3.48,40,13.33,32.83,6.66,76,7,7,41,179,6.4,85,21,13.33,46.72,7.2,0,26.87,2.16,0,32.84,90,32.83,92.27,233.6,27.76

57,14:00-14:15,204.92,57.29,2.74,26.17,6.77,0,26.17,13.68,0,13.68,69.96,17.45,149.23,14.02,0,26.17,26.87,52.78,3.48,39,13.33,32.83,6.66,73,7,7,38,172,6.4,81,21,13.33,45.06,7.2,0,26.87,2.16,0,32.84,88,32.83,87.8,225.32,27.76

58,14:15-14:30,204.92,57.29,2.74,26.17,6.77,0,26.17,13.12,0,13.12,69.96,17.45,149.23,13.45,0,26.17,26.87,52.78,3.48,37,13.33,32.83,6.66,69,7,7,37,161,6.4,76,21,13.33,43.33,7.2,0,26.87,2.16,0,32.84,83,32.83,82.89,216.63,27.76

59,14:30-14:45,204.92,57.29,2.74,26.17,6.77,0,26.17,12.5,0,12.5,69.96,17.45,149.23,12.82,0,26.17,26.87,52.78,3.48,34,13.33,32.83,6.66,63,7,7,35,147,6.4,72,21,13.33,41.12,7.2,0,26.87,2.16,0,32.84,78,32.83,78.25,205.62,27.76

60,14:45-15:00,204.92,57.29,2.74,26.17,6.77,0,26.17,11.69,0,11.69,69.96,17.45,191.92,11.98,0,26.17,26.87,52.78,3.48,32,13.33,32.83,6.66,57,7,7,34,133,6.4,66,21,13.33,38.33,7.2,0,26.87,2.16,0,32.84,73,32.83,73.31,191.65,28.77

61,15:00-15:15,204.92,75.63,2.9,26.17,6.77,0,26.17,10.76,0,10.76,69.96,17.45,230.3,11.03,0,26.17,26.87,52.78,3.48,29,13.33,32.83,6.66,51,7,7,32,119,6.6,60,21,13.33,35.51,7.2,0,26.87,2.31,0,32.84,67,32.83,62.17,177.54,27.24

62,15:15-15:30,204.92,57.29,2.9,26.17,6.77,0,26.17,9.68,0,9.68,69.96,17.45,271.33,9.92,0,26.17,26.87,52.78,3.48,26,13.33,32.83,6.66,45,7,7,28,105,6.6,54,21,13.33,32.48,7.2,0,26.87,2.31,0,32.84,60,32.83,56.76,162.38,27.24

63,15:30-15:45,204.92,57.29,2.9,26.17,6.77,0,26.17,8.69,0,8.69,69.96,17.45,271.33,8.9,0,26.17,26.87,52.78,3.48,23,13.33,32.83,6.66,42,7,7,25,98,6.6,47,21,13.33,29.03,7.2,0,26.87,2.31,0,32.84,55,32.83,50.84,145.16,27.24

64,15:45-16:00,233.71,75.63,2.9,26.17,6.77,0,26.17,7.76,0,7.76,69.96,17.45,271.33,7.96,0,26.17,26.87,52.78,3.48,19,13.33,32.83,6.66,36,7,7,23,84,6.6,41,21,13.33,25.48,7.2,0,26.87,2.31,0,32.84,48,32.83,44.52,127.4,27.24

65,16:00-16:15,260.53,75.63,3.13,26.17,6.77,0,26.17,6.93,0,6.93,69.96,17.45,271.33,7.11,0,26.17,26.87,52.78,3.48,16,13.34,32.83,6.66,30,7,7,19,70,6.6,33,21,13.33,22.07,8.72,0,26.87,2.62,0,32.84,42,32.83,36.85,110.34,27.24

66,16:15-16:30,260.53,75.63,3.13,26.17,6.77,0,26.17,6.09,0,6.09,69.96,17.45,271.33,6.25,0,26.17,26.87,52.78,3.48,12,13.34,25,6.66,24,7,7,15,56,6.6,25,21,13.33,18.34,8.72,0,26.87,2.62,0,33,33,33,28.37,91.69,28.26

67,16:30-16:45,260.53,86.56,3.44,26.17,6.77,0,26.17,5.25,0,5.25,65.83,17.45,271.33,5.38,0,26.17,26.87,63.33,3.48,9,13.34,14.71,6.67,18,7.5,7.5,11,42,6.6,18,22.5,13.33,14.71,8.72,0,26.87,2.94,0,28.56,27,25.56,18.81,73.56,29.27

68,16:45-17:00,260.53,86.56,3.44,26.17,6.77,0,26.17,4.44,0,4.44,65.83,17.45,271.33,4.55,0,26.17,26.87,67.17,3.48,6,13.34,7.16,6.67,12,7.5,7.5,8,28,6.6,14,22.5,13.33,10.85,8.72,0,26.87,2.94,0,20.56,19,15.56,13.36,54.28,29.27

69,17:00-17:15,260.53,86.56,3.67,26.17,6.77,0,26.17,3.69,0,3.69,65.83,17.45,271.33,3.77,0,26.17,15.55,93.84,3.48,5,13.34,1.85,6.66,6,7.5,7.5,7,14,6.6,11,22.5,13.33,7.21,8.72,0,32,3.24,2.3,10.56,13,7.56,8.28,36.05,30.28

70,17:15-17:30,260.53,86.56,3.67,26.17,6.77,0,26.17,2.95,0,2.95,65.83,17.45,271.33,3.03,0,26.17,15.55,93.84,3.48,3,13.34,0,6.66,3,7.5,7.5,5,7,6.6,7,22.5,13.33,3.87,8.72,0,32,3.24,2.3,3.56,9,3.56,0.81,19.33,30.28

71,17:30-17:45,260.53,86.56,3.67,26.17,6.77,0,26.17,2.23,0,2.23,65.83,17.45,271.33,2.28,0,26.17,32,93.84,3.48,2,14.66,0,6.66,1,7.5,7.5,2,4,6.6,4,22.5,14.67,1.62,8.72,0,32,3.24,2.3,1.01,7,2.01,0,8.1,30.28

72,17:45-18:00,260.53,86.56,3.67,26.17,6.77,0,26.17,1.49,0,1.49,65.83,17.45,271.33,1.52,0,26.17,32,93.84,3.48,0,17.34,0,6.66,0,7.5,7.5,0,1,6.6,1,22.5,17.33,0.35,8.72,0,32,3.24,2.3,0.85,3,0.85,0,1.76,29.27

73,18:00-18:15,260.53,86.56,3.67,26.17,6.77,50,26.17,0.84,150,0.84,65.83,17.45,271.33,0.87,0,26.17,32,93.84,3.57,0,25.34,0,6.66,0,7.5,7.5,0,0,6.6,0,22.5,25.33,0,8.72,0,32,3.47,2.22,0,2,0,0,0,29.27

74,18:15-18:30,260.53,86.56,3.67,26.17,6.77,50,26.17,0,150,0,65.83,17.45,271.33,0,0,26.17,32,93.84,3.57,0,25.34,0,6.66,0,7.5,7.5,0,0,6.6,0,22.5,25.33,0,8.72,0,32,3.47,2.22,0,0,0,0,0,29.27

75,18:30-18:45,260.53,86.56,3.67,26.17,6.77,50,26.17,0,150,0,65.83,17.45,271.33,0,0,26.17,32,93.84,3.57,0,25.34,0,6.66,0,11.67,11.67,0,0,6.6,0,34.99,25.33,0,8.72,0,32,3.47,2.22,0,0,0,0,0,29.77

76,18:45-19:00,260.53,86.56,3.67,26.17,6.77,50,26.17,0,150,0,65.83,17.45,271.33,0,0,26.17,32,93.84,3.57,0,25.34,0,6.66,0,11.83,11.83,0,0,6.4,0,35.51,25.33,0,8.72,0,32,3.47,2.22,0,0,0,0,0,29.77

77,19:00-19:15,260.53,86.56,3.51,26.17,6.77,50,26.17,0,150,0,65.83,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,31.66,0,9.67,0,12,12,0,0,6.4,0,36,31.67,0,8.72,0,25.74,3.47,2.22,0,0,0,0,0,29.77

78,19:15-19:30,260.53,86.56,3.51,26.17,6.77,50,26.17,0,150,0,65.83,17.45,271.33,0,0,26.17,25.74,93.84,3.67,0,31.66,0,10,0,12.17,12.17,0,0,6.4,0,36.49,31.67,0,8.72,0,25.74,3.47,2.22,0,0,0,0,0,29.27

