Block,Time,CHAMERA2,DADRT2,DULHASTI,KHSTPP-II,KOTESHWR,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TALA,KGSU3AND4,RAPPB,AURY_GF,DADRI_GF,DADRI_LF,DADRI_RF,BSIUL,CHAMERA1,CHAMERA3,NJPC,NLCEXP,RIHAND1,RIHAND3,SASAN,TANDA2,UNCHAHAR4,VALLURNTECL,ANTA_LF,AURY_LF,KGSU1AND2,KHSTPP-I,KKNP,KUDGI,NAPP,NNTPP,SEWA2,SIMHST2,TALST2,TANAKPUR,TEHRI,TelanganaSTPP,URI2,KKNPPU2,RSTPSU1TO6,RSTPSU7,ANTA_RF,JHAJJAR,KISHANGANGA,KOLDAM,NTPL,PARBATI3,RAPPC,SALAL,UNCHAHAR3,URI,ANTA_GF,AURY_CRF,DADRI_CRF,BRBCL,DHAULIGNGA,FSTPP I & II,MAPS,SIMHST1,SINGRAULI,UNCHAHAR1,UNCHAHAR2,ANTA_CRF,AURY_RF
25,06:00-06:15,2,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,46.78,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,4.31,0,0,0,45.04,651.98,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

26,06:15-06:30,3.34,683.14,16.48,148.3,17.75,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,9.68,70.17,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,4.31,0,0,0,45.04,651.98,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,9.14,20.8,0,0,138.75,10.28,42.39,0,53.75

27,06:30-06:45,13.17,683.14,32.96,148.3,26.62,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,2.2,12.01,19.38,93.56,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,46.68,0,4.31,0,0,0,45.26,651.98,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,18.27,20.8,0,0,138.75,10.28,42.39,0,53.75

28,06:45-07:00,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,12.25,29.06,116.95,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,1.28,62.24,0,4.31,0,0,0,45.26,631.98,0,0,0,0,53.8,1.4,26.4,26.49,0,0,0,20,27.41,20.8,0,0,138.75,10.28,42.39,0,53.75

29,07:00-07:15,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,28.1,29.06,116.95,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,1.28,62.24,0,4.31,0,0,0,45.26,591.98,0,0,0,0,53.8,1.4,26.4,26.49,0,0,0,20,27.41,20.8,0,0,138.75,10.28,42.39,0,53.75

30,07:15-07:30,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,28.1,29.06,116.95,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,1.28,62.24,0,4.31,0,0,0,45.26,591.98,0,0,0,0,53.8,1.4,26.4,26.49,0,0,0,20,27.41,20.8,0,0,138.75,10.28,42.39,0,53.75

31,07:30-07:45,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,28.1,29.06,116.95,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,8.19,0,0,7.05,62.24,0,4.31,0,0,0,45.26,591.98,0,0,0,0,53.8,1.4,26.4,26.49,0,0,0,20,27.41,20.8,0,0,138.75,10.28,42.39,0,53.75

32,07:45-08:00,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,28.1,29.06,116.95,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,8.19,0,0,7.05,62.24,0,4.31,0,0,0,45.26,591.98,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,27.41,20.8,0,0,138.75,10.28,42.39,0,53.75

33,08:00-08:15,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,28.1,29.06,93.56,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,8.19,0,0,7.05,62.24,0,10.76,0,0,0,45.26,449.78,0,0,0,0,53.8,9.29,26.4,1.33,0,0,0,20,27.41,20.8,0,0,138.75,10.28,42.39,0,53.75

34,08:15-08:30,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,28.1,29.06,70.17,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,8.19,0,0,7.05,62.24,0,10.76,0,0,0,45.26,449.78,0,0,0,0,53.8,41.83,26.4,1.33,0,0,0,20,15.92,20.8,0,0,138.75,10.28,42.39,0,53.75

35,08:30-08:45,3.34,682.79,16.48,148.3,19.72,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,2.2,12.01,2.54,46.78,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,7.05,62.24,0,10.76,0,0,0,44.94,449.78,0,0,0,0,53.8,41.83,26.4,3.31,0,0,0,20,15.92,20.8,0,0,138.75,10.28,42.39,0,53.75

36,08:45-09:00,0,682.79,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,46.78,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,7.05,46.68,0,10.76,0,0,0,44.94,449.78,0,0,0,0,53.8,41.83,26.4,26.49,0,0,0,20,7.92,20.8,0,0,138.75,10.28,42.39,0,53.75

37,09:00-09:15,0,682.79,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,46.78,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,46.68,0,10.76,0,0,0,44.42,304.28,0,0,0,0,53.8,41.83,26.4,26.49,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

38,09:15-09:30,0,682.79,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,46.78,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,10.76,0,0,0,44.42,304.28,0,0,0,0,53.8,41.83,26.4,26.49,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

39,09:30-09:45,0,682.79,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,23.39,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,4.31,0,0,0,44.42,304.28,0,0,0,0,53.8,41.83,26.4,3.31,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

40,09:45-10:00,0,682.79,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,23.39,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,4.31,0,0,0,44.1,304.28,0,0,0,0,53.8,9.29,26.4,3.31,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

41,10:00-10:15,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.05,31.13,0,4.31,0,0,0,43.89,434.28,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

42,10:15-10:30,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.05,31.13,0,4.31,0,0,0,43.89,434.28,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

43,10:30-10:45,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.05,31.13,0,4.31,0,0,0,43.68,434.28,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

44,10:45-11:00,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.05,31.13,0,4.31,0,0,0,43.68,434.28,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,0,20.8,0,0,138.75,10.28,42.39,0,53.75

45,11:00-11:15,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.05,31.13,0,4.31,0,0,0,43.47,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

46,11:15-11:30,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.05,31.13,0,4.31,0,0,0,43.47,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

47,11:30-11:45,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,31.13,0,4.31,0,0,0,43.05,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

48,11:45-12:00,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,31.13,0,4.31,0,0,0,43.05,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

49,12:00-12:15,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,31.13,0,4.31,0,0,0,42.84,434.28,0,0,0,0,53.8,1.4,26.4,8.28,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

50,12:15-12:30,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,15.56,0,4.31,0,0,0,42.84,434.28,0,0,0,0,53.8,1.4,26.4,8.28,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

51,12:30-12:45,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,15.56,0,4.31,0,0,0,42.84,434.28,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

52,12:45-13:00,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,15.56,0,4.31,0,0,0,42.84,434.28,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

53,13:00-13:15,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,0,0,4.31,0,0,0,42.63,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

54,13:15-13:30,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,0,0,4.31,0,0,0,42.63,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

55,13:30-13:45,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,0,0,4.31,0,0,0,42.63,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

56,13:45-14:00,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,0,0,4.31,0,0,0,42.63,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

57,14:00-14:15,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,0,0,4.31,0,0,0,42.52,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

58,14:15-14:30,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.2,0,0,4.31,0,0,0,42.52,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

59,14:30-14:45,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,0,0,4.31,0,0,0,42.52,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

60,14:45-15:00,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,418.77,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,15.56,0,4.31,0,0,0,42.52,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

61,15:00-15:15,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,393.75,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,15.56,0,4.31,0,0,0,42.73,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

62,15:15-15:30,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,365.62,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,15.56,0,4.31,0,0,0,42.73,434.28,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

63,15:30-15:45,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,337.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,15.56,0,4.31,0,0,0,42.73,473.55,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

64,15:45-16:00,0,683.14,0,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,31.13,0,4.31,0,0,0,42.73,473.55,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

