Block,Time,L_NR_2012_07,SH-06,LT-31,LT-35,LT-59,SH-07,LT-36,L_NR_2012_01,L_NR_2020_02,LT-05,L_NR_2023_04,L_NR_2012_04,L_NR_2012_02,L_NR_2019_11,L_NR_2020_06,L_NR_2021_14,L_NR_2023_07,L_NR_2020_05,L_NR_2018_61,L_NR_2023_10,L_NR_2019_07,L_NR_2019_19,L_NR_2021_12,L_NR_2021_16,L_NR_2020_07,L_NR_2021_15,L_NR_2021_13,L_NR_2021_17,L_NR_2022_08,L_NR_2022_10,L_NR_2022_09,L_NR_2019_06,L_NR_2019_05
61,15:00-15:15,46.880000,26.070000,9.810000,9.810000,0.000000,26.070000,10.060000,0.000000,0.000000,115.580000,28.630000,131.380000,165.850000,0.000000,41,68.33,119.37,122.99,41.02,51.16,32.66,61.677432,202.47,49.34,40.99,31.61,40.49,24.66,40,80,80,32.67,32.67

62,15:15-15:30,46.880000,26.070000,9.200000,9.200000,0.000000,26.070000,9.430000,0.000000,0.000000,115.580000,28.630000,131.380000,165.850000,0.000000,38.83,67.67,140,116.5,41.02,60,32.66,56.614068,199.14,44.67,38.84,38.19,39.83,22.33,40.67,78.33,78.33,32.67,32.67

63,15:30-15:45,46.880000,26.070000,8.580000,8.580000,7.770000,26.070000,8.790000,0.000000,0.000000,115.580000,28.630000,131.380000,165.850000,0.000000,38.83,66.57,133,116.5,41.02,57,32.66,50.945832,193.32,40.67,38.84,36.07,38.66,20.33,40.67,78.33,78.33,32.67,32.67

64,15:45-16:00,46.880000,26.070000,7.990000,7.990000,7.770000,26.070000,8.190000,0.000000,0.000000,115.580000,28.630000,131.380000,165.850000,0.000000,38.83,62.27,126,116.5,41.02,54,32.66,45.014184,185.31,37.34,38.84,33.81,37.06,18.66,40.67,78.33,78.33,32.67,32.67

65,16:00-16:15,46.880000,26.070000,7.330000,7.330000,10.410000,26.070000,7.520000,0.000000,0.000000,115.580000,28.770000,131.380000,165.850000,0.000000,38.83,57.1,115.5,116.5,41.02,49.5,32.66,39.736188,131.29,34,38.84,31.07,26.26,17,40.67,78.33,78.33,32.67,32.67

66,16:15-16:30,46.880000,26.070000,8.320000,8.320000,10.410000,26.070000,8.530000,0.000000,0.000000,115.580000,28.770000,131.380000,165.850000,0.000000,38.83,52.3,105,116.5,41.02,45,32.66,35.014284,123.64,44,38.84,27.89,24.73,22,40.67,78.33,78.33,32.67,32.67

67,16:30-16:45,46.880000,26.070000,7.360000,7.360000,10.410000,26.070000,7.540000,0.000000,0.000000,115.580000,28.770000,131.380000,165.850000,9.600000,38.83,47,94.5,116.5,43.02,40.5,32.66,29.9997,111.22,41.34,38.84,25.35,22.24,20.66,40.67,78.33,78.33,32.67,32.67

68,16:45-17:00,46.880000,26.070000,6.130000,6.130000,10.410000,26.070000,6.280000,0.000000,0.000000,115.580000,28.770000,131.380000,165.850000,9.600000,38.83,41.07,84,116.5,43.02,36,26.62,24.82902,97.34,39.34,38.84,22.6,19.47,19.66,40.67,78.33,78.33,33,33

69,17:00-17:15,46.880000,26.070000,5.200000,5.200000,10.410000,26.070000,5.320000,0.000000,11.890000,115.580000,28.770000,131.380000,230.270000,9.600000,38.83,35.2,80.5,116.5,43.02,34.5,12.24,20.565648,84.42,36.67,38.84,19.8,16.88,18.33,40.67,78.33,78.33,33,23

70,17:15-17:30,46.880000,26.070000,4.280000,4.280000,10.410000,26.070000,4.380000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,38.83,29.77,70,116.5,43.02,30,2.22,16.946172,73.19,33.34,38.84,16.93,14.64,16.66,40.67,78.33,78.33,13.8,0

71,17:30-17:45,46.880000,26.070000,3.450000,3.450000,10.410000,26.070000,3.530000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,38.83,24.27,59.5,116.5,43.02,25.5,0,13.590108,60.84,30.67,38.84,13.66,12.17,15.33,40.67,78.33,78.33,0,0

72,17:45-18:00,46.880000,26.070000,2.570000,2.570000,10.410000,26.070000,2.640000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,38.83,19.17,52.5,116.5,43.02,22.5,0,10.273068,47.26,26.67,38.84,10.58,9.45,13.33,40.67,78.33,78.33,0,0

73,18:00-18:15,46.880000,26.070000,1.770000,1.770000,10.410000,26.070000,1.810000,0.000000,11.890000,115.580000,29.770000,131.380000,261.400000,9.600000,38.83,14.43,45.5,116.5,43.02,19.5,0,6.546276,34.38,23.33,38.84,7.87,6.87,11.67,40.67,78.33,78.33,0,0

74,18:15-18:30,46.880000,26.070000,1.310000,1.310000,10.410000,26.070000,1.350000,0.000000,11.890000,115.580000,29.770000,131.380000,261.400000,9.600000,40,10.47,35,120,43.02,15,0,3.70728,22,17.33,40,5.58,4.4,8.67,40,80,80,0,0

75,18:30-18:45,64.920000,26.070000,0.640000,0.640000,10.410000,26.070000,0.650000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,40,6.4,28,120,43.02,12,0,1.726812,13.78,12.67,40,3.01,2.75,6.33,40,80,80,0,0

76,18:45-19:00,64.920000,26.070000,0.140000,0.140000,10.410000,26.070000,0.140000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,40,0.33,21,120,43.02,9,0,0.692676,7.76,11.33,40,1.14,1.55,5.67,40,80,80,0,0

77,19:00-19:15,64.920000,26.070000,0.080000,0.080000,10.410000,26.070000,0.080000,0.000000,11.890000,115.580000,29.770000,131.380000,261.400000,9.600000,40,0.03,10.5,120,43.02,4.5,0,0.107316,3.63,8.67,40,0.16,0.72,4.33,40,80,80,0,0

78,19:15-19:30,74.070000,26.070000,0.000000,0.000000,10.410000,26.070000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,40,0,7,120,43.02,3,0,0,0.9,2.67,40,0,0.18,1.33,40,80,80,0,0

79,19:30-19:45,74.070000,24.700000,0.000000,0.000000,10.410000,24.700000,0.000000,0.000000,11.890000,115.580000,29.770000,131.380000,261.400000,9.600000,40,0,0,120,43.02,0,0,0,0.2,0.67,40,0,0.04,0.33,40,80,80,0,0

80,19:45-20:00,74.070000,24.700000,0.000000,0.000000,10.410000,24.700000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,37.94,0,0,113.81,43.02,0,0,0,0,0,37.93,0,0,0,37.67,78.33,78.33,0,0

81,20:00-20:15,74.070000,24.700000,0.000000,0.000000,10.410000,24.700000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,37.97,0,0,113.89,43.02,0,0,0,0,0,37.96,0,0,0,37.67,78.33,78.33,0,0

82,20:15-20:30,74.070000,24.700000,0.000000,0.000000,10.410000,24.700000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,37.74,0,0,113.22,43.02,0,0,0,0,0,37.75,0,0,0,37.67,78.33,78.33,0,0

83,20:30-20:45,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,37.42,0,0,112.26,43.02,0,0,0,0,0,37.42,0,0,0,37.67,78.33,78.33,0,0

84,20:45-21:00,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,37.33,0,0,111.98,43.02,0,0,0,0,0,37.31,0,0,0,37.67,78.33,78.33,0,0

85,21:00-21:15,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,37.07,0,0,111.21,43.02,0,0,0,0,0,37.07,0,0,0,37.75,78.33,78.33,0,0

86,21:15-21:30,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,36.47,0,0,109.4,30.74,0,0,0,0,0,36.47,0,0,0,37.44,78.33,78.33,0,0

87,21:30-21:45,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,33.61,0,0,100.82,30.14,0,0,0,0,0,33.6,0,0,0,33.61,72.71,72.71,0,0

88,21:45-22:00,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.810000,131.380000,261.400000,9.600000,33.38,0,0,100.12,29.4,0,0,0,0,0,33.37,0,0,0,32.92,70.97,70.97,0,0

89,22:00-22:15,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,27.840000,131.380000,261.400000,9.600000,33.18,0,0,99.54,28.01,0,0,0,0,0,33.17,0,0,0,32.84,70.15,70.15,0,0

90,22:15-22:30,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,27.840000,131.380000,261.400000,9.600000,33.33,0,0,99.99,25.97,0,0,0,0,0,33.32,0,0,0,32.96,69.54,69.54,0,0

91,22:30-22:45,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.890000,131.380000,261.400000,9.600000,35,0,0,104.99,26.05,0,0,0,0,0,34.98,0,0,0,34.62,71.12,71.12,0,0

92,22:45-23:00,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.890000,131.380000,261.400000,9.600000,35.02,0,0,105.06,26.21,0,0,0,0,0,35.01,0,0,0,34.72,72.51,72.51,0,0

93,23:00-23:15,74.070000,0.000000,0.000000,0.000000,10.410000,0.000000,0.000000,0.000000,11.890000,115.580000,28.890000,131.380000,261.400000,9.600000,35.09,0,0,105.28,26.45,0,0,0,0,0,35.1,0,0,0,34.51,72.63,72.63,0,0

