Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/02012024/02012024/HPX-TAMCTG-010124-05595,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/HP-27,NR/01012024/31032024/ ChanjuII,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31012024/52,NR/01012024/31012024/HP-26,NR/01012024/31012024/HP-28,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01012024/15012024/IEX_231227_05965,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/22052037/LT-59,NR/01012024/15012024/IEX_231227_05966,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/02012024/04012024/SJVN020124NR1334,NR/02012024/04012024/SJVN020124NR1333,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,70.280000,0.000000,1.570000,0,71.73,36.93,36.93,0,15.58,0,23.91,23.91,0,0,0,0,12.67,0,0,0,0,0,0,0,0,0

7,01:30-01:45,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,70.53,50.93,50.93,0,15,0,23.51,23.51,0,0,0,0,12.67,0,0,0,0,0,0,0,0,0

8,01:45-02:00,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,69.6,50.12,50.12,0,14.41,0,23.19,23.2,0,0,0,0,12.64,0,0,0,0,0,0,0,0,0

9,02:00-02:15,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,63.17,49.92,49.92,0,13.91,0,21.04,21.06,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0

10,02:15-02:30,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,59.69,49.34,49.34,0,13.41,0,19.89,19.9,0,0,0,0,10.81,0,0,0,0,0,0,0,0,0

11,02:30-02:45,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,57.6,40.54,40.54,0,12.79,0,19.19,19.2,0,0,0,0,10.87,0,0,0,0,0,0,0,0,0

12,02:45-03:00,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,56.08,39.11,39.11,0,12.27,0,18.7,18.69,0,0,0,0,10.95,0,0,0,0,0,0,0,0,0

13,03:00-03:15,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,54.5,33.54,33.54,0,10.73,0,18.15,18.17,0,0,0,0,11.09,0,0,0,0,0,0,0,0,0

14,03:15-03:30,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,52.95,32.88,32.88,0,10.18,0,17.64,17.65,0,0,0,0,11.23,0,0,0,0,0,0,0,0,0

15,03:30-03:45,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,51.33,26,26,0,9.73,0,17.11,17.11,0,0,0,0,11.52,0,0,0,0,0,0,0,0,0

16,03:45-04:00,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.770000,48.200000,70.280000,0.000000,1.570000,0,49.92,26,26,0,9.06,0,16.64,16.64,0,0,0,0,11.73,0,0,0,0,0,0,0,0,0

17,04:00-04:15,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,70.280000,0.000000,1.570000,0,46.99,26,26,0,6.66,0,15.67,15.66,0,0,0,0,7.96,0,0,0,0,0,0,0,0,0

18,04:15-04:30,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,70.280000,0.000000,1.570000,0,45.88,26,26,0,6.66,0,15.29,15.29,0,0,0,0,8.03,0,0,0,0,0,0,0,0,0

19,04:30-04:45,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,70.280000,0.000000,1.570000,0,45.24,26,26,0,6.66,0,15.08,15.08,0,0,0,0,8.08,0,0,0,0,0,0,0,0,0

20,04:45-05:00,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.740000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,70.280000,0.000000,1.570000,0,44.94,26,26,0,6.66,0,14.99,14.98,0,0,0,0,8.12,0,0,0,0,0,0,0,0,0

21,05:00-05:15,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,70.280000,0.000000,1.570000,0,44.15,26,26,0,6.66,0,14.71,14.72,0,0,0,0,8.03,0,0,0,0,0,0,0,0,0

22,05:15-05:30,112.790000,48.200000,8.190000,50.130000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.660000,1.070000,18.320000,36.630000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,70.280000,0.000000,1.570000,0,43.29,26,26,0,6.66,0,14.43,14.43,0,0,0,0,7.96,0,0,0,0,0,0,0,0,0

23,05:30-05:45,111.820000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.660000,1.070000,18.320000,36.280000,192.800000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.570000,0,35,20.87,20.87,0,6.66,0,11.66,11.67,0,0,0,0,11.55,0,0,0,0,0,0,0,0,0

24,05:45-06:00,111.820000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,57.410000,1.660000,1.070000,18.320000,36.280000,231.360000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.570000,0,35,20.08,20.08,0,6.66,0,11.66,11.67,0,0,0,0,11.74,0,0,0,0,0,0,0,0,0

25,06:00-06:15,160.020000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.660000,1.070000,18.320000,74.160000,271.120000,96.400000,77.750000,0.000000,0.000000,25.670000,25.670000,0.000000,96.400000,6.750000,0.770000,48.200000,74.620000,0.000000,1.570000,0,35,19.66,19.66,0,6.66,0,11.66,11.67,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0

26,06:15-06:30,208.220000,48.200000,8.190000,48.200000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.660000,1.070000,18.320000,74.510000,271.120000,96.400000,77.750000,0.000000,0.000000,25.670000,25.670000,0.000000,96.400000,6.750000,0.770000,48.200000,83.130000,0.000000,1.570000,0,35,18.95,18.95,0,6.66,0,11.66,11.67,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0

27,06:30-06:45,257.300000,48.200000,8.190000,48.200000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.660000,1.070000,18.320000,74.510000,271.120000,96.400000,77.750000,0.000000,0.000000,25.670000,25.670000,0.000000,96.400000,6.750000,0.770000,48.200000,91.630000,0.000000,1.570000,1,34.33,14,14,0,6.66,0,11.45,11.44,0,0,0,0,12.23,0,0,0,0,0,0,0,0,0

28,06:45-07:00,258.270000,48.200000,8.190000,77.120000,0.000000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.660000,1.070000,18.320000,86.950000,271.120000,96.400000,77.750000,0.000000,0.000000,25.670000,25.670000,0.000000,96.400000,6.750000,0.770000,48.200000,115.620000,0.000000,1.570000,3,33.88,14,14,0,6.66,0,11.3,11.29,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0

29,07:00-07:15,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,21.210000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,77.750000,0.000000,0.000000,30.850000,30.850000,0.000000,96.400000,6.750000,0.770000,48.200000,115.620000,0.000000,1.570000,10,21,14,14,0.95,6.66,0.95,7,7,0.213972,0,0,0,14.37,0,0,0,0,0,0,0,0,0

30,07:15-07:30,258.270000,48.200000,8.190000,100.970000,0.010000,48.200000,5.780000,0.000000,21.210000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,77.750000,0.000000,0.000000,30.730000,30.730000,0.010000,96.400000,6.750000,0.770000,48.200000,115.620000,0.010000,1.570000,18,21,14,14,2.85,6.66,2.85,7,7,1.60479,0,0,0,14.29,0,1,0,0,0,0,0,0,0

31,07:30-07:45,258.270000,48.200000,8.190000,100.970000,0.150000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,77.750000,0.000000,0.000000,30.730000,30.730000,0.150000,96.400000,6.750000,0.770000,48.200000,115.620000,0.150000,1.570000,26,21,14,14,6.16,6.66,6.16,7,7,3.812592,1,0.03,0.13,13.93,0,3,0,0,0,2,0,0,1

32,07:45:08:00,258.270000,48.200000,8.190000,100.970000,0.320000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,77.750000,0.000000,0.000000,30.730000,30.730000,0.320000,96.400000,6.750000,0.770000,48.200000,115.620000,0.330000,1.570000,33,21,14,14,20.67,6.66,20.67,7,7,6.244092,3,0.37,1.84,13.59,0,5,0,0,0.69,7,2,0,3

33,08:00-08:15,258.270000,48.200000,8.190000,100.970000,0.550000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.740000,0.990000,18.320000,86.950000,271.120000,48.200000,77.750000,0.000000,0.000000,30.370000,30.370000,0.550000,96.400000,6.750000,0.770000,48.200000,115.620000,0.570000,1.570000,30.02,21,14,14,28.99,6.66,28.99,7,7,9.074358,4,2.07,10.37,13.21,0,7,0,0,1.76,11,5,0,3

34,08:15-08:30,258.270000,48.200000,8.190000,100.970000,0.850000,48.200000,5.780000,0.000000,22.170000,11.570000,0.000000,1.740000,0.990000,18.320000,86.950000,271.120000,48.200000,77.750000,0.000000,0.000000,30.370000,30.370000,0.850000,96.400000,6.750000,0.770000,48.200000,115.620000,0.880000,1.570000,29.34,21,14,14,29.33,6.66,29.33,7,7,12.517362,6,4.75,23.76,13.13,0,10,0,0,2.61,14,8,0,5

35,08:30-08:45,258.270000,48.200000,8.190000,100.970000,1.440000,48.200000,5.780000,0.000000,23.140000,11.570000,0.000000,1.740000,0.990000,18.320000,86.950000,271.120000,48.200000,77.750000,0.000000,0.000000,30.370000,30.370000,1.440000,96.400000,6.750000,0.770000,48.200000,115.620000,1.480000,1.570000,31,21,14,14,31,6.66,31,7,7,16.320228,7,11.35,56.78,12.92,0,11,0,0,4.65,18,5,0,6

36,08:45:09:00,258.270000,48.200000,8.190000,100.970000,2.400000,48.200000,5.780000,0.000000,23.140000,11.570000,0.000000,1.740000,0.990000,18.320000,86.950000,271.120000,48.200000,77.750000,0.000000,0.000000,30.370000,30.370000,2.400000,96.400000,6.750000,0.770000,48.200000,115.620000,2.450000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,20.142546,10,16.44,82.21,12.84,0,13,0,0,7.54,23,6,0,7

37,09:00:09:15,258.270000,48.200000,8.190000,100.970000,2.970000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,0.990000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,2.970000,96.400000,6.750000,0.770000,48.200000,115.620000,3.050000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,24.013494,13,20.03,100.14,12.68,0,16,0,0,10.66,32,7,0,8

38,09:15-09:30,258.270000,48.200000,8.190000,100.970000,3.540000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,0.990000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,3.540000,96.400000,6.750000,0.770000,48.200000,115.620000,3.630000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,28.623618,16,24.04,120.23,12.52,0,17,0,0,13.43,38,9,0,9

39,09:30-09:45,258.270000,48.200000,8.190000,100.970000,3.930000,48.200000,5.780000,35.480000,24.100000,11.570000,0.000000,1.660000,0.990000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,3.930000,96.400000,6.750000,0.770000,48.200000,115.620000,4.020000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,33.331002,15,27.8,139,11.24,0,18,0,0,15.13,35,10,0,9

40,09:45-10:00,258.270000,48.200000,8.190000,100.970000,4.860000,48.200000,5.780000,35.480000,23.140000,11.570000,0.000000,1.660000,0.990000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,4.860000,96.400000,6.750000,0.770000,48.200000,115.620000,4.980000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,38.038386,18,31.3,156.51,11.15,0,20,0,0,17.55,42,11,0,10

41,10:00-10:15,258.270000,48.200000,8.190000,100.970000,4.120000,48.200000,5.780000,83.680000,23.140000,11.570000,0.000000,1.660000,1.070000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,4.120000,96.400000,6.750000,0.770000,48.200000,115.620000,4.210000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,42.813852,19,34.54,172.68,8.01,0,21,0,0,21.88,43,27,0,11

42,10:15-10:30,258.270000,48.200000,8.190000,100.970000,5.260000,48.200000,5.780000,83.680000,23.140000,11.570000,0.000000,1.660000,1.070000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,5.260000,96.400000,6.750000,0.770000,48.200000,115.620000,5.400000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,47.939454,21,37.33,186.63,8.01,0,23,0,0,23.55,49,30,0,12

43,10:30-10:45,258.270000,48.200000,8.190000,100.970000,6.540000,48.200000,5.780000,83.680000,23.140000,11.570000,0.000000,1.660000,1.070000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,6.540000,96.400000,6.750000,0.770000,48.200000,115.620000,6.700000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,46.889046,24,40.03,200.13,8.01,0,27,0,0,28.55,56,36,0,13

44,10:45-11:00,258.270000,48.200000,8.190000,100.970000,7.690000,48.200000,5.780000,83.680000,23.140000,11.570000,0.000000,1.660000,1.070000,18.320000,86.950000,271.120000,48.200000,230.520000,0.000000,0.000000,30.370000,30.370000,7.690000,96.400000,6.750000,0.770000,48.200000,115.620000,7.880000,1.570000,31,21,13.33,13.33,31,6.66,31,7,7,53.745876,28,42.49,212.47,8.01,0,31,0,0,35.22,67,40,0,16

45,11:00-11:15,258.270000,48.200000,8.190000,100.970000,9.270000,48.200000,5.780000,0.000000,23.140000,11.570000,0.000000,1.740000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,30.850000,9.270000,96.400000,6.750000,0.770000,48.200000,115.620000,9.500000,1.620000,31,21,13.33,13.33,31,6.66,31,7,7,59.13408,31,44.58,222.9,8.01,0,35,0,0,36.12,73,43,0,17

46,11:15-11:30,258.270000,48.200000,8.190000,100.970000,10.890000,48.200000,5.780000,0.000000,23.140000,11.570000,0.000000,1.740000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,30.850000,10.890000,96.400000,6.750000,0.770000,48.200000,115.620000,11.160000,1.620000,31,21,13.33,13.33,31,6.66,31,7,7,64.152696,35,46.32,231.63,7.81,0,38,0,0,38.78,82,44,0,19

47,11:30-11:45,258.270000,48.200000,8.190000,100.970000,12.630000,48.200000,5.780000,0.000000,23.140000,11.570000,0.000000,1.740000,0.990000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,0.000000,12.630000,96.400000,6.750000,0.770000,48.200000,115.620000,12.940000,1.440000,31,21,13.33,13.33,31,6.66,31,7,7,68.743368,45,46.32,231.63,10.05,0,47,14.46,19.28,42.57,105,42.34,0,23

48,11:45-12:00,258.270000,48.200000,8.190000,100.970000,14.350000,48.200000,5.780000,0.000000,23.140000,11.570000,0.000000,1.740000,0.990000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,0.000000,14.350000,96.400000,6.750000,0.770000,48.200000,115.620000,14.720000,1.440000,31,21,13.33,13.33,31,6.66,31,7,7,72.711576,57,46.32,231.63,10.11,0,60,14.46,19.28,45.97,133,42.98,0,30

49,12:00-12:15,258.270000,48.200000,8.190000,100.970000,15.490000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,0.000000,15.490000,96.400000,6.750000,0.770000,48.200000,115.620000,15.880000,1.480000,31,21,13.33,13.33,31,6.66,31,7,7,70.571856,73,46.32,231.63,10.02,0,83,14.46,19.28,50.21,172,42,0,42

50,12:15-12:30,258.270000,48.200000,8.190000,100.970000,15.910000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,18.690000,15.910000,96.400000,6.750000,0.770000,48.200000,115.620000,16.310000,1.480000,31,21,13.33,13.33,31,6.66,31,7,7,73.693902,78,46.32,231.63,9.96,0,87,14.46,19.28,54.5,182,42,0,43

51,12:30-12:45,258.270000,48.200000,8.190000,100.970000,15.830000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,18.690000,15.830000,96.400000,6.750000,0.770000,48.200000,115.620000,16.230000,1.480000,31,21,13.33,13.33,31,6.66,31,7,7,75.979512,78,46.32,231.63,9.8,0,88,14.46,19.28,86.12,182,44.5,0,44

52,12:45-13:00,258.270000,48.200000,8.190000,100.970000,15.700000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.070000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,18.690000,15.700000,96.400000,6.750000,0.850000,48.200000,115.620000,16.090000,1.480000,31,21,13.33,13.33,31,6.66,31,7,7,77.389782,78,46.32,231.63,9.61,0,90,14.46,19.28,85.27,182,45,0,45

