Block,Time Block,JHAJJAR,KUDGI,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KHSTPP-I,NLCEXP,NLCIIST1,NLCIIST2,NJPC,MAPS,NAPP,CHAMERA2,BRBCL,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,TelanganaSTPP,SINGRAULI,UNCHAHAR2,TEHRI,TANDA2,UNCHAHAR1,TALST2,UNCHAHAR4,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,SIMHST2,TALA,URI2,URI,VALLURNTECL,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,SALAL,SEWA2,RIHAND2,NLCTS2EXP,RAMPUR,RIHAND1,NNTPP,NTPL,RAPPC,SASAN,RSTPSU1TO6,PARBATI3,SIMHST1,RAPPB,RIHAND3,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,229.79,0,0,0,123.18,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,21.12,0,11.45,0,0,0.76,0,16.63,0,0,25.92,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

63,15:30-15:45,229.79,0,0,0,123.18,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,3.85,19.27,304.67,0,0,11.62,0,6.28,9.33,0,134.62,27.67,21.12,0,12.28,0,0,0.76,0,17.39,0,0,25.92,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

64,15:45-16:00,229.79,0,0,0,142.92,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,12.69,19.27,304.67,0,0,11.62,0,6.28,9.33,0,134.62,27.67,21.12,0,12.28,0,0,0.76,0,17.39,0,0,25.92,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

65,16:00-16:15,229.79,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,33.25,12.69,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,27.67,31.7,0,12.02,0,0,0.76,0,17.39,0,0,25.92,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

66,16:15-16:30,229.79,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,33.25,12.69,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,27.67,31.7,0,12.02,0,0,0.76,0,17.39,0,0,25.92,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

67,16:30-16:45,229.79,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,33.25,25.38,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,33.3,31.7,0,15.91,0,0,0.76,0,20.86,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

68,16:45-17:00,229.79,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,33.25,25.38,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,33.3,31.7,0,15.91,0,0,0.76,0,20.86,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,10.15,114.45,0,0,80.76,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

69,17:00-17:15,229.79,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,22.54,0,33.25,25.38,19.27,362.5,12.72,0,14.05,0,6.28,9.33,0,134.62,33.26,42.25,0,15.91,0,0,0.76,0,20.84,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,10.15,114.45,0,0,84.61,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

70,17:15-17:30,229.79,0,0,0,142.92,17.11,0,0,0,0,44.09,0,0,0,45.08,0,33.25,25.38,19.27,362.5,23.68,8.9,14.05,0,6.28,18.65,0,134.62,33.26,42.25,0,15.91,0,0,0.76,0,20.84,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

71,17:30-17:45,249.46,0,0,0,142.92,37.63,0,0,0,0,44.09,0,0,0,67.62,0,33.25,38.08,19.27,410.68,40.62,26.42,17.54,0,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.76,1.98,25.44,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

72,17:45-18:00,249.46,0,0,0,142.92,37.63,0,0,0,0,44.09,0,0,0,90.16,0,33.25,38.08,19.27,458.87,40.62,26.42,17.54,0,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.76,1.98,25.44,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

73,18:00-18:15,249.46,0,0,0,142.92,37.63,0,0,0,0,44.09,0,0,0,112.7,0,34.58,27.74,19.27,497.7,35.02,26.42,17.54,15.88,18.85,23.31,0,134.62,40.85,38.86,0,20.09,0,0,0.76,1.98,25.44,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,16.81,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

74,18:15-18:30,249.46,0,0,0,142.92,37.63,0,0,0,0,44.09,0,0,0,135.26,0,34.58,38.08,19.27,559.29,40.62,26.42,17.54,31.76,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.76,1.98,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

75,18:30-18:45,305.36,0,0,0,142.92,37.63,0,0,0,0,44.09,0,0,0,135.26,0,34.58,38.08,19.27,584.81,40.62,26.42,17.54,47.64,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

76,18:45-19:00,365.9,0,0,0,142.92,37.63,0,0,0,0,44.09,0,0,0,135.26,0,34.58,38.08,19.27,584.81,40.62,26.42,17.54,47.64,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

77,19:00-19:15,417.09,0,0,0,142.92,17.11,0,0,0,0,44.09,0,0,0,112.7,0,34.58,25.38,19.27,625.42,39.78,8.4,17.54,31.76,6.28,14.01,0,134.62,40.85,42.25,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,16.81,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,3.68,0,0,119.82,0,0,0,0,0,0

78,19:15-19:30,418.87,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,90.16,0,34.58,12.69,19.27,658.34,25.51,0,17.54,31.76,6.28,9.33,0,134.62,40.85,42.25,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

79,19:30-19:45,418.87,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,60.24,0,34.58,12.69,19.27,658.34,25.51,0,17.54,31.76,6.28,9.33,0,134.62,40.85,35.09,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,8.47,114.45,0,0,88.66,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

80,19:45-20:00,418.87,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,41.26,0,34.58,12.69,19.27,658.34,12.94,0,17.54,31.76,6.28,0,0,134.62,40.85,31.7,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,7.78,114.45,0,0,88.66,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

81,20:00-20:15,418.87,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,20.9,0,34.58,12.69,19.27,658.34,0,0,17.54,31.76,6.28,0,0,134.62,40.85,31.7,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

82,20:15-20:30,418.87,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,20.08,0,34.58,12.69,19.27,658.34,0,0,17.54,31.76,6.28,0,0,134.62,40.85,31.7,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

83,20:30-20:45,418.87,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,658.34,0,0,17.54,31.76,6.28,0,0,134.62,40.85,31.7,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

84,20:45-21:00,418.87,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,658.34,0,0,17.54,31.76,6.28,0,0,134.62,40.85,21.12,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,3.44,0,0,119.82,0,0,0,0,0,0

85,21:00-21:15,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,546.62,0,0,17.54,31.76,6.28,0,0,134.62,40.85,21.12,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

86,21:15-21:30,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,500.44,0,0,17.54,31.76,6.28,0,0,134.62,40.85,21.12,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

87,21:30-21:45,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,572.65,0,0,17.54,31.76,6.28,0,0,134.62,40.85,21.12,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

88,21:45-22:00,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,608.92,0,0,17.54,31.76,6.28,0,0,134.62,40.85,20.77,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

89,22:00-22:15,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,630.17,0,0,17.54,31.76,6.28,0,0,134.62,40.85,20.64,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

90,22:15-22:30,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,626.32,0,0,17.54,31.76,6.28,0,0,134.62,40.85,20.64,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

91,22:30-22:45,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,658.34,0,0,17.54,31.76,6.28,0,0,134.62,40.85,20.64,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

92,22:45-23:00,416.15,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,658.34,0,0,17.54,31.76,6.28,0,0,134.62,40.85,10.32,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

93,23:00-23:15,363.18,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,640.64,0,0,17.54,31.76,6.28,0,0,134.62,35.21,10.32,0,17.32,0,0,0.76,1.48,21.92,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

94,23:15-23:30,305.36,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,644.7,0,0,17.54,31.76,6.28,0,0,134.62,40.22,10.32,0,19.94,0,0,0.76,1.48,24.96,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

95,23:30-23:45,295.72,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,34.58,0,19.27,628.31,0,0,17.54,31.76,6.28,0,0,134.62,40.85,10.32,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

96,23:45-24:00,295.72,0,0,0,142.92,8.55,0,0,0,0,44.09,0,0,0,0,0,37.77,0,19.27,596.51,0,0,17.54,31.76,6.28,0,0,134.62,40.85,0,0,20.09,0,0,0.76,1.48,25.44,0,0,27.22,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

