Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31052040/LT-31,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/19072037/LT-05,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61
10,02:15-02:30,232.300000,0.000000,0.000000,3.660000,101.380000,28.070000,3.160000,30.970000,71.430000,0.000000,30.970000,0,0,3.490000,0,0,0,272.220000,31,0.000000,0,0,10.33,109.760000,0,0,6.66,17.87,17.87,10.34,0,0,0,7.19

11,02:30-02:45,232.300000,0.000000,0.000000,3.660000,101.380000,28.070000,3.160000,30.970000,71.430000,0.000000,30.970000,0,0,3.490000,0,0,0,272.220000,22,0.000000,0,0,7.33,109.760000,0,0,6.66,17.96,17.96,7.34,0,0,0,7.03

12,02:45-03:00,232.300000,0.000000,0.000000,3.660000,101.380000,28.070000,3.160000,30.970000,71.430000,0.000000,30.970000,0,0,3.490000,0,0,0,272.220000,22,0.000000,0,0,7.33,109.760000,0,0,6.66,18.38,18.38,7.34,0,0,0,7.15

13,03:00-03:15,232.300000,0.000000,0.000000,3.580000,101.380000,28.070000,3.160000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,109.760000,0,0,6.66,18,18,7.34,0,0,0,7.09

14,03:15-03:30,232.300000,0.000000,0.000000,3.580000,101.380000,28.070000,3.160000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,109.760000,0,0,6.66,17.71,17.71,7.34,0,0,0,7.03

15,03:30-03:45,232.300000,0.000000,0.000000,3.580000,101.380000,28.070000,3.160000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,17.19,17.19,7.34,0,0,0,7.14

16,03:45-04:00,232.300000,0.000000,0.000000,3.580000,101.380000,28.070000,3.160000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,18.08,18.08,7.34,0,0,0,7.08

17,04:00-04:15,232.300000,0.000000,0.000000,3.580000,101.380000,28.070000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,17.86,17.86,7.34,0,0,0,7.15

18,04:15-04:30,232.300000,0.000000,0.000000,3.580000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,18.15,18.15,7.34,0,0,0,7.16

19,04:30-04:45,232.300000,0.000000,0.000000,3.580000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,23.42,23.42,7.34,0,0,0,7.01

20,04:45-05:00,232.300000,0.000000,0.000000,3.580000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,23.38,23.38,7.34,0,0,0,7.13

21,05:00-05:15,232.300000,0.000000,0.000000,3.580000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,16,16,7.34,0,0,0,7.07

22,05:15-05:30,232.300000,0.000000,0.000000,3.580000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,15.72,15.72,7.34,0,0,0,7.08

23,05:30-05:45,232.300000,0.000000,0.000000,3.580000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,15.42,15.42,7.34,0,0,0,7.19

24,05:45-06:00,232.300000,0.000000,0.000000,3.580000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,0,0,7.33,112.280000,0,0,6.66,14.75,14.75,7.34,0,0,0,7.14

25,06:00-06:15,232.300000,0.000000,0.000000,3.500000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,1.46,0,7.33,112.280000,0,0,6.66,14.42,14.42,7.34,0,0,0,7.12

26,06:15-06:30,232.300000,0.000000,0.000000,3.500000,101.380000,29.040000,3.080000,30.970000,71.430000,0.000000,30.970000,0,0,3.450000,0,0,0,272.220000,22,0.000000,3.03,0,7.33,112.280000,0,0,6.66,14,14,7.34,0,0,1.450217,7.11

27,06:30-06:45,232.300000,0.010000,0.000000,3.500000,101.380000,28.070000,3.080000,30.970000,71.430000,0.010000,30.970000,0.05,4,3.450000,1,1.48,3,272.220000,22,0.010000,8.08,0.64,7.33,112.280000,2,0.23,6.66,14,14,7.34,0,0.32,9.840063,7.08

28,06:45-07:00,232.300000,0.200000,0.000000,3.500000,101.380000,28.070000,3.080000,30.970000,71.430000,0.200000,30.970000,0.56,7,3.450000,9.64,5.47,15,272.220000,22,0.200000,15.15,2.34,7.33,112.280000,3,2.79,6.66,14,14,7.34,0.33,1.08,19.320005,7.03

29,07:00-07:15,232.300000,0.800000,0.000000,3.500000,101.380000,28.070000,3.080000,30.970000,71.430000,0.780000,30.970000,2.14,4,3.450000,20,12.29,31.83,272.220000,22,0.780000,22.21,5.27,7.33,112.280000,2,10.72,6.66,14,14,7.34,2.33,2.55,28.177035,7.09

30,07:15-07:30,232.300000,1.670000,0.000000,3.500000,101.380000,28.070000,3.080000,30.970000,71.430000,1.620000,30.970000,4.66,7,3.450000,26.35,21,26.35,272.220000,22,1.620000,26.35,9,7.33,112.280000,4,23.32,6.66,14,14,7.34,5,4.69,37.676443,7.18

31,07:30-07:45,232.300000,2.850000,0.000000,3.500000,101.380000,28.070000,3.080000,30.970000,71.430000,2.780000,30.970000,8.14,16,3.450000,27.02,39,27.02,272.220000,22,2.780000,27.01,16,7.33,112.280000,8,40.73,6.66,14,14,7.34,11.75,7.47,48.265947,7.13

32,07:45:08:00,232.300000,4.150000,0.000000,3.500000,101.380000,28.070000,3.080000,30.970000,71.430000,4.050000,30.970000,12.17,21,3.450000,27.18,53,27.18,272.220000,22,4.050000,27.19,22,7.33,112.280000,10,60.84,6.66,14,14,7.34,18.25,11.72,59.449164,7.2

33,08:00-08:15,232.300000,5.510000,0.000000,3.500000,101.380000,28.070000,3.230000,30.970000,71.430000,5.380000,30.970000,16.41,27,3.400000,29.55,67,29.55,272.220000,22,5.380000,29.55,28,7.33,112.280000,14,82.06,6.66,13.56,13.56,7.34,25.33,15.27,69.941338,7.16

34,08:15-08:30,232.300000,6.900000,0.000000,3.500000,101.380000,28.070000,3.230000,30.970000,71.430000,6.720000,30.970000,20.81,37,3.400000,29.55,81,29.55,272.220000,22,6.720000,29.55,34,7.33,112.280000,18,104.06,6.66,12.93,12.93,7.34,32.73,18.99,79.586741,7.05

35,08:30-08:45,232.300000,8.200000,0.000000,3.500000,101.380000,29.040000,3.230000,30.970000,71.430000,8.000000,30.970000,25.05,45,3.400000,30.05,95,30.05,272.220000,13.76,8.000000,30.05,40,4.59,112.280000,22,125.27,6.66,14.17,14.17,4.58,40.36,22.66,88.541101,7.2

36,08:45:09:00,232.300000,9.400000,0.000000,3.500000,101.380000,29.040000,3.230000,30.970000,71.430000,9.170000,30.970000,29.17,51,3.400000,30.05,109,30.05,272.220000,13.26,9.170000,30.05,46,4.42,112.280000,26,145.85,6.66,14.09,14.09,4.42,47.87,26.01,96.804418,7.06

37,09:00:09:15,232.300000,10.590000,0.000000,3.500000,101.380000,29.040000,3.230000,30.970000,71.430000,10.330000,30.970000,33.21,56,3.400000,30.05,123,30.05,272.220000,13.06,10.330000,30.05,52,4.35,112.280000,28,166.08,5,11.67,11.67,4.35,54.79,29.02,96.561093,6.01

38,09:15-09:30,232.300000,11.740000,0.000000,3.500000,101.380000,29.040000,3.230000,30.970000,71.430000,11.450000,30.970000,36.97,63,3.400000,30.15,133,30.15,272.220000,12.94,11.450000,30.15,57,4.31,112.280000,31,184.87,5,11.67,11.67,4.32,61.16,31.75,104.33776,6.01

39,09:30-09:45,232.300000,12.660000,0.000000,3.500000,101.380000,29.040000,3.230000,30.970000,71.430000,12.360000,30.970000,40.25,65,3.400000,31,161,31,272.220000,12.83,12.360000,31,69,4.28,112.280000,33,201.24,5,11.67,11.67,4.26,67.29,34.19,111.277389,6.01

40,09:45-10:00,232.300000,13.500000,0.000000,3.500000,101.380000,29.040000,3.230000,30.970000,71.430000,13.180000,30.970000,43.16,67,3.400000,31,175,31,272.220000,12.61,13.180000,31,75,4.2,112.280000,33,215.8,5,11.67,11.67,4.21,72.61,36.33,117.856897,6.01

41,10:00-10:15,232.300000,14.210000,0.000000,3.430000,101.380000,28.070000,3.230000,30.970000,71.430000,13.870000,30.970000,45.83,73,3.400000,31,186,31,272.220000,12.5,13.870000,31,79,4.17,112.280000,37,229.17,3.34,11.67,11.67,4.16,77.55,38.19,123.560435,6.01

42,10:15-10:30,232.300000,14.750000,0.000000,3.430000,101.380000,28.070000,3.230000,30.970000,71.430000,14.380000,30.970000,47.33,73,3.400000,31,196,31,272.220000,12.5,14.380000,31,84,4.17,112.280000,37,236.67,3.34,11.67,11.67,4.16,81.88,39.8,129.079046,6.01

43,10:30-10:45,232.300000,15.180000,0.000000,3.430000,101.380000,28.070000,3.230000,30.970000,71.430000,14.810000,30.970000,47.33,79,3.400000,31,196,31,272.220000,12.5,14.810000,31,84,4.17,112.280000,39,236.67,3.34,11.67,11.67,4.16,83.62,40.25,126.830723,6.01

44,10:45-11:00,232.300000,15.530000,0.000000,3.430000,101.380000,28.070000,3.230000,30.970000,71.430000,15.150000,2.110000,47.33,83,3.400000,30.97,196,30.97,272.220000,12.5,15.150000,30.96,84,4.17,112.280000,41,236.67,3.34,11.67,11.67,4.16,85.56,41.61,130.753122,6.01

45,11:00-11:15,232.300000,15.660000,0.000000,3.430000,101.380000,29.040000,3.310000,30.970000,71.430000,15.280000,10.820000,47.33,86,3.400000,30.97,196,30.97,272.220000,12.5,15.280000,30.96,84,4.17,112.280000,43,236.67,3.34,11.67,11.67,4.16,86.72,42.67,133.955279,6.01

46,11:15-11:30,232.300000,15.950000,0.000000,3.430000,101.380000,29.040000,3.310000,30.970000,71.430000,15.560000,2.110000,47.33,81,3.400000,30.97,196,30.97,272.220000,12.5,15.560000,30.96,84,4.17,112.280000,41,236.67,3.34,11.67,11.67,4.16,89.29,43.47,135.454161,6.01

47,11:30-11:45,232.300000,16.170000,0.000000,3.430000,101.380000,29.040000,3.310000,30.970000,71.430000,15.780000,2.110000,47.33,81,3.400000,30.97,196,30.97,272.220000,12.5,15.780000,30.96,84,4.17,112.280000,40,236.67,3.34,11.67,11.67,4.16,89.69,44.5,134.879914,6.01

48,11:45-12:00,232.300000,16.270000,0.000000,3.430000,101.380000,29.040000,3.310000,30.970000,71.430000,15.870000,2.110000,47.33,81,3.400000,30.97,196,30.97,272.220000,12.5,15.870000,30.96,84,4.17,112.280000,40,236.67,3.34,11.67,11.67,4.16,90.6,45.5,128.339338,6.01

49,12:00-12:15,232.300000,16.250000,0.000000,3.430000,101.380000,30.000000,3.470000,30.970000,71.430000,15.860000,2.110000,47.33,81,3.450000,30.97,196,30.97,272.220000,12.5,15.860000,30.96,84,4.17,112.280000,40,236.67,3.34,11.67,11.67,4.16,91,45.5,134.548992,6.01

50,12:15-12:30,232.300000,16.260000,0.000000,3.430000,101.380000,30.000000,3.470000,30.970000,71.430000,15.860000,2.110000,47.33,81,3.450000,30.97,196,30.97,272.220000,13.28,15.860000,30.96,84,4.43,112.280000,40,236.67,3.34,12.22,12.22,4.42,90.67,45.5,127.346572,6.01

51,12:30-12:45,232.300000,16.110000,0.000000,3.430000,101.380000,30.000000,3.470000,30.970000,71.430000,15.710000,2.110000,47.33,81,3.450000,30.97,196,30.97,272.220000,16.17,15.710000,30.96,84,5.39,112.280000,41,236.67,3.34,13.32,13.32,5.38,90.88,45.5,123.628566,6.01

52,12:45-13:00,232.300000,16.220000,0.000000,3.430000,101.380000,30.000000,3.470000,30.970000,71.430000,15.810000,2.110000,47.33,82,3.450000,30.97,196,30.97,272.220000,19.88,15.810000,30.96,84,6.63,112.280000,41,236.67,3.34,14.81,14.81,6.61,90.22,45.5,123.832959,6.01

53,13:00-13:15,232.300000,16.190000,0.000000,3.500000,101.380000,30.000000,3.470000,16.540000,71.430000,15.800000,16.540000,47.33,83,3.450000,30.97,196,30.97,272.220000,22.74,15.800000,30.96,84,7.58,112.280000,41,236.67,3.34,16.28,16.28,7.58,89.2,45.5,123.102984,6.01

54,13:15-13:30,232.300000,15.910000,0.000000,3.500000,101.380000,30.000000,3.470000,16.540000,71.430000,15.520000,16.540000,47.33,83,3.450000,30.97,196,30.97,272.220000,24.32,15.520000,30.96,84,8.11,112.280000,42,236.67,3.34,18.47,18.47,8.09,87.67,45.5,121.17585,6.01

55,13:30-13:45,232.300000,15.640000,0.000000,3.500000,101.380000,30.000000,3.470000,16.540000,71.430000,15.260000,16.540000,47.33,79,3.450000,31.3,196,31.3,272.220000,24.8,15.260000,31.3,84,8.27,112.280000,40,236.67,5.18,19.17,19.17,8.25,85.64,44.5,97.855582,6.01

56,13:45-14:00,232.300000,15.470000,0.000000,3.500000,101.380000,30.000000,3.470000,16.540000,71.430000,15.100000,16.540000,47.33,79,3.450000,31.3,193,31.3,272.220000,25.5,15.100000,31.3,82,8.5,112.280000,39,236.67,6.18,20.51,20.51,8.49,83.3,43.5,101.651452,6.01

57,14:00-14:15,232.300000,15.130000,0.000000,3.580000,101.380000,30.000000,3.470000,16.540000,71.430000,14.760000,16.540000,47.33,75,3.450000,31.3,193,31.3,272.220000,25.56,14.760000,31.3,82,8.52,112.280000,37,236.67,7.18,21.17,21.17,8.51,81.85,42.5,102.138102,6.01

58,14:15-14:30,232.300000,14.580000,0.000000,3.580000,101.380000,30.000000,3.470000,16.540000,71.430000,14.230000,16.540000,47.33,71,3.450000,31.47,190,31.47,272.220000,25.78,14.230000,31.46,82,8.59,112.280000,35,236.67,7.51,22.13,22.13,8.59,80,41,92.940417,7.21

59,14:30-14:45,232.300000,14.000000,0.000000,3.580000,101.380000,30.000000,3.470000,16.540000,71.430000,13.660000,16.540000,46.19,70.67,3.450000,31.47,182,31.47,272.220000,25.93,13.660000,31.46,78,8.64,112.280000,35.33,230.94,7.62,22.7,22.7,8.64,77.11,39,82.419044,7.21

60,14:45-15:00,232.300000,13.360000,0.000000,3.580000,101.380000,30.000000,3.470000,16.540000,71.430000,13.040000,16.540000,43.83,69.34,3.450000,31.47,175,31.47,272.220000,26,13.040000,31.46,75,8.67,112.280000,34.66,219.13,7.79,23.52,23.52,8.66,74.68,37,72.491384,7.21

61,15:00-15:15,232.300000,12.580000,0.000000,3.740000,101.380000,30.970000,3.620000,30.970000,71.430000,12.270000,2.110000,41.38,61.34,3.490000,31.67,165,31.67,272.220000,28.33,12.270000,31.66,70,9.44,112.280000,30.66,206.89,7.85,24.34,24.34,9.44,69.68,35,71.401288,7.21

62,15:15-15:30,232.300000,11.840000,0.000000,3.740000,101.380000,30.970000,3.620000,30.970000,71.430000,11.550000,30.970000,38.61,57.34,3.490000,31.67,154,31.67,272.220000,29.31,11.550000,31.66,66,9.77,112.280000,28.66,193.05,7.96,24.67,24.67,9.76,64.33,32.61,64.996974,7.21

63,15:30-15:45,232.300000,10.850000,0.000000,3.740000,101.380000,30.970000,3.310000,30.970000,71.430000,10.580000,30.970000,35.05,54,3.490000,31.67,140,31.67,272.220000,30.07,10.580000,31.66,60,10.02,112.280000,27,175.23,8.09,25.01,25.01,10.02,58.49,30.22,57.998947,7.21

64,15:45-16:00,232.300000,9.700000,0.000000,3.740000,101.380000,31.940000,3.310000,30.970000,71.430000,9.470000,30.970000,31.35,44.67,3.490000,31.67,126,31.67,272.220000,30.69,9.470000,31.66,54,10.23,112.280000,22.33,156.76,8.3,25.34,25.34,10.22,52.19,27.64,49.190582,7.21

65,16:00-16:15,232.300000,8.500000,0.000000,3.740000,101.380000,31.940000,3.390000,30.970000,74.220000,8.290000,30.970000,27.7,39.34,3.490000,31.67,112,31.67,272.220000,31.81,8.290000,31.66,48,10.6,112.280000,19.66,138.52,8.54,25.95,25.95,10.6,45.4,24.79,40.499013,7.21

66,16:15-16:30,232.300000,7.230000,0.000000,3.740000,101.380000,31.940000,3.390000,30.970000,74.220000,7.060000,30.970000,24.23,31.33,3.490000,31.67,98,31.67,272.220000,31.81,7.060000,31.66,42,10.6,112.280000,15.67,121.15,8.55,31.84,31.84,10.6,38.56,22.62,32.148099,7.21

67,16:30-16:45,232.300000,5.850000,0.000000,3.500000,101.380000,31.940000,3.390000,30.970000,74.220000,5.710000,30.970000,20.52,26.67,3.490000,32.3,81,30.41,272.220000,30.55,5.710000,32.29,34,10.18,112.280000,13.33,102.58,8.55,31.51,31.51,10.18,31.33,19.18,23.524661,11.74

68,16:45-17:00,232.300000,4.470000,0.000000,3.500000,101.380000,31.940000,3.390000,30.970000,74.220000,4.360000,30.970000,16.32,21.33,3.490000,20.06,63,14.88,272.220000,29.57,4.360000,25.24,27,9.86,112.280000,10.67,81.63,8.55,31.17,31.17,9.84,24.59,15.44,16.039984,11.08

69,17:00-17:15,232.300000,3.170000,0.000000,3.500000,101.380000,31.940000,3.390000,30.970000,74.220000,3.090000,30.970000,12.25,18.67,3.530000,6.85,46,2.6,272.220000,30.71,3.090000,20.19,19,10.24,112.280000,9.33,61.26,8.45,30.51,30.51,10.23,17.48,11.58,9.528607,10.54

70,17:15-17:30,232.300000,2.000000,0.000000,3.500000,101.380000,31.940000,3.390000,30.970000,74.220000,1.950000,30.970000,8.36,20.67,3.530000,1,32,1,272.220000,30.66,1.950000,15.15,13,10.22,112.280000,10.33,41.83,8.37,29.51,29.51,10.22,11.03,9.82,4.467447,9.74

71,17:30-17:45,232.300000,1.010000,0.000000,3.500000,101.380000,31.940000,3.540000,30.970000,74.220000,0.980000,30.970000,4.77,20.67,3.530000,0.1,20,0,272.220000,30.76,0.980000,8.82,8,10.25,112.280000,10.33,23.84,9.34,28.84,28.84,10.26,5.73,6.46,2.082862,8.88

72,17:45-18:00,232.300000,0.320000,0.000000,3.500000,101.380000,31.940000,3.540000,30.970000,74.220000,0.320000,30.970000,2.3,16,3.530000,0,11,0,272.220000,30.87,0.320000,2.73,4,10.29,112.280000,8,11.52,10.01,28.17,28.17,10.28,1.62,3.79,0.116796,8.54

73,18:00-18:15,232.300000,0.020000,0.000000,3.500000,101.380000,31.940000,3.620000,30.970000,74.220000,0.020000,30.970000,0.66,10,3.530000,0,7,0,272.220000,30.26,0.020000,0,3,10.09,112.280000,5,3.29,10.68,27.51,27.51,10.07,0.33,1.92,0,8.14

74,18:15-18:30,232.300000,0.000000,0.000000,3.500000,101.380000,31.940000,3.620000,30.970000,74.220000,0.000000,30.970000,0.57,7,3.530000,0,4,0,272.220000,29.21,0.000000,0,1,9.74,112.280000,3,2.85,10.18,27.07,27.07,9.72,0,0.6,0,7.68

75,18:30-18:45,232.300000,0.000000,0.000000,3.500000,101.380000,31.940000,3.620000,30.970000,74.220000,0.000000,30.970000,0.48,0,3.530000,0,4,0,272.220000,30.62,0.000000,0,1,10.21,112.280000,0,2.43,10.17,26.34,26.34,10.2,0,0,0,7.21

76,18:45-19:00,232.300000,0.000000,0.000000,3.500000,101.380000,31.940000,3.620000,30.970000,74.220000,0.000000,30.970000,0.05,0,3.530000,0,0,0,272.220000,28.31,0.000000,0,0,9.44,112.280000,0,0.27,10.22,26.67,26.67,9.43,0,0,0,7.21

77,19:00-19:15,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.700000,30.970000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,27.51,0.000000,0,0,9.17,112.280000,0,0,10.34,26.17,26.17,9.16,0,0,0,7.21

78,19:15-19:30,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.700000,30.970000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,26.87,0.000000,0,0,8.96,112.280000,0,0,10.12,25.51,25.51,8.95,0,0,0,7.21

79,19:30-19:45,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.700000,2.110000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,26.19,0.000000,0,0,8.73,112.280000,0,0,9.88,24.67,24.67,8.72,0,0,0,7.21

80,19:45-20:00,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.700000,2.110000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,25.68,0.000000,0,0,8.56,112.280000,0,0,9.77,24.01,24.01,8.55,0,0,0,7.21

81,20:00-20:15,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.470000,2.110000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,29.43,0.000000,0,0,9.81,112.280000,0,0,9.56,23.34,23.34,9.8,0,0,0,7.21

82,20:15-20:30,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.470000,2.110000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,28.99,0.000000,0,0,9.66,112.280000,0,0,9.36,24.95,24.95,9.67,0,0,0,7.21

83,20:30-20:45,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.470000,6.950000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,28.63,0.000000,0,0,9.54,112.280000,0,0,9.21,24.07,24.07,9.54,0,0,0,7.21

84,20:45-21:00,232.300000,0.000000,0.000000,3.580000,101.380000,31.940000,3.470000,6.950000,74.220000,0.000000,30.970000,0,0,3.580000,0,0,0,272.220000,28.43,0.000000,0,0,9.48,112.280000,0,0,9.12,26.33,26.33,9.46,0,0,0,7.21

85,21:00-21:15,232.300000,0.000000,0.000000,3.500000,101.380000,31.940000,3.390000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,27.76,0.000000,0,0,9.25,112.280000,0,0,8.93,26.01,26.01,9.26,0,0,0,7.21

86,21:15-21:30,232.300000,0.000000,0.000000,3.500000,101.380000,31.940000,3.390000,6.950000,74.220000,0.000000,30.970000,0,0,3.530000,0,0,0,272.220000,27.26,0.000000,0,0,9.09,112.280000,0,0,8.47,25.95,25.95,9.08,0,0,0,7.21

