Block,Time Block,NLCEXP,NAPP,NJPC,MAPS,KKNPPU2,KOLDAM,KUDGI,KOTESHWR,ANTA_GF,VALLURNTECL,AURY_CRF,UNCHAHAR4,AURY_RF,DADRI_LF,ANTA_CRF,URI2,ANTA_RF,UNCHAHAR3,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,URI,DADRI_CRF,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,BSIUL,BRBCL,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,TEHRI,TANDA2,TALST2,TANAKPUR,TALA,RAMPUR,RAPPC,NTPL,PARBATI3,RAPPB,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RIHAND2,SASAN,RIHAND1,NLCTS2EXP,NNTPP,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,JHAJJAR,KHSTPP-I,DHAULIGNGA,FSTPP I & II,DADRI_RF,NLCIIST1,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22,0,0,0,0,2.13,0,17.31,0,35.33,0,14.48,0,2.32,328.16,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,76.64,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,305.86,40.44,8.8,17.3,0,0,0,0,0,0,0,0

7,01:30-01:45,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22,0,0,0,0,2.13,0,17.31,0,35.33,0,14.48,0,2.32,328.16,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,305.86,40.44,8.8,17.3,0,0,0,0,0,0,0,0

8,01:45-02:00,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22,0,0,0,0,2.13,0,17.31,0,35.33,0,14.48,0,2.32,328.16,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,276.9,40.44,8.8,17.3,0,0,0,0,0,0,0,0

9,02:00-02:15,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.61,0,0,0,0,2.13,0,15.17,0,31.1,0,14.48,0,2.32,299.65,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,40.44,8.8,17.3,0,0,0,0,0,0,0,0

10,02:15-02:30,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,292.36,0,14.41,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,40.44,8.8,17.3,0,0,0,0,0,0,0,0

11,02:30-02:45,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,263.58,0,14.41,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,40.44,8.8,15.1,0,0,0,0,0,0,0,0

12,02:45-03:00,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,239.44,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,40.44,8.8,15.1,0,0,0,0,0,0,0,0

13,03:00-03:15,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,215.31,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,40.44,8.8,15.1,0,0,0,0,0,0,0,0

14,03:15-03:30,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,215.31,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,40.44,8.8,15.1,0,0,0,0,0,0,0,0

15,03:30-03:45,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,215.31,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,15.1,0,0,0,0,0,0,0,0

16,03:45-04:00,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,215.31,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,15.1,0,0,0,0,0,0,0,0

17,04:00-04:15,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,215.31,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,17.88,0,0,0,0,0,0,0,0

18,04:15-04:30,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,215.31,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,17.88,0,0,0,0,0,0,0,0

19,04:30-04:45,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,239.44,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,17.88,0,0,0,0,0,0,0,0

20,04:45-05:00,0,39.9,21.03,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,239.44,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,17.88,0,0,0,0,0,0,0,0

21,05:00-05:15,0,39.9,41.15,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,268.32,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,8.8,17.88,0,0,0,0,0,0,0,0

22,05:15-05:30,0,39.9,67.75,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,1.06,14.48,9.35,3.86,292.36,0,14.41,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,8.8,17.88,0,0,0,0,0,0,0,0

23,05:30-05:45,0,39.9,82.29,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,6.3,14.48,9.35,7.72,292.36,0,14.41,0,0,6.81,0,0,50.11,0,3.07,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,17.6,17.88,0,0,0,0,0,0,0,0

24,05:45-06:00,0,39.9,109.72,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,6.3,14.48,18.69,11.59,292.36,11.44,14.41,0,0,6.81,0,0,50.11,0,3.07,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,26.53,17.88,0,0,0,0,0,0,0,0

25,06:00-06:15,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,18.89,14.48,28.06,38.15,258.75,13.57,30.06,0,0,6.81,0,0,50.11,0,8.6,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,36.35,19.92,0,0,0,0,0,0,0,0

26,06:15-06:30,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,3.2,0,15.17,0,30.72,18.89,14.48,28.06,38.15,220.13,13.57,30.06,0,0,11.5,0,0,50.11,0,31.96,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,36.35,20.08,0,0,0,0,0,0,0,0

27,06:30-06:45,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,37.84,0,15.17,0,30.72,18.89,14.48,28.06,38.15,191.17,13.57,30.06,0,0,11.5,0,0,50.11,0,31.96,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,36.35,20.08,0,0,0,0,0,0,0,0

28,06:45-07:00,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,37.84,0,15.17,0,30.72,18.89,14.48,28.06,38.15,197.44,13.57,29.62,0,0,6.81,0,0,50.11,0,31.96,0,0,0,0,0,0,76.63,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,36.35,20.08,0,0,0,0,0,0,0,0

29,07:00-07:15,0,39.9,112.92,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,3.2,0,15.17,0,30.72,6.3,14.48,18.69,25.43,238.96,11.44,14.41,0,0,6.81,0,0,50.11,0,31.96,0,0,0,0,0,0,76.64,0,134.86,120.03,114.66,393.2,88.83,0,0,0,47.72,0,143.18,0,0,236.97,42.78,26.53,20.08,0,0,0,0,0,0,0,0

30,07:15-07:30,0,39.9,112.92,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,6.3,14.48,9.35,11.59,278.06,0,0,0,0,6.81,0,0,50.11,0,31.96,0,0,0,0,0,0,76.64,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,17.6,20.08,0,0,0,0,0,0,0,0

31,07:30-07:45,0,39.9,90.33,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,6.3,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,31.96,0,0,0,0,0,0,76.64,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,20.08,0,0,0,0,0,0,0,0

32,07:45-08:00,0,39.9,67.75,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,6.3,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,4.91,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,393.2,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,8.8,17.3,0,0,0,0,0,0,0,0

33,08:00-08:15,0,39.9,45.07,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,6.3,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,2.46,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,399.96,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,8.8,17.3,0,0,0,0,0,0,0,0

34,08:15-08:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,6.3,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,8.8,17.3,0,0,0,0,0,0,0,0

35,08:30-08:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,3.2,0,15.17,0,30.72,0,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,8.8,17.3,0,0,0,0,0,0,0,0

36,08:45-09:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,37.84,0,15.17,0,30.72,0,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,8.8,17.3,0,0,0,0,0,0,0,0

37,09:00-09:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,37.84,0,15.17,0,30.72,0,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

38,09:15-09:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,3.2,0,15.17,0,30.72,0,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

39,09:30-09:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

40,09:45-10:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,9.35,11.59,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

41,10:00-10:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,9.35,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

42,10:15-10:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,9.35,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

43,10:30-10:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

44,10:45-11:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,14.48,0,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,15.91,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

45,11:00-11:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,25.97,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,13.16,0,2.32,292.36,0,0,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

46,11:15-11:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,25.97,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,12.36,0,2.32,292.36,0,0,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

47,11:30-11:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,25.97,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,12.36,0,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

48,11:45-12:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,25.97,0,19.4,0,0,0,0,2.66,0,15.17,0,30.72,0,12.36,0,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,17.3,0,0,0,0,0,0,0,0

49,12:00-12:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,18.18,0,19.4,0,0,0,0,37.84,0,15.17,0,30.72,0,12.36,0,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

50,12:15-12:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,18.18,0,19.4,0,0,0,0,37.84,0,15.17,0,30.72,0,12.36,0,2.32,292.36,0,0,0,0,6.81,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

51,12:30-12:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,3.2,0,15.17,0,30.72,0,12.36,0,2.32,292.36,0,0,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

52,12:45-13:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,19.4,0,0,0,0,2.13,0,15.17,0,30.72,0,12.36,0,2.32,292.36,0,0,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

53,13:00-13:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,13.37,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,124.19,0,0,236.97,37.71,0,17.88,0,0,0,0,0,0,0,0

54,13:15-13:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,124.19,0,0,236.97,37.71,0,17.88,0,0,0,0,0,0,0,0

55,13:30-13:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,124.19,0,0,236.97,37.71,0,17.88,0,0,0,0,0,0,0,0

56,13:45-14:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

57,14:00-14:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

58,14:15-14:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

59,14:30-14:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,236.97,42.78,0,20.08,0,0,0,0,0,0,0,0

60,14:45-15:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,323.87,42.78,0,20.08,0,0,0,0,0,0,0,0

