Block,Time,CHAMERA2,FSTPP I & II,NLCIIST2,PARBATI3,RSTPSU1TO6,SINGRAULI,TALA,ANTA_CRF,DADRT2,KGSU1AND2,KISHANGANGA,KOTESHWR,NJPC,NLCTS2EXP,TALST2,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,DADRI_RF,KHSTPP-I,KUDGI,NNTPP,PARBATI2,SALAL,SIMHST2,TANDA2,TelanganaSTPP,ANTA_RF,AURY_CRF,AURY_LF,DADRI_LF,CHAMERA3,DULHASTI,JHAJJAR,MAPS,RAPPD,TANAKPUR,ANTA_GF,ANTA_LF,DADRI_CRF,DHAULIGNGA,NAPP,NLCIIST1,RIHAND2,RIHAND3,SASAN,TEHRI,UNCHAHAR4,URI2,AURY_GF,DADRI_GF,CHAMERA1,KGSU3AND4,KHSTPP-II,RAPPB,AURY_RF,KKNP,KKNPPU2,KOLDAM,RAMPUR,SIMHST1,SINGRAULI_HYDRO,BRBCL,BSIUL,NLCEXP,NTPL,RAPPC,RIHAND1,RSTPSU7,SEWA2,UNCHAHAR2
8,01:45-02:00,48.81,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,49.68,0,99.78,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,35,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,18.9,44.5

9,02:00-02:15,48.81,20.8,0,38.36,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,49.68,0,99.78,45.83,0,0,37.57,0,0,5.7,0,51.83,0,0,0,35,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,18.9,44.5

10,02:15-02:30,48.81,20.8,0,38.36,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,49.68,0,99.78,45.83,0,0,37.57,0,0,5.7,0,51.83,0,0,0,35,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,12.61,44.5

11,02:30-02:45,48.81,20.8,0,38.36,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,49.68,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,35,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,12.61,44.5

12,02:45-03:00,48.81,20.8,0,38.36,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,49.68,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,35,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,12.61,44.5

13,03:00-03:15,48.81,20.8,0,38.36,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,35,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,12.61,44.5

14,03:15-03:30,48.81,20.8,0,38.36,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,12.61,44.5

15,03:30-03:45,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,6.3,44.5

16,03:45-04:00,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.4,0,1,15,13.04,0,0,68.56,97.23,0,6.3,45

17,04:00-04:15,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.4,0,1,15,13.04,0,0,68.56,97.23,0,6.3,45

18,04:15-04:30,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.4,0,1,17.14,13.04,0,0,68.56,97.23,0,6.3,45

19,04:30-04:45,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,6.27,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.4,0,1,17.58,13.04,0,0,68.56,97.23,0,6.3,44.5

20,04:45-05:00,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,6.27,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.4,0,1,18.02,13.04,0,0,68.56,97.23,0,6.3,44.5

21,05:00-05:15,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,110.67,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,52.22,0,0,0,23.33,59.5,312.44,0,22.02,6.27,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.4,0,1,18.46,13.04,0,0,68.56,97.23,0,6.3,45

22,05:15-05:30,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,37.57,0,0,5.7,0,51.83,0,0,0,23.33,59.5,312.44,0,22.02,6.27,0,0,0,10.95,28.94,0,124.58,130.79,343.12,11.63,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.36,0,1,18.9,13.04,0,0,68.56,97.23,0,0,45

23,05:30-05:45,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,23.27,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.36,0,1,19.34,13.04,0,0,68.56,97.23,0,0,44.5

24,05:45-06:00,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,99.78,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.79,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

25,06:00-06:15,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,23.33,59.5,312.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.79,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,44.5

26,06:15-06:30,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,23.33,59.5,380.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.18,2.3,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

27,06:30-06:45,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,23.33,59.5,380.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.18,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,1.93,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

28,06:45-07:00,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,23.33,59.5,380.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.18,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,1.93,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

29,07:00-07:15,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.83,0,0,0,23.33,59.5,380.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.18,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,1.93,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

30,07:15-07:30,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.17,0,0,0,23.33,59.5,420.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.18,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

31,07:30-07:45,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.17,0,0,0,23.33,59.5,420.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,34.18,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

32,07:45-08:00,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,109.76,0,0,21.64,27.68,48.57,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.17,0,0,0,23.33,59.5,420.44,0,22.02,0,0,0,0,21.86,28.94,0,124.58,130.79,343.12,23.27,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.36,0,1,20,13.04,0,0,68.56,97.23,0,0,45

33,08:00-08:15,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,37.53,0,98.41,45.83,0,0,30.06,0,0,5.7,0,51.17,0,0,0,23.33,59.5,393.78,0,22.02,6.27,0,0,0,21.88,28.94,0,124.58,130.79,343.12,23.27,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.05,0,1,20,13.04,0,0,68.56,97.23,0,0,45

34,08:15-08:30,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,37.53,0,98.41,45.83,0,0,30.06,0,0,5.7,0,50.51,0,0,0,23.33,59.5,367.11,0,22.02,6.27,0,0,0,21.88,28.94,0,124.58,130.79,343.12,23.27,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.05,0,1,20,13.04,0,0,68.56,97.23,0,0,45

35,08:30-08:45,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,37.53,0,98.41,45.83,0,0,30.06,0,0,5.7,0,50.51,0,0,0,23.33,59.5,367.11,0,22.02,1.15,0,0,0,21.88,28.94,0,124.58,130.79,343.12,11.63,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.05,0,1,20,13.04,0,0,68.56,97.23,0,0,45

36,08:45-09:00,48.81,20.8,0,33.76,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,37.53,0,98.41,45.83,0,0,30.06,0,0,5.7,0,50.51,0,0,0,23.33,59.5,340.44,0,22.02,1.15,0,0,0,21.88,28.94,0,124.58,130.79,343.12,11.63,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.05,0,1,20,13.04,0,0,68.56,97.23,0,0,45

37,09:00-09:15,48.81,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,37.53,0,98.41,45.83,0,0,30.06,0,0,5.7,0,50.51,0,0,0,23.33,59.5,340.44,0,22.02,1.15,0,0,0,21.88,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.05,0,1,20,13.04,0,0,68.56,97.23,0,0,45

38,09:15-09:30,48.81,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,37.53,0,98.41,45.83,0,0,30.06,0,0,5.7,0,50.51,0,0,0,23.33,59.5,340.44,0,22.02,1.15,0,0,0,10.95,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.05,0,1,20,13.04,0,0,68.56,97.23,0,0,45

39,09:30-09:45,48.81,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.42,0,98.41,45.83,0,0,30.06,0,0,5.7,0,50.51,0,0,0,23.33,59.5,313.78,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.05,0,1,20,13.04,0,0,68.56,97.23,0,0,45

40,09:45-10:00,48.81,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.42,0,98.41,45.83,0,0,30.06,0,0,5.7,0,50.51,0,0,0,23.33,59.5,313.78,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,28.1,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,0,45

41,10:00-10:15,48.81,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,50.51,0,0,0,23.33,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,14.05,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,0,45

42,10:15-10:30,32.53,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,23.33,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,14.05,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,0,45

43,10:30-10:45,32.53,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,23.33,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,14.05,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,0,45

44,10:45-11:00,32.53,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,14.05,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,0,45

45,11:00-11:15,32.53,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,0,45

46,11:15-11:30,32.53,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,0,45

47,11:30-11:45,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

48,11:45-12:00,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

49,12:00-12:15,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,49.86,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

50,12:15-12:30,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,48.55,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

51,12:30-12:45,16.27,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,48.55,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

52,12:45-13:00,16.27,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,48.55,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

53,13:00-13:15,16.27,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,48.55,0,0,0,11.67,59.5,300.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

54,13:15-13:30,16.27,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,47.89,0,0,0,11.67,59.5,313.78,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

55,13:30-13:45,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,47.89,0,0,0,11.67,59.5,313.78,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

56,13:45-14:00,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,47.24,0,0,0,11.67,59.5,313.78,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

57,14:00-14:15,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,47.24,0,0,0,11.67,59.5,313.78,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,0,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

