Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/02/01/2594,GNA/WR/2024/11/01/4200,GNA/SR/2025/02/01/6460,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/16/1380,NR/01102023/19072037/LT-05,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/4863,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/16/1676,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/5886,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/9969,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2143,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06
77,19:00-19:15,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,36.53,50,75,271.78,200,0,115.35,50,13.46,0,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,14.21,0,0,0,0,0,0,29.27,36.53,0,31

78,19:15-19:30,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,36.53,50,75,271.78,200,0,115.35,50,13.46,0,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,14.21,0,0,0,0,0,0,29.27,36.53,0,31

79,19:30-19:45,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,36.53,50,75,271.78,200,0,115.35,50,13.46,0,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,14.41,0,0,0,0,0,0,29.27,36.53,0,31

80,19:45-20:00,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,36.53,50,75,271.78,200,0,115.35,50,13.46,0,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,14.61,0,0,0,0,0,0,29.27,36.53,0,31

81,20:00-20:15,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,106.88,50,8.65,0,0,86.7,1.47,12.6,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,15.21,0,0,0,0,0,0,29.27,23.07,0,32

82,20:15-20:30,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,98.39,50,8.65,0,0,86.7,1.47,23.41,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,15.81,0,0,0,0,0,0,29.27,23.07,0,32

83,20:30-20:45,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,89.91,50,8.65,0,0,86.7,1.47,23.41,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,16.61,0,0,0,0,0,0,29.27,23.07,0,32

84,20:45-21:00,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,81.43,50,8.65,0,0,86.7,1.47,23.41,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,17.41,0,0,0,0,0,0,29.27,23.07,0,32

85,21:00-21:15,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,72.95,50,8.65,0,0,86.7,1.47,25.87,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,13.61,0,0,0,0,0,0,29.27,23.07,0,32

86,21:15-21:30,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,70.12,50,8.65,0,0,86.7,1.47,25.87,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,13.61,0,0,0,0,0,0,29.27,23.07,0,32

87,21:30-21:45,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,70.12,50,8.65,0,0,86.7,1.47,25.87,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,13.81,0,0,0,0,0,0,29.27,23.07,0,32

88,21:45-22:00,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,0,70.12,50,8.65,0,0,86.7,1.47,25.87,100.14,260.1,0.62,0.92,1.25,8.65,0,23.07,13.81,0,0,0,0,0,0,29.27,23.07,0,32

89,22:00-22:15,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,100.14,229.64,0.62,0.92,1.25,8.65,0,23.07,11.81,0,0,0,0,0,0,28.77,23.07,0,26.99

90,22:15-22:30,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,100.14,195.34,0.62,0.92,1.25,8.65,0,23.07,11.41,0,0,0,0,0,0,28.26,23.07,0,26.99

91,22:30-22:45,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,100.14,195.34,0.62,0.92,1.25,8.65,0,23.07,11,0,0,0,0,0,0,28.26,23.07,0,26.99

92,22:45-23:00,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,100.14,195.34,0.62,0.92,1.25,8.65,0,23.07,10.6,0,0,0,0,0,0,28.26,23.07,0,26.99

93,23:00-23:15,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,52.87,195.34,0.62,0.92,1.2,8.65,0,23.07,10.2,0,0,0,0,0,0,26.75,23.07,0,26.99

94,23:15-23:30,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,52.87,195.34,0.62,0.92,1.2,8.65,0,23.07,9.8,0,0,0,0,0,0,26.75,23.07,0,26.99

95,23:30-23:45,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,52.87,195.34,0.62,0.92,1.2,8.65,0,23.07,9.6,0,0,0,0,0,0,26.75,23.07,0,26.99

96,23:45-24:00,15,15,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,23.07,50,75,271.78,150,7.93,70.12,50,8.65,0,23.78,64.04,1.47,26.99,52.87,195.34,0.62,0.92,1.2,8.65,0,23.07,9,0,0,0,0,0,0,26.75,23.07,0,26.99

