Block,Time,L_NR_2012_02,L_NR_2012_01,LT-35,L_NR_2023_04,LT_MEJA_Delhi,L_NR_2012_04,LT-05,L_NR_2019_11,L_NR_2020_02,SH-07,L_NR_2012_07,LT-31,SH-06,LT-36,LT-59,L_NR_2020_06,L_NR_2021_12,L_NR_2021_13,L_NR_2019_07,L_NR_2021_14,L_NR_2021_16,L_NR_2020_05,L_NR_2019_06,L_NR_2021_15,L_NR_2022_10,L_NR_2020_07,L_NR_2022_08,L_NR_2018_61,L_NR_2019_05,L_NR_2019_19,L_NR_2022_09,L_NR_2021_17
16,03:45-04:00,175.430000,48.400000,0.000000,0.000000,2.020000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,13.24,0,0,0,0,0,39.73,0,0,30.91,13.25,13.28,29.32,0,0,30.91,0

17,04:00-04:15,175.430000,48.400000,0.000000,0.000000,0.390000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,13.26,0,0,0,0,0,39.77,0,0,30.14,13.25,12.9,28.72,0,0,30.14,0

18,04:15-04:30,175.430000,48.400000,0.000000,0.000000,0.390000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,13.2,0,0,0,0,0,39.59,0,0,29.44,13.19,12.27,28.32,0,0,29.44,0

19,04:30-04:45,175.430000,48.400000,0.000000,0.000000,0.390000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,13.21,0,0,0,0,0,39.63,0,0,29.22,13.21,12.02,27.99,0,0,29.22,0

20,04:45-05:00,175.430000,48.400000,0.000000,0.000000,0.390000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,15.1,0,0,0,0,0,45.31,0,0,28.31,15.11,13.5,27.44,0,0,28.31,0

21,05:00-05:15,175.430000,48.400000,0.000000,0.000000,0.390000,232.320000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,15.04,0,0,0,0,0,45.12,0,0,31.94,15.04,13.6,29.22,0,0,31.94,0

22,05:15-05:30,175.430000,48.400000,0.000000,0.000000,0.390000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,14.93,0,0,0,0,0,44.78,0,0,31.44,14.93,14.25,28.53,0,0,31.44,0

23,05:30-05:45,175.430000,48.400000,0.000000,0.000000,2.180000,232.320000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,15.2,0,0,0,0,0,45.62,0,0,31.51,15.21,14.6,28.38,0,0.322014,31.51,0

24,05:45-06:00,175.430000,48.400000,0.000000,0.000000,2.180000,272.250000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,15.62,0.13,0.03,0,0,1.04,46.86,0,0.31,32.03,15.62,15.19,27.77,0,1.736924,32.03,0.52

25,06:00-06:15,175.430000,48.400000,0.000000,0.000000,2.180000,272.250000,70.630000,10.780000,11.920000,0.000000,31.940000,0.000000,0.000000,0.000000,10.360000,12.4,2.88,0.58,1.45,0.03,3.1,37.19,5.52,0.67,32.32,12.38,14.87,27.39,5.74,5.747462,32.32,1.55

26,06:15-06:30,175.430000,48.400000,0.120000,0.000000,2.180000,232.320000,70.630000,10.780000,11.920000,0.000000,31.940000,0.120000,0.000000,0.120000,10.360000,12.56,5.88,1.17,4.02,0.03,5.73,37.67,13.8,1.65,20.13,12.55,9.56,27.36,14.35,8.957844,20.13,2.87

27,06:30-06:45,175.430000,48.400000,0.890000,0.000000,2.080000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,0.890000,0.000000,0.910000,10.360000,12.61,9.19,1.84,11.64,0.33,4.67,37.84,23,2.8,20.54,12.63,9.66,30.82,23.92,12.460966,20.54,2.33

28,06:45-07:00,175.430000,48.400000,1.390000,0.000000,1.930000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,1.390000,0.000000,1.430000,10.360000,12.64,15.13,3.02,18,1,6,37.92,33,4.32,20.93,12.65,9.71,30.98,33,15.983604,20.93,3

29,07:00-07:15,175.430000,48.400000,2.160000,0.000000,1.930000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,2.160000,0.000000,2.220000,10.360000,12.88,22.12,4.42,27,4,6,38.62,31.72,6.25,21.36,12.87,9.71,30.7,31.73,19.672128,21.36,3

30,07:15-07:30,175.430000,48.400000,2.910000,0.000000,1.930000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,2.910000,0.000000,2.990000,10.360000,13.05,30.75,6.15,30.32,8.33,14.67,39.15,30.31,8.56,21.47,13.04,9.75,30.69,30.32,23.311862,21.47,7.33

31,07:30-07:45,175.430000,48.400000,3.740000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,3.740000,0.000000,3.840000,10.360000,8.44,40.93,8.18,30.67,13.47,23.33,25.33,30.66,11.08,21.61,8.45,6.81,30.82,30.67,27.27361,21.61,11.67

32,07:45:08:00,175.430000,48.400000,4.760000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,4.760000,0.000000,4.880000,10.360000,8.44,52.29,10.46,31,20.17,29.33,25.31,31,13.79,21.12,8.43,6.85,30.92,31,30.44496,21.12,14.67

33,08:00-08:15,175.430000,48.400000,5.760000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,5.760000,0.000000,5.910000,10.360000,8.62,45.93,9.19,32,29.53,36,25.85,32,22.15,20.81,8.62,6.88,30.45,32,33.645584,20.81,18

34,08:15-08:30,175.430000,48.400000,6.780000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,6.780000,0.000000,6.950000,10.360000,8.65,54.27,10.85,32,36.9,44.67,25.95,32,25.97,20.82,8.66,6.89,30.14,32,37.021852,20.82,22.33

35,08:30-08:45,175.430000,48.400000,7.780000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,7.780000,0.000000,7.970000,10.360000,8.53,62.79,12.56,32,43.7,44.67,25.59,32,29.57,20.94,8.53,7.09,29.58,32,40.759166,20.94,22.33

36,08:45:09:00,175.430000,48.400000,8.690000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,8.690000,0.000000,8.910000,10.360000,8.59,125.21,25.04,32,49.51,47.34,25.77,32,32.67,21.49,8.59,7.15,29.74,32,44.867284,21.49,23.66

37,09:00:09:15,175.430000,48.400000,9.530000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,31.940000,9.530000,0.000000,9.760000,10.360000,7.91,146.04,29.21,32,55.06,74.61,23.72,32,34.93,21.69,7.91,7.37,29.82,32,48.83879,21.69,37.3

38,09:15-09:30,175.430000,48.400000,9.980000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,51.940000,9.980000,0.000000,10.230000,10.360000,8.05,162.71,32.54,32,60.09,79.9,24.15,32,36.82,21.55,8.04,11.75,30.23,32,52.117478,21.55,39.94

39,09:30-09:45,175.430000,48.400000,10.190000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,51.940000,10.190000,0.000000,10.440000,10.360000,8.15,182.27,36.45,32,64.92,83.43,24.44,32,37.35,21.43,8.14,11.4,31.02,32,54.6448,21.43,41.71

40,09:45-10:00,175.430000,48.400000,10.250000,0.000000,3.960000,193.600000,70.630000,10.780000,11.920000,0.000000,51.940000,10.250000,0.000000,10.510000,10.360000,8.17,195.15,39.03,32,69.46,86.64,24.51,32,39.64,30.48,8.17,11.34,31.48,32,56.859866,30.48,43.32

41,10:00-10:15,175.430000,48.400000,10.290000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,10.290000,0.000000,10.540000,10.360000,8.41,206.9,41.38,32,73.34,89.63,25.24,32,41.57,33.17,8.41,11.22,31.56,32,57.0843,33.17,44.81

42,10:15-10:30,175.430000,48.400000,10.320000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,10.320000,0.000000,10.580000,8.570000,8.53,217.63,43.53,32,76.82,94,25.58,32,42.82,33.12,8.51,10.67,31.41,32,55.483988,33.12,47

43,10:30-10:45,175.430000,48.400000,10.330000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,10.330000,0.000000,10.590000,6.230000,8.44,227.45,45.49,32,80.23,96,25.33,32,43.48,32.17,8.44,10.42,31.2,32,54.117868,32.17,48

44,10:45-11:00,175.430000,48.400000,10.350000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,10.350000,0.000000,10.610000,6.230000,8.27,229.17,45.83,32,83.14,96,24.81,32,43.89,32.68,8.27,10.4,36.06,32,53.405534,32.68,48

45,11:00-11:15,175.430000,48.400000,10.370000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,10.370000,0.000000,10.630000,7.780000,8.26,229.17,45.83,32.33,85.95,96,24.77,32.34,42.61,33.86,8.25,10.34,36.48,32.33,54.537462,33.86,48

46,11:15-11:30,175.430000,48.400000,10.360000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,10.360000,0.000000,10.620000,10.130000,8.3,229.17,45.83,32.33,88.3,96,24.91,32.34,43.35,34.58,8.3,10.48,36.68,32.33,56.430514,34.58,48

47,11:30-11:45,175.430000,48.400000,10.390000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,10.390000,0.000000,10.650000,10.360000,8.57,229.17,45.83,32.33,89.13,96,25.7,32.34,40.77,36.66,8.57,11.05,36.88,32.33,57.982036,36.66,48

48,11:45-12:00,175.430000,48.400000,11.190000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,51.940000,11.190000,0.000000,11.470000,10.360000,8.86,229.17,45.83,32.33,89.13,96,26.57,32.34,37.21,37.28,8.84,11.17,37.07,32.33,59.982426,37.28,48

49,12:00-12:15,226.430000,48.400000,11.180000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.180000,0.000000,11.460000,10.360000,13.38,216.67,43.33,32.33,89.13,96,40.15,32.34,32.5,38.73,13.39,11.94,37.55,32.33,54.947298,38.73,48

50,12:15-12:30,226.430000,48.400000,11.130000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.130000,0.000000,11.410000,10.360000,13.61,216.67,43.33,32.33,89.13,96,40.83,32.34,26.73,40.33,13.6,12.24,40.09,32.33,57.708812,40.33,48

51,12:30-12:45,226.430000,48.400000,11.170000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.170000,0.000000,11.450000,10.360000,13.59,216.67,43.33,32.33,86,96,40.77,32.34,34.17,38.66,13.59,13.51,40.69,32.33,57.96252,38.66,48

52,12:45-13:00,226.430000,48.400000,11.170000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.170000,0.000000,11.450000,10.360000,13.56,216.67,43.33,32.33,86,96,40.67,32.34,39.25,38.77,13.54,13.62,40.89,32.33,61.065564,38.77,48

53,13:00-13:15,180.270000,48.400000,11.160000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.160000,0.000000,11.440000,10.360000,13.38,229.17,45.83,32.33,86,94.7,40.15,32.34,43.09,38.73,13.38,13.85,40.95,32.33,62.041364,38.73,47.3

54,13:15-13:30,180.270000,48.400000,11.150000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.150000,0.000000,11.430000,10.360000,13.34,229.17,45.83,32.33,86,94.7,40.03,32.34,45.52,39.23,13.35,13.88,40.99,32.33,61.885236,39.23,47.3

55,13:30-13:45,180.270000,48.400000,11.140000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.140000,0.000000,11.420000,10.360000,13.3,229.17,45.83,32.33,86,94.7,39.9,32.34,41.3,30.09,13.29,25.45,41.14,32.33,67.496086,30.09,47.3

56,13:45-14:00,226.430000,48.400000,11.120000,0.000000,3.960000,272.250000,66.450000,10.780000,11.920000,0.000000,51.940000,11.120000,0.000000,11.400000,10.360000,13.27,229.17,45.83,32.33,85,94.7,39.82,32.34,36.55,30.13,13.28,26.12,41.15,32.33,65.612792,30.13,47.3

57,14:00-14:15,226.430000,48.400000,11.110000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,11.110000,0.000000,11.390000,10.360000,20.06,229.17,45.83,32.33,87.91,92.7,60.17,32.34,38.97,30.34,20.06,25.77,41.75,32.33,63.212324,30.34,46.3

58,14:15-14:30,226.430000,48.400000,11.090000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,11.090000,0.000000,11.370000,10.360000,19.72,229.17,45.83,32.33,86.75,96,59.17,32.34,39.96,30.58,19.74,25.45,41.7,32.33,60.675244,30.58,48

59,14:30-14:45,226.430000,48.400000,11.070000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,11.070000,0.000000,11.350000,10.360000,19.43,229.17,45.83,32.33,86.6,96,58.29,32.34,38.77,30.84,19.43,25.2,41.7,32.33,58.567516,30.84,48

60,14:45-15:00,226.430000,48.400000,11.050000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,11.050000,0.000000,11.320000,10.360000,19.23,226.14,45.23,32.33,84.84,86,57.67,32.34,37.35,31.23,19.22,24.77,41.8,32.33,56.684222,31.23,43

61,15:00-15:15,226.430000,48.400000,11.020000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,11.020000,0.000000,11.290000,10.360000,19.43,214.08,42.81,32.33,80.82,80.67,58.29,32.34,35.72,33.76,19.43,25.11,41.71,32.33,55.57181,33.76,40.33

62,15:15-15:30,226.430000,48.400000,10.990000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,10.990000,0.000000,11.260000,10.360000,19.72,179.38,35.87,32.33,75.33,76.67,59.15,32.34,33.97,38.22,19.71,21.33,41.81,32.33,53.659242,38.22,38.33

63,15:30-15:45,226.430000,48.400000,10.940000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,10.940000,0.000000,11.220000,10.360000,19.06,166.88,33.37,32.33,71.08,72.67,57.17,32.34,35.97,38.67,19.06,23.22,43.23,32.33,50.780632,38.67,36.33

64,15:45-16:00,226.430000,48.400000,10.810000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,10.810000,0.000000,11.080000,10.360000,20.1,170.78,34.16,32.33,65.5,68,60.31,32.34,33.56,41.25,20.11,22.73,43.4,32.33,47.121382,41.25,34

65,16:00-16:15,226.430000,48.400000,10.450000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,10.450000,0.000000,10.710000,10.360000,21.16,162.98,32.6,32.33,59.65,64.67,63.49,32.34,30.73,42.3,21.18,23.22,43.25,32.33,43.540196,42.3,32.33

66,16:15-16:30,226.430000,48.400000,9.510000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,9.510000,0.000000,9.750000,10.360000,20.5,148.67,29.73,32.33,53.51,58.67,61.51,32.34,27.51,43.11,20.51,23.33,43.38,32.33,39.744334,43.11,29.33

67,16:30-16:45,226.430000,48.400000,8.530000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,8.530000,0.000000,8.750000,10.360000,19.18,131.89,26.38,32.33,47.27,54,57.54,32.34,24.86,41.4,19.19,21.77,43.38,32.33,34.806786,41.4,27

68,16:45-17:00,226.430000,48.400000,7.550000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,68.320000,7.550000,0.000000,7.740000,10.360000,18.8,115.83,23.17,32.33,41.06,46.67,56.4,32.34,22.19,32.65,18.79,21.78,43.23,32.33,29.215452,32.65,23.33

69,17:00-17:15,226.430000,48.400000,6.540000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,68.320000,6.540000,0.000000,6.710000,10.360000,16.74,101.04,20.21,25,32.93,42,50.22,33,21.08,32.22,16.75,13.82,43.28,33,24.19984,32.22,21

70,17:15-17:30,226.430000,48.400000,5.480000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,68.320000,5.480000,0.000000,5.620000,10.360000,16.37,37.5,7.5,15,27.02,35.34,49.1,31.28,18.27,31.99,16.37,13.22,43.35,32.53,19.789224,31.99,17.66

71,17:30-17:45,226.430000,48.400000,4.430000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,68.320000,4.430000,0.000000,4.550000,10.360000,16.03,37.5,7.5,8.74,15,27.33,48.1,18.4,15.06,31.29,16.05,12.66,43.38,19.14,15.915298,31.29,13.67

72,17:45-18:00,226.430000,48.400000,3.350000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,68.320000,3.350000,0.000000,3.430000,10.360000,15.87,37.5,7.5,2.7,10.98,22.67,47.6,11.04,11.79,30.86,15.87,12.28,43.23,11.48,12.412176,30.86,11.33

73,18:00-18:15,226.430000,48.400000,2.520000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,68.320000,2.520000,0.000000,2.580000,10.360000,15.53,37.5,7.5,0,7.32,18,46.6,0,8.94,30.07,15.54,11.82,43.28,0,9.12373,30.07,9

74,18:15-18:30,226.430000,48.400000,1.630000,0.000000,3.960000,272.250000,70.630000,10.780000,11.920000,0.000000,68.320000,1.630000,0.000000,1.660000,10.360000,15.59,37.5,7.5,0,1.96,13.33,46.77,0,6.49,30.29,15.59,12.1,43.35,0,5.845042,30.29,6.67

75,18:30-18:45,261.940000,77.440000,0.470000,0.000000,3.960000,272.250000,79.170000,10.780000,11.920000,0.000000,68.320000,0.470000,0.000000,0.480000,10.360000,10.04,27.48,5.5,0,0.98,8,30.11,0,4.48,30.17,10.03,12.07,42.93,0,2.995706,30.17,4

76,18:45-19:00,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,87.720000,10.780000,11.920000,0.000000,68.320000,0.000000,0.000000,0.000000,10.360000,10.39,13.62,2.72,0,0.33,5.33,31.18,0,2.72,29.78,10.39,11.79,42.73,0,1.307572,29.78,2.67

77,19:00-19:15,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,96.260000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,10.83,7.66,1.53,0,0.03,2.67,32.49,0,1.4,29.05,10.84,11.58,42.55,0,0.39032,29.05,1.33

78,19:15-19:30,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,104.810000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,11.29,3.4,0.68,0,0,0.67,33.87,0,0.42,29.06,11.28,11.58,41.91,0,0,29.06,0.33

79,19:30-19:45,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,113.350000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,10.7,0.85,0.17,0,0,0.06,32.1,0,0,29.14,10.69,11.12,39.18,0,0,29.14,0.03

80,19:45-20:00,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,10,0,0,0,0,0,29.99,0,0,27.86,9.99,11.25,43.32,0,0,27.86,0

81,20:00-20:15,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,12.38,0,0,0,0,0,37.14,0,0,31.45,12.38,12.65,43.06,0,0,31.45,0

82,20:15-20:30,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,12.25,0,0,0,0,0,36.76,0,0,30.86,12.27,12.58,42.96,0,0,30.86,0

83,20:30-20:45,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,12.72,0,0,0,0,0,38.15,0,0,31.04,12.72,12.14,42.67,0,0,31.04,0

84,20:45-21:00,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,12.71,0,0,0,0,0,38.12,0,0,30.79,12.71,12.35,42.55,0,0,30.79,0

85,21:00-21:15,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,12.98,0,0,0,0,0,38.96,0,0,27.98,12.99,13.14,42.08,0,0,27.98,0

86,21:15-21:30,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,12.18,0,0,0,0,0,36.56,0,0,25.84,12.19,12.14,41.67,0,0,25.84,0

87,21:30-21:45,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,15.06,0,0,0,0,0,45.17,0,0,32.23,15.06,11.15,42.17,0,0,32.23,0

88,21:45-22:00,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,14.92,0,0,0,0,0,44.76,0,0,31.33,14.93,11.56,42.04,0,0,31.33,0

89,22:00-22:15,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,14.66,0,0,0,0,0,43.97,0,0,30.75,14.66,10.47,42.14,0,0,30.75,0

90,22:15-22:30,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,13.81,0,0,0,0,0,41.42,0,0,28.98,13.79,9.88,42.04,0,0,28.98,0

91,22:30-22:45,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,13.63,0,0,0,0,0,40.9,0,0,27.87,13.64,9.71,42.13,0,0,27.87,0

92,22:45-23:00,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,14.64,0,0,0,0,0,43.92,0,0,29.22,14.63,9.92,32.08,0,0,29.22,0

93,23:00-23:15,261.940000,101.400000,0.000000,0.000000,3.960000,272.250000,116.200000,10.780000,11.920000,0.000000,78.600000,0.000000,0.000000,0.000000,10.360000,15.26,0,0,0,0,0,45.79,0,0,29.13,15.28,11.16,30.54,0,0,29.13,0

