Block,Time,CHAMERA1,CHAMERA2,FSTPP I & II,KGSU1AND2,KGSU3AND4,KHSTPP-I,KKNP,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPD,RIHAND1,TALST2,UNCHAHAR1,ANTA_LF,DADRI_GF,BRBCL,DADRT2,DULHASTI,RAPPB,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR2,NAPP,NNTPP,RAPPC,RIHAND3,SIMHST1,CHAMERA3,KHSTPP-II,NLCEXP,NLCIIST1,RIHAND2,TALA,AURY_GF,AURY_LF,DADRI_CRF,DADRI_LF,DHAULIGNGA,JHAJJAR,KKNPPU2,PARBATI3,SALAL,SASAN,BSIUL,KOTESHWR,PARBATI2,UNCHAHAR3,UNCHAHAR4,ANTA_CRF,ANTA_GF,DADRI_RF,KOLDAM,MAPS,NTPL,TANDA2,TelanganaSTPP,KISHANGANGA,KUDGI,NJPC,RSTPSU1TO6,RSTPSU7,SEWA2,SINGRAULI,TANAKPUR,TEHRI,URI,URI2,VALLURNTECL,ANTA_RF,AURY_CRF,AURY_RF
6,01:15-01:30,28.1,48.9,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,45.12,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,7.64,0,0,0,0,10.97,670.85,0,38.42,84.83,416.25,6.52,10.44,22.62,27.99,2.48,0,0,76.68,7.26,0,0,6.87,0,8.76,0,110.82,0,0,6.31,155.58,2.44,28.23,51.34,38.16,0,51.27,0,80.92

7,01:30-01:45,28.1,48.9,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,45.12,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,7.64,0,0,0,0,10.97,670.85,0,38.42,46.48,416.25,6.52,33.65,22.62,27.99,2.48,0,0,76.68,7.26,0,0,6.87,0,8.76,0,110.82,0,0,6.31,155.58,1.41,28.23,51.34,38.16,0,51.27,0,80.92

8,01:45-02:00,28.1,48.9,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,7.64,0,0,0,0,10.97,670.85,0,38.42,46.48,416.25,6.52,33.65,22.62,27.99,2.48,0,0,76.68,7.26,0,0,6.87,0,8.76,0,110.82,0,0,5.59,155.58,1.41,28.23,51.34,38.16,0,51.27,0,80.92

9,02:00-02:15,26.78,48.9,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,7.64,0,0,0,0,10.97,670.85,0,23.05,46.48,416.25,13.04,10.44,15.08,27.99,2.48,0,0,76.68,7.26,0,0,7.07,0,8.76,0,110.82,0,0,5.22,155.58,1.41,28.23,51.89,38.16,0,51.93,0,80.92

10,02:15-02:30,26.7,48.9,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,7.64,0,0,0,0,10.97,670.85,0,23.05,46.48,416.25,13.04,10.44,15.08,27.99,2.48,0,0,76.68,7.26,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,51.93,0,80.92

11,02:30-02:45,26.7,48.9,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,8.53,0,0,0,0,10.97,670.85,0,19.21,46.48,416.25,13.04,10.44,15.08,27.99,2.39,0,0,76.68,7.26,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,51.93,0,80.92

12,02:45-03:00,26.7,48.9,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,8.53,0,0,0,0,10.97,670.85,0,19.21,46.48,416.25,13.04,10.44,15.08,27.99,2.39,0,0,76.68,7.26,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,51.93,0,80.92

13,03:00-03:15,26.7,32.6,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,8.53,0,0,0,0,10.97,670.85,0,4.3,53.45,416.25,13.04,10.44,15.08,27.99,2.39,0,0,76.68,4.84,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,52.32,0,80.92

14,03:15-03:30,14.05,32.6,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,8.53,0,0,0,0,10.97,670.85,0,4.3,53.45,416.25,13.04,10.44,15.08,27.99,2.39,0,0,76.68,4.84,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,52.32,0,80.92

15,03:30-03:45,14.05,16.3,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,4.3,53.45,416.25,13.04,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,52.32,0,80.92

16,03:45-04:00,14.05,16.3,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,4.3,53.45,416.25,13.04,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,52.32,0,80.92

17,04:00-04:15,14.05,16.3,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,16.9,53.45,416.25,13.04,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,28.23,51.89,38.16,0,52.32,0,80.92

18,04:15-04:30,0,16.3,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,16.9,53.45,416.25,13.04,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,27.83,51.89,38.16,0,52.32,0,80.92

19,04:30-04:45,0,16.3,20.8,0,0,45.83,0,0,0,4.44,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,13.04,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,110.82,0,0,0,155.58,1.41,27.74,51.89,38.16,0,52.32,0,80.92

20,04:45-05:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,13.04,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,1.41,27.74,51.89,38.16,0,52.32,0,80.92

21,05:00-05:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,1.41,27.74,51.89,38.16,0,52.32,0,80.92

22,05:15-05:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.98,0,0,76.68,4.84,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,1.41,27.74,51.89,38.16,0,52.32,0,80.92

23,05:30-05:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.98,0,0,76.68,2.42,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,1.41,18.01,51.89,38.16,0,52.32,0,80.92

24,05:45-06:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.16,41.55,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.71,0,0,76.68,2.42,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,1.41,18.01,51.89,38.16,0,52.32,0,80.92

25,06:00-06:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,2.39,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,27.74,51.89,38.16,0,52.32,0,80.92

26,06:15-06:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,9.41,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,2.39,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,27.74,51.89,38.16,0,52.32,0,80.92

27,06:30-06:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,27.74,51.89,38.16,0,52.32,0,80.92

28,06:45-07:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,18.01,51.89,38.16,0,52.32,0,80.92

29,07:00-07:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,102.53,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,9.09,51.89,38.16,0,51.93,0,80.92

30,07:15-07:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,102.53,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,416.25,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.93,0,80.92

31,07:30-07:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,102.53,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.93,0,80.92

32,07:45-08:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.16,45.62,24.89,0,68.9,102.53,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.93,0,80.92

33,08:00-08:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,102.53,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

34,08:15-08:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,102.53,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

35,08:30-08:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,116.56,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

36,08:45-09:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

37,09:00-09:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

38,09:15-09:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,8.82,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

39,09:30-09:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,7.35,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

40,09:45-10:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,7.35,0,0,0,0,10.97,670.85,0,19.21,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,51.89,38.16,0,51.27,0,80.92

41,10:00-10:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,7.35,0,0,0,0,10.97,670.85,0,16.9,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,52.36,38.16,0,51.27,0,80.92

42,10:15-10:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,7.35,0,0,0,0,10.97,670.85,0,16.9,53.45,418.77,6.52,10.44,15.08,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.45,0,52.36,38.16,0,51.27,0,80.92

43,10:30-10:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,7.35,0,0,0,0,0,670.85,0,16.9,53.45,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.36,38.16,0,51.27,0,80.92

44,10:45-11:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,7.35,0,0,0,0,0,670.85,0,16.9,53.45,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.36,38.16,0,51.27,0,80.92

45,11:00-11:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,4.26,0,0,0,0,0,670.85,0,4.3,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,50.62,0,80.92

46,11:15-11:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,4.26,0,0,0,0,0,670.85,0,4.3,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,50.62,0,80.92

47,11:30-11:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,11.69,148.3,0,0,126.8,4.26,0,0,0,0,0,670.85,0,4.3,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,50.62,0,80.92

48,11:45-12:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,4.26,0,0,0,0,0,670.85,0,4.3,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,50.62,0,80.92

49,12:00-12:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,4.26,0,0,0,0,0,670.85,0,4.3,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,49.95,0,80.92

50,12:15-12:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,7.35,0,0,0,0,0,670.85,0,4.3,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,49.95,0,80.92

51,12:30-12:45,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,7.35,0,0,0,0,0,670.85,0,16.9,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,49.95,0,80.92

52,12:45-13:00,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,7.35,0,0,0,0,0,670.85,0,16.9,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,49.95,0,80.92

53,13:00-13:15,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,5.29,0,0,0,0,0,670.85,0,16.9,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,49.95,0,80.92

54,13:15-13:30,0,16.3,20.8,0,0,45.83,0,0,0,3.33,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,5.29,0,0,0,0,0,670.85,0,16.9,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,83.12,0,0,0,155.58,3.33,0,52.99,38.16,0,49.3,0,80.92

55,13:30-13:45,0,16.3,20.8,0,0,45.83,0,0,0,2.11,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,5.29,0,0,0,0,0,670.85,0,16.9,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,52.99,38.16,0,49.3,0,80.92

