Block,Time,AURY_CRF,DHAULIGNGA,UNCHAHAR3,AURY_LF,UNCHAHAR2,AURY_RF,TANAKPUR,URI,AURY_GF,SEWA2,DADRI_LF,NJPC,SINGRAULI,DULHASTI,RAMPUR,RAPPB,URI2,CHAMERA1,ANTA_RF,DADRT2,KISHANGANGA,DADRI_CRF,PARBATI3,ANTA_LF,TEHRI,KOTESHWR,ANTA_CRF,KSTPS7,VSTPS IV,KAWAS-APM,BSIUL,SINGRAULI_HYDRO,RAPPC,KAWAS-NAPM,NAPP,SASAN,VSTPS III,DADRI_GF,UNCHAHAR4,RIHAND1,DADRI_RF,KOLDAM,SALAL,UNCHAHAR1,ANTA_GF,JHAJJAR,CHAMERA3,TANDA2,RIHAND2,RIHAND3,CHAMERA2,NLCTS2EXP,KAWAS-ComGas,VSTPS II,SOLAPUR,NNTPP,VSTPS V,SIMHST2,GANDHAR-ComGas,KHARGONE-I,KKNP,KAWAS-zLIQ,BRBCL,RSTPSU7,KAPS,TAPS-II,LARA-I,TALA,TALST2,MOUDA,NLCIIST2,RSTPSU1TO6,GANDHAR-NAPM,MAPS,VALLURNTECL,SIPAT II,KAWAS-RLNG,KUDGI,VSTPS I,FSTPP I & II,KGSU1AND2,GANDHAR-RLNG,KGSU3AND4,KHSTPP-I,NTPL,GANDHAR-APM,MOUDA_II,NLCEXP,KSTPS I&II,KHSTPP-II,NLCIIST1,SIPAT I,GADARWARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0.000000,0.000000,10.907436,0.000000,13.138214,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,118.944449,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.92,0.000000,14.296672,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,4.735850,1.93,0.000000,2.11,11.617330,3.65,0.000000,3.394049,1.69,2.748951,47.380585,0.82,4.399058,0.000000,0,0,0,0,0

56,13:45-14:00,0.000000,0.000000,10.907436,0.000000,13.138214,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,118.944449,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.93,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,4.735850,1.93,0.000000,2.11,11.617330,3.65,0.000000,3.394049,1.69,2.748951,86.939540,0.82,4.399058,0.000000,0,0,0,0,0

57,14:00-14:15,0.000000,0.000000,10.907436,0.000000,23.554261,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,118.944449,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.93,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,8.949790,1.93,0.000000,2.11,21.857881,3.65,0.000000,3.394049,1.71,2.748951,130.243662,0.82,4.399058,0.000000,0,0,0,0,0

58,14:15-14:30,0.000000,0.000000,10.907436,0.000000,23.555538,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,118.944449,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.97,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,8.949790,1.93,0.000000,2.11,23.336626,3.65,0.000000,3.394049,1.72,2.748951,142.552709,0.82,4.399058,0.000000,0,0,0,0,0

59,14:30-14:45,0.000000,0.000000,10.907436,0.000000,23.555538,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,17.307014,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,118.944449,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.01,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,23.442941,3.65,0.000000,3.394049,1.72,2.748951,142.552709,0.82,4.399058,0.000000,0,0,0,0,0

60,14:45-15:00,0.000000,0.000000,10.907436,0.000000,23.555538,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,132.475449,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.01,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,23.442941,3.65,0.000000,3.394049,1.72,2.748951,142.552709,0.78,4.399058,0.000000,0,0,0,0,0

61,15:00-15:15,0.000000,0.000000,13.546516,0.000000,23.574868,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.954064,0.000000,151.863439,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.01,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,22.844001,3.65,0.000000,3.394049,1.72,2.748951,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

62,15:15-15:30,0.000000,0.000000,13.546516,0.000000,23.574868,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,49.757666,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.954064,0.000000,171.193439,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.04,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,22.844001,3.65,0.000000,3.394049,1.72,2.748951,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

63,15:30-15:45,0.000000,0.000000,13.546516,0.000000,23.574868,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,52.099522,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,6.954064,0.000000,171.193439,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.07,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.53,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,36.850712,3.65,0.000000,3.394049,1.72,2.748951,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

64,15:45-16:00,0.000000,0.000000,13.546516,0.000000,23.574868,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,52.099522,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,6.954064,0.000000,171.193439,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.08,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,36.850712,3.65,0.000000,3.394049,1.72,2.748951,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

65,16:00-16:15,0.000000,0.000000,12.367657,0.000000,23.594198,0.000000,7.923754,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,52.099522,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,6.963729,0.000000,171.241764,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.10,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,35.284016,3.65,0.000000,3.394049,1.72,2.690149,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

66,16:15-16:30,0.000000,0.000000,14.792186,0.000000,23.594198,0.000000,7.923754,51.216768,0.000000,16.603562,0.000000,19.789596,137.136588,52.099522,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,9.496346,0.000000,202.160099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.13,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,35.284016,3.65,0.000000,3.394049,1.72,2.690149,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

67,16:30-16:45,0.000000,9.582978,11.261976,0.000000,36.756768,0.000000,7.923754,51.216768,0.000000,16.603562,0.000000,19.789596,137.136588,52.099522,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,5.354491,0.000000,196.834684,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.16,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,35.284016,3.65,0.000000,3.394049,1.72,2.690149,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

68,16:45-17:00,0.000000,9.582978,11.261976,0.000000,36.756768,0.000000,7.923754,48.549228,0.000000,16.603562,0.000000,19.789596,137.136588,52.099522,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,5.354491,0.000000,177.112188,20.431190,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,35.264686,3.65,0.000000,3.394049,1.72,2.690149,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

69,17:00-17:15,0.000000,9.582978,14.894828,0.000000,36.756768,0.000000,0.742852,48.549228,0.000000,16.603562,0.000000,19.789596,137.136588,52.099522,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,11.701307,0.000000,177.112188,20.431190,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,35.264686,3.65,0.000000,3.394049,1.72,2.646049,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

70,17:15-17:30,0.000000,9.582978,14.894828,0.000000,36.756768,0.000000,0.742852,48.549228,0.000000,16.603562,0.000000,19.789596,137.136588,52.099522,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,11.701307,0.000000,177.112188,20.431190,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,14.946536,1.93,0.000000,2.11,35.264686,3.65,0.000000,3.394049,1.72,2.646049,124.459829,0.78,4.399058,0.000000,0,0,0,0,0

71,17:30-17:45,0.000000,9.582978,14.914158,0.000000,36.756768,0.000000,0.742852,48.549228,0.000000,16.603562,0.000000,19.789596,137.136588,52.099522,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,59.522869,11.710972,0.000000,177.112188,20.431190,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,19.972336,1.93,0.000000,2.11,36.405037,3.65,0.000000,3.394049,1.72,2.646049,142.552709,0.78,4.399058,0.000000,0,0,0,0,0

72,17:45-18:00,0.000000,9.582978,14.914158,0.000000,40.370526,0.000000,0.742852,48.549228,0.000000,16.603562,0.000000,39.579192,137.136588,52.099522,0.764969,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,0.000000,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,1.028322,59.522869,11.710972,0.000000,177.112188,20.431190,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,19.972336,1.93,0.000000,2.11,36.550614,3.65,0.000000,3.394049,1.72,2.646049,142.573852,0.78,4.399058,0.000000,0,0,0,0,0

73,18:00-18:15,0.000000,9.582978,14.914158,0.000000,41.917878,0.000000,0.742852,48.549228,0.000000,16.603562,0.000000,59.368788,137.136588,52.099522,1.147453,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.830968,59.522869,11.710972,0.000000,177.112188,20.431190,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,19.972336,1.93,0.000000,2.11,36.843946,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

74,18:15-18:30,0.000000,19.165958,14.914158,0.000000,41.917878,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,84.105782,137.136588,52.099522,1.618729,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,2.378644,59.522869,11.710972,0.000000,213.355938,20.431190,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,41.908406,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

75,18:30-18:45,0.000000,28.748936,18.344750,0.000000,41.917878,0.000000,4.209494,48.549228,0.000000,16.603562,0.000000,108.842777,137.136588,52.099522,2.096835,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,16.841964,0.000000,1.296892,2.593784,0.000000,12.438855,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,3.084967,59.522869,15.045397,0.000000,235.001215,20.431190,0.000000,116.646885,122.281677,28.115588,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,41.908406,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

76,18:45-19:00,0.000000,38.331915,18.344750,0.000000,42.087186,0.000000,4.209494,48.549228,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,0.000000,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,15.045397,0.000000,224.882345,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.17,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,95.049234,0.78,4.399058,0.000000,0,0,0,0,0

77,19:00-19:15,0.000000,38.331915,18.132603,0.000000,42.087186,0.000000,4.209494,48.549228,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,3.356113,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,14.871427,0.000000,224.882345,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.19,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,102.699450,0.78,4.399058,0.000000,0,0,0,0,0

78,19:15-19:30,0.000000,38.331915,18.132603,0.000000,42.087186,0.000000,4.209494,51.216768,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,9.397119,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,14.871427,0.000000,224.882345,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.22,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,102.699450,0.78,4.399058,0.000000,0,0,0,0,0

79,19:30-19:45,0.000000,38.331915,18.132603,0.000000,42.087186,0.000000,2.971408,51.216768,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,51.727110,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,14.871427,0.000000,224.882345,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.23,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,102.699450,0.78,4.399058,0.000000,0,0,0,0,0

80,19:45-20:00,0.000000,38.331915,18.132603,0.000000,42.087186,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,51.727110,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,14.871427,0.000000,224.882345,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,1.25,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,102.699450,0.78,4.399058,0.000000,0,0,0,0,0

81,20:00-20:15,0.000000,38.331915,18.344750,0.000000,42.087186,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,51.727110,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,15.045397,0.000000,224.882345,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.26,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,102.699450,0.78,4.399058,0.000000,0,0,0,0,0

82,20:15-20:30,0.000000,38.331915,18.344750,0.000000,42.087186,0.000000,2.971408,48.549228,0.000000,16.603562,0.000000,146.640906,137.136588,52.099522,2.786674,0.000000,33.486722,40.736119,0.000000,0.000000,2.522047,0.000000,51.727110,0.000000,31.958553,26.700676,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,59.522869,15.045397,0.000000,196.345538,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.18,1.283059,0.00,0.000000,1.711897,1.28,0.000000,12.342205,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,20.035545,1.93,0.000000,2.11,42.304449,3.65,0.000000,3.394049,1.72,2.646049,102.699450,0.78,4.399058,0.000000,0,0,0,0,0

