Block,Time Block,KOTESHWR,CHAMERA3,CHAMERA2,KHSTPP-I,KHSTPP-II,KKNP,KISHANGANGA,MAPS,BSIUL,CHAMERA1,BRBCL,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU3AND4,DADRT2,JHAJJAR,KUDGI,RSTPSU1TO6,TALST2,TANAKPUR,RSTPSU7,SINGRAULI_HYDRO,SALAL,SEWA2,TALA,SIMHST2,SINGRAULI,TEHRI,SIMHST1,TANDA2,SASAN,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RIHAND2,PARBATI3,RIHAND1,RAPPB,PARBATI2,RIHAND3,RAPPD,RAMPUR,RAPPC,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,NAPP,NJPC,NLCEXP,NLCIIST1,KOLDAM,KKNPPU2,VALLURNTECL,TelanganaSTPP,UNCHAHAR3,URI2,UNCHAHAR2,URI,TEHRIPSP,UNCHAHAR1,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,10.86,0,42.37,20.1,38.4,0,349.57,446.88,0,0,0,6.81,0,1.18,82.53,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,99.46,53.48,62.02,0,43.72,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.09,49.08,50.24,19.64,2.31,0,0,0,0,0

8,01:45-02:00,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,11.2,0,42.37,20.1,38.4,0,242.31,476.84,0,0,0,6.81,0,1.18,82.53,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,99.46,53.48,62.02,0,43.72,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.1,49.08,50.24,19.64,2.31,0,0,0,0,0

9,02:00-02:15,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,11.09,0,42.37,20.1,38.4,0,164.24,464.88,0,0,0,6.81,0,1.18,82.53,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,93.54,57.92,62.02,0,43.72,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,50.24,16.88,2.31,0,0,0,0,0

10,02:15-02:30,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,10.98,0,42.37,20.1,38.4,0,164.24,462.94,0,0,0,6.81,0,1.18,82.53,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,93.54,57.92,62.02,0,43.72,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,0,16.88,2.31,0,0,0,0,0

11,02:30-02:45,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,11.06,0,42.37,20.1,38.4,0,164.24,463.49,0,0,0,6.81,0,1.18,82.53,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,95.94,57.92,61.35,0,43.72,88.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,0,16.07,2.31,0,0,0,0,0

12,02:45-03:00,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,12.66,0,42.37,20.1,38.4,0,164.24,461.55,0,0,0,6.81,0,1.18,82.53,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,95.94,57.92,61.35,0,43.72,88.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,0,16.07,2.31,0,0,0,0,0

13,03:00-03:15,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,13.43,0,42.37,20.1,38.4,0,164.24,459.62,0,0,0,8.66,0,1.18,80.28,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,95.94,57.92,61.35,0,43.72,88.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,0,16.07,2.31,0,0,0,0,0

14,03:15-03:30,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,13.89,0,42.37,20.1,38.4,0,164.24,459.62,0,0,0,8.66,0,1.18,80.28,0,0.85,0,147.46,28.22,0,5.98,404.66,0,0,0,0,95.94,57.92,61.35,0,43.72,88.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.34,49.08,0,16.07,2.31,0,0,0,0,0

15,03:30-03:45,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,15.34,0,42.37,13.82,38.4,0,212.56,468.77,0,0,0,6.81,0,1.18,80.28,0,0.85,0,147.46,28.22,0,5.99,404.66,0,0,0,0,95.94,71.28,61.35,0,56.09,63.14,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.55,36.87,42.92,49.08,0,19.53,2.31,0,0,0,0,0

16,03:45-04:00,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,16.46,0,42.37,13.82,38.4,0,260.87,467.81,0,0,0,6.81,0,1.18,80.28,0,0.85,0,147.46,28.22,0,6.03,404.66,0,0,0,0,95.94,71.28,61.35,0,56.09,63.14,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.15,49.08,0,19.64,2.31,0,0,0,0,0

17,04:00-04:15,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,328.51,478.43,0,0,0,11.63,0,1.18,80.28,0,0.85,0,147.46,28.22,0,6.1,404.66,0,0,0,0,95.94,71.28,61.35,0,56.09,63.14,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.11,49.08,0,19.64,2.31,0,0,0,0,0

18,04:15-04:30,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.21,0,42.37,13.82,38.4,0,357.5,478.43,0,0,0,11.63,0,1.18,80.28,0,0.85,0,147.46,28.22,0,6.1,404.66,0,0,0,0,95.94,71.28,61.35,0,56.09,63.14,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.11,49.08,0,19.64,2.31,0,0,0,0,0

19,04:30-04:45,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,18.99,0,42.37,13.82,38.4,0,357.5,477.47,0,0,0,11.63,0,1.18,80.28,0,0.85,0,147.46,28.22,0,6.1,404.66,0,0,0,0,95.94,71.28,62.02,0,56.09,63.14,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.11,49.08,0,19.64,2.31,0,0,0,0,0

20,04:45-05:00,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,357.5,524.53,0,0,0,11.63,0,1.18,80.28,0,0.85,0,147.46,28.22,0,6.1,404.66,0,0,0,0,95.94,71.28,62.02,0,56.09,63.14,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.11,49.08,0,19.64,2.31,0,0,0,0,0

21,05:00-05:15,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,424.03,508.33,0,0,0,7.42,0,1.18,80.28,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,100.73,65.35,67.94,0,56.09,69.61,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.09,49.08,0,19.64,2.31,0,0,0,0,0

22,05:15-05:30,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,388.57,397.32,0,0,0,7.42,0,1.18,80.28,0,0.85,0,147.46,28.22,0,5.96,404.66,0,0,0,0,100.73,65.35,67.94,0,56.09,69.61,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.09,49.08,0,19.64,2.31,0,0,0,0,0

23,05:30-05:45,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,359.58,397.32,0,0,0,7.42,0,1.18,80.28,0,0,0,147.46,28.22,0,5.96,404.66,0,0,0,0,100.73,65.35,67.94,0,56.09,69.61,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.82,36.87,42.74,49.08,0,19.48,2.31,0,0,0,0,0

24,05:45-06:00,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,265.89,397.32,0,0,0,7.42,0,1.18,80.28,0,0,0,147.46,28.22,0,5.96,404.66,0,0,0,0,100.73,65.35,67.94,0,56.09,69.61,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.09,49.08,0,19.64,2.31,0,0,0,0,0

25,06:00-06:15,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,366.67,390.22,0,0,0,7.42,0,1.18,80.28,0,0,0,147.46,28.22,0,5.96,404.66,0,0,0,0,121.47,65.35,95.51,0,56.09,101.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.32,49.08,0,19.64,2.31,0,0,0,0,0

26,06:15-06:30,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,268.78,377.01,0,0,0,7.42,0,1.18,80.28,0,0,0,147.46,28.22,0,5.96,404.66,0,0,0,0,121.47,65.35,95.51,0,56.09,101.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,0,16.07,2.31,0,0,0,0,0

27,06:30-06:45,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,13.82,38.4,0,166.22,386.72,0,0,0,7.42,0,1.18,80.28,0,0,0,147.46,28.22,0,5.96,404.66,0,0,0,0,121.47,71.28,95.51,0,56.09,101.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,0,16.07,2.15,0,0,0,0,0

28,06:45-07:00,10.09,33.91,47.25,32.84,142.82,0,8.42,0,12.6,40.73,18.42,0,42.37,13.82,38.4,0,166.32,386.18,0,0,0,7.42,0,1.18,80.28,0,0,0,147.46,28.22,0,4.39,404.66,0,0,0,0,121.47,71.28,95.51,0,56.09,101.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.63,36.87,34.33,49.08,0,16.07,1.13,0,0,0,0,0

29,07:00-07:15,10.09,33.91,47.25,29.11,114.5,0,8.42,0,12.6,40.73,17.98,0,42.37,12.74,38.4,0,163.91,378.47,0,0,0,7.42,0,1.18,80.28,0,0,0,132.62,28.22,0,3.64,404.66,0,0,0,0,121.47,71.28,95.51,0,56.09,101.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,20.02,36.87,30.62,49.08,0,13.57,2.31,0,0,0,0,0

30,07:15-07:30,10.09,33.91,47.25,29.11,114.5,0,8.42,0,12.6,40.73,18.63,0,42.37,12.6,38.4,0,163.91,378.47,0,0,0,7.42,0,1.18,80.28,0,0,0,132.62,28.22,0,3.64,404.66,0,0,0,0,121.47,71.28,53.05,0,56.09,101.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,17.48,36.87,28.19,49.08,0,13.61,1.58,0,0,0,0,0

31,07:30-07:45,10.09,33.91,47.25,26.77,114.5,0,8.42,0,12.6,40.73,19.29,0,42.37,12.22,38.4,0,120.79,339.68,0,0,0,11.63,0,1.18,80.28,0,0,0,132.62,28.22,0,3.64,404.66,0,0,0,0,67.39,71.28,53.05,0,56.09,101.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,14.87,36.87,24.24,49.08,0,12.01,1.13,0,0,0,0,0

32,07:45-08:00,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,18.63,0,42.37,12.22,38.4,0,62.81,323.3,0,0,0,11.63,0,1.18,80.28,0,0,0,132.62,28.22,0,3.64,404.66,0,0,0,0,67.39,71.28,53.05,0,56.09,70.35,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

33,08:00-08:15,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,18.64,0,42.37,10.03,38.4,0,7.38,323.3,0,0,0,8.66,0,1.18,80.28,0,0,0,132.62,28.22,0,3.64,404.66,0,0,0,0,67.39,66.83,53.05,0,56.09,70.35,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

34,08:15-08:30,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,19.33,0,42.37,10.03,38.4,0,7.38,323.3,0,0,0,8.66,0,1.18,80.28,0,0,0,132.62,23.32,0,3.64,404.66,0,0,0,0,67.39,66.83,53.05,0,56.09,70.35,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

35,08:30-08:45,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,18.28,0,42.37,10.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,0.85,0,132.62,9.4,0,3.64,404.66,0,0,0,0,67.39,66.83,53.05,0,56.09,70.35,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

36,08:45-09:00,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,18.31,0,42.37,10.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,0.85,0,132.62,0,0,3.64,404.66,0,0,0,0,67.39,66.83,53.05,0,56.09,70.35,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

37,09:00-09:15,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,17.74,0,42.37,10.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,0.85,0,132.62,0,0,3.64,404.66,0,0,0,0,67.39,66.83,53.05,0,56.09,70.35,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

38,09:15-09:30,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,19.33,0,42.37,10.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,0.85,0,132.62,0,0,3.64,404.66,0,0,0,0,67.39,66.83,53.05,0,56.09,81.23,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

39,09:30-09:45,10.09,33.91,47.25,26.77,95.17,0,8.42,0,12.6,40.73,19.33,0,42.37,10.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,1.02,0,132.62,0,0,3.64,404.66,0,0,0,0,114.17,66.83,53.05,0,56.09,121.75,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

40,09:45-10:00,10.09,33.91,47.25,27.2,102.24,0,8.42,0,12.6,40.73,19.33,0,42.37,10.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,1.02,0,132.62,0,0,3.64,404.66,0,0,0,0,121.47,66.83,89.49,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

41,10:00-10:15,10.09,33.91,47.25,27.69,105.14,0,8.42,0,12.6,40.73,19.33,0,42.37,10.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,1.45,0,132.62,0,0,3.64,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

42,10:15-10:30,10.09,33.91,47.25,32.84,106.05,0,8.42,0,12.6,27.15,18.2,0,42.37,11.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,1.45,0,147.46,0,0,3.64,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

43,10:30-10:45,10.09,33.91,47.25,32.01,123.49,0,8.42,0,6.3,27.15,16.66,0,42.37,11.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.15,0,147.46,0,0,3.64,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

44,10:45-11:00,10.09,33.91,47.25,32.84,123.49,0,8.42,0,6.3,27.15,15.13,0,42.37,11.03,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.15,0,147.46,0,0,3.64,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,49.08,0,10.44,1.13,0,0,0,0,0

45,11:00-11:15,10.09,33.91,47.25,27.5,123.49,0,8.42,0,6.3,27.15,15.66,0,31.78,12.58,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.64,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,51.2,0,10.44,1.13,0,0,0,0,0

46,11:15-11:30,10.09,33.91,47.25,27.5,123.49,0,8.42,0,6.3,27.15,15.03,0,31.78,12.58,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.64,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,51.2,0,10.44,1.13,0,0,0,0,0

47,11:30-11:45,20.18,33.91,47.25,29.5,123.49,0,8.42,0,6.3,27.15,16.07,0,31.78,12.58,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,51.2,0,10.44,1.93,0,0,0,0,0

48,11:45-12:00,20.18,33.91,47.25,29.8,123.49,0,8.42,0,6.3,27.15,19.33,0,31.78,12.58,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,66.83,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,51.2,0,10.44,1.93,0,0,0,0,0

49,12:00-12:15,20.18,33.91,47.25,30.1,123.49,0,8.42,0,6.3,27.15,19.33,0,21.18,20.1,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,65.35,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,51.2,0,10.44,1.93,0,0,0,0,0

50,12:15-12:30,20.18,33.91,47.25,30.4,123.49,0,8.42,0,6.3,27.15,19.33,0,21.18,20.1,38.4,0,7.38,226.67,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,65.35,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,13.39,36.87,23.96,51.2,0,10.44,1.93,0,0,0,0,0

51,12:30-12:45,20.18,33.91,47.25,34.83,123.49,0,8.42,0,6.3,13.58,19.33,0,21.18,20.1,38.4,0,53.15,229.94,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,65.35,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,18.25,36.87,31.62,51.2,0,13.99,1.93,0,0,0,0,0

52,12:45-13:00,20.18,33.91,47.25,35.84,123.49,0,8.42,0,6.3,0,19.33,0,21.18,20.1,38.4,0,101.46,229.94,0,0,0,9.9,0,1.15,80.28,0,2.05,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,65.35,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,18.25,36.87,31.62,51.2,0,13.99,1.93,0,0,0,0,0

