Block,Time,DADRT2,FSTPP I & II,KGSU1AND2,NAPP,RAPPC,TelanganaSTPP,URI2,DADRI_GF,CHAMERA3,DHAULIGNGA,PARBATI2,RAPPB,RIHAND2,RSTPSU7,URI,ANTA_RF,AURY_LF,KGSU3AND4,SEWA2,AURY_GF,CHAMERA1,KHSTPP-II,KOLDAM,KUDGI,MAPS,RIHAND3,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR3,DADRI_LF,BRBCL,KKNPPU2,NNTPP,NTPL,PARBATI3,RAPPD,RIHAND1,SASAN,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,AURY_RF,DADRI_CRF,BSIUL,JHAJJAR,NLCIIST2,NLCTS2EXP,TEHRIPSP,UNCHAHAR2,ANTA_GF,DULHASTI,KISHANGANGA,KKNP,KOTESHWR,NLCEXP,RAMPUR,SINGRAULI,TALA,TALST2,ANTA_CRF,AURY_CRF,DADRI_RF,CHAMERA2,KHSTPP-I,NJPC,NLCIIST1,SALAL,SIMHST2,TANAKPUR,TANDA2,TEHRI,ANTA_LF
18,04:15-04:30,689.38,19.46,0,25,65.42,0,37.42,0,33.94,0,15.48,0,125.27,0,44.16,52.85,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,1.52,0,80.91,0,0,667.25,0,0,177.18,40.99,0,53.88,4.64,0,43.96,0,0,113.75,20.61,0,0,0,105.39,47.12,45.53,0,0,80.18,0,11.91,3.13,74.64,0

19,04:30-04:45,689.38,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,44.16,52.85,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,56.49,24.14,98.32,418.77,21.65,1.52,0,80.91,0,0,667.25,0,0,177.18,40.99,0,53.88,4.64,0,43.96,0,0,113.75,20.46,0,0,0,105.39,47.12,45.53,0,0,80.18,0,11.91,3.13,74.64,0

20,04:45-05:00,689.38,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,44.16,52.85,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,56.49,24.14,98.32,418.77,21.65,1.52,0,80.91,0,0,667.25,0,0,177.18,40.99,0,53.88,4.64,0,43.96,0,0,113.75,20.46,0,0,0,105.39,47.12,45.53,0,0,80.18,0,11.91,3.13,74.64,0

21,05:00-05:15,689.38,17.23,0,25,65.42,0,37.42,0,33.94,0,15.48,0,125.27,0,52.36,52.85,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,1.52,0,80.91,0,0,667.25,0,0,88.59,39.6,0,53.88,4.64,0,43.96,0,0,113.75,20.16,0,0,0,105.39,47.12,45.53,0,0,80.18,0,11.91,3.13,74.64,0

22,05:15-05:30,689.38,17.23,0,25,65.42,0,37.42,0,33.94,0,15.48,0,125.27,0,52.36,52.85,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.52,0,80.91,0,0,667.25,0,0,0,39.6,0,53.88,4.64,0,43.96,0,0,113.75,19.99,0,0,0,105.39,47.12,45.53,0,0,80.18,0,11.91,3.13,74.64,0

23,05:30-05:45,685.7,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,52.36,52.85,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.52,0,80.91,0,0,667.25,0,0,0,39.6,0,53.88,4.64,0,43.96,0,0,113.75,19.46,0,0,0,105.39,47.12,45.53,0,0,80.18,0,11.91,3.13,74.64,0

24,05:45-06:00,685.7,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,39.75,52.85,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.52,0,80.91,0,0,667.25,0,0,0,39.6,0,53.88,4.64,0,43.96,0,0.88,113.75,19.29,0,0,0,105.39,47.12,45.53,26.88,0,80.18,0,11.91,3.13,74.64,0

25,06:00-06:15,685.7,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,39.75,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.62,0,80.91,0,0,466.79,0,0,0,39.6,0,53.88,4.64,0,43.96,0,1.76,113.75,19.14,0,0,0,105.39,47.12,45.53,53.77,0,80.18,0,11.91,3.13,74.64,0

26,06:15-06:30,685.7,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,39.75,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.62,0,80.91,0,0,466.79,0,0,0,39.6,0,53.88,4.64,0,43.96,0,2.65,113.75,18.99,0,0,0,105.39,47.12,45.53,80.65,0,80.18,0,11.91,3.13,74.64,0

27,06:30-06:45,685.7,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,39.75,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.62,0,80.91,0,0,466.79,0,0,0,39.6,0,53.88,4.64,0,43.96,0,3.53,113.75,18.72,0,0,0,105.39,47.12,45.53,107.54,0,80.18,0,3.85,3.13,74.64,0

28,06:45-07:00,685.7,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,39.75,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.62,0,80.91,0,0,466.79,0,0,0,39.6,0,53.88,4.64,0,43.96,0,4.42,113.75,18.72,0,0,0,105.39,47.12,45.53,134.43,0,80.18,0,3.85,3.13,74.64,0

29,07:00-07:15,685.7,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,52.36,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.41,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,2.66,0,80.91,0,0,667.25,0,0,0,39.6,0,53.88,4.64,0,43.96,0,5.3,113.75,18.72,0,0,0,105.39,47.12,45.53,161.31,0,80.18,0,3.85,3.13,74.64,0

30,07:15-07:30,689.38,17.23,0,25,65.42,0,32.74,0,33.94,0,15.48,0,125.27,0,52.36,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.23,1.58,0,80.91,0,0,667.25,0,0,0,43.61,0,53.88,4.64,0,43.96,0,5.67,113.75,18.72,0,0,0,105.39,47.12,45.53,175.79,0,80.18,0,11.91,3.13,74.64,0

31,07:30-07:45,689.38,17.23,0,25,65.42,0,32.74,0,33.94,0,4.22,0,125.27,0,52.36,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,3.22,0,80.91,0,0,667.25,0,0,0,45,0,53.88,4.64,0,43.96,0,5.67,113.75,19.61,0,0,0,105.39,47.12,45.53,175.79,0,80.18,0,11.91,5.73,74.64,0

32,07:45-08:00,689.38,17.23,0,25,65.42,0,32.74,0,33.94,0,4.22,0,125.27,0,44.16,52.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,3.22,0,80.91,0,0,667.25,0,0,0,45,0,53.88,4.64,0,43.96,0,5.67,113.75,19.61,0,0,0,105.39,47.12,45.53,175.79,0,80.18,0,11.91,5.73,74.64,0

33,08:00-08:15,689.38,17.23,0,25,65.42,0,32.74,0,33.94,0,4.22,0,125.27,0,44.16,52.09,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,3.22,0,80.91,0,0,667.25,0,0,0,45,0,53.88,4.64,0,43.96,0,5.67,113.75,19.73,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,74.64,0

34,08:15-08:30,689.38,17.23,0,25,65.42,0,32.74,0,33.94,0,4.22,0,125.27,0,44.16,52.09,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,3.22,0,80.91,0,0,667.25,0,0,0,45,0,53.88,4.64,0,43.96,0,5.67,113.75,19.73,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,74.64,0

35,08:30-08:45,689.38,17.23,0,25,65.42,0,31.17,0,33.94,0,4.22,0,125.27,0,44.16,52.09,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,46.08,24.14,98.32,418.77,21.65,3.22,0,80.91,0,0,667.25,0,0,0,45,0,53.88,4.64,0,30.65,0,5.67,113.75,19.87,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,0,5.73,55.97,0

36,08:45-09:00,689.38,17.23,0,25,65.42,0,31.17,0,33.94,0,4.22,0,125.27,0,52.36,52.09,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,46.08,24.14,98.32,418.77,21.65,3.22,0,80.91,0,0,667.25,0,0,0,45,0,53.88,4.64,0,20.29,0,5.67,113.75,19.87,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,0,5.73,37.31,0

37,09:00-09:15,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,4.22,0,125.27,0,52.36,51.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,46.08,24.14,98.32,418.77,21.65,3.22,0,80.65,0,0,667.25,0,0,0,45,0,53.88,4.64,0,20.29,0,5.67,113.75,20.6,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,0,5.73,18.66,0

38,09:15-09:30,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,4.22,0,125.27,0,44.16,51.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,46.08,24.14,98.32,418.77,21.65,3.22,0,80.65,0,0,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,20.6,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,0,5.73,0,0

39,09:30-09:45,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,4.22,0,125.27,0,44.16,51.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,3.22,0,80.65,0,0,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,20.76,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

40,09:45-10:00,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,15.48,0,125.27,0,44.16,51.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,52.03,24.14,98.32,418.77,21.65,3.22,0,80.65,0,6.52,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,20.76,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

41,10:00-10:15,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,15.48,0,125.27,0,35.33,50.82,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.65,0,13.04,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

42,10:15-10:30,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,15.48,0,125.27,0,35.33,50.82,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.65,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

43,10:30-10:45,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,15.48,0,125.27,0,35.33,50.57,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.65,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,20.76,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

44,10:45-11:00,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,15.48,0,125.27,0,35.33,50.57,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.65,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,20.76,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

45,11:00-11:15,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,15.48,0,125.27,0,52.36,50.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.65,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,20.76,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

46,11:15-11:30,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,15.48,0,125.27,0,52.36,50.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

47,11:30-11:45,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,24.63,0,125.27,0,35.33,50.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.67,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

48,11:45-12:00,689.38,19.46,0,25,65.42,0,31.17,0,33.94,0,24.63,0,125.27,0,39.75,50.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,418.77,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.67,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

49,12:00-12:15,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,39.75,49.81,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,348.98,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

50,12:15-12:30,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,39.75,49.81,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,348.98,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

51,12:30-12:45,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,39.75,49.81,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,348.98,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

52,12:45-13:00,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,39.75,49.81,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,57.98,24.14,98.32,348.98,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

53,13:00-13:15,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,49.56,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,65.42,24.14,98.32,348.98,21.65,3.22,0,80.26,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

54,13:15-13:30,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,49.56,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,65.42,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

55,13:30-13:45,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,48.57,49.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,65.42,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

