Block,Time,NR/01102023/23072042/L_NR_2012_04,NR/16042024/30042024/IEX_240323_06617,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/04042024/30042024/SJVN040424NR1694,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/30052048/L_NR_2022_10,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/14082046/L_NR_2021_16,NR/01042024/31072024/LT_MEJA_DELHI,L_NR_2019_19,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/31032046/L_NR_2020_05,NR/01042024/30042024/PTC/OA/32001,NR/16042024/31052024/IEX_240323_06618,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35
68,16:45-17:00,0.000000,9.660000,0.000000,22.560000,32,35,22.560000,32.33,6.540000,32,51.86,32.34,70,0,3.520000,30.270000,70,3.110000,87.110000,118.89,18,29.66,0,16.110000,43.921444,10.970000,32,20.74,77,273.050000,24.81,40.92,100.610000,97,41.040000,48.280000,115.830000,6.390000,3.380000,262.190000,23.78,33,6.390000

69,17:00-17:15,0.000000,9.660000,0.000000,22.560000,33,29,22.560000,32.17,4.950000,33,0,32.16,69.33,0,3.720000,30.270000,69.33,3.500000,87.110000,105.93,14,29.34,0,16.110000,34.548678,11.070000,25.01,16.54,60,273.050000,25.41,31.67,100.610000,96.5,41.040000,48.280000,115.830000,4.820000,3.530000,262.190000,21.19,25,4.820000

70,17:15-17:30,0.000000,9.660000,0.000000,22.560000,21,22,22.560000,32,3.830000,33,0,32,69,0,3.720000,30.790000,69,3.500000,87.110000,82.07,11,29,0,16.110000,26.062525,11.070000,16.83,12,42,273.050000,25.81,26.67,100.610000,96,41.040000,48.280000,115.830000,3.730000,3.530000,262.190000,16.41,18,3.730000

71,17:30-17:45,0.000000,9.660000,0.000000,6.060000,7,15,6.060000,31.33,2.930000,24.95,0,31.34,68.33,0,3.720000,30.790000,68.33,3.500000,87.110000,57.24,8,28.34,0,16.110000,18.433756,11.070000,9.41,9,28,273.050000,25.81,19,100.610000,94,41.040000,48.280000,115.830000,2.860000,3.530000,262.190000,11.45,12,2.860000

72,17:45-18:00,0.000000,9.660000,0.000000,6.060000,1,11,6.060000,31,2.220000,15.06,0,31,68,0,3.720000,30.790000,68,3.500000,87.110000,40.78,6,28,0,16.110000,11.048562,11.070000,3.84,6,14,273.050000,25.81,14.31,100.610000,93,41.040000,48.280000,115.830000,2.170000,3.530000,262.190000,8.15,6,2.170000

73,18:00-18:15,0.000000,9.660000,0.000000,6.060000,0,9,6.060000,29.5,1.530000,0,0,29.5,67.67,0,3.900000,30.790000,67.67,3.500000,87.110000,25.03,5,27.66,0,16.110000,5.592482,11.250000,0,4,7,273.050000,22.2,7.41,100.610000,88.5,41.040000,48.280000,115.830000,1.490000,3.690000,262.190000,5.01,3,1.490000

74,18:15-18:30,0.000000,9.660000,0.000000,0.000000,0,5,0.000000,28.33,0.570000,0,0,28.34,66.67,0,3.900000,30.790000,66.67,3.500000,87.110000,19.63,2,27.34,0,16.110000,3.643882,11.250000,0,2,2,273.050000,22.02,4.95,100.610000,85,41.040000,48.280000,115.830000,0.550000,3.690000,262.190000,3.92,1,0.550000

75,18:30-18:45,0.000000,9.660000,0.000000,0.000000,0,1,0.000000,25.83,0.160000,0,0,25.84,62,0,3.900000,31.290000,62,2.720000,87.110000,5.56,0,26,0,16.110000,0.701496,11.250000,0,1,1,273.050000,20.05,3.18,100.610000,77.5,41.040000,48.280000,115.830000,0.160000,3.690000,262.190000,1.11,0,0.160000

76,18:45-19:00,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,25.5,0.000000,0,0,25.5,59,0,3.900000,31.290000,59,2.720000,87.110000,1.18,0,24.66,0,16.110000,0,11.250000,0,0.5,0,273.050000,18.87,1.41,100.610000,76.5,41.040000,48.280000,115.830000,0.000000,3.690000,262.190000,0.24,0,0.000000

77,19:00-19:15,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,25.17,0.000000,0,0,25.16,58.33,0,3.900000,31.290000,58.33,3.260000,87.110000,0,0,23.66,0,16.110000,0,11.430000,0,0,0,273.050000,15.02,0.39,100.610000,75.5,41.040000,48.280000,115.830000,0.000000,3.840000,262.190000,0,0,0.000000

78,19:15-19:30,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,24.83,0.000000,0,0,24.84,56.67,0,3.900000,31.290000,56.67,3.260000,87.110000,0,0,23.34,0,16.110000,0,11.430000,0,0,0,273.050000,14.33,0,100.610000,74.5,41.040000,48.280000,115.830000,0.000000,3.840000,262.190000,0,0,0.000000

79,19:30-19:45,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,24.67,0.000000,0,0,24.66,55.67,0,3.900000,31.290000,55.67,3.260000,87.110000,0,0,23,0,16.110000,0,11.430000,0,0,0,273.050000,13,0,100.610000,74,41.040000,48.280000,115.830000,0.000000,3.840000,262.190000,0,0,0.000000

80,19:45-20:00,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,24.33,0.000000,0,0,24.34,54,0,3.900000,31.290000,54,3.260000,87.110000,0,0,22.34,0,16.110000,0,11.430000,0,0,0,273.050000,12.6,0,100.610000,73,41.040000,48.280000,115.830000,0.000000,3.840000,262.190000,0,0,0.000000

81,20:00-20:15,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,23.83,0.000000,0,0,23.84,52.33,0,3.720000,31.290000,52.33,3.420000,87.110000,0,0,21.66,0,16.110000,0,11.520000,0,0,0,273.050000,9.04,0,100.610000,71.5,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

82,20:15-20:30,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,23.67,0.000000,0,0,23.66,50,0,3.720000,31.290000,50,3.420000,87.110000,0,0,21,0,16.110000,0,11.520000,0,0,0,273.050000,9.06,0,100.610000,71,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

83,20:30-20:45,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,23.5,0.000000,0,0,23.5,47,0,3.720000,30.790000,47,3.420000,87.110000,0,0,20,0,16.110000,0,11.520000,0,0,0,273.050000,7.41,0,100.610000,70.5,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

84,20:45-21:00,0.000000,9.660000,0.000000,0.000000,0,0,0.000000,23.33,0.000000,0,0,23.34,45.33,0,3.720000,30.790000,45.33,3.420000,87.110000,0,0,19,0,16.110000,0,11.520000,0,0,0,273.050000,7.41,0,100.610000,70,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

85,21:00-21:15,0.000000,9.660000,0.000000,30.900000,0,0,0.000000,23.67,0.000000,0,0,23.66,45,0,3.720000,30.270000,45,3.420000,87.110000,0,0,18.66,0,16.110000,0,12.630000,0,0,0,273.050000,7.41,0,100.610000,71,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

86,21:15-21:30,0.000000,9.660000,0.000000,30.900000,0,0,0.000000,24,0.000000,0,0,24,45.67,0,3.720000,30.270000,45.67,3.420000,87.110000,0,0,18.34,0,16.110000,0,12.630000,0,0,0,273.050000,7.41,0,100.610000,72,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

87,21:30-21:45,0.000000,9.660000,0.000000,30.900000,0,0,0.000000,19.67,0.000000,0,0,19.66,46.33,0,3.720000,31.290000,46.33,3.570000,87.110000,0,0,17,0,16.110000,0,12.630000,0,0,0,273.050000,7.41,0,100.610000,59,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

88,21:45-22:00,0.000000,9.660000,0.000000,30.900000,0,0,0.000000,19.17,0.000000,0,0,19.16,45.67,0,3.720000,31.290000,45.67,3.570000,87.110000,0,0,16.66,0,16.110000,0,12.630000,0,0,0,273.050000,7.41,0,100.610000,57.5,41.040000,48.280000,115.830000,0.000000,3.920000,262.190000,0,0,0.000000

89,22:00-22:15,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,18.5,0.000000,0,0,18.5,41.33,0,3.620000,31.290000,41.33,3.570000,87.110000,0,0,16.34,0,16.110000,0,12.720000,0,0,0,273.050000,7.41,0,100.610000,55.5,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

90,22:15-22:30,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,18,0.000000,0,0,18,41.67,0,3.620000,30.270000,41.67,3.570000,87.110000,0,0,16.34,0,16.110000,0,12.720000,0,0,0,273.050000,7.41,0,100.610000,54,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

91,22:30-22:45,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,17.5,0.000000,0,0,17.5,42,0,3.620000,30.270000,42,3.570000,87.110000,0,0,16.34,0,16.110000,0,12.720000,0,0,0,273.050000,7.41,0,100.610000,52.5,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

92,22:45-23:00,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,17.17,0.000000,0,0,17.16,42,0,3.620000,30.270000,42,3.570000,87.110000,0,0,16.34,0,16.110000,0,12.720000,0,0,0,273.050000,7.41,0,100.610000,51.5,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

93,23:00-23:15,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,17.17,0.000000,0,0,17.16,42,0,3.620000,30.270000,42,3.500000,87.110000,0,0,16.34,0,16.110000,0,12.810000,0,0,0,273.050000,7.21,0,100.610000,51.5,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

94,23:15-23:30,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,17.33,0.000000,0,0,17.34,42.33,0,3.620000,30.270000,42.33,3.500000,87.110000,0,0,16.34,0,16.110000,0,12.810000,0,0,0,273.050000,7.01,0,100.610000,52,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

95,23:30-23:45,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,18,0.000000,0,0,18,42.33,0,3.620000,29.270000,42.33,3.500000,87.110000,0,0,16.66,0,16.110000,0,12.810000,0,0,0,273.050000,7.01,0,100.610000,54,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

96,23:45-24:00,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,18,0.000000,0,0,18,43,0,3.620000,29.270000,43,3.500000,87.110000,0,0,17.34,0,16.110000,0,12.810000,0,0,0,273.050000,7.01,0,100.610000,54,41.040000,48.280000,115.830000,0.000000,3.770000,262.190000,0,0,0.000000

