Block,Time,BSIUL,KHSTPP-I,KHSTPP-II,NLCEXP,RAPPC,SINGRAULI,TALST2,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,ANTA_LF,DULHASTI,JHAJJAR,RSTPSU7,UNCHAHAR4,URI2,ANTA_CRF,DADRI_CRF,DHAULIGNGA,FSTPP I & II,KGSU1AND2,RSTPSU1TO6,DADRI_LF,CHAMERA2,CHAMERA3,KISHANGANGA,KKNPPU2,KOLDAM,NLCIIST2,RIHAND1,SINGRAULI_HYDRO,UNCHAHAR2,URI,ANTA_RF,AURY_CRF,AURY_LF,KGSU3AND4,NJPC,RAPPB,RIHAND3,SIMHST2,TALA,AURY_GF,AURY_RF,DADRT2,KUDGI,NAPP,NTPL,PARBATI3,RAMPUR,SIMHST1,TANAKPUR,DADRI_GF,DADRI_RF,KOTESHWR,MAPS,NLCTS2EXP,NNTPP,RIHAND2,SALAL,SASAN,VALLURNTECL,ANTA_GF,BRBCL,CHAMERA1,KKNP,NLCIIST1,SEWA2,UNCHAHAR3
16,03:45-04:00,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.11,45.05,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

17,04:00-04:15,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.11,45.05,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

18,04:15-04:30,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.11,45.05,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

19,04:30-04:45,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.11,45.25,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

20,04:45-05:00,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.11,45.25,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

21,05:00-05:15,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.88,45.25,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

22,05:15-05:30,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.88,45.25,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

23,05:30-05:45,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.88,45.25,0,0,0,23.39,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

24,05:45-06:00,0,33.69,98.87,0,53.3,125.96,0,0,15.56,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.88,45.25,0,0,0,23.39,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

25,06:00-06:15,0,33.69,49.43,0,53.3,125.96,0,0,15.56,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.88,45.25,0,0,0,46.79,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

26,06:15-06:30,0,33.69,49.43,0,53.3,125.96,0,0,29.86,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,3.33,0,0,0,0,0,92,0,42.39,0.88,45.47,0,0,0,70.17,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,0,0,0,0,26.39

27,06:30-06:45,2.2,33.69,49.43,0,53.3,125.96,0,0,46.68,0,10.27,0,32.95,654.3,0,0,4.31,0,0,7.92,20.8,0,0,23.57,13.17,9.67,0,0,0,0,92,0,42.39,0.88,45.47,0,0,0,93.56,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,416.25,0,0,20,12.01,0,0,0,26.39

28,06:45-07:00,13.04,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,634.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,0.88,45.47,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0,0,69.05,9.86,0,0,0,118.75,1.4,416.25,0,0,20,12.25,0,0,7.9,26.39

29,07:00-07:15,13.04,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,594.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,1.33,45.47,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,5.76,0,69.05,9.86,0,0,0,118.75,9.29,416.25,0,0,20,28.1,0,0,7.9,26.39

30,07:15-07:30,13.04,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,594.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,1.33,45.47,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,5.76,0,69.05,9.86,0,0,0,118.75,41.83,416.25,0,0,20,28.1,0,0,7.9,26.39

31,07:30-07:45,13.04,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,594.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,1.33,45.47,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,5.76,0,69.05,9.86,0,0,0,118.75,41.83,416.25,0,0,20,28.1,0,0,8.19,26.39

32,07:45-08:00,13.04,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,594.3,0,0,10.76,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,26.49,45.47,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,5.76,0,69.05,9.86,0,0,0,118.75,41.83,416.25,0,0,20,28.1,0,0,8.19,26.39

33,08:00-08:15,13.04,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,554.3,0,0,10.76,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,26.49,45.47,0,0,0,93.56,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,5.76,0,69.05,9.86,0,0,0,118.75,41.83,416.25,0,0,20,28.1,0,0,8.19,26.39

34,08:15-08:30,13.04,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,554.3,0,0,10.76,0,0,15.98,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,26.49,45.47,0,0,0,93.56,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,5.76,0,69.05,9.86,0,0,0,118.75,41.83,416.25,0,0,20,28.1,0,0,8.19,26.39

35,08:30-08:45,2.2,33.69,49.43,0,53.3,125.96,0,0,62.24,0,10.27,0,16.48,554.3,0,0,4.31,0,0,7.92,20.8,0,0,23.57,13.17,9.67,0,0,0,0,92,0,42.39,2.21,45.25,0,0,0,70.17,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,41.83,416.25,0,0,20,12.01,0,0,0,26.39

36,08:45-09:00,0,33.69,49.43,0,53.3,125.96,0,0,46.12,0,10.27,0,16.48,554.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.11,45.05,0,0,0,70.17,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,9.29,416.25,0,0,20,0,0,0,0,26.39

37,09:00-09:15,0,33.69,49.43,0,53.3,125.96,0,0,44.79,0,10.27,0,16.48,524.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,4.41,44.83,0,0,0,46.79,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,396,0,0,20,0,0,0,0,26.39

38,09:15-09:30,0,33.69,49.43,0,53.3,125.96,0,0,31.12,0,10.27,0,16.48,524.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.83,0,0,0,46.79,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,375.75,0,0,20,0,0,0,0,26.39

39,09:30-09:45,0,33.69,49.43,0,53.3,125.96,0,0,31.12,0,10.27,0,0,524.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.63,0,0,0,46.79,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

40,09:45-10:00,0,33.69,49.43,0,53.3,125.96,0,0,14.93,0,10.27,0,0,524.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.41,0,0,0,46.79,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

41,10:00-10:15,0,33.69,49.43,0,53.3,125.96,0,0,0,0,10.27,0,0,494.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.31,0,0,0,23.39,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

42,10:15-10:30,0,33.69,49.43,0,53.3,125.96,0,0,0,0,10.27,0,0,494.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,44.31,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

43,10:30-10:45,0,33.69,49.43,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,44.1,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

44,10:45-11:00,0,33.69,49.43,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,43.89,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

45,11:00-11:15,0,33.69,49.43,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,43.68,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

46,11:15-11:30,0,33.69,49.43,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,43.68,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

47,11:30-11:45,0,33.69,70.39,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,43.47,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

48,11:45-12:00,0,33.69,73.54,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,43.47,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

49,12:00-12:15,0,33.69,73.54,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,43.36,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

50,12:15-12:30,0,33.69,79.83,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,1.33,43.16,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

51,12:30-12:45,0,33.69,79.83,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,8.83,43.16,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

52,12:45-13:00,0,33.69,82.98,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,8.83,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

53,13:00-13:15,0,33.69,82.98,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

54,13:15-13:30,0,33.69,86.12,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

55,13:30-13:45,0,33.69,86.12,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

56,13:45-14:00,0,33.69,89.27,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.74,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

57,14:00-14:15,0,33.69,89.27,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.51,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

58,14:15-14:30,0,33.69,92.41,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.51,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

59,14:30-14:45,0,33.69,92.41,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

60,14:45-15:00,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

61,15:00-15:15,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

62,15:15-15:30,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

63,15:30-15:45,0,33.69,98.87,0,53.3,125.96,0,0,15.56,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

64,15:45-16:00,0,33.69,98.87,0,53.3,125.96,0,0,15.56,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

