Time,Block,WR/2024/21675/A/6587,NR/2024/18691/A/6640,WR/2024/21740/A/6643,NR/2024/18732/C,NR/2024/18388/A/6415,WR/2024/21710/A/6639,NER/2024/2023/A/6584,SR/2024/12054/C,SR/2024/12045/C,Total
76,18:45-19:00,57.760000,102.010000,100.000000,0,0.530000,25.000000,25.000000,0.00,0.00,310.3

77,19:00-19:15,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

78,19:15-19:30,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

79,19:30-19:45,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

80,19:45-20:00,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

81,20:00-20:15,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

82,20:15-20:30,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

83,20:30-20:45,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

84,20:45-21:00,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

85,21:00-21:15,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

86,21:15-21:30,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

87,21:30-21:45,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

88,21:45-22:00,57.760000,102.010000,100.000000,0,0.630000,25.000000,25.000000,0.00,0.00,310.4

89,22:00-22:15,57.760000,0.000000,100.000000,0,0.530000,0.000000,25.000000,0.00,0.00,183.29

90,22:15-22:30,57.760000,0.000000,100.000000,0,0.530000,0.000000,25.000000,0.00,0.00,183.29

91,22:30-22:45,57.760000,0.000000,100.000000,0,0.530000,0.000000,25.000000,0.00,0.00,183.29

92,22:45-23:00,57.760000,0.000000,100.000000,0,0.530000,0.000000,25.000000,0.00,0.00,183.29

93,23:00-23:15,0.000000,0.000000,100.000000,0,0.480000,0.000000,25.000000,50.00,0.00,175.48

94,23:15-23:30,0.000000,0.000000,100.000000,0,0.480000,0.000000,25.000000,50.00,0.00,175.48

95,23:30-23:45,0.000000,0.000000,100.000000,0,0.480000,0.000000,25.000000,50.00,0.00,175.48

96,23:45-24:00,0.000000,0.000000,100.000000,0,0.480000,0.000000,25.000000,50.00,0.00,175.48

