Block,Time,JHAJJAR,KKNPPU2,NJPC,NNTPP,UNCHAHAR3,URI2,ANTA_LF,ANTA_RF,AURY_CRF,AURY_LF,DHAULIGNGA,KGSU1AND2,KHSTPP-II,NTPL,RIHAND2,RSTPSU1TO6,SEWA2,TANDA2,ANTA_GF,AURY_RF,DADRI_LF,DULHASTI,KGSU3AND4,SIMHST2,SINGRAULI_HYDRO,TEHRI,BRBCL,CHAMERA3,FSTPP I & II,KISHANGANGA,KKNP,KOLDAM,KOTESHWR,NAPP,RAPPB,RAPPC,RAPPD,RIHAND1,SALAL,TALST2,TANAKPUR,DADRT2,KHSTPP-I,NLCEXP,PARBATI3,RIHAND3,RSTPSU7,TALA,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,DADRI_CRF,CHAMERA1,NLCIIST1,NLCIIST2,SINGRAULI,AURY_GF,DADRI_GF,BSIUL,MAPS,NLCTS2EXP,PARBATI2,RAMPUR,SASAN,SIMHST1,UNCHAHAR2,DADRI_RF,CHAMERA2,KUDGI,UNCHAHAR4,URI,ANTA_CRF
8,01:45-02:00,381.93,0,165.99,0,27.68,33.74,0,51.17,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,35.03,15.43,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,84.24,0,0.51,458.92,45.53,0,33.76,95.79,0,11.17,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,36.98,0

9,02:00-02:15,381.93,0,165.99,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,15.43,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,84.24,0,0.51,458.92,45.53,0,33.76,95.79,0,11.17,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,36.98,0

10,02:15-02:30,381.93,0,165.99,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,15.43,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,84.24,0,0.51,458.92,45.53,0,33.76,95.79,0,11.17,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,36.98,0

11,02:30-02:45,381.93,0,165.99,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,15.43,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,84.24,0,0.51,458.92,45.53,0,33.76,95.79,0,9.41,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,36.98,0

12,02:45-03:00,381.93,0,165.99,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,15.43,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,84.24,0,0.51,458.92,45.53,0,33.76,95.79,0,9.41,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,36.98,0

13,03:00-03:15,381.93,0,165.99,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,15.43,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,33.76,95.79,0,9.41,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

14,03:15-03:30,381.93,0,165.99,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,15.43,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,33.76,95.79,0,9.41,0,21.94,0,0,28.1,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

15,03:30-03:45,381.93,0,165.99,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,33.76,95.79,0,9.41,0,21.94,0,0,28.1,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

16,03:45-04:00,381.93,0,151.21,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,33.76,95.79,0,9.41,0,21.94,0,0,28.1,0,0,150.34,0,0,13.04,0,0,33.82,6.01,414,0,44.5,98.4,48.81,0,2.3,38.09,0

17,04:00-04:15,381.93,0,151.21,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,33.76,130.79,0,7.64,0,21.94,0,0,28.1,0,0,150.34,0,0,13.04,0,0,33.82,6.01,414,0,44.5,98.4,48.81,0,2.3,38.09,0

18,04:15-04:30,381.93,0,151.21,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,33.76,130.79,0,7.64,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,33.82,6.01,414,0,44.5,98.4,48.81,0,2.3,38.09,0

19,04:30-04:45,381.93,0,151.21,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,23.02,130.79,0,4.41,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,33.82,6.01,414,0,44.5,98.4,48.81,0,2.3,38.09,0

20,04:45-05:00,381.93,0,163.53,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,23.02,130.79,0,4.41,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,33.82,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

21,05:00-05:15,381.93,0,163.53,0,27.68,33.74,0,52.23,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,22.54,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

22,05:15-05:30,381.93,0,163.53,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,22.54,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

23,05:30-05:45,381.93,0,163.53,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,22.54,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

24,05:45-06:00,381.93,0,163.53,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,22.54,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

25,06:00-06:15,381.93,0,163.53,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,14.05,0,0,150.34,0,0,13.04,0,0,15.02,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

26,06:15-06:30,381.93,0,163.53,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,6.27,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,15.02,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

27,06:30-06:45,546.54,0,165.99,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,6.27,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,15.02,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

28,06:45-07:00,546.54,0,165.99,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,6.27,458.92,45.53,0,23.02,130.79,0,3.82,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,15.02,6.5,414,0,44.5,98.4,48.81,0,2.3,38.09,0

29,07:00-07:15,546.54,0,165.99,0,27.68,33.74,0,51.83,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,6.27,688.92,45.53,0,19.18,130.79,0,5,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,15.02,6.5,414,0,45,98.4,48.81,0,2.3,38.09,0

30,07:15-07:30,546.54,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,688.92,45.53,0,19.18,130.79,0,5,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,15.02,6.5,414,0,45,98.4,48.81,0,3.2,38.09,0

31,07:30-07:45,546.54,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,688.92,45.53,0,19.18,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,48.81,0,3.2,38.09,0

32,07:45-08:00,546.54,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,0.51,688.92,45.53,0,19.18,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,48.81,0,3.2,38.09,0

33,08:00-08:15,465.05,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,6.27,688.92,45.53,0,19.18,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,48.81,0,3.2,38.09,0

34,08:15-08:30,465.05,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,6.27,688.92,45.53,0,19.18,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,48.81,0,3.2,38.09,0

35,08:30-08:45,465.05,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,1.15,688.92,45.53,0,16.88,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,32.53,0,3.2,38.09,0

36,08:45-09:00,465.05,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,16.68,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,1.15,688.92,45.53,0,16.88,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,32.53,0,3.2,38.09,0

37,09:00-09:15,465.05,0,165.99,0,27.68,33.74,0,51.17,0,0,21.88,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,1.15,688.92,45.53,0,16.88,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,32.53,0,3.2,38.09,0

38,09:15-09:30,432.45,0,165.99,0,27.68,33.74,0,51.17,0,0,10.94,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,79.38,0,1.15,688.92,45.53,0,16.88,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,13.04,0,0,11.28,6.5,414,0,45,98.4,32.53,0,3.2,38.09,0

39,09:30-09:45,503.73,0,138.33,0,27.68,40.16,0,51.17,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,74.37,0,1.15,688.92,45.53,0,4.29,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,8.8,0,0,11.28,5.5,414,0,45,98.4,32.53,0,3.2,37.53,0

40,09:45-10:00,556.58,0,106.41,0,27.68,40.16,0,51.17,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,74.37,0,1.15,688.92,45.53,0,4.29,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,8.8,0,0,11.28,4.23,414,0,45,98.4,32.53,0,3.2,37.53,0

41,10:00-10:15,530.67,0,82.99,0,27.68,40.16,0,51.17,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,8.8,0,0,11.28,3.3,414,0,45,98.4,32.53,0,3.2,37.53,0

42,10:15-10:30,530.67,0,55.33,0,27.68,40.16,0,51.17,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,18.2,8.63,0,4.29,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,4.7,0,21.94,0,0,0,0,0,150.34,0,0,8.8,0,0,11.28,2.19,414,0,45,98.4,32.53,0,3.2,37.53,0

43,10:30-10:45,530.67,0,22.4,0,27.68,35.34,0,51.17,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.19,20,23.33,18.2,8.63,0,3.88,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,0.89,414,0,45,98.4,32.53,0,3.2,37.53,0

44,10:45-11:00,530.67,0,25.76,0,27.68,35.34,0,51.17,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,1.93,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,1.02,414,0,45,98.4,32.53,0,3.2,37.53,0

45,11:00-11:15,530.67,0,25.76,0,27.68,35.34,0,50.51,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,1.93,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,1.02,414,0,45,98.4,32.53,0,3.2,37.53,0

46,11:15-11:30,530.67,0,25.76,0,27.68,35.34,0,50.51,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,1.93,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,1.02,414,0,45,98.4,32.53,0,3.2,37.53,0

47,11:30-11:45,530.67,0,25.76,0,27.68,35.34,0,50.51,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,1.93,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,1.02,414,0,45,98.4,32.53,0,3.2,37.53,0

48,11:45-12:00,530.67,0,25.76,0,27.68,35.34,0,50.51,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,1.93,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,1.02,414,0,45,98.4,32.53,0,3.2,37.53,0

49,12:00-12:15,530.67,0,22.4,0,27.68,35.34,0,49.86,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,1.93,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,16.88,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,0.89,414,0,45,98.4,32.53,0,3.2,37.53,0

50,12:15-12:30,530.67,0,22.4,0,27.68,35.34,0,49.86,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,16.88,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,0.89,414,0,45,98.4,32.53,0,3.2,37.53,0

51,12:30-12:45,530.67,0,44.81,0,27.68,35.34,0,49.86,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,0,0,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,16.88,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,1.78,414,0,45,98.41,32.53,0,3.2,37.53,0

52,12:45-13:00,530.67,0,47.04,0,27.68,35.34,0,49.86,0,0,0,0,148.3,0,124.58,0,18.9,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,0,0,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,16.88,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,1.86,414,0,45,98.41,32.53,0,3.2,37.53,0

53,13:00-13:15,530.67,0,72.81,0,27.68,35.34,0,49.86,0,0,0,0,148.3,0,124.58,0,12.61,5.7,0,78.08,0,59.5,0,0,0.98,10.27,20,23.33,18.2,8.63,0,0,0,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,4.29,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,2.89,414,0,45,98.41,32.53,0,3.2,37.53,0

54,13:15-13:30,530.67,0,72.81,0,27.68,35.34,0,49.2,0,0,0,0,148.3,0,124.58,0,6.3,5.7,0,78.08,0,59.5,0,0,0.98,0,20,23.33,18.2,8.63,0,0,0,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,2.89,414,0,45,98.41,32.53,0,3.2,37.53,0

55,13:30-13:45,530.67,0,138.33,0,27.68,35.34,0,49.2,0,0,0,0,148.3,0,124.58,0,0,5.7,0,78.08,0,59.5,0,0,0.98,0,20,11.67,18.2,8.63,0,0,0,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,5.5,414,0,45,98.41,32.53,0,3.2,50.79,0

