Block,Time,PARBATI3,RSTPSU7,SIMHST2,ANTA_GF,AURY_RF,KKNP,KOTESHWR,NLCTS2EXP,SALAL,UNCHAHAR2,CHAMERA3,KKNPPU2,KUDGI,NAPP,SINGRAULI_HYDRO,UNCHAHAR1,DADRI_CRF,BRBCL,CHAMERA1,CHAMERA2,KISHANGANGA,KOLDAM,NJPC,RSTPSU1TO6,URI,ANTA_CRF,ANTA_RF,DADRI_RF,DHAULIGNGA,KGSU3AND4,NLCIIST2,NNTPP,RAPPB,RIHAND1,SIMHST1,SINGRAULI,ANTA_LF,AURY_GF,AURY_LF,FSTPP I & II,KGSU1AND2,MAPS,NLCEXP,NTPL,RIHAND3,SASAN,SEWA2,TALST2,TANDA2,UNCHAHAR4,DADRI_GF,DADRI_LF,BSIUL,DADRT2,KHSTPP-I,KHSTPP-II,RAMPUR,RAPPC,RIHAND2,TANAKPUR,TelanganaSTPP,VALLURNTECL,AURY_CRF,DULHASTI,JHAJJAR,NLCIIST1,TALA,TEHRI,UNCHAHAR3,URI2
26,06:15-06:30,54.11,0,0,0,77.94,0,9.66,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,42.15,26.85,1.44,4.01,153.34,0,16.56,0,30.75,100.6,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,348.98,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,481.81,0,8.82,70.87,0,14.77

27,06:30-06:45,54.11,0,0,0,77.94,0,9.66,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,42.15,26.85,1.44,4.01,153.34,0,50.34,0,30.75,100.6,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,348.98,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,463.81,0,8.61,53.16,0,14.77

28,06:45-07:00,54.11,0,0,0,77.94,0,9.66,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,42.15,26.85,1.44,4.01,153.34,0,50.34,0,30.75,100.6,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,348.98,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,463.81,0,8.58,35.44,0,14.77

29,07:00-07:15,54.11,0,0,0,77.94,0,9.66,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,42.15,26.85,1.44,4.01,153.34,0,16.56,0,30.75,100.6,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,348.98,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,463.81,0,8.53,17.72,0,14.77

30,07:15-07:30,7.03,0,0,0,77.94,0,9.66,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,29.89,26.85,1.44,4.01,153.34,0,16.56,0,30.75,100.6,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,348.98,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,463.81,0,8.7,17.72,0,14.77

31,07:30-07:45,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,21.37,0,0,44.99,0,20.96,0,15,13.99,26.85,1.44,4.01,153.34,0,16.56,0,30.75,100.6,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,348.98,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,463.81,0,8.76,0,0,14.77

32,07:45-08:00,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,21.37,0,0,44.99,0,20.96,0,15,4.74,26.85,1.44,4.01,153.34,0,16.56,0,30.75,100.6,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,348.98,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,463.81,0,8.88,0,0,14.77

33,08:00-08:15,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,21.37,0,0,44.99,0,20.96,0,15,0,26.85,1.44,4.01,153.34,0,16.56,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,376.88,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.7,0,0,14.77

34,08:15-08:30,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,21.37,0,0,44.99,0,20.96,0,15,0,26.85,1.44,4.01,153.34,0,16.56,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,388.12,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.7,0,0,14.77

35,08:30-08:45,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,21.37,0,0,44.99,0,20.96,0,15,0,26.85,1.44,3.64,153.34,0,24.29,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,399.38,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.7,0,0,14.77

36,08:45-09:00,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,21.37,0,0,44.99,0,20.96,0,15,0,26.85,1.44,3.64,153.34,0,24.29,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,405,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.7,0,0,14.77

37,09:00-09:15,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,0,26.85,1.44,2.43,153.34,0,50.34,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.64,0,0,35.46

38,09:15-09:30,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,0,26.85,1.44,2.43,150.02,0,50.34,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.64,0,0,35.46

39,09:30-09:45,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,26.85,1.44,1.21,150.02,0,16.56,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.64,0,0,35.46

40,09:45-10:00,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,16.56,0,30.75,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,5.64,0,0,35.46

41,10:00-10:15,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,16.56,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.17,0,0,35.46

42,10:15-10:30,3.94,0,0,0,77.94,0,9.66,0,63.92,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,16.56,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.17,0,0,35.46

43,10:30-10:45,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,16.56,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.17,0,0,10.35

44,10:45-11:00,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,16.56,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.17,0,0,10.35

45,11:00-11:15,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,16.56,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.33,0,0,10.35

46,11:15-11:30,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,16.56,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,418.77,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.33,0,0,10.35

47,11:30-11:45,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,24.29,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.33,0,0,10.35

48,11:45-12:00,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,24.29,0,30.51,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.33,0,0,10.35

49,12:00-12:15,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,24.29,0,2.36,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.26,0,0,10.35

50,12:15-12:30,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,0,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.26,0,0,10.35

51,12:30-12:45,3.94,0,0,0,77.94,0,9.66,0,38.93,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.26,0,0,10.35

52,12:45-13:00,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,150.02,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,3.22,59.94,59.4,11.78,0,0,0,54.53,513.81,0,6.26,0,0,10.35

53,13:00-13:15,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,126.23,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.71,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.38,0,0,10.35

54,13:15-13:30,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,1.21,127.78,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.75,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.38,0,0,10.35

55,13:30-13:45,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,1.44,1.21,127.78,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.75,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.38,0,0,10.35

56,13:45-14:00,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,1.44,1.21,127.78,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.75,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.38,0,0,10.35

57,14:00-14:15,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,1.44,1.1,102.23,0,24.29,0,4.73,99.17,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.38,0,0,10.35

58,14:15-14:30,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,1.44,2.14,102.23,0,24.29,0,4.73,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.38,0,0,10.35

