Block,Time,CHAMERA2,NNTPP,SASAN,TALA,TALST2,TEHRI,VALLURNTECL,AURY_RF,DADRI_GF,BRBCL,KHSTPP-I,KISHANGANGA,KKNP,SEWA2,TANDA2,KGSU1AND2,KKNPPU2,KOTESHWR,KUDGI,NLCTS2EXP,RAMPUR,RIHAND2,RSTPSU1TO6,SIMHST1,UNCHAHAR1,ANTA_CRF,AURY_CRF,DADRI_CRF,FSTPP I & II,KOLDAM,NAPP,NLCEXP,PARBATI3,RAPPC,RSTPSU7,SINGRAULI,UNCHAHAR2,ANTA_LF,ANTA_RF,DADRI_LF,DULHASTI,JHAJJAR,NLCIIST2,RAPPB,URI2,BSIUL,NTPL,RIHAND3,TANAKPUR,TelanganaSTPP,ANTA_GF,CHAMERA1,CHAMERA3,DADRT2,DHAULIGNGA,KGSU3AND4,KHSTPP-II,NJPC,RIHAND1,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,UNCHAHAR4,URI,MAPS,NLCIIST1,SALAL,AURY_GF,AURY_LF,DADRI_RF
8,01:45-02:00,22.66,0,392.62,10.44,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,24.89,0,0,124.32,13,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,11.04,0,0,63.92,0,0,88.77

9,02:00-02:15,9.99,0,402.75,10.14,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,10.76,0,0,124.32,13,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,63.92,0,0,88.77

10,02:15-02:30,9.99,0,416.25,10.05,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,13,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,63.92,0,0,88.77

11,02:30-02:45,9.99,0,416.25,10.09,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,13,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,63.92,0,0,88.77

12,02:45-03:00,9.99,0,416.25,10.05,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,13,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,63.92,0,0,88.77

13,03:00-03:15,9.99,0,416.25,9.82,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,13.25,0,0,63.92,0,0,88.77

14,03:15-03:30,9.99,0,416.25,9.82,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,13.25,0,0,63.92,0,0,88.77

15,03:30-03:45,9.99,0,416.25,9.76,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,63.92,0,0,88.77

16,03:45-04:00,9.99,0,416.25,9.82,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,63.92,0,0,88.77

17,04:00-04:15,9.99,0,416.25,9.82,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,13.25,0,0,63.92,0,0,88.77

18,04:15-04:30,9.99,0,416.25,9.82,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,11.85,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,13.25,0,0,51.13,0,0,88.77

19,04:30-04:45,9.99,0,416.25,9.82,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,11.85,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,51.13,0,0,88.77

20,04:45-05:00,9.99,0,416.25,9.82,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,0,0,124.32,11.53,0,0,11.85,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,51.13,0,0,88.77

21,05:00-05:15,9.99,0,416.25,9.82,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,3.56,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,1.1,0,124.32,11.53,0,0,14.05,9.68,341.57,27.48,0,98.87,85.23,46,0,0,0,0,9.93,0,0,51.13,0,0,88.77

22,05:15-05:30,9.99,0,416.25,9.5,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,5.09,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,6.52,0,124.32,11.53,0,0,14.05,19.36,341.57,27.48,0,98.87,85.23,46,0,0,0,0,13.25,0,0,51.13,0,0,88.77

23,05:30-05:45,15.99,0,416.25,9.43,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,17.75,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,11.46,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,6.52,0,124.32,11.53,0,0,14.05,19.36,341.57,27.48,0,98.87,85.23,46,0,0,0,0,50.79,0,0,51.13,0,0,88.77

24,05:45-06:00,15.99,0,416.25,8.88,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,26.62,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,123.75,42.4,0,28.35,0,49.43,474.31,0,0,9.42,6.52,0,124.32,11.53,0,0,14.05,19.36,341.57,27.48,0,98.87,116.95,46,0,0,0,0,50.79,0,0,63.92,0,0,88.77

25,06:00-06:15,40.79,0,416.25,8.76,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,123.75,42.4,0,27.3,0,49.93,474.31,0,0,9.42,19.56,0,124.32,11.53,0,0,14.05,30.56,341.57,37.65,0,98.87,116.95,46,0,0,0,0,13.25,0,0,79.38,0,0,88.77

26,06:15-06:30,40.79,0,416.25,8.21,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,123.75,42.4,0,27.3,0,49.93,474.31,0,0,9.42,19.56,0,124.32,11.53,0,0,13.43,30.56,341.57,37.65,0,98.87,116.95,46,0,0,0,0,11.04,0,0,79.38,0,0,88.77

27,06:30-06:45,40.79,0,416.25,8.17,0,31.13,0,68.42,0,15,44.92,0,0,0,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,123.75,42.4,0,27.3,0,49.93,474.31,0,0,9.42,19.56,0,124.32,11.53,0,0,0,30.56,341.57,37.65,0,98.87,116.95,46,0,0,0,0,11.04,0,0,79.38,0,0,88.77

28,06:45-07:00,40.79,0,416.25,8.17,0,15.56,0,68.42,0,15,44.92,0,0,0,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,123.75,42.4,0,27.3,0,49.93,474.31,0,0,9.42,19.56,0,124.32,11.53,0,0,0,30.56,341.57,37.65,0,98.87,116.95,46,0,0,0,0,11.04,0,0,79.38,0,0,88.77

29,07:00-07:15,20,0,416.25,8.53,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,19.72,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,123.75,42.4,0,27.3,0,49.43,474.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,19.36,341.57,18.23,0,98.87,116.95,46,0,0,0,0,9.93,0,0,63.92,0,0,88.77

30,07:15-07:30,20,0,416.25,9.06,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,7.64,51.39,0,123.75,42.4,0,27.3,0,49.43,474.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,116.95,46,0,0,0,0,9.93,0,0,51.13,0,0,88.77

31,07:30-07:45,9.99,0,416.25,9.17,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,3.56,51.39,0,123.75,42.4,0,27.3,0,49.43,474.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,85.23,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

32,07:45-08:00,9.99,0,416.25,9.17,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,3.56,51.39,0,123.75,42.4,0,27.3,0,49.43,474.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,85.23,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

33,08:00-08:15,11.33,0,416.25,9.11,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,85.23,46,0,0,0,0,50.79,0,0,51.13,0,0,88.77

34,08:15-08:30,11.33,0,416.25,8.94,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,80.49,46,0,0,0,0,50.79,0,0,51.13,0,0,88.77

35,08:30-08:45,11.33,0,400.5,9.08,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,80.49,46,0,0,0,0,13.25,0,0,51.13,0,0,88.77

36,08:45-09:00,11.33,0,400.5,8.94,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,2.55,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,80.49,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

37,09:00-09:15,11.33,0,400.5,9.35,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,80.49,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

38,09:15-09:30,11.33,0,400.5,9.29,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

39,09:30-09:45,11.33,0,400.5,9.06,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

40,09:45-10:00,11.33,0,400.5,9.06,0,0,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.3,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

41,10:00-10:15,11.33,0,400.5,9.06,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

42,10:15-10:30,11.33,0,400.5,9.06,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,51.13,0,0,88.77

43,10:30-10:45,11.33,0,400.5,9.2,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,88.77

44,10:45-11:00,11.33,0,400.5,11.03,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,88.77

45,11:00-11:15,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,88.77

46,11:15-11:30,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,9.42,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,13.25,0,0,38.35,0,0,88.77

47,11:30-11:45,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,31.9,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,50.79,0,0,38.35,0,0,88.77

48,11:45-12:00,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,27.09,0,49.43,424.31,0,0,31.9,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,50.79,0,0,38.35,0,0,88.77

49,12:00-12:15,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,31.9,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,13.25,0,0,38.35,0,0,87.68

50,12:15-12:30,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,31.9,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,87.68

51,12:30-12:45,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,25.02,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,87.68

52,12:45-13:00,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,25.02,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,87.68

53,13:00-13:15,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,10.76,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,87.68

54,13:15-13:30,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,11.04,0,0,38.35,0,0,87.68

55,13:30-13:45,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,9.93,0,0,41.83,0,0,87.68

56,13:45-14:00,11.33,0,400.5,12.05,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,61.56,46,0,0,0,0,9.93,0,0,79.38,0,0,87.68

57,14:00-14:15,11.33,0,400.5,9.2,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,70.17,46,0,0,0,0,6.63,0,0,79.38,0,0,87.68

58,14:15-14:30,11.33,0,400.5,9.2,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,70.17,46,0,0,0,0,6.63,0,0,79.38,0,0,87.68

59,14:30-14:45,11.33,0,400.5,9.2,0,0,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,70.17,46,0,0,0,0,6.63,0,0,41.83,0,0,87.68

60,14:45-15:00,11.33,0,400.5,9.2,0,15.3,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,123.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,70.17,46,0,0,0,0,6.63,0,0,38.35,0,0,87.68

61,15:00-15:15,11.33,0,400.5,9.2,0,15.56,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,131.25,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,70.17,46,0,0,0,0,6.63,0,0,38.35,0,0,87.68

62,15:15-15:30,11.33,0,400.5,9.2,0,15.56,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,132.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,70.17,46,0,0,0,0,6.63,0,0,38.35,0,0,87.68

