Block,Time,CHAMERA1,KHSTPP-II,KOLDAM,PARBATI2,RAPPD,SINGRAULI_HYDRO,TEHRI,TelanganaSTPP,KISHANGANGA,KKNPPU2,KOTESHWR,NLCEXP,NTPL,RAMPUR,SIMHST2,DADRI_LF,BRBCL,CHAMERA3,JHAJJAR,NNTPP,RAPPB,RAPPC,RSTPSU1TO6,SEWA2,TALA,DADRI_RF,BSIUL,FSTPP I & II,KHSTPP-I,MAPS,NLCIIST2,RSTPSU7,TANDA2,ANTA_CRF,AURY_RF,DADRT2,DULHASTI,KKNP,NLCIIST1,SALAL,SINGRAULI,UNCHAHAR3,URI2,DADRI_GF,DHAULIGNGA,KGSU3AND4,KUDGI,NAPP,SASAN,UNCHAHAR2,UNCHAHAR4,ANTA_RF,NLCTS2EXP,PARBATI3,UNCHAHAR1,VALLURNTECL,ANTA_GF,AURY_CRF,DADRI_CRF,CHAMERA2,KGSU1AND2,NJPC,RIHAND1,RIHAND2,RIHAND3,SIMHST1,TALST2,TANAKPUR,TEHRIPSP,URI,ANTA_LF,AURY_GF,AURY_LF
6,01:15-01:30,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.87,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,55.38,0,0,0,113.75,27.69,37.42,0,42.46,0,0,24.62,418.77,45,1.52,52.34,0,65.42,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,13.06,0,46.37,0,0,0

7,01:30-01:45,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.87,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,55.38,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,2.05,52.34,0,62.44,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,13.06,0,46.37,0,0,0

8,01:45-02:00,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.87,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,55.38,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.8,52.34,0,62.44,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,13.06,0,46.37,0,0,0

9,02:00-02:15,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.87,105.39,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,55.38,0,0,0,113.75,27.69,37.42,0,42.46,0,0,24.62,418.77,45,3.22,52.59,0,62.44,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,13.06,0,46.37,0,0,0

10,02:15-02:30,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.87,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,55.38,0,0,0,113.75,27.69,37.42,0,42.46,0,0,24.62,418.77,45,1.89,52.59,0,62.44,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,13.06,0,46.37,0,0,0

11,02:30-02:45,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.87,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,55.38,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.52,52.59,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,13.06,0,46.37,0,0,0

12,02:45-03:00,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.87,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,55.38,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.52,52.59,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,13.06,0,46.37,0,0,0

13,03:00-03:15,42.15,98.87,8.62,11.96,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.58,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,38.31,0,0,0,113.75,27,37.42,0,42.46,0,0,24.62,418.77,43.61,1.52,52.59,0,41.62,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,46.37,0,0,0

14,03:15-03:30,42.15,98.87,8.62,11.96,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.58,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,38.31,0,0,0,113.75,27,37.42,0,42.46,0,0,24.62,418.77,43.61,1.52,52.59,0,41.62,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,46.37,0,0,0

15,03:30-03:45,42.15,98.87,8.62,11.96,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.58,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.52,52.59,0,41.62,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,46.37,0,0,0

16,03:45-04:00,42.15,98.87,8.62,11.96,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.58,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.52,52.59,0,41.62,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,46.37,0,0,0

17,04:00-04:15,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.29,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,0,113.75,27.69,37.42,0,42.46,0,0,24.62,418.77,45,2.42,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,46.37,0,0,0

18,04:15-04:30,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,20.29,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,0,113.75,27.69,37.42,0,42.46,0,0,24.62,418.77,45,3.09,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,46.37,0,0,0

19,04:30-04:45,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.99,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.52,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,46.37,0,0,0

20,04:45-05:00,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.7,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,0,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.52,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,46.37,0,0,0

21,05:00-05:15,42.15,98.87,8.62,24.63,24.01,0,71.55,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.4,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,13.36,113.75,27.69,37.42,0,42.46,0,0,24.62,418.77,45,1.52,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

22,05:15-05:30,42.15,98.87,8.62,24.63,24.01,0,53.66,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.11,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,26.73,113.75,27,37.42,0,42.46,0,0,24.62,418.77,43.61,1.52,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

23,05:30-05:45,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.82,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,79.01,113.75,27,31.17,0,42.46,0,0,24.62,418.77,43.61,1.52,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,47.47,0,0,0

24,05:45-06:00,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.61,105.39,0,17.38,45.53,0,0,0,2.83,0,80.91,689.38,37.42,0,0,79.01,113.75,27,31.17,0,42.46,0,0,24.62,418.77,43.61,1.52,52.85,0,59.47,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,47.47,0,0,0

25,06:00-06:15,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.23,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,37.42,0,0,79.01,113.75,27,31.17,0,42.46,0,0,24.62,418.77,43.61,1.52,52.59,0,56.49,21.23,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,3.85,0,47.47,0,0,0

26,06:15-06:30,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.23,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,37.42,0,0,79.01,113.75,27,31.17,0,42.46,0,0,24.62,418.77,43.61,1.52,52.59,0,56.49,21.23,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,3.85,0,47.47,0,0,0

27,06:30-06:45,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.23,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,37.42,0,0,79.01,113.75,27,31.17,0,42.46,0,0,24.62,418.77,43.61,1.52,52.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,3.85,0,47.47,0,0,0

28,06:45-07:00,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.23,105.39,0,17.38,45.53,0,0,0,3.13,0,80.91,689.38,37.42,0,0,79.01,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,1.52,52.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,47.47,0,0,0

29,07:00-07:15,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.52,105.39,0,17.38,45.53,0,0,0,3.85,0,80.91,689.38,37.42,0,0,79.01,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,52.99,0,0,0

30,07:15-07:30,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.76,105.39,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,37.42,0,0,79.01,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,0,52.99,0,0,0

31,07:30-07:45,42.15,98.87,8.62,24.63,24.01,0,53.66,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,18.76,105.39,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,37.42,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

32,07:45-08:00,42.15,98.87,8.62,24.63,24.01,0,35.78,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.58,105.39,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,37.42,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

33,08:00-08:15,42.15,98.87,8.62,24.63,24.01,0,17.88,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.58,102.75,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,37.42,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.09,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

34,08:15-08:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.58,102.75,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,37.42,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.09,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

35,08:30-08:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,19.58,102.75,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.09,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

36,08:45-09:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,21.78,102.75,0,17.38,45.53,0,0,0,5.73,0,80.91,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,52.09,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

37,09:00-09:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.52,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,51.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

38,09:15-09:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.52,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,51.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

39,09:30-09:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.91,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,51.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

40,09:45-10:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.91,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,51.59,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

41,10:00-10:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.91,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.82,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

42,10:15-10:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.91,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.31,0,0,84.83,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.82,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

43,10:30-10:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.91,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.57,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,52.99,0,0,0

44,10:45-11:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.57,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

45,11:00-11:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,0,17.38,45.53,0,0,0,5.73,0,80.65,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.06,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

46,11:15-11:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,0,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.06,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,48.57,0,0,0

47,11:30-11:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,0,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.06,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,38.64,0,0,0

48,11:45-12:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,6.52,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,50.06,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

49,12:00-12:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,13.04,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.81,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

50,12:15-12:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.81,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

51,12:30-12:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.99,102.75,19.56,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.81,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

52,12:45-13:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.99,102.75,19.56,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.81,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

53,13:00-13:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.99,102.75,19.56,17.38,45.53,0,0,0,5.73,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.56,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

54,13:15-13:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.56,0,56.49,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

