Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,NLCIIST1,NLCIIST2,NLCTS2EXP,CHAMERA3,DADRT2,CHAMERA2,NJPC,NAPP,NLCEXP,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,JHAJJAR,KHSTPP-I,KGSU1AND2,KOLDAM,KUDGI,MAPS,KKNPPU2,KOTESHWR,ANTA_GF,AURY_CRF,AURY_RF,DADRI_RF,ANTA_CRF,AURY_LF,ANTA_RF,DADRI_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,TANAKPUR,TALA,TEHRI,TANDA2,TALST2,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,NNTPP,SASAN,RIHAND1,SIMHST1,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,SIMHST2,RAPPC,RSTPSU7,SALAL,SEWA2,SINGRAULI,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,38.96,20.16,52.85,0,0,0,20.71,290.06,27.47,110.3,43.94,0,12.29,27.23,6.32,0,95.82,0,0,468.89,43.54,0,3.89,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,12.6,9.91,34.35,2.71,0,1.57,14.32,0,0,18.43,21.4,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,76.94,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

13,03:00-03:15,29.3,20.16,52.85,0,0,0,20.71,290.06,27.47,110.3,43.94,0,14.54,27.23,6.32,0,95.82,0,0,468.89,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.55,34.35,2.71,0,1.57,14.32,0,0,18.43,21.4,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,76.94,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

14,03:15-03:30,29.3,20.16,52.85,0,0,0,20.71,290.06,27.47,110.3,43.94,0,14.54,27.23,6.32,0,95.82,0,0,468.89,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.55,34.35,2.71,0,1.57,14.32,0,0,18.43,21.4,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,76.94,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

15,03:30-03:45,29.3,20.16,52.85,0,0,0,20.71,290.21,27.47,110.3,43.94,0,12.48,27.23,6.32,0,95.82,0,0,468.89,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.4,34.35,2.71,0,1.57,14.32,0,0,19.02,21.4,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,76.94,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

16,03:45-04:00,29.3,20.16,52.85,0,0,0,20.71,289.81,27.47,110.3,43.94,0,14.3,27.23,6.32,0,95.82,0,0,369.9,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.4,34.35,2.71,0,1.57,14.32,0,0,19.02,21.4,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,49.56,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

17,04:00-04:15,29.3,20.16,52.85,0,0,0,20.71,289.81,26.02,110.3,43.94,0,13.86,27.23,6.32,0,95.82,0,0,330.23,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.4,34.35,2.71,0,1.57,14.32,0,0,19.02,16.05,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,37.17,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

18,04:15-04:30,29.3,20.16,52.85,0,0,0,20.71,289.81,26.02,110.3,43.94,0,14.54,27.23,6.32,0,95.82,0,0,360.34,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.4,34.35,2.71,0,1.57,14.32,0,0,19.02,16.05,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,37.17,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

19,04:30-04:45,29.3,20.16,52.85,0,0,0,20.71,307.51,26.02,110.3,43.94,0,14.54,27.23,6.32,0,95.82,0,0,360.34,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.4,34.35,2.71,0,1.57,14.32,0,0,19.02,16.05,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,37.17,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

20,04:45-05:00,29.3,20.16,52.85,0,0,0,20.71,307.51,26.02,110.3,43.94,0,14.54,27.23,6.32,0,95.82,0,0,449.51,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.4,51.52,2.71,0,1.57,14.32,0,0,19.02,16.05,17.46,0,0,368,45.87,0,2.36,0,0,0,58.67,0,37.17,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

21,05:00-05:15,29.3,20.16,52.85,0,0,0,20.71,290.06,26.02,148.62,43.94,0,14.54,27.23,6.32,0,95.82,0,0,409.17,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.12,51.52,2.71,0,1.57,14.32,0,0,19.02,16.05,17.46,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,3.4,0,117.96,0,0,0,0,0

22,05:15-05:30,29.3,20.16,52.85,0,0,0,20.71,290.06,26.02,148.62,43.94,0,14.54,27.23,6.32,0,95.82,0,0,330.23,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.83,68.69,2.71,0,1.57,14.32,0,0,19.02,16.05,17.46,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,5.45,0,117.96,0,0,0,0,0

23,05:30-05:45,29.3,20.16,52.85,0,0,0,20.71,325.32,26.02,148.62,43.94,0,14.54,40.85,6.32,0,95.82,0,0,370.36,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.55,68.69,2.71,0,1.57,14.32,0,0,19.02,16.05,20.31,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,8.17,0,117.96,0,0,0,0,0

24,05:45-06:00,29.3,20.16,52.85,0,0,0,20.71,330.44,26.02,148.62,43.94,0,14.54,40.85,6.32,0,95.82,0,0,449.51,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.55,74.53,2.71,0,1.57,14.32,0,0,18.97,16.05,20.31,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,52.44,0,117.96,0,0,0,0,0

25,06:00-06:15,29.3,20.16,52.85,0,0,0,20.71,328.83,26.02,148.62,43.94,0,14.54,40.85,6.32,0,95.82,0,0,515.43,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.27,74.53,2.71,0,1.57,14.32,0,0,18.38,16.05,17.46,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,52.44,0,117.96,0,0,0,0,0

26,06:15-06:30,29.3,20.16,52.85,0,0,0,20.71,328.83,26.02,148.62,43.94,0,14.54,40.85,6.32,0,95.82,0,0,515.43,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.27,74.53,2.71,0,1.57,14.32,0,0,18.38,16.05,17.46,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,52.44,0,117.96,0,0,0,0,0

27,06:30-06:45,29.3,20.16,52.85,0,0,0,20.71,328.83,26.02,148.62,43.94,0,14.54,40.85,6.32,0,95.82,0,0,515.43,43.54,0,3.89,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.98,74.53,2.71,0,1.57,14.32,0,0,18.38,16.05,17.46,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,52.44,0,117.96,0,0,0,0,0

28,06:45-07:00,29.3,20.16,52.85,0,0,0,20.71,328.83,26.02,148.62,43.94,0,14.54,40.85,6.32,0,95.82,0,0,515.43,43.54,0,3.89,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.98,74.53,2.71,0,1.57,14.32,0,0,18.38,16.05,17.46,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,35.41,0,117.96,0,0,0,0,0

29,07:00-07:15,29.3,20.16,52.85,0,0,0,20.71,291.91,26.02,148.62,43.94,0,14.54,27.23,6.32,0,95.82,0,0,460.18,43.54,0,3.89,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.7,68.69,2.71,0,1.57,14.32,0,0,17.24,21.4,15.3,0,0,368,45.87,0,3.19,0,0,0,58.67,0,37.17,0,105.7,0,123.67,35.41,0,117.96,0,0,0,0,0

30,07:15-07:30,29.3,20.16,52.85,0,0,0,20.71,290.06,26.02,135.38,43.94,0,14.54,27.23,6.32,0,95.82,0,0,472.78,43.54,0,3.89,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.7,68.69,2.71,0,1.57,14.32,0,0,17.24,21.4,15.3,0,0,368,45.87,0,2.91,0,0,0,58.67,0,37.17,0,105.7,0,123.67,5.45,0,117.96,0,0,0,0,0

31,07:30-07:45,29.3,20.16,52.85,0,0,0,10.36,256.33,26.02,135.38,43.94,0,14.54,13.62,6.32,0,95.82,0,0,437.88,43.54,0,3.89,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.84,68.69,2.71,0,1.57,14.32,0,0,17.24,23.54,15.3,0,0,368,45.87,0,2.91,0,0,0,58.67,0,50.67,0,105.7,0,123.67,3.82,0,117.96,0,0,0,0,0

32,07:45-08:00,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,13.62,6.32,0,95.82,0,0,359.38,43.54,0,3.89,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.84,68.69,2.71,0,1.57,14.32,0,0,14.49,23.54,15.3,0,0,368,45.87,0,2.91,0,0,0,58.67,0,50.67,0,105.7,0,123.67,3.82,0,117.96,0,0,0,0,0

33,08:00-08:15,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,13.62,6.32,0,95.82,0,0,446.72,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.84,51.52,2.71,0,1.57,34.37,0,0,14.49,48.79,15.3,0,0,375.87,45.87,0,2.91,0,0,0,58.67,0,50.67,0,113.66,0,123.67,3.82,0,117.96,0,0,0,0,0

34,08:15-08:30,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,13.62,6.32,0,95.82,0,0,447.81,43.54,0,3.89,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.84,51.59,2.71,0,1.57,34.37,0,0,14.49,48.79,15.3,0,0,383.59,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

35,08:30-08:45,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,13.62,6.32,0,95.82,0,0,391.48,43.54,0,3.53,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.68,35.88,2.71,0,1.57,34.37,0,0,14.49,26.75,15.3,0,0,389.05,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

36,08:45-09:00,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,13.62,6.32,0,95.82,0,0,391.48,43.54,0,3.53,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.68,35.88,2.71,0,1.57,34.37,0,0,14.49,26.75,15.3,0,0,397.68,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

37,09:00-09:15,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,11.49,6.32,0,95.82,0,0,391.48,43.54,0,2.36,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.68,35.88,2.71,0,1.57,34.37,0,0,14.49,26.75,15.3,0,0,405.2,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

38,09:15-09:30,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,4.59,6.32,0,95.82,0,0,391.48,43.54,0,2.36,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.68,35.88,2.71,0,1.57,34.37,0,0,14.49,26.75,15.3,0,0,405.87,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

39,09:30-09:45,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,0,6.32,0,95.82,0,0,391.48,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.64,35.88,2.71,0,1.57,14.32,0,0,14.49,21.4,15.3,0,0,405.87,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

40,09:45-10:00,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,0,6.32,0,95.82,0,0,391.48,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.64,18.64,2.71,0,1.57,14.32,0,0,14.49,21.4,15.3,0,0,405.87,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

41,10:00-10:15,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,0,6.32,0,95.82,0,0,391.48,38.29,0,1.9,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.64,0,2.71,0,1.57,14.32,0,0,14.49,48.79,15.3,0,0,405.87,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

42,10:15-10:30,29.3,14.67,52.85,0,0,0,10.36,236.95,13.02,135.38,43.94,0,14.54,0,6.32,0,95.82,0,0,391.48,38.29,0,1.9,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.64,0,2.71,0,1.57,14.32,0,0,14.49,48.79,15.3,0,0,405.87,45.87,0,2.91,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

43,10:30-10:45,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,148.62,43.94,0,14.54,0,6.32,0,95.82,0,0,382.28,38.29,0,1.9,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.52,0,2.71,0,1.57,14.32,0,0,14.49,21.4,15.3,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

44,10:45-11:00,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,148.62,43.94,0,14.54,0,6.32,0,95.82,0,0,382.28,38.29,0,1.9,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.52,0,2.71,0,1.57,14.32,0,0,14.49,17.13,15.3,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,50.67,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

45,11:00-11:15,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,148.62,43.94,0,14.54,0,6.32,0,95.82,0,0,448.24,38.29,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.52,0,2.71,0,1.57,14.32,0,0,14.49,11.78,15.3,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,74.33,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

46,11:15-11:30,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,148.62,43.94,0,14.54,0,6.32,0,95.82,0,0,450.13,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.52,0,2.71,0,1.57,14.32,0,0,14.49,11.78,15.3,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,74.33,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

47,11:30-11:45,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,148.62,43.94,0,14.54,0,6.32,0,42.69,0,0,450.13,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.52,0,2.71,0,1.57,14.32,0,0,14.49,11.78,15.3,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,74.33,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

48,11:45-12:00,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,148.62,43.94,0,14.54,0,6.32,0,42.69,0,0,450.13,43.54,0,1.9,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.52,0,2.71,0,1.57,14.32,0,0,14.49,11.78,15.3,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,74.33,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

49,12:00-12:15,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,123.84,43.94,0,14.54,0,6.32,0,42.69,0,0,450.13,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,17.13,15.3,0,0,405.87,45.87,0,2.66,0,0,0,58.67,0,74.33,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

50,12:15-12:30,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,99.08,43.94,0,14.54,0,6.32,0,42.69,0,0,450.13,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,17.13,15.3,0,0,405.87,45.87,0,2.13,0,0,0,58.67,0,74.33,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

51,12:30-12:45,29.3,14.67,52.85,0,0,0,10.36,235.52,13.02,99.08,43.94,0,14.54,0,6.32,0,42.69,0,0,450.13,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,17.13,15.3,0,0,405.87,45.87,0,2.13,0,0,0,58.67,0,74.33,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

52,12:45-13:00,29.3,14.67,52.85,0,0,0,10.36,270.89,13.02,90.25,43.94,0,14.54,0,6.32,0,42.69,0,0,450.13,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,17.13,15.3,0,0,405.87,45.87,0,1.94,0,0,0,58.67,0,74.33,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

53,13:00-13:15,29.3,14.67,52.85,0,0,0,10.36,288.63,13.02,90.25,43.94,0,14.54,0,6.32,0,42.69,0,0,417.17,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,17.13,15.3,0,0,405.87,45.87,0,1.94,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

54,13:15-13:30,29.3,14.67,52.85,0,0,0,10.36,288.63,13.02,90.25,43.94,0,14.54,0,6.32,0,42.69,0,0,417.17,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,17.13,15.3,0,0,405.87,45.87,0,1.94,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

55,13:30-13:45,29.3,14.67,52.85,0,0,0,10.36,288.63,13.02,90.25,43.94,0,14.54,0,6.32,0,42.69,0,0,417.17,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,48.79,15.3,0,0,405.87,45.87,0,1.94,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

56,13:45-14:00,29.3,14.67,52.85,0,0,0,10.36,288.63,13.02,90.25,43.94,0,14.54,0,6.32,0,42.69,0,0,436.56,43.54,0,0.96,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,14.49,48.79,15.3,0,0,405.87,45.87,0,1.94,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

