Block,Time Block,PARBATI3,RAPPB,RAMPUR,SIMHST2,BRBCL,CHAMERA1,BSIUL,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KOLDAM,KUDGI,MAPS,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RAPPC,RIHAND3,RIHAND2,RIHAND1,RSTPSU7,SALAL,SEWA2,SASAN,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TelanganaSTPP,TEHRI,TANDA2,TANAKPUR,UNCHAHAR2,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,UNCHAHAR4,URI2,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,0,0,0,0,17.3,0,0,2.32,181.38,0,8.8,14.62,15.91,0,236.01,0,37.71,133.85,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,17.86,0,0,2.32,181.38,0,8.8,14.62,15.91,0,236.01,0,37.71,133.85,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,14.62,15.91,0,236.01,0,37.71,133.85,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,11.5,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,14.62,15.91,0,236.01,0,37.71,137.71,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,11.5,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,19.31,0,0,2.32,205.65,0,8.8,14.62,15.91,0,236.01,0,37.71,136.74,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,19.31,0,0,2.32,205.65,0,8.8,14.62,31.82,0,236.01,0,37.71,131.92,0,0,0,8.56,0,0,0,39.8,0,0,20.11,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,19.31,0,0,2.32,234.62,0,8.8,14.62,31.82,0,236.01,0,37.71,126.12,0,0,0,8.56,0,0,0,39.8,0,0,42.79,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,19.31,0,0,2.32,234.62,0,8.8,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,8.56,0,0,0,39.8,0,0,68.12,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,19.31,0,0,3.86,263.58,0,17.6,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,8.56,0,0,0,39.8,0,0,90.33,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,2.46,0,0,0,19.31,11.44,1.06,7.72,263.58,9.35,26.53,14.62,47.72,0,236.01,0,37.71,141.57,0,0,0,8.56,0,0,0,39.8,0,0,112.92,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,6.14,0,0,0,19.31,13.57,6.3,11.59,234.62,18.69,36.35,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,8.56,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,30.06,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,31.96,0,0,0,19.31,13.57,18.89,38.15,205.65,28.06,36.35,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,19.04,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,14.43,401.89,0,134.86,0,0,0,0,30.06,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,31.96,0,0,0,19.31,13.57,18.89,38.15,181.38,28.06,36.35,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,19.04,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,76.64,14.43,401.89,0,134.86,0,0,0,0,30.06,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,31.96,0,0,0,19.31,13.57,18.89,38.15,181.38,28.06,36.35,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,19.04,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,76.64,14.43,401.89,0,134.86,0,0,0,0,29.62,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,31.96,0,0,0,19.31,11.44,18.89,38.15,181.38,28.06,26.53,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,19.04,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,76.64,14.43,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,31.96,0,0,0,19.31,0,18.89,38.15,181.38,28.06,17.6,14.62,47.72,0,236.01,0,37.71,126.12,0,0,0,19.04,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,76.64,10.18,401.89,0,134.86,0,0,0,0,0,0,6.81,30.53,15.48,0,3.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,31.96,0,0,0,19.31,0,1.06,11.59,181.38,18.69,8.8,14.62,31.82,0,236.01,0,37.71,126.12,0,0,0,8.56,0,0,0,39.8,0,0,109.72,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,0,0,6.81,30.53,15.48,0,37.84,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,4.91,0,0,0,19.31,0,0,11.59,181.38,9.35,8.8,14.62,31.82,0,236.01,0,37.71,126.12,0,0,0,8.56,0,0,0,39.8,0,0,82.47,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,0,0,6.81,30.53,15.48,0,37.84,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,2.46,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,14.62,31.82,0,236.01,0,37.71,126.12,0,0,0,8.56,0,0,0,39.8,0,0,71.41,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,0,0,5.56,30.53,15.48,0,3.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,14.62,31.82,0,236.01,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,40.23,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,0,0,5.56,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,14.62,31.82,0,236.01,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,0,0,5.56,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,14.62,31.82,0,236.01,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,0,0,5.56,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,19.31,0,0,2.32,181.38,9.35,0,14.62,15.91,0,236.01,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,110.65,88.83,0,12.34,0,401.89,0,100.85,0,0,0,0,0,0,5.56,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,19.31,0,0,2.32,181.38,9.35,0,14.62,15.91,0,236.01,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,105.82,88.83,0,12.34,0,401.89,0,100.85,0,0,0,0,0,0,5.56,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,19.31,0,0,11.59,181.38,9.35,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,101.96,88.83,0,12.34,0,401.89,0,100.85,0,0,0,0,0,0,5.56,30.53,15.48,0,3.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,19.31,0,0,11.59,181.38,9.35,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,109.75,76.43,71.22,0,12.34,0,401.89,0,74.17,0,0,0,0,0,0,5.56,30.53,15.48,0,37.84,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,19.31,0,0,11.59,181.38,9.35,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,372.77,0,74.17,0,0,0,0,0,0,5.56,30.53,15.48,0,37.84,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,19.31,0,0,2.32,181.38,9.35,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,353.64,0,74.17,0,0,0,0,0,0,5.56,30.53,15.48,0,3.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,340.13,0,74.17,0,0,0,0,0,0,5.56,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,340.13,0,74.17,0,0,0,0,0,0,5.56,30.53,15.48,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,311.16,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,320.82,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,17.95,0,320.82,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,76.64,0,320.82,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,76.64,0,335.3,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,19.31,0,0,2.32,181.38,0,0,14.62,15.91,0,232.2,0,31.34,105.37,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,340.13,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,15.91,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,332.4,0,74.17,0,0,0,0,0,0,11.5,22.69,11.6,0,37.84,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,15.91,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,328.54,0,74.17,0,0,0,0,0,0,11.5,22.69,11.6,0,37.84,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,15.91,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,314.41,0,74.17,0,0,0,0,0,0,11.5,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,15.91,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,285.54,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,15.91,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,248.4,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,15.91,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,74.5,71.22,0,12.34,0,238.75,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,79.33,73.16,0,12.34,0,233.4,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,79.33,73.16,0,12.34,0,244.99,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,79.33,73.16,0,12.34,0,267.12,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,79.33,73.16,0,12.34,0,296.18,0,74.17,0,0,0,0,0,0,5.56,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,79.33,73.16,0,12.34,0,306.78,0,74.17,0,0,0,0,0,0,11.5,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

