Block,Time Block,KHSTPP-II,KKNP,KGSU3AND4,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KGSU1AND2,DADRT2,CHAMERA1,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,JHAJJAR,BRBCL,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,ANTA_CRF,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RIHAND1,RAPPC,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SINGRAULI,TALST2,SINGRAULI_HYDRO,TALA,NNTPP,NTPL,PARBATI2,PARBATI3,RAPPB,RAMPUR,NLCIIST1,NLCIIST2,NLCTS2EXP,KUDGI,MAPS,NLCEXP,NJPC,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,142.74,0,0,0,0,8.24,43.82,10.02,0,569.6,40.57,14.72,38.13,18.83,22.43,46.91,0,299.55,10.86,19.51,46.22,0,0,20.82,0,1.63,2.49,38.14,26.32,6.03,0,0,0,0,0,0,0,0,0,0,0,0,68.22,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,16.23,0,1.69,0,0,0,0,0,0,43.06,49.03,0,0,0,0,0

9,02:00-02:15,142.74,0,0,0,0,8.24,43.82,10.02,0,658.63,40.57,14.72,38.13,18.83,22.43,46.91,10.52,293.98,10.86,19.51,46.22,0,0,20.82,0,1.63,2.49,38.14,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,68.22,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

10,02:15-02:30,142.74,0,0,0,0,8.24,43.82,10.02,0,658.98,40.57,14.72,38.13,12.55,22.43,46.91,10.52,293.98,10.82,19.51,46.22,0,0,20.82,0,1.63,2.49,38.14,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,68.22,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

11,02:30-02:45,142.74,0,0,0,0,8.24,43.82,10.02,0,658.98,40.57,14.72,38.13,12.55,22.43,31.27,10.52,293.98,10.86,19.51,46.22,0,0,20.82,0,1.63,2.49,38.14,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,68.22,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

12,02:45-03:00,142.74,0,0,0,0,8.24,43.82,10.02,0,658.98,40.57,14.72,38.13,12.55,22.43,31.27,10.52,293.98,11.97,19.51,46.22,0,0,20.82,0,1.63,2.49,38.14,26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,68.22,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

13,03:00-03:15,142.74,0,0,0,0,8.24,43.82,10.02,0,658.98,40.57,14.72,38.13,12.55,22.43,31.27,10.52,208.33,13.96,19.51,46.22,0,0,20.82,0,1.63,2.49,36.62,26.32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,51.45,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

14,03:15-03:30,142.74,0,0,0,0,8.24,43.82,10.02,0,658.98,40.57,14.72,38.13,12.55,22.43,31.27,10.52,177.92,14.73,19.51,46.22,0,0,20.82,0,1.63,2.49,36.62,26.32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,51.45,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

15,03:30-03:45,142.74,0,0,0,0,8.24,43.82,10.02,0,598.47,40.57,14.72,38.13,12.55,22.43,31.27,10.52,177.92,15.03,19.51,46.22,0,0,18.06,0,1.63,2.49,36.62,22.81,0.49,0,0,0,0,0,0,0,0,0,0,0,0,51.45,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,16.23,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

16,03:45-04:00,142.74,0,0,0,0,8.24,37.77,10.02,0,576.5,40.57,12.69,38.13,12.55,22.43,31.27,10.52,177.92,16.46,19.51,46.22,12.26,0,18.06,0,1.63,2.49,36.62,22.81,0.49,0,0,0,0,0,0,0,0,0,0,0,0,51.45,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,16.23,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

17,04:00-04:15,142.74,0,0,0,0,8.24,37.77,10.02,0,550.35,40.57,12.69,38.13,12.55,22.43,31.27,10.52,173.69,17.27,19.51,46.22,12.49,0,18.06,0,1.63,2.49,36.62,22.81,0.49,0,0,0,0,0,0,0,0,0,0,0,0,51.45,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

18,04:15-04:30,142.74,0,0,0,0,8.24,43.82,10.02,0,550.35,40.57,14.72,38.13,12.55,22.43,31.27,10.52,250.66,19.25,19.51,46.22,24.51,0,20.82,0,1.63,2.49,36.62,26.32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,51.45,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

19,04:30-04:45,142.74,0,0,0,0,8.24,43.82,10.02,0,502.22,40.57,14.72,38.13,12.55,11.21,31.27,10.52,294.54,19.25,19.51,46.22,24.51,0,20.82,0,1.63,2.49,36.62,26.32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

20,04:45-05:00,142.74,0,0,0,0,8.24,43.82,10.02,0,502.22,40.57,14.72,38.13,12.55,11.21,31.27,10.52,294.54,19.25,19.51,46.22,24.51,0,20.82,0,1.63,2.49,36.62,26.32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

21,05:00-05:15,142.74,0,0,0,0,8.24,43.82,10.02,0,502.22,40.57,14.72,38.13,12.55,11.21,15.64,10.52,294.53,19.25,19.51,46.22,24.51,0,20.82,0,1.63,2.49,36.62,26.32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,16.23,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

22,05:15-05:30,142.74,0,0,0,0,8.24,43.82,10.02,0,502.22,40.57,14.72,38.13,12.55,11.21,15.64,10.52,294.53,19.25,19.51,46.22,24.51,0,20.82,0,1.63,2.49,36.62,26.32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,16.23,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

23,05:30-05:45,142.74,0,0,0,0,8.24,43.82,10.02,0,502.22,40.57,14.72,38.13,12.55,11.21,15.64,10.52,294.53,19.25,19.51,46.22,24.51,0,20.82,0,1.63,2.49,36.62,26.32,6.03,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

24,05:45-06:00,142.74,0,0,0,0,8.24,43.82,10.02,0,502.22,40.57,14.72,38.13,12.55,11.21,15.64,10.52,294.53,19.25,19.51,46.22,24.51,0,20.82,0,1.63,2.49,36.62,26.32,6.03,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

25,06:00-06:15,142.74,0,0,0,0,8.24,43.82,10.02,0,434.85,40.57,14.72,38.13,12.55,11.21,15.64,10.52,294.53,19.25,19.51,47.82,24.51,0,20.82,0,1.63,2.49,36.62,26.32,6.03,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

26,06:15-06:30,142.74,0,0,0,0,8.24,43.82,10.02,0,434.85,40.57,14.72,38.13,12.55,11.21,15.64,10.52,294.53,19.25,19.51,47.82,24.51,0,20.82,0,1.63,2.49,36.62,26.32,6.03,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

27,06:30-06:45,142.74,0,0,0,0,8.24,43.82,10.02,0,434.85,40.57,14.72,38.13,12.55,11.21,15.64,10.52,294.53,19.25,19.51,47.82,24.51,0,20.82,0,1.63,2.49,36.62,26.32,2.95,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

28,06:45-07:00,142.74,0,0,0,0,8.24,43.82,10.02,0,434.85,40.57,14.72,38.13,12.55,11.21,15.64,10.52,295.47,19.25,19.51,47.82,24.51,0,20.82,0,1.63,2.49,36.62,26.32,2.95,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,41.66,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

29,07:00-07:15,142.74,0,0,0,0,8.24,43.82,10.02,0,434.85,40.57,14.72,38.13,12.55,11.21,15.64,10.52,266.59,19.25,19.51,46.22,24.51,0,15.42,0,1.63,2.49,36.62,20.55,0.49,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

30,07:15-07:30,123.03,0,0,0,0,8.24,37.77,10.02,0,434.85,40.57,8.56,38.13,12.55,11.21,15.64,10.52,160.86,19.25,19.51,46.22,24.51,0,12.66,0,1.19,2.49,36.62,17.04,0.49,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,0,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

31,07:30-07:45,94.99,0,0,0,0,8.24,29.11,10.02,0,389.35,40.57,8.56,38.13,12.55,11.21,15.64,10.52,104.89,19.25,19.99,46.22,24.51,0,12.66,0,1.19,2.49,36.62,17.04,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,4.81,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

32,07:45-08:00,114.7,0,0,0,0,8.24,35.16,10.02,0,364.43,40.57,10.17,38.13,12.55,11.21,15.64,10.52,289.69,19.25,18.1,46.22,12.33,0,11.86,0,1.26,2.49,36.62,14.65,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,102.8,403.07,44.74,33.82,0,0,0,0,130.76,0,0.96,4.81,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

33,08:00-08:15,94.99,0,0,0,0,8.24,24.56,10.02,0,364.43,40.57,8.56,38.13,12.55,0,15.64,10.52,289.69,19.25,17.26,46.22,0,0,11.86,0,1.19,2.27,36.62,14.65,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,91.82,95.35,403.07,41.62,33.82,0,0,0,0,124.73,0,0.96,3.68,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

34,08:15-08:30,94.99,0,0,0,0,8.24,24.56,10.02,0,364.43,40.57,8.56,38.13,12.55,0,0,10.52,289.69,19.25,17.26,47.82,0,0,11.86,0,1.19,2.26,36.62,14.65,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,91.82,95.35,403.07,41.62,33.82,0,0,0,0,124.73,0,0.96,3.76,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

35,08:30-08:45,94.99,0,0,0,0,8.24,24.56,10.02,0,364.43,40.57,8.56,38.13,12.55,0,0,10.52,241.57,19.25,17.26,47.82,0,0,11.86,0,1.19,2.26,36.62,14.65,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,91.82,95.35,403.07,41.62,33.82,0,0,0,0,124.73,0,0.96,3.85,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

36,08:45-09:00,94.99,0,0,0,0,8.24,24.56,10.02,0,364.43,40.57,8.56,38.13,12.55,0,0,10.52,241.57,19.25,17.83,47.82,0,0,11.86,0,1.19,2.26,36.62,14.65,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,91.82,95.35,403.07,41.62,33.82,0,0,0,0,124.73,0,0.96,3.94,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

37,09:00-09:15,94.99,0,0,0,0,8.24,29.11,10.02,0,307.92,40.57,8.56,38.13,12.55,0,0,10.52,145.32,19.25,14.77,47.82,0,0,11.86,0,1.19,2.26,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,4.01,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

38,09:15-09:30,94.99,0,0,0,0,8.24,29.11,10.02,0,287.43,40.57,8.56,38.13,12.55,0,0,10.52,145.32,19.25,14.77,46.22,0,0,11.86,0,1.19,2.26,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,4.13,0,0,0,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

39,09:30-09:45,114.7,0,0,0,0,8.24,29.11,10.02,0,287.43,40.57,8.56,38.13,12.55,0,0,10.52,145.32,19.25,14.77,46.22,0,0,11.86,0,1.19,2.26,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,3.4,0,0,10.82,4.13,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

40,09:45-10:00,114.7,0,0,0,0,8.24,29.11,10.02,0,287.43,40.57,8.56,38.13,12.55,0,0,10.52,145.32,19.25,14.77,46.22,0,0,11.86,0,1.19,2.26,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,3.48,0,0,10.82,4.13,0,1.05,0,0,0,0,0,0,26.49,49.03,0,0,0,0,0

41,10:00-10:15,114.7,0,0,0,0,8.24,29.11,10.02,0,287.43,40.57,8.56,38.13,12.55,0,0,10.52,145.32,19.25,15.17,46.22,0,0,11.95,0,1.19,2.41,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,3.73,0,0,10.82,4.13,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

42,10:15-10:30,114.7,0,0,0,0,8.24,29.11,10.02,0,287.43,40.57,8.56,38.13,12.55,0,0,10.52,126.07,19.25,15.17,46.22,0,0,11.95,0,1.19,2.41,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,3.79,0,0,10.82,4.13,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

43,10:30-10:45,114.7,0,0,0,0,8.24,29.11,10.02,0,287.43,40.57,8.56,38.13,12.55,0,0,0,126.07,19.25,15.17,46.22,0,0,11.95,0,1.19,2.42,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,1.81,0,0,10.82,4.13,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

44,10:45-11:00,114.7,0,0,0,0,8.24,29.11,10.02,0,287.43,40.57,8.56,38.13,12.55,0,0,0,126.07,19.25,15.17,46.22,0,0,11.95,0,1.19,2.42,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,1.79,0,0,10.82,4.13,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

45,11:00-11:15,114.7,0,0,0,0,8.24,34.94,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,0,126.07,19.25,19.99,46.22,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,1.81,0,0,10.82,4.13,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

46,11:15-11:30,114.7,0,0,0,0,8.24,34.94,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,0,126.07,19.25,19.99,46.22,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,125.85,119.86,403.07,44.74,33.82,0,0,0,0,144.62,0,0.96,1.81,0,0,10.82,4.13,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

47,11:30-11:45,114.7,0,0,0,0,8.24,34.94,0,0,287.43,40.57,8.56,19.07,6.28,0,0,0,126.07,19.25,19.99,46.22,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.19,115.12,403.07,44.1,33.82,0,0,0,0,140.97,0,0.96,0.39,0,0,10.82,4.13,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

48,11:45-12:00,113.62,0,0,0,0,8.24,34.94,0,0,287.43,40.57,8.56,19.07,6.28,0,0,0,126.07,19.25,19.99,46.22,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.19,112.47,403.07,44.1,33.82,0,0,0,0,140.97,0,0.96,0.37,0,0,0,4.13,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0

49,12:00-12:15,113.56,0,0,0,0,8.24,34.94,0,0,287.43,40.57,8.56,19.07,6.28,0,0,0,126.07,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0

50,12:15-12:30,113.56,0,0,0,0,8.24,34.94,0,0,287.43,40.57,8.56,19.07,6.28,0,0,0,126.07,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0

51,12:30-12:45,113.56,0,0,0,0,8.24,34.94,0,0,287.43,27.05,8.56,19.07,6.28,0,0,0,126.07,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0

52,12:45-13:00,113.56,0,0,0,0,8.24,34.94,0,0,287.43,27.05,8.56,19.07,6.28,0,0,0,126.07,19.25,19.99,49.41,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0

53,13:00-13:15,113.56,0,0,0,0,8.24,29.01,10.02,0,287.43,27.05,8.56,19.07,6.28,0,0,0,126.07,19.25,19.99,49.41,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0

54,13:15-13:30,113.56,0,0,0,0,8.24,29.01,10.02,0,287.43,15.97,8.56,19.07,6.28,0,0,0,135.69,19.25,19.99,49.41,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0

55,13:30-13:45,114.7,0,0,0,0,8.24,28.19,10.02,0,287.43,15.97,8.56,19.07,6.28,0,0,0,135.69,19.25,19.99,49.41,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.39,0,0,10.82,0,0,0.93,0,0,0,0,0,0,23.69,49.03,0,0,0,0,0

