Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/30042024/PTC/OA/32001,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/16042024/31052024/IEX_240323_06618,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/05012040/L_NR_2020_02,NR/16042024/30042024/IEX_240323_06617,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12
68,16:45-17:00,87.020000,130.960000,41.000000,6.520000,4.110000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,6.370000,272.770000,16.090000,28.770000,115.710000,25.110000,9.950000,4.080000,9.650000,6.370000,15.6,71.33,20.5,30.28,28,0,0,30.28,37,26.917146,40.92,71.33,74,90.84,30,18.24,19,33,31,0,10.97,102.53

69,17:00-17:15,87.020000,130.960000,41.000000,4.230000,4.110000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,4.130000,272.770000,16.090000,29.280000,115.710000,25.110000,10.040000,4.260000,9.650000,4.130000,13.6,75,17.56,29.92,27.34,0,0,29.92,30,21.812338,31.67,75,60,89.76,20,14.04,15,33,25,0,4.08,87.81

70,17:15-17:30,87.020000,130.960000,41.000000,3.710000,4.110000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,3.620000,272.770000,16.090000,29.280000,115.710000,25.110000,10.040000,4.260000,9.650000,3.620000,13.2,75,14.61,29.5,27,0,0,29.49,23,16.337334,26.67,75,42,88.48,10,12,12,30.53,18,0,0.58,73.03

71,17:30-17:45,87.020000,130.960000,41.000000,2.680000,4.260000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,2.630000,272.770000,16.090000,29.280000,115.710000,25.110000,10.040000,4.260000,9.650000,2.630000,12.8,74.67,11.57,26.66,26.66,0,0,26.67,16,10.482392,19,74.67,28,80,3,9,8,20.87,12,0,0,57.85

72,17:45-18:00,87.020000,130.960000,41.000000,1.880000,4.260000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,1.830000,272.770000,16.090000,29.280000,115.710000,25.110000,10.040000,4.260000,9.650000,1.830000,12.01,74.33,7.03,25.84,26.34,0,0,25.83,11,6.488172,14.31,74.33,14,77.5,0,6,6,12.47,6,0,0,35.17

73,18:00-18:15,87.020000,130.960000,41.000000,1.180000,4.260000,48.240000,23.230000,4.450000,0.000000,0.000000,100.500000,1.160000,272.770000,16.090000,29.780000,115.710000,23.230000,10.230000,4.360000,9.650000,1.160000,11.41,71.33,4,24.66,26,0,0,24.67,9,4.315706,7.41,71.33,7,74,0,4,5,0,3,0,0,20.03

74,18:15-18:30,87.020000,130.960000,41.000000,0.660000,4.260000,48.240000,23.230000,4.450000,0.000000,0.000000,100.500000,0.640000,272.770000,16.090000,30.280000,115.710000,23.230000,10.230000,4.360000,9.650000,0.640000,11.01,70,2.3,22.84,25.66,0,0,22.83,5,2.747244,4.95,70,2,68.5,0,2,2,0,1,0,0,11.48

75,18:30-18:45,87.020000,130.960000,41.000000,0.210000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.200000,272.770000,16.090000,30.280000,94.530000,17.900000,10.230000,4.360000,9.650000,0.200000,10.01,68.67,1.29,26.66,25.34,0,0,26.67,1,0.613746,3.18,68.67,1,80,0,1,0,0,0,0,0,6.46

76,18:45-19:00,87.020000,130.960000,41.000000,0.030000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.030000,272.770000,16.090000,30.280000,94.530000,17.900000,10.230000,4.360000,9.650000,0.030000,9.81,66.67,0.57,26.16,24.34,0,0,26.17,0,0,1.41,66.67,0,78.5,0,0.5,0,0,0,0,0,2.88

77,19:00-19:15,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,30.280000,115.710000,30.870000,11.240000,4.460000,9.650000,0.000000,9.21,65,0.14,25.66,24,0,0,25.67,0,0,0.39,65,0,77,0,0,0,0,0,0,0,0.72

78,19:15-19:30,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,29.780000,115.710000,30.870000,11.240000,4.460000,9.650000,0.000000,8.81,63,0,24.84,23.66,0,0,24.83,0,0,0,63,0,74.5,0,0,0,0,0,0,0,0

79,19:30-19:45,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,29.280000,115.710000,30.870000,11.240000,4.460000,9.650000,0.000000,9.01,61.33,0,24.34,25,0,0,24.33,0,0,0,61.33,0,73,0,0,0,0,0,0,0,0

80,19:45-20:00,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,29.280000,115.710000,30.870000,11.240000,4.460000,9.650000,0.000000,8.21,59.33,0,23.84,25,0,0,23.83,0,0,0,59.33,0,71.5,0,0,0,0,0,0,0,0

81,20:00-20:15,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,29.280000,115.710000,30.870000,11.330000,4.360000,9.650000,0.000000,7.41,52.67,0,23.66,24.66,0,0,23.67,0,0,0,52.67,0,71,0,0,0,0,0,0,0,0

82,20:15-20:30,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,29.280000,115.710000,30.870000,11.330000,4.360000,9.650000,0.000000,7.21,51.67,0,23.5,24.34,0,0,23.5,0,0,0,51.67,0,70.5,0,0,0,0,0,0,0,0

83,20:30-20:45,87.020000,130.960000,41.000000,0.000000,4.660000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,29.280000,115.710000,30.870000,11.330000,4.640000,9.650000,0.000000,7.21,57,0,21.34,23.34,0,0,21.33,0,0,0,57,0,64,0,0,0,0,0,0,0,0

84,20:45-21:00,87.020000,130.960000,41.000000,0.000000,4.660000,48.240000,30.870000,4.450000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,28.270000,115.710000,30.870000,11.330000,4.640000,9.650000,0.000000,7.21,56,0,20.84,23,0,0,20.83,0,0,0,56,0,62.5,0,0,0,0,0,0,0,0

85,21:00-21:15,87.020000,130.960000,41.000000,0.000000,4.660000,48.240000,30.870000,4.370000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,28.270000,115.710000,30.870000,11.420000,4.540000,9.650000,0.000000,7.21,55.33,0,20.16,21.66,0,0,20.17,0,0,0,55.33,0,60.5,0,0,0,0,0,0,0,0

86,21:15-21:30,87.020000,130.960000,41.000000,0.000000,4.660000,48.240000,30.870000,4.370000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,28.270000,115.710000,30.870000,11.420000,4.540000,9.650000,0.000000,7.21,54,0,19.5,21,0,0,19.5,0,0,0,54,0,58.5,0,0,0,0,0,0,0,0

87,21:30-21:45,87.020000,130.960000,41.000000,0.000000,4.660000,48.240000,30.870000,4.600000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,28.270000,115.710000,30.870000,11.420000,4.540000,9.650000,0.000000,7.21,49.33,0,19.16,18.34,0,0,19.17,0,0,0,49.33,0,57.5,0,0,0,0,0,0,0,0

88,21:45-22:00,87.020000,130.960000,41.000000,0.000000,4.660000,48.240000,30.870000,4.600000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,28.270000,115.710000,30.870000,11.420000,4.540000,9.650000,0.000000,7.21,48.33,0,18.84,17.34,0,0,18.83,0,0,0,48.33,0,56.5,0,0,0,0,0,0,0,0

89,22:00-22:15,87.020000,130.960000,41.000000,0.000000,4.510000,48.240000,30.870000,4.600000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,28.270000,115.710000,30.870000,11.510000,4.460000,9.650000,0.000000,7.21,47.67,0,18.34,16.66,0,0,18.33,0,0,0,47.67,0,55,0,0,0,0,0,0,0,0

90,22:15-22:30,87.020000,130.960000,41.000000,0.000000,4.510000,48.240000,30.870000,4.600000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,27.250000,115.710000,30.870000,11.510000,4.460000,9.650000,0.000000,7.21,47,0,18,16,0,0,18,0,0,0,47,0,54,0,0,0,0,0,0,0,0

91,22:30-22:45,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.520000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,27.250000,115.710000,30.870000,11.510000,4.460000,9.650000,0.000000,7.21,42,0,17.66,13.34,0,0,17.67,0,0,0,42,0,53,0,0,0,0,0,0,0,0

92,22:45-23:00,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.520000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,27.250000,115.710000,30.870000,11.510000,4.460000,9.650000,0.000000,7.21,41.67,0,17.34,12.66,0,0,17.33,0,0,0,41.67,0,52,0,0,0,0,0,0,0,0

93,23:00-23:15,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,0.000000,4.520000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,27.250000,115.710000,30.870000,11.510000,4.360000,9.650000,0.000000,7.21,41.67,0,17.16,12,0,0,17.17,0,0,0,41.67,0,51.5,0,0,0,0,0,0,0,0

94,23:15-23:30,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,0.000000,4.520000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,27.250000,115.710000,30.870000,11.510000,4.360000,9.650000,0.000000,7.21,41.67,0,16.84,11.66,0,0,16.83,0,0,0,41.67,0,50.5,0,0,0,0,0,0,0,0

95,23:30-23:45,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.520000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,27.250000,115.710000,30.870000,11.510000,4.360000,9.650000,0.000000,7.21,41.33,0,16.5,16.66,0,0,16.5,0,0,0,41.33,0,49.5,0,0,0,0,0,0,0,0

96,23:45-24:00,87.020000,130.960000,41.000000,0.000000,4.810000,48.240000,30.870000,4.520000,0.000000,0.000000,100.500000,0.000000,272.770000,16.090000,27.250000,115.710000,30.870000,11.510000,4.360000,9.650000,0.000000,7.21,41.67,0,16.16,16.66,0,0,16.17,0,0,0,41.67,0,48.5,0,0,0,0,0,0,0,0

