Block,Time,KHSTPP-II,BRBCL,SASAN,FSTPP I & II,KHSTPP-I,TALA,RAMPUR,JHAJJAR,AURY_RF,TEHRI,CHAMERA1,SEWA2,BSIUL,DHAULIGNGA,ANTA_CRF,UNCHAHAR1,NAPP,CHAMERA3,ANTA_GF,RIHAND2,AURY_LF,ANTA_RF,ANTA_LF,TANDA2,DADRT2,NJPC,KISHANGANGA,DADRI_CRF,SINGRAULI,SINGRAULI_HYDRO,KOTESHWR,PARBATI3,CHAMERA2,RAPPB,URI2,RIHAND1,DULHASTI,URI,DADRI_RF,UNCHAHAR4,UNCHAHAR2,AURY_CRF,UNCHAHAR3,AURY_GF,DADRI_LF,TANAKPUR,RAPPC,DADRI_GF,KOLDAM,RIHAND3,SALAL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
91,22:30-22:45,117.872773,14.406011,331.698150,13.349560,30.896164,9.882516,6.648488,405.711376,0.000000,61.220744,27.313776,14.620333,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,4.102917,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,11.072452,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

92,22:45-23:00,117.872773,14.406011,331.698150,13.349560,30.896164,10.023695,6.478393,405.711376,0.000000,61.220744,27.313776,6.030888,6.262576,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,4.102917,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,10.580343,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

93,23:00-23:15,117.872773,14.406011,296.043300,13.349560,30.896164,10.306052,6.478393,405.711376,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,2.460545,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

94,23:15-23:30,117.872773,14.406011,296.043300,13.349560,30.896164,10.447231,6.478393,405.711376,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,2.460545,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

95,23:30-23:45,117.872773,14.406011,296.043300,13.349560,30.897028,9.035443,6.478393,405.715011,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.459350,0.000000,0.000000,0.000000,5.142122,661.442796,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,42.552083,0.000000,26.544476,0.000000,0.000000,2.460545,65.298443,0.000000,8.907521,125.409721,76.232922,0,0,0,0,0

96,23:45-24:00,117.872773,14.406011,296.043300,13.349560,30.897028,9.035443,6.478393,405.715011,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.459350,0.000000,0.000000,0.000000,5.142122,661.442796,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,42.552083,0.000000,26.544476,0.000000,0.000000,11.564561,65.298443,0.000000,8.907521,125.409721,76.232922,0,0,0,0,0

