Block,Time Block,NLCTS2EXP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,PARBATI3,RAPPB,RSTPSU7,RIHAND2,RIHAND1,RAMPUR,RSTPSU1TO6,RAPPC,NNTPP,NTPL,RIHAND3,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,CHAMERA3,CHAMERA2,DADRT2,BSIUL,BRBCL,CHAMERA1,NAPP,MAPS,KUDGI,KOLDAM,KOTESHWR,ANTA_LF,URI2,UNCHAHAR3,ANTA_GF,UNCHAHAR2,URI,ANTA_CRF,ANTA_RF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,DADRI_CRF,DADRI_RF,AURY_LF,AURY_RF,DADRI_LF,AURY_GF,DADRI_GF,AURY_CRF,KHSTPP-I,KGSU3AND4,KKNPPU2,KISHANGANGA,KKNP,KHSTPP-II,TALST2,SINGRAULI,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SASAN,SALAL,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,0,0,0,161.74,0,6.8,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.23,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,46.48,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,6.06,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

21,05:00-05:15,0,0,0,161.74,0,6.8,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,5.78,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

22,05:15-05:30,0,0,0,161.74,0,6.8,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,5.78,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

23,05:30-05:45,0,0,0,161.74,0,10.88,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,5.56,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

24,05:45-06:00,0,0,0,161.74,0,52.37,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,5.56,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

25,06:00-06:15,0,0,0,161.74,0,52.37,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,46.48,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,2.48,0,5.26,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

26,06:15-06:30,0,0,0,161.74,0,52.37,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,46.48,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,2.48,0,5.26,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

27,06:30-06:45,0,0,0,161.74,0,52.37,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.21,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,2.48,0,6.69,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

28,06:45-07:00,0,0,0,161.74,0,52.37,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.21,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,6.69,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

29,07:00-07:15,0,0,0,161.74,0,52.37,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,18.71,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,6.69,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

30,07:15-07:30,0,0,0,161.74,0,6.8,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,17.24,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,6.83,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

31,07:30-07:45,0,0,0,161.74,0,6.8,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,18.18,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,46.48,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,6.4,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

32,07:45-08:00,0,0,0,161.74,0,6.8,0,0,95.39,29.62,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,17.48,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,46.48,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,124.41,11.16,0,6.4,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

33,08:00-08:15,0,0,0,161.74,0,20.4,0,0,110.52,37.69,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,18.88,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,119.54,11.16,0,6.4,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

34,08:15-08:30,0,0,0,161.74,0,20.4,0,0,117.8,43.17,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,119.54,11.16,0,7.95,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

35,08:30-08:45,0,0,0,161.74,0,20.4,0,0,117.8,43.17,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,119.54,11.16,0,7.95,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

36,08:45-09:00,0,0,0,161.74,0,20.4,0,0,117.8,43.17,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,119.54,11.16,0,7.71,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

37,09:00-09:15,0,0,0,161.74,0,20.4,0,0,104.92,43.17,3.43,0,58.16,0,0,106.52,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,8.71,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

38,09:15-09:30,0,0,0,161.74,0,20.4,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,27.2,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,8.71,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

39,09:30-09:45,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.15,24.62,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,11.1,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

40,09:45-10:00,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,17.71,24.62,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,11.1,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

41,10:00-10:15,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,16.46,12.31,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,11.1,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

42,10:15-10:30,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,14.83,0,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,12.09,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

43,10:30-10:45,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,15.31,0,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,11.1,74.43,0,0,0,0,318.22,77.04,0,0,0,0,0,0

44,10:45-11:00,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,15.18,0,43.55,0,0,5.18,37.4,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,11.06,74.43,0,0,0,0,315.86,77.04,0,0,0,0,0,0

45,11:00-11:15,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,16.32,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,11.72,74.43,0,0,0,0,335.22,77.04,0,0,0,0,0,0

46,11:15-11:30,0,0,0,161.74,0,17,0,0,103.13,43.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,15.23,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,89.59,11.16,0,11.82,74.43,0,0,0,0,335.22,77.04,0,0,0,0,0,0

47,11:30-11:45,0,0,0,161.74,0,17,0,0,103.13,42.68,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,15.26,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,87.65,11.16,0,13.66,74.43,0,0,0,0,335.22,77.04,0,0,0,0,0,0

48,11:45-12:00,0,0,0,161.74,0,17,0,0,103.13,28.17,3.43,0,58.16,0,0,99.65,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,17.22,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,87.65,11.16,0,13.69,74.43,0,0,0,0,335.22,77.04,0,0,0,0,0,0

49,12:00-12:15,0,0,0,161.74,0,17,0,0,103.13,28.17,3.43,0,58.16,0,0,98.69,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,86.69,11.16,0,13.79,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

50,12:15-12:30,0,0,0,161.74,0,17,0,0,103.13,28.17,3.43,0,58.16,0,0,98.69,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,86.69,11.16,0,13.86,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

51,12:30-12:45,0,0,0,161.74,0,17,0,0,103.13,28.17,3.43,0,58.16,0,0,98.69,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,86.69,11.16,0,14.34,74.43,0,0,0,0,383.76,77.04,0,0,0,0,0,0

52,12:45-13:00,0,0,0,161.74,0,17,0,0,103.13,28.17,3.43,0,58.16,0,0,98.69,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,5.18,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,86.69,11.16,0,14.43,74.43,0,0,0,0,340.64,77.04,0,0,0,0,0,0

53,13:00-13:15,0,0,0,161.74,0,17,0,0,103.13,28.17,3.43,0,58.16,0,0,98.69,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,3.79,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,86.69,11.16,0,14.46,66.66,0,0,0,0,296.51,77.04,0,0,0,0,0,0

54,13:15-13:30,0,0,0,161.74,0,17,0,0,103.13,28.17,3.43,0,58.16,0,0,98.69,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,3.79,28.05,0,0,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,86.69,11.16,0,14.46,66.66,0,0,0,0,296.51,77.04,0,0,0,0,0,0

55,13:30-13:45,0,0,0,161.74,0,17,0,0,117.8,28.17,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,3.79,28.05,0,8.58,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,93.27,11.16,0,13.04,66.66,0,0,0,0,405.33,77.04,0,0,0,0,0,0

56,13:45-14:00,0,0,0,161.74,0,17,0,0,117.8,28.17,3.43,0,58.16,0,0,123.5,39.1,11.03,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,0,43.55,0,0,3.79,28.05,0,25.75,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,119.6,11.16,0,13.07,66.66,0,0,0,0,405.33,77.04,0,0,0,0,0,0

