Block,Time Block,NNTPP,SIMHST1,RAMPUR,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,RAPPB,NTPL,RIHAND2,SASAN,PARBATI3,RIHAND1,KUDGI,KOLDAM,MAPS,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,NLCEXP,NLCTS2EXP,NLCIIST2,NLCIIST1,NAPP,NJPC,CHAMERA1,BSIUL,BRBCL,JHAJJAR,KGSU1AND2,KHSTPP-I,DHAULIGNGA,DULHASTI,FSTPP I & II,KGSU3AND4,DADRT2,CHAMERA2,CHAMERA3,URI2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TALA,SINGRAULI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SIMHST2,ANTA_GF,ANTA_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,50.41,0,67.22,0,21.7,0,0,114.5,403.74,0,88.7,0,0,0,78.64,0,8.55,0,0,0,0,0,0,40.57,0,0,0,12.88,232.63,0,24.6,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,0,50.41,0,24.65,0,30.69,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,13.2,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,11.49,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,50.41,0,12.32,0,39.68,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,14.82,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,11.49,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,50.41,0,2.25,0,61.39,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,14.55,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,11.49,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,50.41,0,2.25,0,75.18,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,15.82,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,50.41,0,2.25,0,81.54,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,14.23,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,50.41,0,2.25,0,82.66,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,18.46,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,50.41,0,2.25,0,87.9,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,17.26,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,50.41,0,2.25,0,94.26,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,17.64,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,50.41,0,2.25,0,100.62,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,18,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,50.41,0,2.25,0,106.99,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,232.63,0,43.31,1.27,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,50.41,0,12.32,0,113.35,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,232.63,0,43.31,8.8,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,50.41,0,12.32,0,119.07,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,232.63,0,43.31,8.8,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,22.55,0,0,19.28,232.63,0,43.31,8.8,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,232.63,0,43.31,8.8,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,232.63,0,38.09,8.8,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,14.39,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,119.63,0,8.55,0,0,0,0,0,0,40.57,67.65,0,0,19.28,232.63,0,38.09,8.8,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,29.76,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,133.92,0,8.55,0,0,0,0,0,0,40.57,90.2,0,1.06,19.28,232.63,0,42.83,8.8,15.89,14.64,0,288.63,2.31,9.33,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,29.76,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,136.02,0,8.55,0,0,0,0,0,0,40.57,112.75,0,2.12,19.28,232.63,0,43.31,17.61,31.78,14.64,0,288.63,3.86,9.33,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,44.65,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,3.07,88.7,0,0,0,136.02,0,8.55,0,0,0,0,0,0,40.57,135.3,11.42,3.18,19.28,232.63,0,43.31,26.42,31.78,20.05,0,288.63,11.57,18.66,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,60.01,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,50.41,0,13.45,5.08,119.86,0,0,114.5,403.74,15.96,88.7,0,0,0,136.02,0,19.01,0,0,0,0,0,0,40.57,135.3,13.55,18.86,19.28,232.63,0,43.31,35.24,47.66,20.05,0,288.63,38.09,28.02,4.41,19.32,0,0,11.48,0,15.31,0.64,0,134.67,60.01,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,0,0,50.41,0,66.1,10.16,119.86,0,0,114.5,403.74,15.96,88.7,0,0,0,136.02,0,19.01,0,0,0,0,0,0,40.57,135.3,13.55,18.86,19.28,232.63,0,43.31,35.24,47.66,20.05,0,288.63,38.09,28.02,4.41,19.32,0,0,11.48,0,15.31,0.64,0,134.67,60.01,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,50.41,0,66.1,10.16,119.86,0,0,114.5,403.74,15.96,88.7,0,0,0,136.02,0,19.01,0,0,0,0,0,0,40.57,135.3,13.55,18.86,19.28,232.63,0,43.31,35.24,47.66,20.05,0,288.63,38.09,28.02,4.41,19.32,0,0,5.55,0,15.31,0.64,0,134.67,60.01,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,50.41,0,66.1,10.16,119.86,0,0,114.5,403.74,15.96,88.7,0,0,0,136.02,0,19.01,0,0,0,0,0,0,40.57,135.3,13.55,18.86,19.28,232.63,0,43.31,35.24,47.66,20.05,0,288.63,38.09,28.02,4.41,19.32,0,0,5.55,0,15.31,34.06,0,134.67,60.01,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,50.41,0,66.1,5.08,119.86,0,0,114.5,403.74,15.96,88.7,0,0,0,136.02,0,19.01,0,0,0,0,0,0,40.57,135.3,11.42,18.86,19.28,232.63,0,43.31,35.24,47.66,20.05,0,288.63,38.09,28.02,4.41,19.32,0,0,5.55,0,15.31,34.06,0,134.67,60.01,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,50.41,0,13.45,0,119.86,0,0,114.5,403.74,15.96,88.7,0,0,0,136.02,0,8.55,0,0,0,0,0,0,40.57,112.75,0,1.06,19.28,232.63,0,43.31,26.42,31.78,20.05,0,288.63,25.39,28.02,4.41,19.32,0,0,4.95,0,15.31,1.6,0,134.67,44.65,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,3.07,88.7,0,0,0,136.02,0,8.55,0,0,0,0,0,0,40.57,90.2,0,0,19.28,232.63,0,43.31,17.61,31.78,20.05,0,288.63,11.57,28.02,4.41,19.32,0,0,4.95,0,15.31,1.07,0,134.67,29.76,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,50.41,0,12.32,0,94.35,0,0,114.5,403.74,0,88.7,0,0,0,136.02,0,8.55,0,0,0,0,0,0,40.57,67.65,0,0,19.15,233.63,0,43.31,8.8,31.78,16.83,0,288.63,11.57,18.66,4.41,19.32,0,0,4.95,0,15.31,1.07,0,134.67,14.39,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,50.41,0,12.32,0,94.35,0,0,114.5,403.74,0,88.7,0,0,0,136.02,0,8.55,0,0,0,0,0,0,40.57,38.81,0,0,19.28,233.63,0,43.31,0,31.78,16.83,0,288.63,11.57,9.33,4.41,19.32,0,0,4.95,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,50.41,0,12.32,0,117.47,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,38.81,0,0,19.28,233.82,0,38.09,0,31.78,15.21,0,288.63,2.31,9.33,4.41,19.32,0,0,4.95,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,38.81,0,0,19.28,234.11,0,38.09,0,31.78,14.64,0,288.63,2.31,9.33,4.41,19.32,0,0,4.95,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,22.55,0,0,19.28,234.28,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,22.55,0,0,19.28,234.28,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,234.44,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,34.06,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,234.59,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,4.95,0,15.31,34.06,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,234.92,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,2.66,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.24,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.56,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,18.93,235.66,0,38.09,0,15.89,14.64,0,288.63,2.31,0,4.41,19.32,0,0,5.55,0,15.31,1.07,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,279.81,2.31,0,4.41,19.32,0,0,5.55,0,15.31,2.13,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,264.71,2.31,0,4.41,19.32,0,0,5.55,0,15.31,34.06,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,259.89,2.31,0,10.37,19.32,0,0,4.95,0,15.31,34.06,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,235.79,2.31,0,10.37,19.32,0,0,11.48,0,15.31,2.13,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,230.97,2.31,0,10.37,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,235.79,2.31,0,10.37,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,230.97,2.31,0,10.37,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,216.51,2.31,0,10.37,19.32,0,0,4.95,0,15.31,0.64,0,134.67,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,231.38,0,38.09,0,15.89,14.64,0,181.12,2.31,0,4.41,19.32,0,0,11.48,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,231.38,0,38.09,0,15.89,14.64,0,181.12,2.31,0,4.41,19.32,0,0,11.48,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,231.38,0,38.09,0,15.89,14.64,0,181.12,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,231.38,0,38.09,0,15.89,14.64,0,181.12,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,231.38,0,38.09,0,15.89,14.64,0,181.12,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,189.51,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,225.18,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,88.7,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,257.96,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.07,235.66,0,38.09,0,15.89,14.64,0,256.04,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

