Column1,Time,GNA/NR/2025/03/01/2563,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/3469,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/5143,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/1906,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/8036,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/9482,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/9606,GNA/SR/2025/03/01/7500,GNA/WR/2025/03/01/6406,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13
52,12:45-13:00,23.31,1.31,8.64,26.99,191.96,0,26.99,46.78,0,38.39,17.46,17.46,23.31,70,1.31,6.72,0,17.46,52.79,133.41,1.35,17.28,3.49,0,0,0,0,15,31.57,14,151.8,31.57,10,10,30,100,31.56,50,15,8.8,96.26,98,50,210,90,241.67,48.33

53,13:00-13:15,23.31,1.31,8.64,26.99,149.26,0,26.99,46.78,0,38.39,17.46,17.46,23.31,70,1.31,6.72,0,17.46,52.79,133.41,1.35,17.28,3.49,0,0,0,0,16.33,31.57,15,151.12,31.57,10.33,10.33,31.01,100,31.56,50,16.34,8.8,98.33,98,50,210,90,241.67,48.33

54,13:15-13:30,23.31,1.31,8.64,26.99,149.26,0,26.99,46.78,0,38.39,17.46,17.46,23.31,70,1.31,6.72,0,17.46,52.79,133.41,1.35,17.28,3.49,0,0,0,0,17.67,31.57,15.66,150.92,31.57,10.83,10.83,32.51,100,31.56,50,17.66,8.8,98.33,98,50,210,90,241.67,48.33

55,13:30-13:45,23.31,1.31,8.64,26.99,149.26,0,26.99,46.78,0,38.39,17.46,17.46,23.31,70,1.31,6.72,0,17.46,52.79,133.41,1.35,17.28,3.49,0,0,0,0,23.33,31.57,16.34,149.76,31.57,11.67,11.67,34.99,100,31.56,50,23.34,8.8,98.33,98,50,210,90,241.67,48.33

56,13:45-14:00,23.31,1.31,8.64,26.99,149.26,0,26.99,46.78,0,38.39,17.46,17.46,23.31,70,1.31,6.72,0,17.46,52.79,133.41,1.35,17.28,3.49,0,0,0,0,25,31.57,17,149.27,31.57,12.5,12.5,37.5,100,31.56,50,25,9,98.33,98,49,210,90,241.67,48.33

57,14:00-14:15,23.31,1.39,8.64,26.99,149.26,0,26.99,46.78,0,38.39,17.46,17.46,23.31,70,1.31,6.72,0,17.46,52.79,133.41,1.44,17.28,3.58,0,0,0,0,26.67,31.57,17.34,147.52,31.57,16.67,16.67,49.99,100,31.56,50,26.66,9,98.33,97,48,210,90,241.67,48.33

58,14:15-14:30,23.31,1.39,8.64,26.99,191.96,0,26.99,46.78,0,38.39,17.02,17.02,23.31,70,1.31,6.72,0,17.02,52.79,133.41,1.44,17.28,3.58,0,0,0,0,28.33,31.57,17.66,145.28,31.57,16.67,16.67,49.99,100,31.56,50,28.34,9.2,98.33,95,47,210,90,239.81,47.96

59,14:30-14:45,23.31,1.39,8.64,26.99,230.35,0,26.99,46.78,0,38.39,16.34,16.34,23.31,70,1.31,6.72,0,16.34,52.79,133.41,1.44,17.28,3.58,0,0,0,0,30,31.57,18,140.5,31.57,16.67,16.67,49.99,97,31.56,48,30,9,97.74,92,46,203,87,235.57,47.11

60,14:45-15:00,23.31,1.39,8.64,26.99,271.38,0,26.99,46.78,0,38.39,15.76,15.76,23.31,70,1.31,6.72,0,15.76,52.79,133.41,1.44,17.28,3.58,0,0,0,0,29.33,31.57,17.66,135.34,31.57,16.67,16.67,49.99,93,31.56,47,29.34,8.6,94.7,91,44,193,82,231.9,46.38

61,15:00-15:15,23.31,1.24,8.64,26.99,271.38,0,26.99,46.78,0,38.39,15.1,15.1,23.31,70,1.38,6.72,0,15.1,52.79,181.4,1.44,17.28,3.58,0,0,0,0,31.33,32.07,13.66,127.17,32.07,16.67,16.67,49.99,90,32.06,45,31.34,9.4,87.63,87,40,182,78,226.04,45.21

62,15:15-15:30,23.31,1.24,8.64,26.99,271.38,0,26.99,46.78,0,38.39,14.29,14.29,23.31,70,1.38,6.72,0,14.29,81.58,193.14,1.44,17.28,3.58,0,0,0,0,29.33,32.07,12.66,119.86,32.07,16.67,16.67,49.99,85,32.06,42,29.34,9.6,85.34,82,38,172,73,216.33,43.27

63,15:30-15:45,23.31,1.24,8.64,26.99,271.38,0,26.99,63.94,0,38.39,13.39,13.39,23.31,70,1.31,6.72,0,13.39,99.99,193.14,1.44,17.28,3.58,0,0,0,0,28.67,32.07,12,111.29,32.07,16.67,16.67,49.99,73,32.06,37,28.66,9.6,80.97,73,35,154,66,194.86,38.97

64,15:45-16:00,23.31,1.24,8.64,26.99,271.38,0,26.99,63.94,0,38.39,12.36,12.36,23.31,70,1.31,6.72,0,12.36,99.99,193.14,1.44,17.28,3.58,0,0,0,0,26.33,32.07,12,80.17,32.07,16.67,16.67,49.99,67,32.06,33,26.34,9.6,76.52,68,33,140,60,181.17,36.23

65,16:00-16:15,23.31,1.31,8.64,26.99,271.38,0,26.99,63.94,0,38.39,11.29,11.29,23.31,70,1.31,6.72,0,11.29,99.99,193.14,1.35,17.28,3.58,0,0,0,0,25,32.07,14.34,71.28,32.07,14.33,14.33,43.01,59,32.06,29,25,9.4,67.57,62,28,119,51,166.06,33.21

66,16:15-16:30,23.31,1.31,8.64,26.99,271.38,0,26.99,63.94,0,38.39,10.06,10.06,23.31,70,1.31,6.72,0,10.06,99.99,224.52,1.35,17.28,3.58,0,0,0,0,24.33,32.07,14,62.04,32.07,14,14,42,52,32.06,26,24.34,9.4,60.84,55,25,109,46,149.67,29.93

67,16:30-16:45,23.31,1.31,8.64,26.99,271.38,0,26.99,86.57,0,38.39,7.75,7.75,23.31,65.86,1.31,6.72,0,7.75,99.99,259.72,1.35,17.28,3.58,0,0,0,0,24,32.67,13.66,52.82,32.67,13.5,13.5,40.5,45,32.66,22,24,9.4,52.92,48,22,95,40,131.65,26.33

68,16:45-17:00,23.31,1.31,8.64,26.99,271.38,0,26.99,86.57,0,38.39,6.56,6.56,23.31,65.86,1.31,6.72,0,6.56,99.99,259.72,1.35,17.28,3.58,0,0,0,0,23.33,32.67,13.34,43.61,32.67,12.67,12.67,37.99,37,32.66,18,23.34,9.4,46.76,40,19,81,34,113.47,22.7

69,17:00-17:15,23.31,1.31,8.64,26.99,271.38,0,26.99,86.57,100,38.39,5.29,5.29,23.31,65.86,1.31,6.72,0,5.29,99.99,259.72,1.35,17.28,3.68,0,0,0,0,22.33,32.67,13.34,34.57,32.67,11.67,11.67,34.99,30,32.66,15,22.34,9.4,39.81,35,11,63,27,95.97,19.19

70,17:15-17:30,23.31,1.31,8.64,26.99,271.38,0,26.99,86.57,100,38.39,3.96,3.96,23.31,65.86,1.31,6.72,0,3.96,99.99,259.72,1.35,17.28,3.68,0,0,0,0,21,28.18,13.34,25.73,18,10.83,10.83,32.51,23,27.87,12,21,9.4,32.73,27,9,53,22,76.67,15.33

71,17:30-17:45,23.31,1.31,8.64,26.99,271.38,0,26.99,86.57,100,43.19,2.75,2.75,23.31,65.86,1.31,6.72,0,2.75,99.99,259.72,1.35,17.28,3.68,0,0,0,0,20.67,16.7,13.34,16.47,8,9.83,9.83,29.51,15,15.96,8,20.66,9.4,23.84,21,7,35,15,59.81,11.96

72,17:45-18:00,23.31,1.31,8.64,26.99,271.38,0,26.99,86.57,100,43.19,1.61,1.61,23.31,65.86,1.31,6.72,0,1.61,99.99,259.72,1.35,17.28,3.68,0,0,0,0,20.33,8.37,13.66,8.33,1,8.67,8.67,25.99,10,6.84,5,20.34,9.4,15.82,13,4,18,7,37.12,7.43

73,18:00-18:15,23.31,1.31,8.64,26.99,271.38,0,26.99,86.57,100,43.19,0.79,0.79,23.31,65.86,1.31,6.72,0,0.79,99.99,259.72,1.39,28.79,3.68,50,0,0,31.29,16.67,0,9.66,2.82,0,6.67,6.67,19.99,5,0,3,16.66,8,11.09,8,3,7,3,19.64,3.93

74,18:15-18:30,23.31,1.31,8.64,24.85,271.38,0,24.85,86.57,100,43.19,0.24,0.24,23.31,114.79,1.31,6.72,0,0.24,99.99,259.72,1.39,28.79,3.68,50,0,0,31.29,16.67,0,8.34,0,0,6.67,6.67,19.99,3,0,1,16.66,7.4,0.33,5,1,4,1,11.05,2.21

