Block,Time,DADRT2,KGSU3AND4,KHSTPP-I,NLCIIST2,UNCHAHAR4,AURY_RF,DADRI_LF,KGSU1AND2,KKNP,KOTESHWR,NJPC,NLCTS2EXP,SEWA2,SIMHST1,ANTA_GF,AURY_CRF,BRBCL,CHAMERA3,FSTPP I & II,KHSTPP-II,PARBATI2,PARBATI3,RAPPC,RIHAND1,RIHAND3,SALAL,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,DADRI_RF,CHAMERA1,DHAULIGNGA,MAPS,NLCEXP,TALST2,UNCHAHAR1,URI2,KISHANGANGA,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR3,VALLURNTECL,ANTA_LF,AURY_GF,BSIUL,DULHASTI,JHAJJAR,KOLDAM,KUDGI,NAPP,NNTPP,RAMPUR,RAPPD,RSTPSU7,TANAKPUR,AURY_LF,KKNPPU2,NLCIIST1,NTPL,SASAN,TALA,TANDA2,TEHRI,ANTA_RF,DADRI_CRF,DADRI_GF,CHAMERA2,RAPPB,RIHAND2,RSTPSU1TO6,URI
9,02:00-02:15,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,18.9,0,0,0,20,23.33,18.62,148.3,26.3,33.76,69.07,97.23,130.79,79.38,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,23.11,52.230000000000004,0,0,32.53,0,124.58,0,52.36

10,02:15-02:30,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,12.61,0,0,0,20,23.33,18.62,148.3,26.3,33.76,69.07,97.23,130.79,79.38,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,23.11,52.230000000000004,0,0,32.53,0,124.58,0,49.68

11,02:30-02:45,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,12.61,0,0,0,20,23.33,18.62,148.3,26.3,33.76,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,23.11,52.230000000000004,0,0,32.53,0,124.58,0,49.68

12,02:45-03:00,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,12.61,0,0,0,20,23.33,18.62,148.3,26.3,33.76,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,23.11,52.230000000000004,0,0,32.53,0,124.58,0,49.68

13,03:00-03:15,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,12.61,0,0,0,20,23.33,18.62,148.3,26.3,33.76,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,23.11,52.230000000000004,0,0,32.53,0,124.58,0,49.68

14,03:15-03:30,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,12.61,0,0,0,20,23.33,18.62,148.3,26.3,33.76,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,11.56,52.230000000000004,0,0,32.53,0,124.58,0,49.68

15,03:30-03:45,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,12.61,0,0,0,20,23.33,18.62,148.3,26.3,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,11.56,52.230000000000004,0,0,32.53,0,124.58,0,49.68

16,03:45-04:00,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,94.09,0,12.61,0,0,0,20,23.33,18.62,148.3,26.3,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.74,30,0,1.03,0,0,0,0,348.98,0,5.7,11.56,52.230000000000004,0,0,32.53,0,124.58,0,49.68

17,04:00-04:15,688.92,0,45.53,0,2.3,76.74,0,0,0,20.85,82.88,0,12.61,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,448.67,0,0,25.77,0,3.3,30,0,1.03,0,0,0,0,348.98,0,5.7,11.56,52.230000000000004,0,0,32.53,0,124.58,0,49.68

18,04:15-04:30,688.92,0,45.53,0,2.3,76.74,0,0,0,20.85,53.76,0,12.61,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,438.67,0,0,25.77,0,2.14,30,0,1.03,0,0,0,0,348.98,0,5.7,11.56,52.230000000000004,0,0,32.53,0,124.58,0,49.68

19,04:30-04:45,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,12.61,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,438.67,0,0,25.77,0,2.14,30,0,1.03,0,0,0,0,348.98,0,5.7,11.8,52.230000000000004,0,0,32.53,0,124.58,0,49.68

20,04:45-05:00,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,12.61,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,438.67,0,0,25.77,0,2.14,30,0,1.03,0,0,0,0,348.98,0,5.7,11.8,52.230000000000004,0,0,32.53,0,124.58,0,49.68

21,05:00-05:15,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,6.3,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,438.67,0,0,25.77,0,2.14,30,0,1.03,0,0,0,0,348.98,0,5.7,11.8,52.230000000000004,0,0,32.53,0,124.58,0,49.68

22,05:15-05:30,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,19.56,59.5,438.67,0,0,25.77,0,2.14,30,0,1.03,0,0,0,0,348.98,0,5.7,11.8,52.230000000000004,0,0,32.53,0,124.58,0,49.68

23,05:30-05:45,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,12.64,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,2.14,30,0,1.03,0,0,0,0,348.98,0,5.7,23.11,52.230000000000004,0,0,32.53,0,124.58,0,49.68

24,05:45-06:00,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,12.64,0,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,2.14,30,0,1.03,0,0,0,0,348.98,0,5.7,35.39,52.230000000000004,0,0,32.53,0,124.58,0,49.68

25,06:00-06:15,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,12.64,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,52.230000000000004,0,0,32.53,0,124.58,0,49.68

26,06:15-06:30,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,52.230000000000004,0,0,48.81,0,124.58,0,49.68

27,06:30-06:45,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,418.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,52.230000000000004,0,0,48.81,0,124.58,0,49.68

28,06:45-07:00,688.62,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,23.33,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,44.5,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,418.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,52.230000000000004,0,0,48.81,0,124.58,0,49.68

29,07:00-07:15,688.92,0,45.53,0,2.3,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,35.03,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,45,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,418.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,51.83,0,0,48.81,0,124.58,0,49.68

30,07:15-07:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,35.03,18.62,148.3,28.56,23.02,69.07,97.23,130.79,66.82,0,45,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,418.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,51.83,0,0,48.81,0,124.58,0,49.68

31,07:30-07:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,418.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,51.83,0,0,48.81,0,124.58,0,49.68

32,07:45-08:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,418.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,51.83,0,0,48.81,0,124.58,0,49.68

33,08:00-08:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,21.88,0,0,0,21.64,38.1,8.63,0,131.14,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,35.39,51.83,0,0,48.81,0,124.58,0,49.68

34,08:15-08:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,21.88,0,0,0,21.64,38.1,8.63,0,131.14,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,23.59,51.83,0,0,48.81,0,124.58,0,49.68

35,08:30-08:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,21.88,0,0,0,21.64,38.1,8.63,0,131.14,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,11.8,51.83,0,0,48.81,0,124.58,0,49.68

36,08:45-09:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,21.88,0,0,0,21.64,38.1,8.63,0,150.34,0.98,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,11.8,51.83,0,0,48.81,0,124.58,0,49.68

37,09:00-09:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,21.88,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.83,0,0,48.81,0,124.58,0,50.23

38,09:15-09:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,28.56,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,10.95,0,0,0,21.64,38.1,8.63,0,131.14,1,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.83,0,0,48.81,0,124.58,0,50.23

39,09:30-09:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,22.54,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.83,0,0,48.81,0,124.58,0,50.23

40,09:45-10:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,22.54,33.76,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,438.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.83,0,0,48.81,0,124.58,0,50.23

41,10:00-10:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,428.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,50.23

42,10:15-10:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,428.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,50.23

43,10:30-10:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,78.4,0,0,0,0,0,20,35.03,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,428.67,0,0,25.77,0,3.11,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,50.23

44,10:45-11:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,53.76,0,0,0,0,0,20,35.03,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,428.67,0,0,25.77,0,2.14,30,0,2.05,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,50.23

45,11:00-11:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,24.65,0,0,0,0,0,20,35.03,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,428.67,0,0,25.77,0,0.98,30,0,8.33,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,49.68

46,11:15-11:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,35.03,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,8.33,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,49.68

47,11:30-11:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,35.03,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,8.33,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,49.68

48,11:45-12:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,23.02,69.07,97.23,130.79,63.92,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,8.33,0,0,0,0,348.98,0,5.7,0,51.17,0,0,48.81,0,124.58,0,49.68

49,12:00-12:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,51.13,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,2.05,0,0,0,0,348.98,0,5.7,0,50.519999999999996,0,0,48.81,0,124.58,0,49.68

50,12:15-12:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,51.13,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,2.05,0,0,0,0,348.98,0,5.7,0,50.519999999999996,0,0,48.81,0,124.58,0,49.68

51,12:30-12:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,51.13,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,2.05,0,0,0,0,348.98,0,5.7,0,50.519999999999996,0,0,48.81,0,124.58,0,49.68

52,12:45-13:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,51.13,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,2.05,0,0,0,0,348.98,0,5.7,0,50.519999999999996,0,0,48.81,0,124.58,0,49.68

53,13:00-13:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,51.13,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,2.05,0,0,0,0,348.98,0,5.7,0,49.2,0,0,48.81,0,124.58,0,49.68

54,13:15-13:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,51.13,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,2.05,0,0,0,0,348.98,0,5.7,0,49.2,0,0,48.81,0,124.58,0,49.68

55,13:30-13:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,0,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,41.83,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,0,30,0,2.05,0,0,0,0,348.98,0,5.7,0,49.2,0,0,48.81,0,124.58,0,49.68

56,13:45-14:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,27.66,0,0,0,0,0,20,23.33,18.62,148.3,22.54,19.94,69.07,97.23,130.79,41.83,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,1.1,30,0,2.05,0,0,0,0,348.98,0,5.7,0,49.2,0,0,48.81,0,124.58,0,49.68

