Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/9582,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/11/8945,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/11/8869,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07
20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,14,0,0,6.66,7,14,7,21,6.8,3.45,37.47,12.49,30.28,2.74,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0,37.47,228.54,35.37,53.36,0,26.91,0,26.91

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,14,0,0,6.66,7,14,7,21,6.8,3.36,37.47,12.49,30.28,2.74,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0,37.47,228.54,35.37,53.36,0,26.91,0,26.91

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,14,0,0,6.66,7,14,7,21,6.8,3.36,37.47,12.49,30.28,2.74,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0,37.47,228.54,35.37,53.36,0,26.91,0,26.91

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,14,0,0,6.66,7,14,7,21,6.8,3.36,37.47,12.49,30.28,2.74,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0,37.47,228.54,35.37,53.36,0,26.91,0,26.91

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,14,0,0,6.66,7,14,7,21,6.8,3.36,37.47,12.49,30.28,2.74,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0,37.47,228.54,35.37,53.36,0,26.91,0,26.91

25,06:00-06:15,0,0,0,0,0,0,8.5,0,8.5,2,14,0,1,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.77,2.97,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0,37.47,228.54,35.37,53.36,0,26.91,0,26.91

26,06:15-06:30,0,0,0,0,1,0,18.2,0.04,18.2,7,14,1,2,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.77,2.97,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0,37.47,191.73,35.37,53.36,0,26.91,0,26.91

27,06:30-06:45,1,0.46,0.09,2,4,2,30.3,3.33,30.3,13,14,3,5,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,2.97,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0.39,37.47,191.73,35.37,53.36,0.39,26.91,0.4,26.91

28,06:45-07:00,3,2.28,0.45,3,7,3,33,8.02,33,20,14,4,8,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,2.97,67.91,3.08,133.1,6.21,37.47,0,12.49,145.52,0.7,37.47,172.33,35.37,53.36,0.7,26.91,0.72,26.91

29,07:00-07:15,6,8.03,1.6,7,14,5,32.25,14.02,32.25,28,14,5,10,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,1.17,37.47,220.83,35.37,53.36,1.17,26.91,1.2,26.91

30,07:15-07:30,10,15.8,3.16,10,25,7,32.33,20.49,32.33,32.34,14,7,15,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,1.84,37.47,228.54,35.37,53.36,1.84,26.91,1.88,26.91

31,07:30-07:45,15,31.52,6.3,15,35,8,32.67,27.82,32.67,32.66,14,9,18,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,2.79,37.47,228.54,35.37,53.36,2.79,26.91,2.87,26.91

32,07:45-08:00,21,49.29,9.86,19,49,12,33,33.95,33,33,14,12,25,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,3.45,37.47,228.54,35.37,53.36,3.45,26.91,3.53,26.91

33,08:00-08:15,25,67,13.4,26,60,17,33,40,33,33,14,15,32,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,4.41,37.47,228.54,35.37,53.36,4.41,26.91,4.52,26.91

34,08:15-08:30,31,86.47,17.29,33,74,20,33,45.89,33,33,14,19,39,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,5.44,37.47,228.54,35.37,53.36,5.44,26.91,5.59,26.91

35,08:30-08:45,37,105.34,21.07,45,88,24,33,53.03,33,33,14,22,46,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,6.44,37.47,228.54,35.37,53.36,6.44,26.91,6.6,26.91

36,08:45-09:00,43,122.98,24.6,52,102,27,33,60.06,33,33,14,25,53,6.66,7,14,7,21,6.8,3.36,37.47,12.49,29.27,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,7.44,37.47,228.54,35.37,53.36,7.44,26.91,7.63,26.91

37,09:00-09:15,49,139.38,27.88,63,116,30,33,57.93,33,33,14,28,60,6.66,7,14,7,21,6.8,3.27,37.47,12.49,29.77,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,8.33,37.47,228.54,35.37,53.36,8.33,26.92,8.54,26.92

38,09:15-09:30,55,155.05,31.01,72,130,33,33,64.96,33,33,14,32,66,6.66,7,14,7,21,6.8,3.27,37.47,12.49,30.28,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,9.22,37.47,228.54,35.37,53.36,9.22,26.92,9.44,26.92

39,09:30-09:45,60,168.81,33.76,79,140,37,33,70.82,33,33,14,35,72,6.66,7,14,7,21,6.8,3.27,37.47,12.49,29.77,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,10.09,37.47,228.54,35.37,53.36,10.09,26.92,10.34,26.92

40,09:45-10:00,64,182.83,36.57,86,151,39,33,76.77,33,33,14,37,77,6.66,7,14,7,21,6.8,3.27,37.47,12.49,29.77,3.12,67.91,3.08,133.1,6.11,37.47,0,12.49,145.52,11.21,37.47,228.54,35.37,53.36,11.21,26.92,11.5,26.92

41,10:00-10:15,75,200.91,40.18,89,175,41,33,81.3,33,33,14,39,83,6.66,7,14,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,2.93,133.1,6.11,37.47,0,12.49,145.52,11.83,37.47,228.54,35.37,53.36,11.83,26.92,12.13,26.92

42,10:15-10:30,79,213.91,42.78,91,186,42,33,84.59,33,33,14,41,87,6.66,7,14,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,2.93,133.1,6.11,37.47,0,12.49,145.52,12.93,37.47,228.54,35.37,53.36,12.93,26.92,13.26,26.92

43,10:30-10:45,82,222.51,44.5,91,193,44,33,75.9,33,33,13,43,90,6.66,7,13,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,2.93,133.1,6.11,37.47,0,12.49,145.52,13.61,37.47,228.54,35.37,53.36,13.61,26.92,13.95,26.92

44,10:45-11:00,84,230,46,92,196,45,33,78.22,33,33,13,44,93,6.66,7,13,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,2.93,133.1,6.11,37.47,0,12.49,145.52,14.35,37.47,228.54,35.37,53.36,14.35,26.92,14.72,26.92

45,11:00-11:15,84,230,46,92,196,46,33,79.7,33,33,13,45,95,6.66,7,13,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,2.93,133.1,6.11,37.47,0,12.49,145.52,15.14,37.47,228.54,35.37,53.36,15.14,26.92,15.52,26.92

46,11:15-11:30,84,230,46,92,196,47,33,81.39,33,33,13,45,95,6.66,7,13,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,2.93,133.1,6.11,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.92,16.15,26.92

47,11:30-11:45,84,230,46,92,196,47,33,83.1,33,33,13,45,95,6.66,7,13,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,3.24,133.1,6.11,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.92,16.15,26.92

48,11:45-12:00,84,230,46,92,196,47,33,84.5,33,33,13,45,95,6.66,7,13,7,21,6.8,3.27,37.47,12.49,29.77,3.28,67.91,3.24,133.1,6.11,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.92,16.15,26.92

49,12:00-12:15,84,230,46,92,196,47,33,85.36,33,33,13,45,95,6.66,7,13,7,21,6.8,3.36,37.47,12.49,30.28,3.36,67.91,3.24,133.1,6.02,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.93,16.15,26.93

50,12:15-12:30,84,230,46,92,196,47,33,85.13,33,33,13,45,95,6.66,7,13,7,21,6.8,3.36,37.47,12.49,30.28,3.36,67.91,3.24,133.1,6.02,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.93,16.15,26.93

51,12:30-12:45,84,230,46,92,196,47,33,86.7,33,33,13,45,95,6.66,7,13,7,21,6.8,3.36,37.47,12.49,30.28,3.36,67.91,3.24,133.1,6.02,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.93,16.15,26.93

52,12:45-13:00,84,230,46,92,196,47,33,86.98,33,33,13,45,95,6.66,7,13,7,21,6.8,3.36,37.47,12.49,30.28,3.36,67.91,3.24,133.1,6.02,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.93,16.15,26.93

53,13:00-13:15,84,230,46,92,196,47,33,86.78,33,33,13,45,95,6.66,7,13,7,21,7,3.45,37.47,12.49,30.28,3.36,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.93,16.15,26.93

54,13:15-13:30,84,230,46,92,196,46,33,85.91,33,33,13,45,95,6.66,7,13,7,21,7.2,3.45,37.47,12.49,30.28,3.36,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,53.36,15.76,26.93,16.15,26.93

55,13:30-13:45,84,230,46,92,196,45,33,82.26,33,33,13,45,93,6.66,7,13,7,21,2.53,3.45,37.47,12.49,30.28,3.36,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,15.76,37.47,228.54,35.37,51.76,15.76,26.93,16.15,26.93

56,13:45-14:00,82,230,46,91,193,44,33,78.22,33,33,13,43,91,6.66,7,13,7,21,2.53,3.45,37.47,12.49,30.28,3.36,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,15,37.47,228.54,35.37,51.76,15,26.93,15.38,26.93

57,14:00-14:15,81,230,46,91,189,42,33,73.31,33,33,13,43,91,6.66,7,13,7,21,3.18,3.54,37.47,12.49,30.28,3.43,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,14.56,37.47,228.54,56.09,51.76,14.56,26.93,14.93,26.93

58,14:15-14:30,78,230,46,89,182,41,33,68.88,33,33,13,42,87,6.66,7,13,7,21,3.35,3.54,37.47,12.49,30.28,3.43,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,14.01,37.47,228.54,56.09,51.76,14.01,26.93,14.36,26.93

59,14:30-14:45,75,214.9,42.98,85,175,40,33,62.67,33,33,13,39,82,6.66,7,13,7,21,3.67,3.54,37.47,12.49,31.29,3.43,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,13.64,37.47,228.54,56.09,51.76,13.64,26.93,13.98,26.93

60,14:45-15:00,70,199.17,39.83,82,165,38,33,56.28,33,33,13,37,77,6.66,7,13,7,21,4.18,3.54,37.47,12.49,31.29,3.43,67.91,3.4,133.1,6.02,37.47,0,12.49,145.52,12.99,37.47,263.38,56.09,51.76,12.99,26.93,13.31,26.93

61,15:00-15:15,66,186.65,37.33,77,154,36,33,43.43,33,33,13,34,72,6.66,7,13,7,21,4.27,3.64,37.47,12.49,31.29,3.43,67.91,3.63,133.1,6.02,37.47,0,12.49,145.52,12.1,37.47,263.38,56.09,101.07,12.1,26.93,12.41,26.93

62,15:15-15:30,61,173.88,34.77,72,144,34,33,36.27,33,33,13,31,65,6.66,7,13,7,21,4.01,3.64,37.47,12.49,31.29,3.43,67.91,3.63,133.1,6.02,37.47,0,12.49,145.52,11.2,37.47,263.38,56.09,101.07,11.2,26.93,11.49,26.93

63,15:30-15:45,55,160.48,32.1,63,130,31,33,30.8,33,33,15,28,60,7.34,7,15,7,21,3.73,3.64,37.47,12.49,31.29,3.43,67.91,3.63,133.1,6.02,37.47,0,12.49,145.52,10.31,37.47,263.38,56.09,101.07,10.31,26.93,10.57,26.93

64,15:45-16:00,49,145.97,29.19,57,116,29,33,25.6,33,33,15,25,53,7.34,7,15,7,21,3.6,3.64,37.47,12.49,31.29,3.43,67.91,3.63,133.1,6.02,37.47,0,12.49,145.52,9.43,37.47,263.38,56.09,101.07,9.43,26.93,9.66,26.93

65,16:00-16:15,43,130.57,26.11,50,102,25,33,21.1,33,33,15,22,46,7.34,7,15,7,21,7,3.82,37.47,12.49,31.29,3.67,67.91,3.86,133.1,6.02,37.47,0,12.49,145.52,8.37,37.47,263.38,56.09,79.77,8.37,26.93,8.58,26.93

66,16:15-16:30,37,115.06,23.01,43,88,21,33,17.21,33,33,15,18,38,7.34,7,15,7,21,7,3.82,37.47,12.49,31.29,3.67,67.91,3.86,133.1,6.02,37.47,0,12.49,145.52,7.53,37.47,263.38,56.09,79.77,7.53,26.93,7.71,26.93

67,16:30-16:45,31,96.9,19.38,37,74,17,33,14.97,33,33,15,12,26,7.34,7,15,7,21,7,3.82,37.47,12.49,31.29,3.67,67.91,3.86,133.1,6.02,37.47,0,12.49,145.52,6.64,37.47,263.38,56.09,79.77,6.64,26.93,6.8,26.93

68,16:45-17:00,25,78.99,15.8,30,60,12,33,11.63,33,24.72,15,9,19,7.34,7,15,7,21,7,3.82,37.47,12.49,31.29,3.67,67.91,3.86,133.1,6.02,37.47,0,12.49,145.52,5.64,37.47,263.38,56.09,79.77,5.64,26.93,5.79,26.93

69,17:00-17:15,19,67.4,13.48,23,46,9,29.21,8.18,29.68,17.3,15.67,7,15,7.66,7,15.67,7,21,7.27,3.82,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,0,12.49,145.52,4.7,39.77,263.38,56.09,79.77,4.7,26.58,4.81,26.58

70,17:15-17:30,13,49.28,9.86,17,32,7,12.51,5.07,13.3,8.65,16,4,8,7.66,7,16,7,21,7.86,3.82,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,0,12.49,145.52,3.84,39.77,263.38,56.09,79.77,3.84,26.58,3.93,26.58

71,17:30-17:45,7,30.51,6.1,10,18,5,1.15,1.38,2.17,2.47,15,2,4,7.66,7.5,15,7.5,22.5,7.93,3.82,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,0,12.49,145.52,2.92,39.77,263.38,56.09,79.77,2.92,26.58,3,26.58

72,17:45-18:00,4,17.87,3.57,8,11,5,0,0,0,0,15,0,1,7.66,7.84,15,7.83,23.5,7.41,3.82,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,0,12.49,145.52,2.11,39.77,263.38,56.09,79.77,2.11,26.58,2.16,26.58

73,18:00-18:15,2,8.99,1.8,4,5,3,0,0,0,0,15.67,0,0,7.66,8,15.67,8,24,7,3.92,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,242.52,12.49,145.52,1.6,39.77,263.38,56.09,79.77,1.6,25.12,1.65,31.5

74,18:15-18:30,0,3.1,0.62,2,1,2,0,0,0,0,17,0,0,8,8.5,17,8.5,25.5,7,3.92,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,242.52,12.49,145.52,1.15,39.77,263.38,56.09,79.77,1.15,25.12,1.17,31.5

75,18:30-18:45,0,0.58,0.12,0,0,0,0,0,0,0,16.67,0,0,8,7.5,16.67,7.5,22.5,7,3.64,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,242.52,12.49,145.52,0.58,39.77,263.38,56.09,79.77,0.58,16.98,0.59,16.98

76,18:45-19:00,0,0.09,0.02,0,0,0,0,0,0,0,16.67,0,0,8,7.5,16.67,7.5,22.5,7,3.64,39.77,12.49,31.29,3.67,67.91,3.47,133.1,6.11,39.77,242.52,12.49,145.52,0.21,39.77,263.38,56.09,79.77,0.21,16.98,0.22,16.98

77,19:00-19:15,0,0.07,0.01,0,0,0,0,0,0,0,16.67,0,0,8,7.5,16.67,7.5,22.5,7,3.54,39.77,12.49,31.29,3.59,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,2.46,0,31.5

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8,7.5,16.67,7.5,22.5,7,3.54,39.77,12.49,31.29,3.59,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,2.46,0,31.5

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8,7.5,16.67,7.5,22.5,7,3.54,39.77,12.49,31.29,3.59,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,15.97,0,15.97

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8,7.5,16.67,7.5,22.5,7,3.54,39.77,12.49,31.29,3.59,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,15.97,0,15.97

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,13,0,0,6.66,7.5,13,7.5,22.5,7,3.54,39.77,12.49,31.29,3.51,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,24.06,0,24.06

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,13,0,0,6.66,7.5,13,7.5,22.5,7,3.54,39.77,12.49,31.29,3.51,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,24.06,0,24.06

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,13,0,0,6.66,7.5,13,7.5,22.5,7,3.54,39.77,12.49,31.29,3.51,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,24.06,0,24.06

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,13,0,0,6.66,7.5,13,7.5,22.5,7,3.54,39.77,12.49,31.29,3.51,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,24.06,0,24.06

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,13,0,0,6.66,7.16,13,7.17,21.5,7,3.54,39.77,12.49,30.78,3.43,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,26.15,0,26.15

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,13,0,0,6.66,7.16,13,7.17,21.5,7,3.54,39.77,12.49,30.78,3.43,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,26.15,0,26.15

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,13,0,0,6.66,7.16,13,7.17,21.5,7,3.54,39.77,12.49,30.28,3.43,67.91,3.32,133.1,6.21,39.77,242.52,12.49,145.52,0,39.77,235.73,56.09,79.77,0,26.15,0,26.15

