Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/NR/2024/11/01/4503,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5474,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/9042,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9061,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/1868,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/3646
26,06:15-06:30,0,0,0,0,0,0,6.67,2.4,13.33,0,4,5.28,20,6.66,6.66,13.33,8.68,272.6,68,0,0.05,26.03,17.35,69.42,3.04,0,26.03,0.05,1.92,261.75,1.4,27.76,0,0,1.85,26.03,70.29,0,8.68,0.05,7,0,0,0

27,06:30-06:45,0,0,0,0,0.01,0,6.67,9.93,13.33,0.48,8,10.98,20,6.66,6.66,13.33,8.68,272.6,68,0,0.16,26.03,17.35,62.67,3.04,0,26.03,0.16,1.92,261.75,1.4,27.76,0,0,1.85,26.03,70.29,0,8.68,0.16,7,0,0,0

28,06:45-07:00,0,0,0,0.04,0.2,1,6.67,19.33,13.33,4.97,12,19.52,20,6.66,6.66,13.33,8.68,272.6,68,0,0.37,26.03,17.35,77.13,3.04,0,26.03,0.36,1.92,261.75,1.4,27.76,0,0,1.85,26.03,70.29,0,8.68,0.36,7,0,0,0

29,07:00-07:15,1,1,0,0.27,1.35,2,6.67,23.2,13.33,12.82,20,23.2,20,6.66,6.66,13.33,8.68,272.6,68,0,0.71,26.03,17.35,57.85,3.04,0,26.03,0.69,1.92,261.75,1.4,27.76,1,0,1.85,26.03,70.29,0,8.68,0.69,7,0,0,0

30,07:15-07:30,4,2,1,1.43,7.13,5,6.67,24.47,13.33,20.51,24.47,24.46,20,6.66,6.66,13.33,8.68,272.6,68,0,1.18,26.03,17.35,67.49,3.04,0,26.03,1.16,1.92,261.75,1.4,27.76,2,1,1.85,26.03,70.29,0,8.68,1.16,7,0,0,0

31,07:30-07:45,7,5,3,3.51,17.55,8,8.33,25.8,13.33,28.99,25.8,25.8,25,6.66,8.34,13.33,8.68,272.6,68,0,1.81,26.03,17.35,81.95,3.04,0,26.03,1.78,1.92,261.75,1.4,27.26,5,3,1.85,26.03,70.29,0,8.68,1.78,7,0,0,0

32,07:45-08:00,14,7,6,6.77,33.83,13,8.17,27.2,13.33,39.28,27.2,27.2,24.5,6.66,8.16,13.33,8.68,272.6,68,0,2.61,26.03,17.35,72.31,3.04,0,26.03,2.54,1.92,261.75,1.4,27.26,8,4,1.85,26.03,70.29,0,8.68,2.54,7,0,0,0

33,08:00-08:15,42,10,18,10.4,51.98,19,8.17,28.03,13.33,50.54,28.03,28.04,24.5,6.66,8.16,13.33,8.68,272.6,68,0,3.46,26.03,17.35,57.85,3.04,0,26.03,3.37,1.92,261.75,1.48,27.26,20,10,1.85,26.03,70.29,0,8.68,3.37,7,0,0,0

34,08:15-08:30,56,15,24,14.35,71.73,27,8.17,29.2,13.33,61.78,29.2,29.2,24.5,6.66,8.16,13.33,8.68,272.6,68,0,4.42,26.03,17.35,62.67,3.04,0,26.03,4.32,1.92,261.75,1.48,27.26,27,13,1.85,26.03,70.29,0,8.68,4.32,7,0,0,0

35,08:30-08:45,70,19,30,18.32,91.61,36,8,30.23,13.33,72.24,30.23,30.24,24,6.66,8,13.33,8.68,272.6,68,0,5.5,26.03,17.35,100.44,3.04,0,26.03,5.37,1.92,234.81,1.48,27.26,33,17,1.85,26.03,70.29,0,8.68,5.37,7,0,0,0

36,08:45-09:00,84,23,36,22.17,110.84,43,7.83,30.23,13.33,81.52,30.23,30.24,23.5,6.66,7.84,13.33,8.68,272.6,68,0,6.68,26.03,17.35,100.44,3.04,0,26.03,6.51,1.92,234.81,1.48,26.24,40,20,1.85,26.03,70.29,0,8.68,6.51,7,0,0,0

37,09:00-09:15,98,25,42,25.64,128.18,51,7.83,32.07,12.66,90.05,32.07,32.06,23.5,6.66,7.84,12.67,8.68,272.6,68,0,7.81,26.03,17.35,100.44,3.04,0,26.03,7.62,1.92,234.81,1.48,0,47,23,1.85,26.03,70.29,0,8.68,7.62,9,0,0,0

38,09:15-09:30,112,28,48,29.09,145.48,57,7.83,32.07,12.66,97.96,32.07,32.06,23.5,6.66,7.84,12.67,8.68,272.6,68,0,8.76,26.03,17.35,100.44,3.04,0,26.03,8.54,1.92,234.81,1.48,0,53,27,1.85,26.03,70.29,0,8.68,8.54,9.2,0,0,0

39,09:30-09:45,133,31,57,32.35,161.78,62,7.67,32.23,11.34,105.09,32.23,32.24,23,6.66,7.66,11.33,8.68,272.6,68,0,9.77,26.03,17.35,100.44,3.04,0,26.03,9.53,1.92,234.81,1.48,0,60,30,1.85,26.03,70.29,0,8.68,9.53,8,0,0,0

40,09:45-10:00,147,33,63,35.34,176.73,67,7.5,32.23,11.34,111.35,32.23,32.24,22.5,6.66,7.5,11.33,8.68,272.6,68,0,10.55,26.03,17.35,100.44,3.04,0,26.03,10.29,1.92,205.88,1.48,0,67,33,1.85,26.03,70.29,0,8.68,10.29,8,0,0,0

41,10:00-10:15,158,35,67,38,190,74,7.33,32.5,11.34,116.83,32.5,32.5,22,6.66,7.34,11.33,8.68,272.6,68,0,12.72,26.03,17.35,73.27,3.04,0,26.03,12.42,1.92,205.88,1.4,0,71,36,1.9,26.03,70.29,0,8.68,12.42,8.2,0,0,0

42,10:15-10:30,165,37,70,40.37,201.85,78,7.17,32.5,11.34,121.66,32.5,32.5,21.5,6.66,7.16,11.33,8.68,272.6,68,0,13.26,26.03,17.35,96.41,3.04,0,26.03,12.93,1.92,205.88,1.4,0,77,38,1.9,26.03,70.29,0,8.68,12.93,8.4,0,0,0

43,10:30-10:45,172,38,73,42.53,212.64,80,7,32.67,11.34,125.73,32.67,32.66,21,6.66,7,11.33,8.68,272.6,68,0,13.81,26.03,17.35,86.77,3.04,0,26.03,13.47,1.92,205.88,1.4,0,80,40,1.9,26.03,70.29,0,8.68,13.47,7.16,0,0,0

44,10:45-11:00,179,39,76,44.33,221.68,84,6.83,32.83,11.34,129.33,32.83,32.84,20.5,6.66,6.84,11.33,8.68,272.6,68,0,14.46,26.03,17.35,86.77,3.04,0,26.03,14.11,1.92,205.88,1.4,0,83,42,1.9,26.03,70.29,0,8.68,14.11,7.16,0,0,0

45,11:00-11:15,182,40,78,45.9,229.5,86,6.67,32.83,11,131.94,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.02,26.03,17.35,77.13,3.04,0,26.03,14.66,1.92,205.88,1.4,0,87,43,1.9,26.03,70.29,0,8.68,14.66,7,0,0,0

46,11:15-11:30,186,40,79,47.2,235.99,87,6.67,32.83,11,133.91,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.41,26.03,17.35,67.49,3.04,0,26.03,15.04,1.92,205.88,1.4,0,90,45,1.9,26.03,70.29,0,8.68,15.04,7,0,0,0

47,11:30-11:45,189,41,81,45.37,226.85,88,6.67,32.83,11,135.21,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.5,26.03,17.35,57.85,3.04,0,26.03,15.13,1.92,205.88,1.4,0,90,45,1.9,26.03,70.29,0,8.68,15.13,7,0,0,0

48,11:45-12:00,189,41,81,46,230.02,89,6.67,32.83,11,135.85,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.52,26.03,17.35,67.49,3.04,0,26.03,15.14,1.92,205.88,1.4,0,90,45,1.9,26.03,70.29,0,8.68,15.14,7,0,0,0

49,12:00-12:15,189,42,81,45.67,228.33,88,6.67,32.83,11,134.09,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.52,26.03,17.35,53.03,2.94,0,26.03,15.15,2,205.88,1.55,26.24,90,45,1.95,26.03,70.29,0,8.68,15.15,7,0,0,0

50,12:15-12:30,189,42,81,45.54,227.72,88,6.67,32.83,11,132.48,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.45,26.03,17.35,53.03,2.94,0,26.03,15.08,2,205.88,1.55,26.24,90,45,1.95,26.03,70.29,0,8.68,15.08,7,0,0,0

51,12:30-12:45,189,42,81,45.63,228.18,88,6.67,32.83,11,130.16,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.4,26.03,17.35,53.03,2.94,0,26.03,15.02,2,205.88,1.55,26.24,90,45,1.95,26.03,70.29,0,8.68,15.02,7,0,0,0

52,12:45-13:00,189,42,81,45.94,229.7,88,6.67,32.83,11,127.15,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.44,26.03,17.35,53.03,2.94,0,26.03,15.06,2,205.88,1.55,26.24,90,45,1.95,26.03,70.29,0,8.68,15.06,7,0,0,0

53,13:00-13:15,189,40,81,45.25,226.27,83,6.67,32.83,11,123.88,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.29,26.03,17.35,53.03,2.94,0,26.03,14.92,2,157.68,1.71,26.24,87,43,1.95,26.03,70.29,0,8.68,14.92,7,0,0,0

54,13:15-13:30,182,39,78,44.76,223.82,82,6.67,32.83,11,120.45,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,15.05,26.03,17.35,53.03,2.94,0,26.03,14.69,2,145.5,1.71,26.24,83,42,1.95,26.03,70.29,0,8.68,14.69,7.2,0,0,0

55,13:30-13:45,175,38,75,44.47,222.33,78,6.67,32.83,11,116.36,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,14.65,26.03,17.35,81.95,2.94,0,26.03,14.29,2,145.5,1.71,25.23,80,40,1.95,26.03,70.29,0,8.68,14.29,7.6,0,0,0

56,13:45-14:00,168,37,72,43.89,219.45,77,6.67,32.83,11,111.49,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,14.31,26.03,17.35,100.44,2.94,0,26.03,13.95,2,145.5,1.71,25.23,79,39,1.95,26.03,70.29,0,8.68,13.95,8,0,0,0

57,14:00-14:15,157,36,67,39.38,196.89,75,6.67,32.83,11,105.76,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,13.81,26.03,17.35,100.44,2.94,0,26.03,13.48,2.07,174.42,1.86,25.74,73,37,2,26.03,70.29,0,8.68,13.48,7.2,0,0,0

58,14:15-14:30,146,34,63,37.84,189.2,73,6.67,32.83,11,99.37,32.83,32.84,20,6.66,6.66,11,8.68,231.38,68,0,11.74,26.03,17.35,100.44,2.94,0,26.03,11.45,2.07,174.42,1.86,25.74,71,35,2,26.03,70.29,0,8.68,11.45,7,0,0,0

59,14:30-14:45,120,30,52,31.91,159.54,63,6.67,32.83,11,92.13,32.83,32.84,20,6.66,6.66,11,8.68,272.6,86.96,0,11.11,26.03,17.35,100.44,2.94,0,26.03,10.83,2.07,222.63,1.86,25.74,63,32,2,26.03,70.29,0,8.68,10.83,7,0,0,0

60,14:45-15:00,105,29,45,30.44,152.2,57,6.67,32.83,11,84.01,32.83,32.84,20,6.66,6.66,11,8.68,272.6,86.96,0,10.41,26.03,17.35,100.44,2.94,0,26.03,10.15,2.07,261.75,1.86,25.74,57,28,2,26.03,70.29,0,8.68,10.15,7,0,0,0

61,15:00-15:15,88,24,37,28.25,141.28,50,6.67,32.83,11,75.35,32.83,32.84,20,6.66,6.66,11,8.68,272.6,86.96,0,9.6,26.03,17.35,91.59,2.94,0,26.03,9.36,2.07,261.75,1.94,25.74,43,22,2,26.03,70.29,0,5.78,9.36,7,0,0,0

62,15:15-15:30,77,22,33,26.07,130.35,45,6.67,32.83,11,66.02,32.83,32.84,20,6.66,6.66,11,8.68,272.6,86.96,0,8.67,26.03,17.35,91.59,2.94,0,26.03,8.46,2.07,261.75,1.94,26.24,37,18,2,26.03,70.29,0,5.78,8.46,7,0,0,0

63,15:30-15:45,67,20,28,23.88,119.43,40,6.67,32.83,11,55.95,32.83,32.84,20,6.66,6.66,11,8.68,272.6,86.96,0,6.94,26.03,17.35,91.59,2.94,0,26.03,6.77,2.07,261.75,1.94,27.26,31,16,2,26.03,66.14,0,5.78,6.77,7,0,0,0

64,15:45-16:00,56,18,24,21.7,108.5,35,6.67,32.83,11,45.19,32.83,32.84,20,6.66,6.66,11,8.68,272.6,86.96,0,6.1,26.03,17.35,100.44,2.94,0,26.03,5.95,2.07,261.75,1.94,27.76,25,12,2,26.03,66.14,0,5.78,5.95,7,0,0,0

65,16:00-16:15,49,14,21,18.28,91.38,28,6.67,33,11,34.4,28,33,20,6.66,6.66,11,12.53,272.6,86.96,0,5.27,28.92,17.35,53.03,2.94,0,28.92,5.15,2.15,261.75,1.94,27.76,17,8,2,28.92,66.14,0,5.78,5.15,7,0,0,0

66,16:15-16:30,42,8,18,14.85,74.28,22,6.67,33,11,24.14,20,33,20,6.66,6.66,11,12.53,272.6,86.96,0,4.44,28.92,17.35,70.38,2.94,0,28.92,4.34,2.15,261.75,1.94,28.26,12,6,2,28.92,66.14,0,5.78,4.34,7,0,0,0

67,16:30-16:45,32,7,13,11.43,57.16,17,6.67,26.86,11,15.72,10,24.28,20,6.66,6.66,11,12.53,272.6,86.96,0,3.59,28.92,17.35,100.44,2.94,0,28.92,3.5,2.15,261.75,1.94,28.26,9,5,2,28.92,66.14,0,5.78,3.5,7,0,0,0

68,16:45-17:00,18,5,7,8.01,40.04,13,6.67,19.33,11,9.78,5,14.78,20,6.66,6.66,11,12.53,272.6,86.96,0,2.79,28.92,17.35,100.44,2.94,0,28.92,2.72,2.15,261.75,1.94,28.76,7,3,2,28.92,115.27,0,5.78,2.72,7,0,0,0

69,17:00-17:15,7,2,3,6.09,30.48,10,6.67,9.93,11,6.02,1,7.18,20,6.66,6.66,11,12.53,272.6,86.96,0,2.09,33.74,17.35,83.57,2.94,0,33.74,2.04,2.15,261.75,1.94,29.27,3,2,2,33.74,115.27,0,5.78,2.04,7,0,0,0

70,17:15-17:30,2,1,1,4.18,20.92,7,6.67,3.35,11,2.17,0,3.37,20,6.66,6.66,11,12.53,272.6,86.96,0,1.52,33.74,17.35,83.57,2.94,0,33.74,1.49,2.15,261.75,2.01,29.77,1,0,2,33.74,115.27,0,5.78,1.49,7,0,0,0

71,17:30-17:45,1,0,0,2.27,11.35,3,6.67,0.95,11,0,0,1.91,20,6.66,6.66,11,12.53,272.6,86.96,0,1.07,33.74,17.35,83.57,2.94,0,33.74,1.04,2.15,261.75,2.01,29.27,0,0,2,33.74,115.27,0,5.78,1.04,7,0,0,0

72,17:45-18:00,0,0,0,0.36,1.78,2,6.67,0.8,11,0,0,0.81,20,6.66,6.66,11,12.53,272.6,86.96,0,0.7,33.74,17.35,83.57,2.94,0,33.74,0.68,2.15,261.75,2.01,29.27,0,0,2,33.74,115.27,0,5.78,0.68,7,0,0,0

73,18:00-18:15,0,0,0,0.2,1,0,6.67,0,12.66,0,0,0,20,6.66,6.66,12.67,12.53,272.6,86.96,0,0.35,33.74,17.35,83.57,2.94,0,33.74,0.34,2.3,261.75,2.01,28.77,0,0,1.95,33.74,115.27,0,5.78,0.34,7,50,150,0

74,18:15-18:30,0,0,0,0.09,0.45,0,6.67,0,12.66,0,0,0,20,6.66,6.66,12.67,12.53,272.6,86.96,0,0.13,33.74,17.35,83.57,2.94,0,33.74,0.12,2.3,261.75,2.01,28.77,0,0,1.95,33.74,115.27,0,5.78,0.12,7,50,150,0

75,18:30-18:45,0,0,0,0.02,0.11,0,6.67,0,12.66,0,0,0,20,6.66,6.66,12.67,12.53,272.6,86.96,0,0,33.74,17.35,83.57,2.94,0,33.74,0,2.3,261.75,2.01,28.77,0,0,1.95,33.74,115.27,0,5.78,0,6.99,50,150,0

76,18:45-19:00,0,0,0,0,0,0,6.67,0,12.66,0,0,0,20,6.66,6.66,12.67,12.53,272.6,86.96,0,0,33.74,17.35,83.57,2.94,0,33.74,0,2.3,261.75,2.01,28.77,0,0,1.95,33.74,115.27,0,5.78,0,6.72,50,150,0

77,19:00-19:15,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.3,261.75,1.55,28.77,0,0,1.95,33.74,115.27,0,5.78,0,6.71,50,150,0

78,19:15-19:30,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.3,261.75,1.55,28.77,0,0,1.95,33.74,115.27,0,5.78,0,6.46,50,150,0

79,19:30-19:45,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.3,261.75,1.55,28.77,0,0,1.95,33.74,115.27,0,5.78,0,6.21,50,150,0

80,19:45-20:00,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.3,261.75,1.55,28.77,0,0,1.95,33.74,106.76,0,5.78,0,6.3,50,150,0

81,20:00-20:15,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.15,261.75,1.71,28.77,0,0,1.95,33.74,98.26,0,5.78,0,6.34,50,200,0

82,20:15-20:30,0,0,0,0,0,0,6.67,0,13,0,0,0,20,6.66,6.66,13,12.53,272.6,86.96,0,0,33.74,17.35,83.57,3.04,0,33.74,0,2.15,261.75,1.71,28.77,0,0,1.95,33.74,70.29,0,5.78,0,6.3,50,200,0

