Block,Time Block,KOTESHWR,KUDGI,KOLDAM,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,KGSU3AND4,DHAULIGNGA,FSTPP I & II,KHSTPP-II,DULHASTI,KKNPPU2,KKNP,KHSTPP-I,JHAJJAR,KGSU1AND2,KISHANGANGA,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,URI,UNCHAHAR4,VALLURNTECL,URI2,ANTA_GF,ANTA_CRF,ANTA_LF,AURY_CRF,AURY_GF,ANTA_RF,TelanganaSTPP,UNCHAHAR3,SIMHST1,UNCHAHAR2,SIMHST2,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR1,TANDA2,TALST2,TALA,TANAKPUR,RIHAND3,RSTPSU7,SALAL,SEWA2,RAPPB,RAMPUR,RIHAND2,RIHAND1,PARBATI3,RSTPSU1TO6,SASAN,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.06,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

7,01:30-01:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,12.7,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

8,01:45-02:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,11.96,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

9,02:00-02:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,10.57,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

10,02:15-02:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,10.57,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

11,02:30-02:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,10.63,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

12,02:45-03:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,12.47,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

13,03:00-03:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,13.66,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

14,03:15-03:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

15,03:30-03:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

16,03:45-04:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

17,04:00-04:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

18,04:15-04:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

19,04:30-04:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,0,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

20,04:45-05:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,14.95,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

21,05:00-05:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,14.95,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

22,05:15-05:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,29.91,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

23,05:30-05:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,93.68,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,29.91,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

24,05:45-06:00,8.52,0,0,0,0,0,22.47,0,0,0,0,42.27,0,0,10.99,94.63,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,14.07,0,22.46,0,0,29.91,121.01,5.97,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

25,06:00-06:15,8.52,0,0,0,0,0,44.94,0,0,0,0,42.27,0,0,13.68,139.61,15.83,0,0,30.67,345.73,0,0,180.76,0,0,0,0,16.89,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,17,0,26.21,0,0,29.91,121.01,7.33,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,3.67,0,402.31,51.81,0,0,0,0,0

26,06:15-06:30,17.05,0,0,0,0,0,67.41,0,0,0,0,42.27,0,0,15.87,142.47,15.83,0,0,32.37,345.73,0,0,180.76,0,0,0,2.56,17.95,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,17.58,0,28.09,0,0,29.91,121.01,7.33,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

27,06:30-06:45,25.57,0,0,0,0,0,89.88,0,0,0,0,42.27,0,7.61,15.87,142.47,31.66,0,0,32.37,345.73,0,0,180.76,11.54,2.11,9.3,7.68,19.21,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,17.58,0,28.09,0,0,44.85,121.01,7.33,0,0,0,0,119.44,0,8.92,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

28,06:45-07:00,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,15.87,142.47,31.66,0,0,32.37,343.67,0,0,180.76,11.77,12.53,18.62,28.17,19.21,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,17.58,0,28.09,0,0,59.79,121.01,7.33,0,0,0,0,119.44,0,40.19,7.59,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

29,07:00-07:15,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,15.87,114.3,31.66,0,0,25.96,383.32,0,0,180.76,27,12.53,18.62,28.17,19.21,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,17.58,0,28.09,0,0,59.79,121.01,7.33,0,0,0,0,119.44,0,40.19,7.59,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

30,07:15-07:30,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,15.87,114.3,31.66,0,0,25.96,469.78,0,0,184.79,27,12.53,18.62,28.17,19.21,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,20.18,0,32.66,0,0,59.79,121.01,7.9,0,0,0,0,119.44,0,40.19,7.59,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

31,07:30-07:45,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,15.87,142.47,31.66,0,0,32.12,563.19,0,0,184.79,27,12.53,18.62,28.17,19.21,0,0,0,0,0,0,25.45,0,0,4.14,0,0,0,0,0,0,0,20.18,0,32.66,0,0,59.79,121.01,7.92,0,0,0,0,119.44,0,40.19,7.87,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

32,07:45-08:00,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,19.98,142.47,31.66,0,0,32.37,566.71,0,0,184.79,27,12.53,18.62,28.17,19.21,0,0,0,0,0,0,25.45,0,0,4.14,0,0,0,0,0,0,0,20.18,0,32.66,0,0,59.79,121.01,7.92,0,0,0,0,119.44,0,40.19,7.87,0,0,114.09,88.38,3.43,0,402.31,51.81,0,0,0,0,0

33,08:00-08:15,37.52,0,0,0,0,0,89.88,0,0,0,0,42.27,0,26.33,19.98,142.47,31.66,0,0,32.37,502.78,0,0,184.79,27,12.53,18.62,28.17,19.21,0,0,0,0,0,0,25.45,0,0,4.14,0,0,0,0,0,0,0,24.9,0,40.15,0,0,59.79,121.01,9.88,0,0,0,0,119.44,0,40.19,7.87,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

34,08:15-08:30,37.52,0,0,0,0,0,89.88,0,0,0,0,42.27,0,15.35,19.98,142.47,31.66,0,0,32.37,502.78,0,0,223.22,27,12.53,18.62,28.17,19.21,0,0,0,0,0,0,3.71,0,0,4.14,0,0,0,0,0,0,0,25.36,0,40.72,0,0,59.79,121.01,9.88,0,0,0,0,119.44,0,8.92,7.87,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

35,08:30-08:45,18.95,0,0,0,0,0,59.13,0,0,0,0,42.27,0,7.61,17.79,142.47,15.83,0,0,32.37,502.78,0,0,255.59,11.54,2.11,18.62,12.55,19.21,0,0,0,0,0,0,2.12,0,0,4.14,0,0,0,0,0,0,0,22.76,0,36.14,0,0,59.79,121.01,9.29,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

36,08:45-09:00,8.52,0,0,0,0,0,38.22,0,0,0,0,42.27,0,0,17.79,142.47,15.83,0,0,32.37,416.35,0,0,271.19,0,0,18.62,12.55,19.21,0,0,0,0,0,0,2.12,0,0,4.14,0,0,0,0,0,0,0,22.76,0,36.14,0,0,44.85,121.01,9.29,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

37,09:00-09:15,8.52,0,0,0,0,0,20.02,0,0,0,0,42.27,0,0,17.79,142.47,15.83,0,0,32.37,301.05,0,0,308.64,0,0,18.62,12.55,19.21,0,0,0,0,0,0,2.12,0,0,4.14,0,0,0,0,0,0,0,22.76,0,36.14,0,0,44.85,121.01,9.29,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

38,09:15-09:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,17.79,142.47,15.83,0,0,28.95,224.2,0,0,233.33,0,0,18.62,12.55,19.21,0,0,0,0,0,0,2.12,0,0,10.34,0,0,0,0,0,0,0,22.76,0,36.14,0,0,29.91,121.01,9.29,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

39,09:30-09:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,123.57,0,0,0,28.95,224.2,0,0,243.63,0,0,18.62,12.55,19.21,0,0,0,0,0,0,25.45,0,0,10.34,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,121.01,8.01,0,0,0,5.53,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

40,09:45-10:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,123.57,0,0,0,28.95,224.2,0,0,219.18,0,0,18.62,12.55,19.21,0,0,0,0,0,0,25.45,0,0,10.34,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,121.01,7.92,0,0,0,5.53,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

41,10:00-10:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,18.62,11.53,19.21,0,0,0,0,0,0,3.18,0,0,10.34,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

42,10:15-10:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,18.62,11.53,19.21,0,0,0,0,0,0,2.12,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

43,10:30-10:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,18.62,11.53,14.41,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

44,10:45-11:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,18.62,11.53,14.41,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,7.5,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

45,11:00-11:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,9.3,11.53,14.41,0,0,0,0,0,0,25.45,0,0,10.34,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

46,11:15-11:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,9.3,0,14.41,0,0,0,0,0,0,25.45,0,0,10.34,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

47,11:30-11:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,0,0,14.41,0,0,0,0,0,0,1.07,0,0,10.34,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

48,11:45-12:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.07,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,103.1,7.92,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

49,12:00-12:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,29.91,110.08,7.92,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

50,12:15-12:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,347.94,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,14.95,110.08,7.92,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

51,12:30-12:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,14.95,110.58,7,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

52,12:45-13:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,15.03,103.9,0,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,14.95,111.08,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

53,13:00-13:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,81.98,0,0,0,19.58,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,0,111.08,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

54,13:15-13:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,0,111.08,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

55,13:30-13:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,0,66.56,6.47,0,0,0,1.97,94.8,0,1.34,0,0,0,62.75,48.61,0,0,402.31,51.81,0,0,0,0,0

56,13:45-14:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,0,66.56,6.47,0,0,0,1.97,94.8,0,1.34,0,0,0,62.75,48.61,0,0,402.31,51.81,0,0,0,0,0

57,14:00-14:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,0,66.56,6.47,0,0,0,1.97,94.8,0,1.34,0,0,0,62.75,48.61,0,0,402.31,51.81,0,0,0,0,0

58,14:15-14:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,0.85,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,0,66.56,6.47,0,0,0,1.97,94.8,0,1.34,0,0,0,62.75,48.61,0,0,402.31,51.81,0,0,0,0,0

59,14:30-14:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,0,66.56,6.47,0,0,0,1.97,94.8,0,1.34,0,0,0,83.73,76.17,0,0,402.31,51.81,0,0,0,0,0

60,14:45-15:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,14.95,66.56,6.47,0,0,0,1.97,94.8,0,1.34,0,0,0,83.73,76.17,0,0,402.31,51.81,0,0,0,0,0

61,15:00-15:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,14.95,70.49,6.47,0,0,0,1.97,94.8,0,1.34,0,0,0,106.78,81.31,0,0,402.31,51.81,0,0,0,0,0

62,15:15-15:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,14.95,87.56,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

